HomeID,AwayID,Season,Week,CTMC_Rating_Home,CTMC_Rating_Away
59,259,2013,5.0,0.024991224614665734,0.006486398363023118
202,66,2013,5.0,0.0025592432422398862,0.0015999621997758234
252,2393,2013,5.0,0.014589277284318256,0.005320805227840003
23,328,2013,5.0,0.0009081170256773643,0.01057843507653731
2509,2459,2013,5.0,0.0014082767466092106,0.004492811248584727
2116,2579,2013,5.0,0.005691359653938536,0.0126505349776309
58,2390,2013,5.0,0.004843560652582562,0.007478487785860428
2628,2567,2013,5.0,0.002959347973908789,0.0015828051429566327
277,197,2013,5.0,0.004772953327487476,0.006586129971659041
356,193,2013,5.0,0.007722862126024604,0.0013193444497686503
2633,6,2013,5.0,0.009275375568708841,0.007266147649041791
221,258,2013,5.0,0.008630423921921544,0.005898655433576868
153,151,2013,5.0,0.006314352390150856,0.0032065275668779073
98,2426,2013,5.0,0.006443825796728919,0.014898552300807184
189,2006,2013,5.0,0.00342226113460419,0.004557011574584523
2050,2649,2013,5.0,0.001246694974215335,0.005748702464915789
204,38,2013,5.0,0.001309191490403071,0.002913281124725125
150,2653,2013,5.0,0.010979956862814649,0.0024732729330954203
152,2117,2013,5.0,0.010412678614342795,0.0034520510198354946
61,99,2013,5.0,0.013267942643411202,0.004169971064714193
36,2638,2013,5.0,0.0025123708782033185,0.0050589943419698585
228,154,2013,5.0,0.011354916650657946,0.002348413319570422
2084,41,2013,5.0,0.0019389168519169016,0.0013547414728012513
103,52,2013,5.0,0.006222831655785204,0.011082097786288974
87,201,2013,5.0,0.005257589137271112,0.008478899254862792
135,2294,2013,5.0,0.007527744760667537,0.005911724738154736
2636,248,2013,5.0,0.0071252904552203756,0.006869586831853114
2348,349,2013,5.0,0.005890379061371633,0.004260306350685508
70,218,2013,5.0,0.0020835073197412574,0.003418859035822212
333,145,2013,5.0,0.0047387256513169275,0.009384321527652319
242,2226,2013,5.0,0.006869919170198112,0.003340373491754967
264,12,2013,5.0,0.014564630617807226,0.016081393337202918
2711,2309,2013,5.0,0.0019129104291804558,0.0012232399183619636
2433,2655,2013,5.0,0.0018225610966819102,0.0034451424325552533
326,2751,2013,5.0,0.002277764911400494,0.004266785992424819
8,245,2013,5.0,0.009192454089793793,0.004082650935354664
96,57,2013,5.0,0.006015205560824602,0.02658277893346572
142,2032,2013,5.0,0.008713021041570903,0.0023588606893171836
238,5,2013,5.0,0.005529826148344026,0.0029043763178832538
166,21,2013,5.0,0.0023297620090247735,0.0017093880560980618
194,275,2013,5.0,0.007001392133843295,0.006126875245665263
2440,2005,2013,5.0,0.0032802807841205645,0.006975023696820502
167,2439,2013,5.0,0.007238561275423494,0.005753159179237724
265,24,2013,5.0,0.0016248837432504947,0.004010301372061229
68,2572,2013,5.0,0.008817165071873512,0.002466176152349986
2483,25,2013,5.0,0.012720538256774896,0.002794422068975135
9,30,2013,5.0,0.0019234241714462816,0.014781945867000332
62,278,2013,5.0,0.0022392669562451024,0.0023972962250677415
66,251,2013,6.0,0.003480769878793534,0.0030452198143999434
2433,98,2013,6.0,0.0019301627664295607,0.009087493888158132
254,26,2013,6.0,0.0071081478282454,0.003988950017132147
328,252,2013,6.0,0.006130603056326613,0.011756712062593194
21,2440,2013,6.0,0.0034382100333690516,0.0020463898895602926
2426,2005,2013,6.0,0.0057372212463529595,0.0042786683409857225
2567,164,2013,6.0,0.002289201899913292,0.005217718074816274
2084,2199,2013,6.0,0.003601221223932613,0.0017006982581945643
158,356,2013,6.0,0.004359097436110735,0.006211735675877467
52,120,2013,6.0,0.0060966808430639105,0.006455119817135916
218,97,2013,6.0,0.003422409239734665,0.011936341626483602
84,213,2013,6.0,0.0025944123550435765,0.0054572030213515255
258,2050,2013,6.0,0.0059564489305459324,0.0026734280700573434
2294,127,2013,6.0,0.010429080290689422,0.011907234463633974
2305,2641,2013,6.0,0.0037193759049887975,0.002387580201612581
333,2247,2013,6.0,0.009300866175411475,0.002176419143180525
259,153,2013,6.0,0.009678682561984913,0.0043244273122883805
2653,6,2013,6.0,0.003809958298763546,0.007334810558369544
103,349,2013,6.0,0.006123032056089959,0.01002312325223905
193,2117,2013,6.0,0.0021773094402616363,0.0027763768276452038
2006,195,2013,6.0,0.0034628014872021026,0.004477829489895005
276,2636,2013,6.0,0.007368940511675677,0.005243541554895719
2649,2711,2013,6.0,0.004991132582931747,0.0023366891637775517
5,2226,2013,6.0,0.003817328683557469,0.003998452918213642
2390,59,2013,6.0,0.00903333377445657,0.018080067906785038
183,228,2013,6.0,0.006373365610204831,0.010302403621076475
2633,61,2013,6.0,0.011644631926447992,0.012820700722210324
2655,249,2013,6.0,0.003960336323751654,0.0023545230447654113
154,152,2013,6.0,0.00443573341025303,0.007854763919554083
202,242,2013,6.0,0.0024739570167740693,0.008715821925459156
189,113,2013,6.0,0.003525376004244848,0.0018099162513492085
2309,2459,2013,6.0,0.0018442619011761246,0.005922067053146253
197,2306,2013,6.0,0.007015017839343997,0.002749612400153592
2393,151,2013,6.0,0.004914025091766945,0.006460158943207774
130,135,2013,6.0,0.007985009893666184,0.003422556878852073
2572,2229,2013,6.0,0.0021538040409666563,0.001157414173145769
25,265,2013,6.0,0.005996455895028427,0.0018882658970085706
235,2116,2013,6.0,0.008265033837062962,0.004671613271834255
70,278,2013,6.0,0.0024906255773739423,0.0024172876857348822
38,2483,2013,6.0,0.0026342322099657165,0.013168821910885638
2,145,2013,6.0,0.004984771209925206,0.004353190858872954
309,326,2013,6.0,0.0033784094599399995,0.005480235546967526
57,8,2013,6.0,0.03152019936304937,0.006701809258801555
167,166,2013,6.0,0.004864580151158329,0.0012652650506766794
344,99,2013,6.0,0.005918169900179931,0.005876500099132842
201,2628,2013,6.0,0.007169762037956937,0.00550427623564715
58,2132,2013,6.0,0.005626149245228116,0.006760660571192563
87,9,2013,6.0,0.006172062814698347,0.005075571827405139
238,142,2013,6.0,0.004552759996535228,0.006677644790824371
2638,2348,2013,6.0,0.002933698103059724,0.003549759577608621
2579,96,2013,6.0,0.01150420150353051,0.0074470867572944185
239,277,2013,6.0,0.0112979898926166,0.00432117456355154
77,194,2013,6.0,0.009562436476512164,0.01525708851792683
24,264,2013,6.0,0.009351707736657583,0.01124248971411301
62,23,2013,6.0,0.0011308232732636263,0.0014498347545168467
97,164,2013,7.0,0.011314659099367462,0.007117421036508985
2005,21,2013,7.0,0.005109953848753936,0.00403509025428409
30,12,2013,7.0,0.010034654957093594,0.008540121030062844
2132,218,2013,7.0,0.0057778038842951,0.003495960230633745
251,201,2013,7.0,0.0029872657941729546,0.009674923426342177
2628,2305,2013,7.0,0.00382035620850104,0.0026634494841174822
2509,158,2013,7.0,0.0023660633336468435,0.006186738545459508
2641,66,2013,7.0,0.0023365774686854367,0.004455493827366283
259,221,2013,7.0,0.007523358995714775,0.005203835831112496
349,2199,2013,7.0,0.00971284947860965,0.002022874343590726
41,58,2013,7.0,0.0009791376995902132,0.006866027929768041
248,235,2013,7.0,0.0065575995470355634,0.006954000390361774
127,84,2013,7.0,0.018442956194377896,0.0033619657689173362
61,142,2013,7.0,0.010582478186530644,0.007183181155736676
8,2579,2013,7.0,0.01038927028525937,0.009990622214022608
150,2426,2013,7.0,0.0065985409093578615,0.006228991383645399
2711,2084,2013,7.0,0.0020013994974412233,0.0042036086196700784
2,2717,2013,7.0,0.005148562841151078,0.002573039680845817
195,2117,2013,7.0,0.0044500071240065695,0.0024526447135505766
113,193,2013,7.0,0.0022111628029893747,0.0017257126638860628
2050,2309,2013,7.0,0.002774806419668365,0.0017267017356286576
275,77,2013,7.0,0.011031319377020685,0.009209703844674868
99,57,2013,7.0,0.005050277422679119,0.02192578850316702
2655,151,2013,7.0,0.004886906069040274,0.006437208353666192
2751,167,2013,7.0,0.0031034172356903824,0.004723932163057587
152,183,2013,7.0,0.005721038814397268,0.008692616078038513
120,258,2013,7.0,0.004366918536189225,0.004858770494490357
228,103,2013,7.0,0.006694418278997679,0.008436937584973374
2306,239,2013,7.0,0.0041049821444432465,0.015270123932930988
2247,2653,2013,7.0,0.001754040729635607,0.0036145376377855567
36,23,2013,7.0,0.0041280262129489,0.0018747007421196869
264,2483,2013,7.0,0.009579629799099123,0.011384009832680267
2636,242,2013,7.0,0.004623784846095266,0.00713316363930435
2226,276,2013,7.0,0.004418384565000901,0.0060634197416622685
2459,2006,2013,7.0,0.005410764695459886,0.0032636752328613346
213,130,2013,7.0,0.004708882520334856,0.0071161479772555
254,24,2013,7.0,0.005971359056762837,0.010489229638710533
2032,70,2013,7.0,0.002951628679879386,0.002140735540324794
326,2433,2013,7.0,0.004301041776093885,0.0028737398001897297
