HomeID,AwayID,Season,Week,CTMC_Rating_Home,CTMC_Rating_Away
158,242,2001,5,0.004877169310260262,0.00763603490443052
344,2579,2001,5,0.010784905135061452,0.008793682544425982
5,349,2001,5,0.007558467225571176,0.007137138766127637
12,2439,2001,5,0.009111357110516043,0.013308003032993173
24,9,2001,5,0.01141075804593786,0.008620171440333075
26,194,2001,5,0.005325445539186782,0.009991696649994887
36,21,2001,5,0.0059757032473818,0.003758171436059813
38,2305,2001,5,0.008267343407770241,0.0033464218697205096
41,2084,2001,5,0.003935606379582283,0.00712465778911373
68,2638,2001,5,0.004792850178649712,0.0071614290720265796
84,254,2001,5,0.004927245813582627,0.006994912314396032
87,127,2001,5,0.0049154426935352664,0.008219746950328672
96,57,2001,5,0.004113927380233756,0.010245965291239474
130,2711,2001,5,0.007924398403142045,0.0029538389872642685
150,77,2001,5,0.007662677338651255,0.008014935675049033
153,52,2001,5,0.011651253410416364,0.010660185391755726
154,120,2001,5,0.009873625294842174,0.005744042974482979
164,259,2001,5,0.00605318913659506,0.00954651724702831
183,2,2001,5,0.00728631567192578,0.01087813677078049
189,218,2001,5,0.010744035965710507,0.007356436195065155
193,2132,2001,5,0.007632531661064556,0.00793771150825768
195,66,2001,5,0.006720011692609032,0.013491400575526474
213,275,2001,5,0.009931285816840383,0.006375159343018626
228,258,2001,5,0.007916724383463997,0.00800367348401479
235,58,2001,5,0.0034744174985354087,0.00708225893811648
238,257,2001,5,0.006649973905816963,0.006293673045563748
239,167,2001,5,0.007514279817815562,0.0045800645284757935
245,197,2001,5,0.010556638753489068,0.0081924952750486
248,251,2001,5,0.007139309101406973,0.010088142735954979
249,2641,2001,5,0.004428586184700631,0.00890785646971414
264,70,2001,5,0.008391716151743864,0.007083992805094815
265,25,2001,5,0.006767001924569058,0.006495871555864241
277,2309,2001,5,0.007433596942210356,0.004423521086516345
309,2572,2001,5,0.002610551112417914,0.0070069791313457355
328,2751,2001,5,0.005131112760871605,0.004116393756370195
333,8,2001,5,0.007888646358433444,0.001949216682407176
356,97,2001,5,0.006499620536153552,0.008433170859949806
2050,2460,2001,5,0.004805447951717631,0.004459105207292559
2117,2649,2001,5,0.006346377060336162,0.00941216537486082
2306,166,2001,5,0.008831516703982118,0.0032855299579440185
2426,103,2001,5,0.005680712492577206,0.008061731775432717
