Season,Start,Visiter,VisID,Home,HomeID,NeutralSite,Home1Q,Home2Q,Home3Q,Home4Q,HomeOT,HomeFinal,Vis1Q,Vis2Q,Vis3Q,Vis4Q,VisOT,VisFinal,Spread,WeekDate,Week
2016,2016-09-01 23:00:00,UI,389,BEM,132,0,16.0,14.0,0.0,8.0,,38,10.0,0.0,7.0,7.0,,24,14,2016-09-01,2.0
2016,2016-09-01 23:00:00,WIU,2710,EIU,2197,0,7.0,0.0,14.0,0.0,,21,14.0,10.0,7.0,7.0,,38,-17,2016-09-01,2.0
2016,2016-09-01 23:00:00,MAR,2369,SAM,2535,0,14.0,14.0,21.0,28.0,,77,0.0,7.0,0.0,0.0,,7,70,2016-09-01,2.0
2016,2016-09-01 23:00:00,NOR,2453,JVST,55,0,14.0,7.0,7.0,3.0,,31,0.0,6.0,3.0,3.0,,12,19,2016-09-01,2.0
2016,2016-09-01 23:00:00,DEF,190,BAL,188,0,0.0,14.0,14.0,14.0,,42,0.0,0.0,0.0,0.0,,0,42,2016-09-01,2.0
2016,2016-09-01 23:00:00,CIT,2643,MER,2382,0,10.0,10.0,3.0,0.0,,23,21.0,0.0,0.0,3.0,,24,-1,2016-09-01,2.0
2016,2016-09-01 23:00:00,WES,2695,NGR,2822,0,10.0,7.0,0.0,7.0,,24,7.0,0.0,9.0,7.0,,23,1,2016-09-01,2.0
2016,2016-09-01 23:00:00,SOU,2568,SWO,2927,0,14.0,3.0,0.0,0.0,,17,0.0,7.0,7.0,7.0,,21,-4,2016-09-01,2.0
2016,2016-09-01 23:00:00,ABC,2017,RMU,2523,0,7.0,0.0,0.0,0.0,,7,14.0,0.0,0.0,0.0,,14,-7,2016-09-01,2.0
2016,2016-09-01 23:00:00,UWL,2688,JOH,118,0,14.0,14.0,14.0,3.0,,45,7.0,7.0,7.0,8.0,,29,16,2016-09-01,2.0
2016,2016-09-01 23:00:00,HBU,2277,UCA,2110,0,21.0,21.0,14.0,0.0,,56,0.0,3.0,3.0,7.0,,13,43,2016-09-01,2.0
2016,2016-09-01 23:00:00,SIO,2894,STC,2594,0,0.0,7.0,0.0,6.0,,13,7.0,7.0,21.0,14.0,,49,-36,2016-09-01,2.0
2016,2016-09-01 23:00:00,SHO,2560,CHAT,236,0,24.0,21.0,14.0,7.0,,66,0.0,0.0,0.0,0.0,,0,66,2016-09-01,2.0
2016,2016-09-01 23:00:00,WOF,2747,TNTC,2635,0,7.0,0.0,0.0,0.0,,7,0.0,7.0,7.0,7.0,,21,-14,2016-09-01,2.0
2016,2016-09-01 23:00:00,PAC,2487,MIL,210,0,13.0,0.0,0.0,15.0,,28,0.0,0.0,0.0,7.0,,7,21,2016-09-01,2.0
2016,2016-09-01 23:00:00,DSU,2169,DEL,48,0,14.0,14.0,21.0,7.0,,56,0.0,0.0,7.0,7.0,,14,42,2016-09-01,2.0
2016,2016-09-01 23:00:00,URB,2666,GLE,2249,0,10.0,24.0,0.0,10.0,,44,3.0,7.0,14.0,0.0,,24,20,2016-09-01,2.0
2016,2016-09-01 23:00:00,UND,155,STON,2619,0,0.0,7.0,0.0,6.0,,13,0.0,7.0,2.0,0.0,,9,4,2016-09-01,2.0
2016,2016-09-01 23:00:00,UTM,2630,CIN,2132,0,0.0,6.0,8.0,14.0,,28,7.0,0.0,0.0,0.0,,7,21,2016-09-01,2.0
2016,2016-09-01 23:00:00,NEO,196,WAS,2687,0,7.0,16.0,7.0,8.0,,38,0.0,10.0,6.0,3.0,,19,19,2016-09-01,2.0
2016,2016-09-01 23:00:00,ANG,2025,MAN,2816,0,9.0,0.0,17.0,7.0,,33,7.0,12.0,0.0,0.0,,19,14,2016-09-01,2.0
2016,2016-09-01 23:00:00,WAY,2844,MOO,2817,0,7.0,14.0,14.0,6.0,,41,0.0,10.0,14.0,0.0,,24,17,2016-09-01,2.0
2016,2016-09-01 23:00:00,MAINE,311,CONN,41,0,0.0,7.0,7.0,10.0,,24,7.0,0.0,7.0,7.0,,21,3,2016-09-01,2.0
2016,2016-09-01 23:30:00,APP,2026,TENN,2633,0,3.0,0.0,3.0,7.0,7.0,20,7.0,6.0,0.0,0.0,0.0,13,7,2016-09-01,2.0
2016,2016-09-01 23:30:00,TRI,2651,MAN,2362,0,3.0,0.0,0.0,6.0,,9,7.0,0.0,3.0,13.0,,23,-14,2016-09-01,2.0
2016,2016-09-01 23:30:00,W&M,2729,NCST,152,0,7.0,21.0,7.0,13.0,,48,7.0,0.0,7.0,0.0,,14,34,2016-09-01,2.0
2016,2016-09-01 23:30:00,ODM,2477,FER,2222,0,14.0,3.0,7.0,17.0,,41,0.0,0.0,0.0,0.0,,0,41,2016-09-01,2.0
