Day,DiffPtsAPG,DiffPtsFPG,DiffPtsPAG,Home,Home1Q,Home2Q,Home3Q,Home4Q,HomeConf,HomeConf_AAC,HomeConf_ACC,HomeConf_Big10,HomeConf_Big12,HomeConf_ConferenceUSA,HomeConf_Independent,HomeConf_MidAmerican,HomeConf_MountainWest,HomeConf_NotD1,HomeConf_PAC12,HomeConf_SEC,HomeConf_SunBelt,HomeDiffOD,HomeFinal,HomeFmb,HomeFmbPG,HomeFrstD,HomeFrthDA,HomeFrthDC,HomeGames,HomeID,HomeInt,HomeIntPG,HomeMLBetUS,HomeMLMirage,HomeMLPinnacle,HomeMLSBG,HomeMLSIA,HomeMLSportsbet,HomeMLStation,HomeMLWestgate,HomeOT,HomePassA,HomePassAPG,HomePassC,HomePassY,HomePassYPA,HomePassYPC,HomePassYPG,HomePnl,HomePnlPG,HomePnlY,HomePnlYPG,HomePtsA,HomePtsAPG,HomePtsF,HomePtsFPG,HomeRushA,HomeRushAPG,HomeRushY,HomeRushYPA,HomeRushYPG,HomeSpreadOddsBetUS,HomeSpreadOddsMirage,HomeSpreadOddsPinnacle,HomeSpreadOddsSBG,HomeSpreadOddsSIA,HomeSpreadOddsSportsbet,HomeSpreadOddsStation,HomeSpreadOddsWestgate,HomeThrdDA,HomeThrdDC,HomeTm,HomeWinPct,HomeWins,Month,NeutralSite,OverOddsBetUS,OverOddsMirage,OverOddsPinnacle,OverOddsSBG,OverOddsSIA,OverOddsSportsbet,OverOddsStation,OverOddsWestgate,OverUnderWag,OverunderBetUS,OverunderMirage,OverunderPinnacle,OverunderSBG,OverunderSIA,OverunderSportsbet,OverunderStation,OverunderWestgate,Season,Spread,SpreadBetUS,SpreadMirage,SpreadPinnacle,SpreadSBG,SpreadSIA,SpreadSportsbet,SpreadStation,SpreadWag,SpreadWestgate,UnderOddsBetUS,UnderOddsMirage,UnderOddsPinnacle,UnderOddsSBG,UnderOddsSIA,UnderOddsSportsbet,UnderOddsStation,UnderOddsWestgate,Vis1Q,Vis2Q,Vis3Q,Vis4Q,VisConf,VisConf_AAC,VisConf_ACC,VisConf_Big10,VisConf_Big12,VisConf_ConferenceUSA,VisConf_Independent,VisConf_MidAmerican,VisConf_MountainWest,VisConf_NotD1,VisConf_PAC12,VisConf_SEC,VisConf_SunBelt,VisDiffOD,VisFinal,VisFmb,VisFmbPG,VisFrstD,VisFrthDA,VisFrthDC,VisGames,VisID,VisInt,VisIntPG,VisMLBetUS,VisMLMirage,VisMLPinnacle,VisMLSBG,VisMLSIA,VisMLSportsbet,VisMLStation,VisMLWestgate,VisOT,VisPassA,VisPassAPG,VisPassC,VisPassY,VisPassYPA,VisPassYPC,VisPassYPG,VisPnl,VisPnlPG,VisPnlY,VisPnlYPG,VisPtsA,VisPtsAPG,VisPtsF,VisPtsFPG,VisRushA,VisRushAPG,VisRushY,VisRushYPA,VisRushYPG,VisSpreadOddsBetUS,VisSpreadOddsMirage,VisSpreadOddsPinnacle,VisSpreadOddsSBG,VisSpreadOddsSIA,VisSpreadOddsSportsbet,VisSpreadOddsStation,VisSpreadOddsWestgate,VisThrdDA,VisThrdDC,VisTm,VisWinPct,VisWins,Visiter,Week,WeekDate,Year,HomePythPct,HomePythWins,HomeLuck,HomePrevLuck,VisPythPct,VisPythWins,VisLuck,VisPrevLuck,HomeElo,SpreadElo,VisElo,HomeEloProb,VisEloProb
29,,0.0,0.0,BALL,9,7.0,21.0,14.0,MidAmerican,0,0,0,0,0,0,1,0,0,0,0,0,0.0,51,,0.0,,,,0.0,2050,,0.0,-550.0,,,,,-485.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,-120.0,,,,,-107.0,,,,,,0.0,0.0,8,0,-120.0,,,,,-114.0,,,,62.0,,,,,62.5,,,2013,23,-13.0,,,,,-13.0,,,,-120.0,,,,,-114.0,,,14,7.0,0.0,7.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28,,0.0,,,,0.0,2287,,0.0,325.0,,,,,415.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,-120.0,,,,,-107.0,,,,,,0.0,0.0,ILST,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1500,10.6,1300,0.7597469266479578,0.2402530733520421
29,,0.0,0.0,FOR,14,10.0,14.0,13.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,51,,0.0,,,,0.0,2230,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,8,0,,,,,,,,,,,,,,,,,,2013,25,,,,,,,,,,,,,,,,,,3,3.0,13.0,7.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26,,0.0,,,,0.0,227,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,URI,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1300,2.6,1300,0.5,0.5
29,,0.0,0.0,MORE,0,0.0,3.0,7.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,10,,0.0,,,,0.0,2413,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,8,0,,,,,,,,,,,,,,,,,,2013,-3,,,,,,,,,,,,,,,,,,0,0.0,7.0,6.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,13,,0.0,,,,0.0,95,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,PIK,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1300,2.6,1300,0.5,0.5
29,,0.0,0.0,USA,0,7.0,7.0,7.0,SunBelt,0,0,0,0,0,0,0,0,0,0,0,1,0.0,21,,0.0,,,,0.0,6,,0.0,,,,,,-642.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,-107.0,,,,,,0.0,0.0,8,0,,,,,,-114.0,,,,,,,,,54.5,,,2013,-1,,,,,,-14.0,,,,,,,,,-114.0,,,10,0.0,3.0,9.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,22,,0.0,,,,0.0,253,,0.0,,,,,,513.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,-107.0,,,,,,0.0,0.0,SUU,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1500,10.6,1300,0.7597469266479578,0.2402530733520421
29,,0.0,0.0,CHAT,0,0.0,7.0,14.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,21,,0.0,,,,0.0,236,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,8,0,,,,,,,,,,,,,,,,,,2013,-10,,,,,,,,,,,,,,,,,,0,7.0,7.0,17.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,31,,0.0,,,,0.0,2630,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,UTM,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1300,2.6,1300,0.5,0.5
29,,0.0,0.0,MTSU,21,10.0,7.0,7.0,ConferenceUSA,0,0,0,0,1,0,0,0,0,0,0,0,0.0,45,,0.0,,,,0.0,2393,,0.0,,,,,,-13650.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,-107.0,,,,,,0.0,0.0,8,0,,,,,,-114.0,,,,,,,,,60.5,,,2013,21,,,,,,-31.5,,,,,,,,,-114.0,,,0,18.0,0.0,6.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,24,,0.0,,,,0.0,2717,,0.0,,,,,,7350.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,-107.0,,,,,,0.0,0.0,WCU,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1500,10.6,1300,0.7597469266479578,0.2402530733520421
29,,0.0,0.0,CONN,7,3.0,0.0,8.0,AAC,1,0,0,0,0,0,0,0,0,0,0,0,0.0,18,,0.0,,,,0.0,41,,0.0,,,,,,-901.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,-107.0,,,,,,0.0,0.0,8,0,,,,,,-114.0,,,,,,,,,47.5,,,2013,-15,,,,,,-16.5,,,,,,,,,-114.0,,,7,6.0,6.0,14.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,33,,0.0,,,,0.0,119,,0.0,,,,,,674.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,-107.0,,,,,,0.0,0.0,TOWS,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1500,10.6,1300,0.7597469266479578,0.2402530733520421
29,,0.0,0.0,DEL,0,21.0,10.0,20.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,51,,0.0,,,,0.0,48,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,8,0,,,,,,,,,,,,,,,,,,2013,16,,,,,,,,,,,,,,,,,,14,7.0,0.0,14.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,35,,0.0,,,,0.0,294,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,JAC,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1300,2.6,1300,0.5,0.5
29,,0.0,0.0,YSU,7,7.0,7.0,7.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28,,0.0,,,,0.0,2754,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,8,0,,,,,,,,,,,,,,,,,,2013,18,,,,,,,,,,,,,,,,,,0,0.0,10.0,0.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,10,,0.0,,,,0.0,2168,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,DAY,1,2013-08-29,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1300,2.6,1300,0.5,0.5
30,,0.0,0.0,TNTC,14,21.0,21.0,7.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,63,,0.0,,,,0.0,2635,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,8,0,,,,,,,,,,,,,,,,,,2013,56,,,,,,,,,,,,,,,,,,0,0.0,0.0,7.0,NotD1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,7,,0.0,,,,0.0,2161,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,0.0,CUM,1,2013-08-30,2013,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1300,2.6,1300,0.5,0.5
