Season,Start,Visiter,VisID,Home,HomeID,NeutralSite,Home1Q,Home2Q,Home3Q,Home4Q,HomeOT,HomeFinal,Vis1Q,Vis2Q,Vis3Q,Vis4Q,VisOT,VisFinal,Spread,WeekDate,Week,HomeConf,VisConf
2013,2013-09-14 17:00:00,SVA,2896,UNCW,286,0,7,0.0,0.0,14.0,0.0,21,0,0.0,0.0,21.0,3.0,24,-3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,MAR,2371,KEA,2871,0,0,0.0,7.0,0.0,,7,3,0.0,21.0,10.0,,34,-27,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,PLY,2972,MOU,481,0,0,13.0,7.0,6.0,,26,6,14.0,7.0,10.0,,37,-11,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,MIT,109,BEC,479,0,0,0.0,0.0,0.0,,0,17,7.0,3.0,7.0,,34,-34,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,LAK,262,LAW,268,0,7,6.0,0.0,0.0,,13,7,7.0,0.0,0.0,,14,-1,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,MOR,323,MCD,2700,0,14,7.0,0.0,0.0,,21,0,0.0,7.0,7.0,,14,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,URS,2667,GET,2248,0,3,0.0,14.0,6.0,,23,3,10.0,7.0,21.0,,41,-18,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,DV,2808,MISC,2969,0,3,0.0,14.0,0.0,,17,21,14.0,0.0,7.0,,42,-25,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,WAY,2845,FRO,341,0,14,14.0,7.0,14.0,,49,14,6.0,15.0,24.0,,59,-10,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,MON,3100,TXA,2658,0,20,0.0,0.0,7.0,0.0,40,0,3.0,24.0,0.0,0.0,37,3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,SHE,2828,FER,366,0,14,7.0,8.0,0.0,,29,0,22.0,7.0,14.0,,43,-14,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,WIS,271,MAR,2366,0,6,7.0,0.0,0.0,,13,0,20.0,7.0,7.0,,34,-21,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,FRA,2967,ROW,2827,0,0,7.0,7.0,15.0,,29,7,6.0,0.0,6.0,,19,10,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,FOR,2230,TEM,218,0,0,7.0,7.0,15.0,,29,3,10.0,7.0,10.0,,30,-1,2013-09-14,3,AAC,NotMajor
2013,2013-09-14 17:00:00,ALL,2018,CAR,2102,0,0,7.0,6.0,13.0,,26,0,7.0,0.0,0.0,,7,19,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,ELM,72,TRI,2651,0,0,6.0,0.0,10.0,,16,7,0.0,0.0,0.0,,7,9,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,SOU,2583,LIU,2089,0,7,10.0,0.0,7.0,,24,0,6.0,6.0,0.0,,12,12,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,END,452,CAS,293,0,7,0.0,0.0,0.0,,7,6,13.0,14.0,10.0,,43,-36,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,MIL,210,MER,2385,0,21,14.0,14.0,0.0,,49,7,0.0,0.0,0.0,,7,42,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,MUH,2422,F&M,2234,0,0,6.0,8.0,14.0,,28,0,7.0,0.0,14.0,,21,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,WAS,2686,STJ,374,0,7,14.0,7.0,14.0,,42,14,0.0,7.0,0.0,,21,21,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,EMU,2199,RUTG,164,0,14,0.0,7.0,7.0,,28,3,7.0,0.0,0.0,,10,18,2013-09-14,3,AAC,MidAmerican
2013,2013-09-14 17:00:00,HAN,2262,WAB,89,0,14,24.0,24.0,7.0,,69,0,0.0,0.0,0.0,,0,69,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,WIS,2741,OLI,354,0,0,7.0,7.0,0.0,,14,0,10.0,0.0,0.0,,10,4,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,MORE,2413,JAC,294,0,17,14.0,21.0,17.0,,69,3,13.0,0.0,3.0,,19,50,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,WEBB,2691,LAC,2347,0,0,3.0,6.0,7.0,,16,3,3.0,0.0,6.0,,12,4,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,LEB,388,WID,2725,0,14,10.0,0.0,11.0,,35,0,7.0,7.0,14.0,,28,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,FIT,114,CUR,40,0,12,0.0,0.0,7.0,,19,0,7.0,0.0,13.0,,20,-1,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,PAC,2487,NH,2441,0,23,21.0,14.0,7.0,,65,0,0.0,0.0,0.0,,0,65,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:00:00,APP,3111,GAL,417,0,7,14.0,7.0,10.0,,38,7,0.0,7.0,0.0,,14,24,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,STL,2779,NOR,2467,0,0,3.0,0.0,0.0,,3,0,7.0,7.0,0.0,,14,-11,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,STA,395,WIN,351,0,3,7.0,7.0,7.0,,24,3,0.0,0.0,0.0,,3,21,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,GRO,146,AND,2023,0,0,0.0,0.0,0.0,,0,7,21.0,7.0,7.0,,42,-42,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,ELI,2207,TUS,2839,0,14,13.0,21.0,6.0,,54,7,7.0,14.0,13.0,,41,13,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,KYS,2310,CCI,2119,0,7,10.0,0.0,0.0,,17,7,7.0,10.0,14.0,,38,-21,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,MIL,74,HOP,2812,0,14,21.0,6.0,0.0,,41,0,7.0,0.0,0.0,,7,34,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,BAL,188,BLU,2074,0,14,0.0,0.0,7.0,,21,10,14.0,14.0,14.0,,52,-31,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,ADR,2003,DEF,190,0,0,0.0,0.0,0.0,,0,0,7.0,0.0,7.0,,14,-14,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,KAL,126,MAN,2362,0,7,7.0,0.0,7.0,,21,0,14.0,10.0,7.0,,31,-10,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,MIC,2392,TIF,2838,0,7,0.0,7.0,0.0,,14,7,7.0,7.0,19.0,,40,-26,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,NGR,2822,VMI,2678,0,0,10.0,7.0,7.0,,24,10,13.0,14.0,0.0,,37,-13,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 17:30:00,ROC,184,THI,2644,0,7,10.0,7.0,3.0,,27,7,6.0,7.0,8.0,,28,-1,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,CRO,509,WMN,433,0,14,0.0,7.0,14.0,,35,7,7.0,0.0,0.0,,14,21,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,BEL,266,MON,2919,0,21,28.0,7.0,3.0,,59,0,0.0,0.0,14.0,,14,45,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,RHO,2519,WAS,143,0,0,0.0,0.0,7.0,0.0,10,0,7.0,0.0,0.0,0.0,7,3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,NOC,3071,WIS,2740,0,10,0.0,7.0,7.0,,24,14,7.0,14.0,6.0,,41,-17,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,SWM,2587,MOO,2817,0,7,7.0,0.0,6.0,,20,6,6.0,0.0,15.0,,27,-7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,MAC,2359,CON,409,0,7,3.0,0.0,10.0,,20,0,7.0,3.0,0.0,,10,10,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,SAM,2535,FAMU,50,0,0,13.0,7.0,0.0,,20,17,7.0,0.0,3.0,,27,-7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,COR,2155,COE,2141,0,0,14.0,14.0,14.0,,42,0,0.0,0.0,7.0,,7,35,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,WJC,2911,VALP,2674,0,13,0.0,0.0,21.0,,34,14,6.0,7.0,9.0,,36,-2,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,MAR,559,WAY,2844,0,7,17.0,3.0,0.0,,27,7,10.0,14.0,3.0,,34,-7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,WIS,2744,JAM,2939,0,0,0.0,7.0,0.0,,7,7,6.0,0.0,0.0,,13,-6,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,GRI,65,ILLC,2286,0,14,7.0,14.0,7.0,,42,3,10.0,0.0,0.0,,13,29,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,CAR,32,RIP,2891,0,0,13.0,6.0,3.0,,22,10,7.0,0.0,3.0,,20,2,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,WAR,2685,BET,2802,0,3,13.0,14.0,0.0,,30,0,0.0,3.0,14.0,,17,13,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,MAC,273,MAR,446,0,6,14.0,6.0,14.0,,40,7,7.0,14.0,6.0,,34,6,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,CAR,2106,SEFL,267,0,0,6.0,0.0,0.0,,6,7,7.0,7.0,31.0,,52,-46,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,LAG,548,MIL,2398,0,6,15.0,0.0,7.0,,28,7,0.0,7.0,10.0,,24,4,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,CON,2152,BUE,63,0,7,3.0,0.0,3.0,,13,14,0.0,7.0,0.0,,21,-8,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,STO,133,LUT,67,0,7,0.0,6.0,7.0,,20,0,10.0,0.0,3.0,,13,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,LOR,263,ROC,2524,0,0,14.0,7.0,12.0,,33,13,14.0,3.0,14.0,,44,-11,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,EUR,101,NWM,583,0,0,7.0,2.0,0.0,,9,0,14.0,6.0,6.0,,26,-17,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,HEND,418,BIR,3,0,14,7.0,0.0,14.0,,35,0,10.0,7.0,15.0,,32,3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,BOW,2075,JOH,2304,0,10,20.0,0.0,28.0,,58,7,0.0,14.0,20.0,,41,17,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,SIM,2564,GUS,2968,0,0,7.0,21.0,0.0,,28,7,0.0,0.0,14.0,,21,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,WIS,2738,STJ,2600,0,0,17.0,0.0,0.0,,17,0,0.0,7.0,7.0,,14,3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,BRO,2781,BUF,2085,0,0,14.0,7.0,21.0,,42,7,7.0,13.0,13.0,,40,2,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,MAR,2373,EMO,2213,0,7,0.0,7.0,13.0,,27,0,7.0,0.0,14.0,,21,6,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,CHI,80,CON,2151,0,0,6.0,0.0,7.0,,13,17,6.0,0.0,0.0,,23,-10,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:00:00,YSU,2754,MSU,127,0,21,14.0,14.0,6.0,,55,3,7.0,7.0,0.0,,17,38,2013-09-14,3,Big10,NotMajor
2013,2013-09-14 18:00:00,CNEW,2105,COL,2146,0,6,7.0,8.0,3.0,,24,14,7.0,3.0,3.0,,27,-3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 18:30:00,COA,2557,MER,2383,0,14,0.0,7.0,6.0,,27,7,3.0,7.0,3.0,,20,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,MOR,60,LAN,2323,0,3,7.0,14.0,7.0,,31,0,3.0,0.0,14.0,,17,14,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,MVSU,2400,ALCN,2016,0,7,0.0,6.0,22.0,,35,7,14.0,0.0,7.0,,28,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,CHA,2128,SIU,79,0,7,14.0,10.0,0.0,,31,0,3.0,0.0,7.0,,10,21,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,BC,103,USC,30,0,7,7.0,7.0,14.0,,35,0,0.0,0.0,7.0,,7,28,2013-09-14,3,PAC12,ACC
2013,2013-09-14 19:00:00,TRI,3214,MAR,421,0,0,0.0,0.0,20.0,,20,0,0.0,0.0,38.0,,38,-18,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,TXSO,2640,SHSU,2534,0,0,27.0,14.0,14.0,,55,0,3.0,7.0,7.0,,17,38,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,PAC,2486,CAL,2094,0,7,0.0,14.0,3.0,,24,0,10.0,14.0,7.0,,31,-7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,BBG,490,VIR,330,0,0,14.0,0.0,0.0,,14,0,10.0,7.0,13.0,,30,-16,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,OB,319,FOR,2237,0,0,0.0,0.0,23.0,,23,0,0.0,0.0,14.0,,14,9,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,POM,2923,MEN,2381,0,14,14.0,7.0,0.0,,35,0,0.0,6.0,0.0,,6,29,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:00:00,EAS,2194,AUS,2045,0,13,7.0,7.0,7.0,,34,16,7.0,13.0,16.0,,52,-18,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:05:00,MESA,11,MTST,147,0,11,8.0,7.0,0.0,,26,0,0.0,0.0,0.0,,0,26,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:05:00,QUI,2825,INST,282,0,14,28.0,14.0,14.0,,70,0,0.0,0.0,7.0,,7,63,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:30:00,KEN,352,EAR,2189,0,11,7.0,0.0,7.0,,25,0,8.0,0.0,7.0,,15,10,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:30:00,MOS,2403,NEO,196,0,14,0.0,0.0,0.0,,14,7,10.0,0.0,0.0,,17,-3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:30:00,DEL,48,NAVY,2426,0,10,13.0,14.0,14.0,,51,0,7.0,0.0,0.0,,7,44,2013-09-14,3,Independent,NotMajor
2013,2013-09-14 19:30:00,KUT,2315,CAL,2858,0,14,10.0,7.0,14.0,,45,0,0.0,3.0,7.0,,10,35,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:30:00,TENN,2633,ORE,2483,0,10,28.0,21.0,0.0,,59,7,0.0,0.0,7.0,,14,45,2013-09-14,3,PAC12,SEC
2013,2013-09-14 19:30:00,CIT,2643,WCU,2717,0,0,0.0,14.0,7.0,,21,14,7.0,7.0,0.0,,28,-7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:30:00,CP,13,CSU,36,0,13,14.0,0.0,7.0,,34,3,7.0,7.0,0.0,,17,17,2013-09-14,3,MountainWest,NotMajor
2013,2013-09-14 19:30:00,ALA,333,TA&M,245,0,14,0.0,7.0,21.0,,42,7,21.0,14.0,7.0,,49,-7,2013-09-14,3,SEC,SEC
2013,2013-09-14 19:30:00,BRY,2803,MAINE,311,0,7,14.0,14.0,0.0,,35,14,2.0,0.0,6.0,,22,13,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 19:30:00,NEV,2440,FSU,52,0,3,14.0,31.0,14.0,,62,0,7.0,0.0,0.0,,7,55,2013-09-14,3,ACC,MountainWest
2013,2013-09-14 19:30:00,STON,2619,BUFF,2084,0,3,0.0,7.0,0.0,3.0,26,0,0.0,0.0,10.0,3.0,23,3,2013-09-14,3,MidAmerican,NotMajor
2013,2013-09-14 19:30:00,GT,59,DUKE,150,0,7,0.0,0.0,7.0,,14,10,14.0,7.0,7.0,,38,-24,2013-09-14,3,ACC,ACC
2013,2013-09-14 20:00:00,ADST,2001,OKP,2824,0,3,7.0,0.0,0.0,,10,0,9.0,7.0,10.0,,26,-16,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 20:00:00,UNCO,2458,WYO,2751,0,0,21.0,0.0,14.0,,35,0,0.0,0.0,7.0,,7,28,2013-09-14,3,MountainWest,NotMajor
2013,2013-09-14 20:00:00,CHA,411,PUG,2508,0,0,0.0,14.0,0.0,,14,13,21.0,10.0,13.0,,57,-43,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 20:00:00,CHE,2129,IND,2291,0,28,7.0,7.0,7.0,,49,0,0.0,0.0,0.0,,0,49,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 20:00:00,CLA,17,LEW,2333,0,0,15.0,3.0,10.0,0.0,28,6,0.0,15.0,7.0,3.0,31,-3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 20:00:00,WAG,2681,SYR,183,0,9,28.0,17.0,0.0,,54,0,0.0,0.0,0.0,,0,54,2013-09-14,3,ACC,NotMajor
2013,2013-09-14 20:00:00,BALL,2050,UNT,249,0,3,13.0,8.0,10.0,,34,20,7.0,0.0,0.0,,27,7,2013-09-14,3,ConferenceUSA,MidAmerican
2013,2013-09-14 20:00:00,WES,2848,CEN,2120,0,14,0.0,6.0,0.0,,20,0,0.0,0.0,7.0,,7,13,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 20:05:00,HUM,2278,PRST,2502,0,7,6.0,23.0,7.0,,43,0,6.0,0.0,0.0,,6,37,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 20:30:00,WHI,2850,WHI,2721,0,7,7.0,17.0,7.0,,38,7,3.0,7.0,0.0,,17,21,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 20:30:00,SEW,2553,WIL,2930,0,19,0.0,0.0,14.0,,33,7,7.0,7.0,7.0,,28,5,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 21:00:00,NIU,2459,IDHO,70,0,14,14.0,0.0,7.0,,35,7,14.0,14.0,10.0,,45,-10,2013-09-14,3,Independent,MidAmerican
2013,2013-09-14 21:00:00,MID,2395,TAR,2627,0,0,7.0,14.0,6.0,,27,7,3.0,0.0,14.0,,24,3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 21:00:00,WES,2714,IDST,304,0,3,10.0,13.0,3.0,,29,0,3.0,0.0,0.0,,3,26,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 21:00:00,ALST,2011,UAPB,2029,0,0,13.0,19.0,7.0,,39,21,3.0,0.0,16.0,,40,-1,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 21:30:00,GRAM,2755,LIN,2876,1,16,7.0,14.0,10.0,,47,0,14.0,7.0,13.0,,34,13,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 21:30:00,IOW,2295,SS,375,0,7,17.0,14.0,9.0,,47,3,0.0,0.0,7.0,,10,37,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,HOW,47,ODU,295,0,28,21.0,17.0,10.0,,76,3,7.0,3.0,6.0,,19,57,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,NCP,2882,FAY,2220,0,7,17.0,0.0,0.0,,24,7,7.0,21.0,3.0,,38,-14,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,PEAY,2046,CHAT,236,0,14,21.0,7.0,0.0,,42,7,0.0,3.0,0.0,,10,32,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,CAT,2107,LVI,2940,0,0,0.0,3.0,13.0,,16,7,21.0,14.0,0.0,,42,-26,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,TNTC,2635,HAMP,2261,0,7,6.0,7.0,7.0,,27,3,7.0,7.0,13.0,,30,-3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,SW,2588,BKN,487,0,3,9.0,6.0,14.0,,32,0,14.0,0.0,0.0,,14,18,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,STX,2615,IND,2292,0,6,14.0,17.0,14.0,,51,0,14.0,6.0,0.0,,20,31,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,CCU,324,EKY,2198,0,10,14.0,0.0,8.0,,32,14,17.0,13.0,7.0,,51,-19,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,MRST,2368,GTWN,46,0,0,9.0,7.0,7.0,,23,9,7.0,21.0,6.0,,43,-20,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,BUT,2086,FRA,2233,0,7,7.0,0.0,14.0,,28,0,7.0,14.0,10.0,,31,-3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,RICH,257,WEBB,2241,0,0,6.0,0.0,6.0,,12,3,0.0,0.0,7.0,,10,2,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,UCF,2116,PSU,213,0,7,3.0,7.0,14.0,,31,7,14.0,10.0,3.0,,34,-3,2013-09-14,3,Big10,AAC
2013,2013-09-14 22:00:00,ELON,2210,NCAT,2448,0,0,13.0,3.0,7.0,,23,0,3.0,7.0,0.0,,10,13,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,IOWA,2294,ISU,66,0,0,0.0,7.0,14.0,,21,0,13.0,7.0,7.0,,27,-6,2013-09-14,3,Big12,Big10
2013,2013-09-14 22:00:00,LIN,2339,SHU,2529,0,28,0.0,14.0,3.0,,45,0,0.0,3.0,0.0,,3,42,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,CHSO,2127,CAMP,2097,0,0,3.0,0.0,7.0,,10,7,3.0,7.0,13.0,,30,-20,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,AAMU,2010,SCST,2569,0,13,7.0,12.0,0.0,,32,0,0.0,0.0,0.0,,0,32,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,SHI,2559,SRU,215,0,24,20.0,7.0,7.0,,58,0,10.0,21.0,7.0,,38,20,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,BRE,2913,FAI,3211,0,0,0.0,0.0,0.0,,0,20,28.0,14.0,7.0,,69,-69,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,HC,107,CCSU,2115,0,7,7.0,7.0,0.0,,21,7,14.0,17.0,14.0,,52,-31,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,FOR,2232,SAV,2542,0,0,13.0,0.0,14.0,,27,7,6.0,7.0,0.0,,20,7,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,LYN,2355,WSSU,2736,0,14,13.0,21.0,14.0,,62,0,8.0,0.0,0.0,,8,54,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,EAS,2188,SET,611,0,0,0.0,0.0,7.0,,7,30,12.0,14.0,14.0,,70,-63,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,BCU,2065,FIU,2229,0,0,7.0,0.0,6.0,,13,7,7.0,14.0,6.0,,34,-21,2013-09-14,3,ConferenceUSA,NotMajor
2013,2013-09-14 22:00:00,ASH,308,WAY,131,0,0,21.0,0.0,13.0,,34,6,0.0,16.0,0.0,,22,12,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,W&M,2729,LAF,322,0,0,3.0,3.0,0.0,,6,13,14.0,0.0,7.0,,34,-28,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,UWS,2683,MER,2382,0,13,21.0,10.0,17.0,,61,0,0.0,0.0,0.0,,0,61,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,WASH,264,ILL,356,0,0,3.0,14.0,7.0,,24,0,10.0,21.0,3.0,,34,-10,2013-09-14,3,Big10,PAC12
2013,2013-09-14 22:00:00,SFU,2598,JMU,256,0,0,3.0,14.0,7.0,,24,7,0.0,7.0,6.0,,20,4,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,LOC,209,CLA,2134,0,0,17.0,6.0,7.0,,30,0,6.0,0.0,7.0,,13,17,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:00:00,STA,2830,SBI,284,0,7,14.0,17.0,14.0,,52,7,0.0,10.0,7.0,,24,28,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 22:30:00,SUU,253,WSU,265,0,14,14.0,13.0,7.0,,48,3,7.0,0.0,0.0,,10,38,2013-09-14,3,PAC12,NotMajor
2013,2013-09-14 23:00:00,UNI,237,UTI,390,0,7,15.0,0.0,3.0,,25,0,9.0,0.0,7.0,,16,9,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,MAN,2816,HEN,2271,0,13,14.0,14.0,34.0,,75,7,0.0,7.0,0.0,,14,61,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,MONT,149,UND,155,0,7,3.0,7.0,0.0,,17,20,13.0,14.0,8.0,,55,-38,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,WIN,2851,STC,2594,0,6,0.0,8.0,15.0,,29,14,0.0,0.0,12.0,,26,3,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,SWO,2927,ARK,2033,0,7,10.0,0.0,0.0,,17,7,14.0,0.0,7.0,,28,-11,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,EAS,2191,SOU,2568,0,17,0.0,13.0,20.0,,50,14,0.0,0.0,2.0,,16,34,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,MNDU,134,UI,389,0,0,7.0,6.0,6.0,,19,21,7.0,9.0,0.0,,37,-18,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,TRU,2654,GVSU,125,0,7,7.0,17.0,0.0,,31,0,9.0,6.0,0.0,,15,16,2013-09-14,3,NotMajor,NotMajor
2013,2013-09-14 23:00:00,AUG,2043,MIN,568,0,0,10.0,0.0,0.0,13.0,23,3,0.0,0.0,7.0,7.0,17,6,2013-09-14,3,NotMajor,NotMajor
