HomeID,VisID,Season,Week,HomeBCSSOS2,HomeRPI2,AwayBCSSOS2,AwayRPI2
66,239,2001,6,-1.111111111111111,5.166666666666667,-1.111111111111111,5.166666666666667
103,349,2001,6,-7.024691358024691,-3.185185185185185,-7.024691358024691,-3.185185185185185
259,2116,2001,6,-5.518518518518519,6.111111111111111,-5.518518518518519,6.111111111111111
201,2306,2001,6,-4.37037037037037,3.5555555555555554,-4.37037037037037,3.5555555555555554
254,167,2001,6,-2.7037037037037037,-2.6944444444444446,-2.7037037037037037,-2.6944444444444446
70,68,2001,6,4.518518518518518,-3.7777777777777786,4.518518518518518,-3.7777777777777786
2466,197,2001,6,4.416666666666667,4.0625,4.416666666666667,4.0625
59,228,2001,6,-7.024691358024691,2.8148148148148153,-7.024691358024691,2.8148148148148153
23,9,2001,6,5.708333333333333,-1.59375,5.708333333333333,-1.59375
238,2,2001,6,-0.888888888888889,-1.1666666666666667,-0.888888888888889,-1.1666666666666667
258,150,2001,6,2.1481481481481484,1.1111111111111112,2.1481481481481484,1.1111111111111112
77,127,2001,6,-7.722222222222222,-0.04166666666666663,-7.722222222222222,-0.04166666666666663
2633,99,2001,6,-2.611111111111111,2.2916666666666665,-2.611111111111111,2.2916666666666665
245,87,2001,6,-0.6666666666666666,2.5,-0.6666666666666666,2.5
2572,5,2001,6,-2.972222222222222,1.8958333333333335,-2.972222222222222,1.8958333333333335
21,2005,2001,6,-1.7160493827160497,-4.37037037037037,-1.7160493827160497,-4.37037037037037
2579,333,2001,6,2.4814814814814814,4.027777777777778,2.4814814814814814,4.027777777777778
344,57,2001,6,3.388888888888889,4.791666666666666,3.388888888888889,4.791666666666666
194,84,2001,6,3.9722222222222228,3.854166666666667,3.9722222222222228,3.854166666666667
2751,36,2001,6,-1.6419753086419753,-1.3148148148148147,-1.6419753086419753,-1.3148148148148147
183,151,2001,6,1.0416666666666667,0.65625,1.0416666666666667,0.65625
265,12,2001,6,-5.37037037037037,2.7222222222222223,-5.37037037037037,2.7222222222222223
2117,2084,2001,6,5.703703703703703,2.2777777777777777,5.703703703703703,2.2777777777777777
24,30,2001,6,2.9583333333333335,7.09375,2.9583333333333335,7.09375
235,97,2001,6,0.11111111111111112,1.8333333333333333,0.11111111111111112,1.8333333333333333
328,2483,2001,6,-0.345679012345679,-2.0925925925925926,-0.345679012345679,-2.0925925925925926
2509,135,2001,6,-2.777777777777778,0.9166666666666665,-2.777777777777778,0.9166666666666665
309,2393,2001,6,3.0185185185185186,-0.6527777777777777,3.0185185185185186,-0.6527777777777777
145,96,2001,6,2.0833333333333335,5.1875,2.0833333333333335,5.1875
2433,166,2001,6,3.7777777777777772,-3.666666666666667,3.7777777777777772,-3.666666666666667
242,62,2001,6,5.444444444444444,1.083333333333333,5.444444444444444,1.083333333333333
130,356,2001,6,-0.14814814814814814,2.388888888888889,-0.14814814814814814,2.388888888888889
277,120,2001,6,-3.5432098765432105,-1.5740740740740744,-3.5432098765432105,-1.5740740740740744
2309,2006,2001,6,0.34567901234567894,-3.9074074074074074,0.34567901234567894,-3.9074074074074074
97,36,2001,7,0.3466666666666667,3.4600000000000004,0.3466666666666667,3.4600000000000004
328,252,2001,7,1.296875,-1.46484375,1.296875,-1.46484375
2199,41,2001,7,0.21354166666666666,-4.27734375,0.21354166666666666,-4.27734375
2426,2005,2001,7,1.8518518518518519,-6.861111111111111,1.8518518518518519,-6.861111111111111
309,9,2001,7,3.1041666666666665,-0.921875,3.1041666666666665,-0.921875
135,356,2001,7,2.1975308641975313,0.9814814814814817,2.1975308641975313,0.9814814814814817
245,239,2001,7,-2.1041666666666665,1.984375,-2.1041666666666665,1.984375
154,152,2001,7,2.234375,0.48828125,2.234375,0.48828125
158,66,2001,7,0.3422222222222222,7.1066666666666665,0.3422222222222222,7.1066666666666665
248,349,2001,7,1.488888888888889,-3.133333333333333,1.488888888888889,-3.133333333333333
