HomeID,VisID,Season,Week,HomeBCSSOS,HomeRPI,AwayBCSSOS,AwayRPI
21,2005,2001,6,0.12037037037037036,0.1736111111111111,0.12037037037037036,0.1736111111111111
25,264,2001,6,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.16666666666666666
30,24,2001,6,0.171875,0.19140625,0.171875,0.19140625
52,154,2001,6,0.07916666666666668,0.24687499999999998,0.07916666666666668,0.24687499999999998
57,344,2001,6,0.08333333333333333,0.3125,0.08333333333333333,0.3125
58,249,2001,6,0.16049382716049382,0.20370370370370366,0.16049382716049382,0.20370370370370366
59,228,2001,6,0.020833333333333332,0.265625,0.020833333333333332,0.265625
61,8,2001,6,0.23611111111111108,0.2604166666666667,0.23611111111111108,0.2604166666666667
62,242,2001,6,0.13888888888888887,0.22916666666666666,0.13888888888888887,0.22916666666666666
66,239,2001,6,0.024691358024691357,0.18518518518518517,0.024691358024691357,0.18518518518518517
70,68,2001,6,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.1111111111111111
77,127,2001,6,0.05555555555555555,0.2916666666666667,0.05555555555555555,0.2916666666666667
84,194,2001,6,0.25,0.1875,0.25,0.1875
96,145,2001,6,0.23148148148148148,0.2569444444444444,0.23148148148148148,0.2569444444444444
97,235,2001,6,0.11333333333333333,0.28500000000000003,0.11333333333333333,0.28500000000000003
103,349,2001,6,0.020833333333333332,0.203125,0.020833333333333332,0.203125
120,277,2001,6,0.13194444444444445,0.2864583333333333,0.13194444444444445,0.2864583333333333
130,356,2001,6,0.06944444444444443,0.17708333333333331,0.06944444444444443,0.17708333333333331
135,2509,2001,6,0.16666666666666666,0.24999999999999997,0.16666666666666666,0.24999999999999997
142,158,2001,6,0.08333333333333333,0.1875,0.08333333333333333,0.1875
152,153,2001,6,0.024691358024691357,0.18518518518518517,0.024691358024691357,0.18518518518518517
164,41,2001,6,0.17592592592592593,0.21527777777777776,0.17592592592592593,0.21527777777777776
183,151,2001,6,0.07666666666666667,0.20750000000000002,0.07666666666666667,0.20750000000000002
197,2466,2001,6,0.23148148148148148,0.2569444444444444,0.23148148148148148,0.2569444444444444
201,2306,2001,6,0.013888888888888888,0.2604166666666667,0.013888888888888888,0.2604166666666667
204,26,2001,6,0.027777777777777776,0.14583333333333334,0.027777777777777776,0.14583333333333334
238,2,2001,6,0.018518518518518517,0.09722222222222221,0.018518518518518517,0.09722222222222221
245,87,2001,6,0.08333333333333333,0.3125,0.08333333333333333,0.3125
248,2628,2001,6,0.3333333333333333,0.25,0.3333333333333333,0.25
251,2641,2001,6,0.041666666666666664,0.28125,0.041666666666666664,0.28125
254,167,2001,6,0.03125,0.2109375,0.03125,0.2109375
258,150,2001,6,0.1851851851851852,0.3055555555555555,0.1851851851851852,0.3055555555555555
259,2116,2001,6,0.07638888888888888,0.24479166666666666,0.07638888888888888,0.24479166666666666
275,98,2001,6,0.020833333333333332,0.140625,0.020833333333333332,0.140625
276,189,2001,6,0.07407407407407407,0.2222222222222222,0.07407407407407407,0.2222222222222222
278,2348,2001,6,0.09333333333333334,0.27,0.09333333333333334,0.27
309,2393,2001,6,0.24074074074074073,0.2638888888888889,0.24074074074074073,0.2638888888888889
328,2483,2001,6,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.1111111111111111
2006,2309,2001,6,0.16049382716049382,0.20370370370370366,0.16049382716049382,0.20370370370370366
2050,193,2001,6,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.08333333333333333
2084,2117,2001,6,0.012345679012345678,0.09259259259259259,0.012345679012345678,0.09259259259259259
2199,2711,2001,6,0.12962962962962962,0.18055555555555555,0.12962962962962962,0.18055555555555555
2294,213,2001,6,0.08333333333333333,0.3125,0.08333333333333333,0.3125
2433,166,2001,6,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.16666666666666666
2439,252,2001,6,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.16666666666666666
2572,5,2001,6,0.16666666666666666,0.375,0.16666666666666666,0.375
2579,333,2001,6,0.125,0.34375,0.125,0.34375
2633,99,2001,6,0.07638888888888888,0.3072916666666667,0.07638888888888888,0.3072916666666667
2638,202,2001,6,0.08641975308641975,0.14814814814814814,0.08641975308641975,0.14814814814814814
2649,2459,2001,6,0.08333333333333333,0.3125,0.08333333333333333,0.3125
2655,2582,2001,6,0.05555555555555555,0.041666666666666664,0.05555555555555555,0.041666666666666664
2751,36,2001,6,0.024691358024691357,0.18518518518518517,0.024691358024691357,0.18518518518518517
97,36,2001,7,0.06712962962962964,0.2586805555555556,0.06712962962962964,0.2586805555555556
252,328,2001,7,0.013333333333333334,0.21000000000000002,0.013333333333333334,0.21000000000000002
2,344,2001,7,0.043333333333333335,0.1825,0.043333333333333335,0.1825
8,2692,2001,7,0.07,0.10250000000000001,0.07,0.10250000000000001
9,309,2001,7,0.024691358024691357,0.18518518518518517,0.024691358024691357,0.18518518518518517
12,2483,2001,7,0.17916666666666667,0.321875,0.17916666666666667,0.321875
21,2197,2001,7,0.11805555555555554,0.15104166666666666,0.11805555555555554,0.15104166666666666
41,2199,2001,7,0.046875,0.09765625,0.046875,0.09765625
87,221,2001,7,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.16666666666666666
99,57,2001,7,0.18229166666666666,0.32421875,0.18229166666666666,0.32421875
103,218,2001,7,0.017777777777777778,0.21333333333333335,0.017777777777777778,0.21333333333333335
120,258,2001,7,0.08,0.26,0.08,0.26
150,59,2001,7,0.125,0.09375,0.125,0.09375
153,151,2001,7,0.0625,0.171875,0.0625,0.171875
154,152,2001,7,0.1416666666666667,0.23125,0.1416666666666667,0.23125
158,66,2001,7,0.062222222222222213,0.24666666666666667,0.062222222222222213,0.24666666666666667
164,183,2001,7,0.046875,0.09765625,0.046875,0.09765625
189,2309,2001,7,0.140625,0.29296875,0.140625,0.29296875
193,2084,2001,7,0.010416666666666666,0.1328125,0.010416666666666666,0.1328125
194,77,2001,7,0.013888888888888888,0.13541666666666666,0.013888888888888888,0.13541666666666666
195,2649,2001,7,0.1851851851851852,0.1388888888888889,0.1851851851851852,0.1388888888888889
197,142,2001,7,0.10416666666666667,0.203125,0.10416666666666667,0.203125
202,166,2001,7,0.12037037037037036,0.1736111111111111,0.12037037037037036,0.1736111111111111
213,130,2001,7,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.16666666666666666
235,2572,2001,7,0.14583333333333334,0.23437500000000003,0.14583333333333334,0.23437500000000003
242,68,2001,7,0.07638888888888888,0.24479166666666666,0.07638888888888888,0.24479166666666666
245,239,2001,7,0.022222222222222223,0.26666666666666666,0.022222222222222223,0.26666666666666666
251,201,2001,7,0.08333333333333333,0.3125,0.08333333333333333,0.3125
254,58,2001,7,0.04666666666666667,0.23500000000000001,0.04666666666666667,0.23500000000000001
264,30,2001,7,0.015625,0.19921875,0.015625,0.19921875
265,204,2001,7,0.11666666666666665,0.3375,0.11666666666666665,0.3375
275,84,2001,7,0.04,0.18,0.04,0.18
277,259,2001,7,0.1416666666666667,0.23125,0.1416666666666667,0.23125
333,2638,2001,7,0.14133333333333334,0.256,0.14133333333333334,0.256
349,248,2001,7,0.17777777777777778,0.13333333333333333,0.17777777777777778,0.13333333333333333
356,135,2001,7,0.08800000000000001,0.216,0.08800000000000001,0.216
2032,145,2001,7,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.16666666666666666
2116,5,2001,7,0.1375,0.165625,0.1375,0.165625
2132,2655,2001,7,0.08333333333333333,0.125,0.08333333333333333,0.125
2306,38,2001,7,0.17500000000000002,0.25625,0.17500000000000002,0.25625
2348,23,2001,7,0.14236111111111113,0.16927083333333334,0.14236111111111113,0.16927083333333334
2390,2653,2001,7,0.10416666666666667,0.328125,0.10416666666666667,0.328125
2393,70,2001,7,0.0625,0.296875,0.0625,0.296875
2426,2005,2001,7,0.17777777777777778,0.13333333333333333,0.17777777777777778,0.13333333333333333
2433,249,2001,7,0.03333333333333333,0.025,0.03333333333333333,0.025
2440,2439,2001,7,0.10185185185185185,0.15972222222222224,0.10185185185185185,0.15972222222222224
2459,276,2001,7,0.17500000000000002,0.25625,0.17500000000000002,0.25625
2509,2294,2001,7,0.07638888888888888,0.24479166666666666,0.07638888888888888,0.24479166666666666
2567,62,2001,7,0.125,0.09375,0.125,0.09375
2579,96,2001,7,0.09333333333333332,0.32,0.09333333333333332,0.32
2633,61,2001,7,0.14583333333333334,0.359375,0.14583333333333334,0.359375
2641,2305,2001,7,0.17500000000000002,0.25625,0.17500000000000002,0.25625
2711,2006,2001,7,0.052083333333333336,0.1640625,0.052083333333333336,0.1640625
2751,167,2001,7,0.10833333333333334,0.20625000000000002,0.10833333333333334,0.20625000000000002
59,120,2001,8,0.00925925925925926,0.2152777777777778,0.00925925925925926,0.2152777777777778
2,57,2001,8,0.037037037037037035,0.19444444444444445,0.037037037037037035,0.19444444444444445
5,2132,2001,8,0.058666666666666666,0.14400000000000002,0.058666666666666666,0.14400000000000002
8,2579,2001,8,0.018518518518518517,0.09722222222222221,0.018518518518518517,0.09722222222222221
23,2567,2001,8,0.06666666666666667,0.05,0.06666666666666667,0.05
24,265,2001,8,0.03888888888888889,0.21666666666666667,0.03888888888888889,0.21666666666666667
25,2483,2001,8,0.13611111111111113,0.10208333333333335,0.13611111111111113,0.10208333333333335
26,264,2001,8,0.0625,0.296875,0.0625,0.296875
30,9,2001,8,0.09074074074074073,0.10972222222222222,0.09074074074074073,0.10972222222222222
36,278,2001,8,0.0992063492063492,0.1994047619047619,0.0992063492063492,0.1994047619047619
38,245,2001,8,0.05185185185185185,0.20555555555555555,0.05185185185185185,0.20555555555555555
52,2390,2001,8,0.06133333333333333,0.24600000000000002,0.06133333333333333,0.24600000000000002
58,41,2001,8,0.11555555555555556,0.18666666666666668,0.11555555555555556,0.18666666666666668
62,2638,2001,8,0.010416666666666666,0.1328125,0.010416666666666666,0.1328125
68,202,2001,8,0.112,0.184,0.112,0.184
77,135,2001,8,0.11249999999999999,0.27187500000000003,0.11249999999999999,0.27187500000000003
84,356,2001,8,0.08680555555555557,0.12760416666666666,0.08680555555555557,0.12760416666666666
87,277,2001,8,0.07083333333333335,0.115625,0.07083333333333335,0.115625
96,99,2001,8,0.13555555555555557,0.1516666666666667,0.13555555555555557,0.1516666666666667
127,2294,2001,8,0.13749999999999998,0.290625,0.13749999999999998,0.290625
130,2509,2001,8,0.009259259259259259,0.1736111111111111,0.009259259259259259,0.1736111111111111
142,66,2001,8,0.075,0.18125,0.075,0.18125
145,333,2001,8,0.015625,0.19921875,0.015625,0.19921875
150,154,2001,8,0.11111111111111112,0.08333333333333334,0.11111111111111112,0.08333333333333334
152,228,2001,8,0.06133333333333333,0.196,0.06133333333333333,0.196
153,258,2001,8,0.036281179138321996,0.17006802721088435,0.036281179138321996,0.17006802721088435
166,70,2001,8,0.032407407407407406,0.10763888888888888,0.032407407407407406,0.10763888888888888
167,252,2001,8,0.058666666666666666,0.14400000000000002,0.058666666666666666,0.14400000000000002
193,2006,2001,8,0.03466666666666667,0.176,0.03466666666666667,0.176
194,275,2001,8,0.10999999999999999,0.23249999999999998,0.10999999999999999,0.23249999999999998
197,251,2001,8,0.07333333333333333,0.15500000000000003,0.07333333333333333,0.15500000000000003
204,12,2001,8,0.17013888888888887,0.19010416666666666,0.17013888888888887,0.19010416666666666
218,164,2001,8,0.14236111111111113,0.16927083333333334,0.14236111111111113,0.16927083333333334
221,183,2001,8,0.04,0.13,0.04,0.13
238,61,2001,8,0.11458333333333333,0.14843749999999997,0.11458333333333333,0.14843749999999997
239,158,2001,8,0.17361111111111113,0.2552083333333333,0.17361111111111113,0.2552083333333333
248,235,2001,8,0.041666666666666664,0.03125,0.041666666666666664,0.03125
249,2393,2001,8,0.022222222222222223,0.016666666666666666,0.022222222222222223,0.016666666666666666
259,103,2001,8,0.053703703703703705,0.24861111111111112,0.053703703703703705,0.24861111111111112
344,2653,2001,8,0.11458333333333333,0.14843749999999997,0.11458333333333333,0.14843749999999997
349,151,2001,8,0.005208333333333333,0.06640625,0.005208333333333333,0.06640625
2005,2751,2001,8,0.015625,0.19921875,0.015625,0.19921875
2032,309,2001,8,0.125,0.09375,0.125,0.09375
2084,276,2001,8,0.08266666666666667,0.112,0.08266666666666667,0.112
2116,2335,2001,8,0.058666666666666666,0.14400000000000002,0.058666666666666666,0.14400000000000002
2117,195,2001,8,0.043333333333333335,0.1575,0.043333333333333335,0.1575
2199,2050,2001,8,0.056,0.092,0.056,0.092
2305,201,2001,8,0.075,0.18125,0.075,0.18125
2309,2459,2001,8,0.10933333333333334,0.132,0.10933333333333334,0.132
2426,242,2001,8,0.125,0.09375,0.125,0.09375
2439,21,2001,8,0.03666666666666667,0.07750000000000001,0.03666666666666667,0.07750000000000001
2440,2348,2001,8,0.0375,0.090625,0.0375,0.090625
2641,2306,2001,8,0.07333333333333333,0.15500000000000003,0.07333333333333333,0.15500000000000003
2655,2628,2001,8,0.0462962962962963,0.07638888888888888,0.0462962962962963,0.07638888888888888
2711,189,2001,8,0.06133333333333333,0.196,0.06133333333333333,0.196
2390,277,2001,10,0.08333333333333333,0.3125,0.08333333333333333,0.3125
62,278,2001,10,0.05111111111111111,0.18833333333333332,0.05111111111111111,0.18833333333333332
8,2,2001,10,0.08454810495626823,0.1705539358600583,0.08454810495626823,0.1705539358600583
9,264,2001,10,0.043809523809523805,0.18285714285714286,0.043809523809523805,0.18285714285714286
12,30,2001,10,0.049999999999999996,0.1625,0.049999999999999996,0.1625
21,252,2001,10,0.040123456790123455,0.11342592592592592,0.040123456790123455,0.11342592592592592
