Season,Start,Away,AwayID,Home,HomeID,NeutralSite,Home1Q,Home2Q,Home3Q,Home4Q,HomeOT,HomeFinal,Vis1Q,Vis2Q,Vis3Q,Vis4Q,VisOT,VisFinal,Spread,WeekDate,Week,HomeBCSSOS,HomeRPI,AwayBCSSOS,AwayRPI
2013,2013-10-26 18:00:00,LIN,2815,WAS,2687,0,7,10,14,13,,44,14,7,7,7,,35,9,2013-10-26,9,0.0340136054,0.2755102041,0.0340136054,0.2755102041
2013,2013-10-26 18:00:00,CHE,2129,BLO,2071,0,21,14,0,0,,35,0,0,0,7,,7,28,2013-10-26,9,0.0612244898,0.2959183673,0.0612244898,0.2959183673
2013,2013-10-26 18:00:00,WIT,2746,KEN,352,0,0,7,0,0,,7,21,3,0,14,,38,-31,2013-10-26,9,0.0997732426,0.2176870748,0.0997732426,0.2176870748
2013,2013-10-26 18:00:00,SIM,2564,COE,2141,0,7,7,7,7,7,38,7,7,7,7,7,41,-3,2013-10-26,9,0.0981481481,0.2819444444,0.0981481481,0.2819444444
2013,2013-10-26 18:00:00,WIS,2723,WIS,2738,0,0,6,0,7,,13,0,0,0,6,,6,7,2013-10-26,9,0.1111111111,0.0833333333,0.1111111111,0.0833333333
2013,2013-10-26 18:00:00,MAR,2371,HAR,2810,0,0,7,0,0,,7,7,14,21,21,,63,-56,2013-10-26,9,0.0416666667,0.15625,0.0416666667,0.15625
2013,2013-10-26 18:00:00,NEB,2438,SWB,2586,0,0,7,0,7,,14,14,0,14,0,,28,-14,2013-10-26,9,0.0417881438,0.0670553936,0.0417881438,0.0670553936
2013,2013-10-26 18:00:00,CON,2151,AUR,2044,0,14,14,7,12,,47,7,7,6,13,,33,14,2013-10-26,9,0.0385802469,0.0706018519,0.0385802469,0.0706018519
2013,2013-10-26 18:00:00,SEFL,267,CON,409,0,0,21,14,10,,45,14,0,7,7,,28,17,2013-10-26,9,0.024691358,0.1851851852,0.024691358,0.1851851852
2013,2013-10-26 18:00:00,NMH,2424,CHA,2123,0,10,7,7,7,,31,0,14,7,3,,24,7,2013-10-26,9,0.0056689342,0.1828231293,0.0056689342,0.1828231293
2013,2013-10-26 18:00:00,SS,375,EUR,101,0,0,7,0,18,,25,14,10,7,7,,38,-13,2013-10-26,9,0.0058309038,0.2186588921,0.0058309038,0.2186588921
2013,2013-10-26 18:00:00,STA,395,FAY,2220,0,14,19,10,0,,43,0,0,7,12,,19,24,2013-10-26,9,0.0583090379,0.1865889213,0.0583090379,0.1865889213
2013,2013-10-26 18:00:00,CON,3099,FOR,2232,0,21,10,14,7,,52,0,0,7,12,,19,33,2013-10-26,9,0.0971817298,0.1443148688,0.0971817298,0.1443148688
2013,2013-10-26 18:00:00,WIS,2741,BEN,2283,0,0,0,14,14,6,34,6,14,0,8,0,28,6,2013-10-26,9,0.0061728395,0.1712962963,0.0061728395,0.1712962963
2013,2013-10-26 18:00:00,UNCW,286,HUN,2938,0,28,7,17,7,,59,7,14,7,7,,35,24,2013-10-26,9,0.0617283951,0.212962963,0.0617283951,0.212962963
2013,2013-10-26 18:00:00,WJC,2911,QUI,2825,0,7,0,0,10,,17,13,0,3,3,,19,-2,2013-10-26,9,0.0019436346,0.0728862974,0.0019436346,0.0728862974
2013,2013-10-26 18:00:00,WMN,433,NWM,583,0,9,6,14,7,,36,0,0,7,14,,21,15,2013-10-26,9,0.0981535471,0.1807580175,0.0981535471,0.1807580175
2013,2013-10-26 18:00:00,EAS,2194,HOW,2758,0,3,21,20,3,,47,3,17,0,16,,36,11,2013-10-26,9,0.0586419753,0.1273148148,0.0586419753,0.1273148148
2013,2013-10-26 18:00:00,CAR,32,GRI,65,0,0,0,0,0,,0,0,21,0,16,,37,-37,2013-10-26,9,0.075617284,0.0983796296,0.075617284,0.0983796296
2013,2013-10-26 18:00:00,AUG,124,CON,2152,0,6,21,7,13,,47,6,6,0,8,,20,27,2013-10-26,9,0.0447530864,0.2418981481,0.0447530864,0.2418981481
2013,2013-10-26 18:10:00,HAM,162,STMN,2900,0,7,22,7,7,,43,0,0,7,0,,7,36,2013-10-26,9,0.1172839506,0.2546296296,0.1172839506,0.2546296296
2013,2013-10-26 18:30:00,CNEW,2105,NGR,2822,0,7,6,6,7,,26,10,14,2,21,,47,-21,2013-10-26,9,0.0310981535,0.166180758,0.0310981535,0.166180758
2013,2013-10-26 18:30:00,JVST,55,TNTC,2635,0,0,7,0,7,,14,7,17,3,7,,34,-20,2013-10-26,9,0.0498511905,0.1311383929,0.0498511905,0.1311383929
2013,2013-10-26 18:30:00,MIL,2398,SEW,2553,0,0,0,7,7,,14,7,7,7,0,,21,-7,2013-10-26,9,0.0816326531,0.1326530612,0.0816326531,0.1326530612
2013,2013-10-26 18:30:00,TOL,2649,BGSU,189,0,0,7,3,15,,25,7,14,0,7,,28,-3,2013-10-26,9,0.0532879819,0.218537415,0.0532879819,0.218537415
2013,2013-10-26 18:30:00,NEO,196,CEN,2118,0,17,10,10,14,,51,0,0,0,7,,7,44,2013-10-26,9,0.0029154519,0.1093294461,0.0029154519,0.1093294461
2013,2013-10-26 18:30:00,PIT,90,MOW,137,0,0,7,0,7,,14,3,10,7,14,,34,-20,2013-10-26,9,0.074829932,0.306122449,0.074829932,0.306122449
2013,2013-10-26 19:00:00,MOS,2403,NWMS,138,0,10,7,12,14,,43,0,0,0,7,,7,36,2013-10-26,9,0.0884353741,0.3163265306,0.0884353741,0.3163265306
2013,2013-10-26 19:00:00,UNI,2460,SDSU,2571,0,7,7,14,0,3,37,3,10,15,0,3,34,3,2013-10-26,9,0.0234375,0.142578125,0.0234375,0.142578125
2013,2013-10-26 19:00:00,CSUP,2570,BLA,2069,0,0,7,7,3,,17,14,10,20,7,,51,-34,2013-10-26,9,0.0793650794,0.0595238095,0.0793650794,0.0595238095
2013,2013-10-26 19:00:00,TEM,218,SMU,2567,0,7,7,21,24,,59,14,14,7,14,,49,10,2013-10-26,9,0.0216049383,0.099537037,0.0216049383,0.099537037
2013,2013-10-26 19:00:00,WES,2704,MCM,241,0,14,14,21,8,,57,24,28,31,7,,90,-33,2013-10-26,9,0.0689990282,0.0874635569,0.0689990282,0.0874635569
2013,2013-10-26 19:00:00,ELI,2207,CHO,2804,0,0,3,14,14,0,31,7,3,7,14,6,37,-6,2013-10-26,9,0.0437317784,0.139941691,0.0437317784,0.139941691
2013,2013-10-26 19:00:00,CAR,2106,NOC,3071,0,28,27,0,17,,72,0,0,0,20,,20,52,2013-10-26,9,0.0277777778,0.2708333333,0.0277777778,0.2708333333
2013,2013-10-26 19:00:00,WMU,2711,UMASS,113,0,7,14,3,6,,30,3,14,7,7,,31,-1,2013-10-26,9,0.0689990282,0.0874635569,0.0689990282,0.0874635569
2013,2013-10-26 19:00:00,HEN,2271,HAR,2264,0,10,14,0,6,,30,7,21,10,7,,45,-15,2013-10-26,9,0.100308642,0.2835648148,0.100308642,0.2835648148
2013,2013-10-26 19:00:00,WES,2703,ADST,2001,0,0,21,14,6,,41,3,3,0,14,,20,21,2013-10-26,9,0.0320699708,0.2026239067,0.0320699708,0.2026239067
2013,2013-10-26 19:00:00,UAPB,2029,MVSU,2400,0,0,6,6,6,,18,7,10,14,7,,38,-20,2013-10-26,9,0.0603741497,0.080994898,0.0603741497,0.080994898
2013,2013-10-26 19:00:00,MER,2383,WPI,2749,0,0,7,7,0,,14,7,13,0,6,,26,-12,2013-10-26,9,0.0401234568,0.1134259259,0.0401234568,0.1134259259
2013,2013-10-26 19:00:00,NWST,2466,SHSU,2534,0,0,17,20,7,,44,0,3,7,0,,10,34,2013-10-26,9,0.0864917396,0.2434402332,0.0864917396,0.2434402332
2013,2013-10-26 19:00:00,CEN,2121,RHO,2519,0,0,21,14,0,,35,0,0,7,7,,14,21,2013-10-26,9,0.0383597884,0.2371031746,0.0383597884,0.2371031746
2013,2013-10-26 19:00:00,OKP,2824,SWA,2904,0,14,14,7,7,,42,7,14,7,7,,35,7,2013-10-26,9,0.0952380952,0.0714285714,0.0952380952,0.0714285714
2013,2013-10-26 19:00:00,TXSO,2640,GRAM,2755,0,14,3,0,0,0,17,7,3,0,7,6,23,-6,2013-10-26,9,0.0722789116,0.0542091837,0.0722789116,0.0542091837
2013,2013-10-26 19:00:00,FOR,2237,WES,2714,0,0,7,2,0,,9,0,0,0,10,,10,-1,2013-10-26,9,0.0385802469,0.0706018519,0.0385802469,0.0706018519
2013,2013-10-26 19:00:00,COL,2146,MESA,11,0,0,3,0,7,,10,0,0,0,27,,27,-17,2013-10-26,9,0.0320699708,0.2026239067,0.0320699708,0.2026239067
2013,2013-10-26 19:05:00,NDSU,2449,INST,282,0,0,10,0,0,,10,21,28,7,0,,56,-46,2013-10-26,9,0.0417881438,0.0670553936,0.0417881438,0.0670553936
2013,2013-10-26 19:05:00,IDST,304,SUU,253,0,3,10,0,6,,19,0,6,0,3,,9,10,2013-10-26,9,0.0632440476,0.2036830357,0.0632440476,0.2036830357
2013,2013-10-26 19:30:00,FHSU,2231,LIN,2876,0,0,25,10,0,,35,14,10,7,14,,45,-10,2013-10-26,9,0.0281827017,0.056851312,0.0281827017,0.056851312
2013,2013-10-26 19:30:00,TLSA,202,TULN,2655,0,0,7,7,0,,14,0,7,0,0,,7,7,2013-10-26,9,0.0680272109,0.2295918367,0.0680272109,0.2295918367
2013,2013-10-26 19:30:00,MSU,127,ILL,356,0,3,0,0,0,,3,0,14,14,14,,42,-39,2013-10-26,9,0.0833333333,0.1875,0.0833333333,0.1875
2013,2013-10-26 19:30:00,TENN,2633,ALA,333,0,21,14,7,3,,45,0,0,3,7,,10,35,2013-10-26,9,0.0416666667,0.28125,0.0416666667,0.28125
2013,2013-10-26 19:30:00,GASO,290,APP,2026,0,0,17,21,0,,38,7,0,7,0,,14,24,2013-10-26,9,0.0417881438,0.0670553936,0.0417881438,0.0670553936
2013,2013-10-26 19:30:00,MNDU,134,BEM,132,0,0,14,7,0,,21,0,14,3,14,,31,-10,2013-10-26,9,0.0427599611,0.1034985423,0.0427599611,0.1034985423
2013,2013-10-26 19:30:00,WIS,2744,WIS,272,0,14,14,21,10,,59,7,7,14,7,,35,24,2013-10-26,9,0.0777777778,0.3083333333,0.0777777778,0.3083333333
2013,2013-10-26 19:30:00,ELON,2210,WCU,2717,0,3,7,7,7,3,27,7,14,0,3,0,24,3,2013-10-26,9,0.0602678571,0.0764508929,0.0602678571,0.0764508929
2013,2013-10-26 19:30:00,EWU,331,MONT,149,0,3,14,0,20,,37,7,21,14,0,,42,-5,2013-10-26,9,0.0466472303,0.249271137,0.0466472303,0.249271137
2013,2013-10-26 19:30:00,AAMU,2010,ALST,2011,1,0,14,0,17,,31,0,0,0,7,,7,24,2013-10-26,9,0.0603741497,0.2238520408,0.0603741497,0.2238520408
2013,2013-10-26 19:30:00,UTEP,2638,RICE,242,0,3,21,7,14,,45,0,7,0,0,,7,38,2013-10-26,9,0.0048590865,0.1822157434,0.0048590865,0.1822157434
2013,2013-10-26 19:30:00,CLEM,228,MD,120,0,7,0,6,14,,27,6,10,3,21,,40,-13,2013-10-26,9,0.0592808552,0.22303207,0.0592808552,0.22303207
2013,2013-10-26 19:30:00,EMU,2199,NIU,2459,0,21,17,14,7,,59,3,0,10,7,,20,39,2013-10-26,9,0.0416666667,0.28125,0.0416666667,0.28125
2013,2013-10-26 19:30:00,DUKE,150,VT,259,0,0,0,7,3,,10,0,6,7,0,,13,-3,2013-10-26,9,0.0680272109,0.2653061224,0.0680272109,0.2653061224
2013,2013-10-26 19:30:00,BUFF,2084,KENT,2309,0,0,7,7,7,,21,6,14,14,7,,41,-20,2013-10-26,9,0.0434027778,0.0950520833,0.0434027778,0.0950520833
2013,2013-10-26 19:30:00,NCST,152,FSU,52,0,35,7,0,7,,49,0,0,10,7,,17,32,2013-10-26,9,0.1031746032,0.3273809524,0.1031746032,0.3273809524
2013,2013-10-26 19:30:00,JMU,256,W&M,2729,0,0,3,7,7,,17,0,7,0,0,,7,10,2013-10-26,9,0.0855199223,0.2069970845,0.0855199223,0.2069970845
2013,2013-10-26 19:30:00,BC,103,UNC,153,0,6,14,7,7,,34,7,0,0,3,,10,24,2013-10-26,9,0.112654321,0.1261574074,0.112654321,0.1261574074
2013,2013-10-26 19:45:00,WVU,277,KSU,2306,0,7,0,7,21,,35,0,9,3,0,,12,23,2013-10-26,9,0.112654321,0.1678240741,0.112654321,0.1678240741
2013,2013-10-26 20:00:00,TROY,2653,WKU,98,0,3,17,6,0,,26,10,0,14,8,,32,-6,2013-10-26,9,0.0680272109,0.193877551,0.0680272109,0.193877551
2013,2013-10-26 20:00:00,AZU,2049,CEN,2120,0,0,10,0,7,,17,7,7,3,7,,24,-7,2013-10-26,9,0.037414966,0.2066326531,0.037414966,0.2066326531
2013,2013-10-26 20:00:00,UNH,160,STON,2619,0,3,3,7,0,,13,9,7,9,6,,31,-18,2013-10-26,9,0.0347222222,0.1510416667,0.0347222222,0.1510416667
2013,2013-10-26 20:00:00,MER,2382,CAMP,2097,0,7,3,14,7,,31,17,14,7,0,,38,-7,2013-10-26,9,0.0417881438,0.0670553936,0.0417881438,0.0670553936
2013,2013-10-26 20:00:00,WHI,2721,PUG,2508,0,7,0,0,7,,14,14,3,0,16,,33,-19,2013-10-26,9,0.056,0.092,0.056,0.092
2013,2013-10-26 20:00:00,SFA,2617,UCA,2110,0,7,14,38,7,,66,3,7,14,7,,31,35,2013-10-26,9,0.0447035957,0.1763848397,0.0447035957,0.1763848397
2013,2013-10-26 20:00:00,UTAH,254,USC,30,0,7,9,3,0,,19,3,0,0,0,,3,16,2013-10-26,9,0.0719144801,0.1967930029,0.0719144801,0.1967930029
2013,2013-10-26 20:00:00,MCNS,2377,NICH,2447,0,3,7,13,7,,30,14,13,21,7,,55,-25,2013-10-26,9,0.0447035957,0.1763848397,0.0447035957,0.1763848397
2013,2013-10-26 20:00:00,CHI,80,PAC,205,0,0,7,7,7,,21,0,0,6,0,,6,15,2013-10-26,9,0.100308642,0.2835648148,0.100308642,0.2835648148
2013,2013-10-26 20:00:00,OUA,2888,ARK,2033,0,3,7,14,0,,24,7,10,7,10,,34,-10,2013-10-26,9,0.0981535471,0.1807580175,0.0981535471,0.1807580175
2013,2013-10-26 20:00:00,STN,200,ARK,2028,0,17,2,3,0,,22,3,6,3,7,,19,3,2013-10-26,9,0.0408163265,0.1734693878,0.0408163265,0.1734693878
2013,2013-10-26 20:00:00,SIM,2829,WES,2848,0,7,17,3,3,,30,3,0,0,13,,16,14,2013-10-26,9,0.0310981535,0.166180758,0.0310981535,0.166180758
2013,2013-10-26 20:00:00,ANN,15,NOR,2467,0,14,14,0,10,,38,0,0,0,6,,6,32,2013-10-26,9,0.0416666667,0.15625,0.0416666667,0.15625
2013,2013-10-26 20:00:00,TEX,2639,MIS,2401,0,0,14,10,8,,32,14,7,7,7,,35,-3,2013-10-26,9,0.0416666667,0.15625,0.0416666667,0.15625
2013,2013-10-26 20:00:00,SCST,2569,BCU,2065,0,7,7,0,0,,14,0,0,0,3,,3,11,2013-10-26,9,0.0170068027,0.2270408163,0.0170068027,0.2270408163
2013,2013-10-26 20:00:00,SEOS,199,NWO,2823,0,6,6,13,0,,25,7,0,14,0,,21,4,2013-10-26,9,0.0476190476,0.0357142857,0.0476190476,0.0357142857
2013,2013-10-26 20:00:00,BUT,2086,USD,301,0,14,21,7,0,,42,0,7,7,0,,14,28,2013-10-26,9,0.0719144801,0.1967930029,0.0719144801,0.1967930029
2013,2013-10-26 20:05:00,UND,155,PRST,2502,0,0,0,0,14,,14,7,3,0,0,,10,4,2013-10-26,9,0.0637755102,0.1549744898,0.0637755102,0.1549744898
2013,2013-10-26 20:05:00,UCD,302,MTST,147,0,7,14,6,7,,34,0,10,0,7,,17,17,2013-10-26,9,0.0161564626,0.1906887755,0.0161564626,0.1906887755
2013,2013-10-26 20:30:00,PAC,2486,WIL,2930,0,7,0,3,14,,24,7,21,0,7,,35,-11,2013-10-26,9,0.0333333333,0.275,0.0333333333,0.275
2013,2013-10-26 20:30:00,LEW,2333,LIN,203,0,28,42,7,7,,84,0,0,7,0,,7,77,2013-10-26,9,0.0476190476,0.2857142857,0.0476190476,0.2857142857
2013,2013-10-26 20:45:00,TTU,2641,OKLA,201,0,0,14,14,10,,38,7,0,17,6,,30,8,2013-10-26,9,0.0385487528,0.2431972789,0.0385487528,0.2431972789
2013,2013-10-26 21:00:00,SUL,2834,LAC,2347,0,14,21,12,14,,61,0,7,0,7,,14,47,2013-10-26,9,0.1172839506,0.2546296296,0.1172839506,0.2546296296
2013,2013-10-26 21:00:00,CAT,2107,BRE,2913,0,0,10,0,7,,17,0,13,14,7,,34,-17,2013-10-26,9,0.0498866213,0.1088435374,0.0498866213,0.1088435374
2013,2013-10-26 21:00:00,EIU,2197,TNST,2634,0,3,0,0,13,,16,7,14,7,6,,34,-18,2013-10-26,9,0.052827381,0.2583705357,0.052827381,0.2583705357
2013,2013-10-26 21:00:00,OLI,354,ADR,2003,0,7,3,0,7,,17,7,0,7,7,,21,-4,2013-10-26,9,0.0544217687,0.2551020408,0.0544217687,0.2551020408
2013,2013-10-26 21:00:00,ND,87,AFA,2005,0,7,3,0,0,,10,7,17,14,7,,45,-35,2013-10-26,9,0.0487528345,0.0722789116,0.0487528345,0.0722789116
2013,2013-10-26 21:00:00,UTM,2630,PEAY,2046,0,0,7,7,0,,14,14,7,14,3,,38,-24,2013-10-26,9,0.0595238095,0.0446428571,0.0595238095,0.0446428571
2013,2013-10-26 21:00:00,UAB,5,UTSA,2636,0,24,14,7,7,,52,0,10,7,14,,31,21,2013-10-26,9,0.0680272109,0.1224489796,0.0680272109,0.1224489796
2013,2013-10-26 21:00:00,JKST,2296,PVAM,2504,1,10,7,21,0,,38,3,21,14,13,,51,-13,2013-10-26,9,0.015625,0.16796875,0.015625,0.16796875
2013,2013-10-26 21:00:00,TXA,2658,EAS,2201,0,0,0,13,0,,13,3,0,7,0,,10,3,2013-10-26,9,0.003968254,0.1279761905,0.003968254,0.1279761905
2013,2013-10-26 21:00:00,NOR,425,STC,2594,0,15,28,14,7,,64,0,0,7,0,,7,57,2013-10-26,9,0.0602526725,0.2594752187,0.0602526725,0.2594752187
2013,2013-10-26 22:00:00,KYW,2316,IND,2292,0,17,28,7,0,,52,0,0,0,0,,0,52,2013-10-26,9,0.019436346,0.2288629738,0.019436346,0.2288629738
2013,2013-10-26 22:00:00,URS,2667,SUS,216,0,0,3,7,0,,10,14,3,7,6,,30,-20,2013-10-26,9,0.0015432099,0.0428240741,0.0015432099,0.0428240741
2013,2013-10-26 22:00:00,NCP,2882,NBY,2444,0,3,8,6,7,,24,7,0,14,0,,21,3,2013-10-26,9,0.0874635569,0.2798833819,0.0874635569,0.2798833819
2013,2013-10-26 22:00:00,VMI,2678,CCU,324,0,13,17,22,14,,66,7,17,3,0,,27,39,2013-10-26,9,0.0476190476,0.2857142857,0.0476190476,0.2857142857
2013,2013-10-26 22:00:00,DSU,512,SDA,613,0,21,24,17,7,,69,0,0,19,6,,25,44,2013-10-26,9,0.0310981535,0.166180758,0.0310981535,0.166180758
2013,2013-10-26 22:00:00,LT,2348,FIU,2229,0,0,0,7,0,,7,6,3,3,11,,23,-16,2013-10-26,9,0.0385802469,0.0706018519,0.0385802469,0.0706018519
2013,2013-10-26 22:05:00,UNLV,2439,NEV,2440,0,3,13,0,6,,22,0,14,0,13,,27,-5,2013-10-26,9,0.0709426628,0.1603498542,0.0709426628,0.1603498542
2013,2013-10-26 22:30:00,ALCN,2016,SOU,2582,0,0,14,14,10,0,38,7,17,7,7,6,44,-6,2013-10-26,9,0.0038872692,0.1457725948,0.0038872692,0.1457725948
2013,2013-10-26 23:00:00,NOR,75,AUG,2042,0,14,7,0,14,,35,7,17,7,14,,45,-10,2013-10-26,9,0.024691358,0.1851851852,0.024691358,0.1851851852
2013,2013-10-26 23:00:00,CHR,3112,GRN,2256,0,0,13,0,0,,13,0,14,14,14,,42,-29,2013-10-26,9,0.0155490768,0.083090379,0.0155490768,0.083090379
2013,2013-10-26 23:00:00,SWM,2587,UI,389,0,7,21,7,13,,48,14,14,10,14,,52,-4,2013-10-26,9,0.0447035957,0.1763848397,0.0447035957,0.1763848397
2013,2013-10-26 23:00:00,UCLA,26,ORE,2483,0,7,7,7,21,,42,7,7,0,0,,14,28,2013-10-26,9,0.0535714286,0.2901785714,0.0535714286,0.2901785714
2013,2013-10-26 23:00:00,BAY,239,KU,2305,0,0,0,7,7,,14,21,17,14,7,,59,-45,2013-10-26,9,0.0978835979,0.1567460317,0.0978835979,0.1567460317
2013,2013-10-26 23:00:00,UNT,249,USM,2572,0,0,7,7,0,,14,13,28,7,7,,55,-41,2013-10-26,9,0.0793650794,0.0595238095,0.0793650794,0.0595238095
2013,2013-10-26 23:00:00,MID,2395,ANG,2025,0,14,3,6,20,,43,14,14,14,7,,49,-6,2013-10-26,9,0.0835762877,0.1341107872,0.0835762877,0.1341107872
2013,2013-10-26 23:00:00,WES,2698,WES,2695,0,14,7,21,3,,45,0,0,14,0,,14,31,2013-10-26,9,0.0850340136,0.2423469388,0.0850340136,0.2423469388
2013,2013-10-26 23:00:00,GAST,2247,ULM,2433,0,14,14,10,0,,38,0,10,0,0,,10,28,2013-10-26,9,0.0544217687,0.1479591837,0.0544217687,0.1479591837
2013,2013-10-26 23:00:00,FUR,231,LSU,99,0,13,7,14,14,,48,10,6,0,0,,16,32,2013-10-26,9,0.0520833333,0.2265625,0.0520833333,0.2265625
2013,2013-10-26 23:00:00,SC,2579,MIZ,142,0,7,7,3,0,7,24,0,0,0,17,7,27,-3,2013-10-26,9,0.0612244898,0.2959183673,0.0612244898,0.2959183673
2013,2013-10-26 23:00:00,DEN,2171,WOO,2748,0,13,16,7,7,,43,0,0,14,7,,21,22,2013-10-26,9,0.0972222222,0.1979166667,0.0972222222,0.1979166667
2013,2013-10-26 23:00:00,USA,6,TXST,326,0,7,7,3,16,,33,0,3,7,21,,31,2,2013-10-26,9,0.0038872692,0.1457725948,0.0038872692,0.1457725948
2013,2013-10-26 23:00:00,HIL,2273,SAG,129,0,14,20,7,6,,47,7,7,14,6,,34,13,2013-10-26,9,0.0466472303,0.249271137,0.0466472303,0.249271137
2013,2013-10-26 23:00:00,HBU,2277,IW,2916,0,3,14,0,7,,24,0,0,3,0,,3,21,2013-10-26,9,0.0620748299,0.1536989796,0.0620748299,0.1536989796
2013,2013-10-26 23:00:00,KAL,126,HOP,2812,0,7,10,0,10,,27,0,7,3,7,,17,10,2013-10-26,9,0.0048590865,0.1822157434,0.0048590865,0.1822157434
2013,2013-10-26 23:00:00,TXA,2837,TAR,2627,0,7,10,3,0,,20,0,14,0,8,,22,-2,2013-10-26,9,0.0817901235,0.2696759259,0.0817901235,0.2696759259
2013,2013-10-26 23:00:00,EAS,2191,SWO,2927,0,7,0,6,8,,21,7,0,10,7,,24,-3,2013-10-26,9,0.0310981535,0.166180758,0.0310981535,0.166180758
2013,2013-10-26 23:00:00,OHI,2980,HIR,2274,0,0,6,0,7,,13,10,7,28,6,,51,-38,2013-10-26,9,0.0714285714,0.1369047619,0.0714285714,0.1369047619
2013,2013-10-26 23:00:00,WYO,2751,SJSU,23,0,0,14,22,15,,51,16,7,7,14,,44,7,2013-10-26,9,0.052154195,0.1641156463,0.052154195,0.1641156463
2013,2013-10-26 23:00:00,MOST,2623,WIU,2710,0,6,7,7,7,,27,21,7,7,3,,38,-11,2013-10-26,9,0.0748697917,0.1499023438,0.0748697917,0.1499023438
2013,2013-10-26 23:30:00,AUG,2043,SIO,2894,0,6,0,7,14,,27,0,0,3,7,,10,17,2013-10-26,9,0.0447035957,0.1763848397,0.0447035957,0.1763848397
2013,2013-10-26 23:30:00,IDHO,70,MISS,145,0,17,7,21,14,,59,0,7,7,0,,14,45,2013-10-26,9,0.074829932,0.1989795918,0.074829932,0.1989795918
2013,2013-10-26 23:30:00,TEX,251,TCU,2628,0,7,0,0,0,,7,10,10,7,3,,30,-23,2013-10-26,9,0.0827664399,0.1692176871,0.0827664399,0.1692176871
2013,2013-10-26 23:30:00,FAU,2226,AUB,2,0,21,17,7,0,,45,0,7,3,0,,10,35,2013-10-26,9,0.0738581147,0.2696793003,0.0738581147,0.2696793003
2013,2013-10-27 00:00:00,HUM,2278,DIX,3101,0,7,7,7,7,,28,7,3,6,3,,19,9,2013-10-26,9,0.0563654033,0.1137026239,0.0563654033,0.1137026239
2013,2013-10-27 00:00:00,LAM,2320,SELA,2545,0,7,21,14,14,,56,14,0,7,13,,34,22,2013-10-26,9,0.045675413,0.2128279883,0.045675413,0.2128279883
2013,2013-10-27 00:00:00,PSU,213,OSU,194,0,14,28,14,7,,63,0,7,0,7,,14,49,2013-10-26,9,0.0612244898,0.2959183673,0.0612244898,0.2959183673
2013,2013-10-27 00:00:00,ARIZ,12,COLO,38,0,7,6,7,0,,20,10,14,10,10,,44,-24,2013-10-26,9,0.1006944444,0.2005208333,0.1006944444,0.2005208333
2013,2013-10-27 00:00:00,ACU,2000,NMSU,166,0,7,14,0,13,,34,3,19,0,7,,29,5,2013-10-26,9,0.0680272109,0.0510204082,0.0680272109,0.0510204082
2013,2013-10-27 01:05:00,NAU,2464,CP,13,0,0,10,0,3,,13,3,7,0,7,,17,-4,2013-10-26,9,0.084548105,0.1705539359,0.084548105,0.1705539359
2013,2013-10-27 02:00:00,RED,29,CHA,411,0,0,14,3,0,,17,7,0,0,14,,21,-4,2013-10-26,9,0.0666666667,0.3,0.0666666667,0.3
2013,2013-10-27 02:00:00,LAV,2318,POM,2923,0,6,15,0,10,,31,0,17,3,3,,23,8,2013-10-26,9,0.0026666667,0.052,0.0026666667,0.052
2013,2013-10-27 02:00:00,CLA,17,WHI,2850,0,2,14,3,7,7,46,6,14,3,3,7,49,-3,2013-10-26,9,0.0266666667,0.02,0.0266666667,0.02
2013,2013-10-27 02:00:00,CAL,2094,OCC,2475,0,6,14,17,7,,44,14,0,6,14,,34,10,2013-10-26,9,0.1386666667,0.204,0.1386666667,0.204
2013,2013-10-27 02:30:00,STAN,24,ORST,204,0,0,3,6,3,,12,0,7,6,7,,20,-8,2013-10-26,9,0.019436346,0.2288629738,0.019436346,0.2288629738
2013,2013-10-27 02:30:00,FRES,278,SDSU,21,0,0,7,7,14,0,28,7,0,7,14,7,35,-7,2013-10-26,9,0.0198412698,0.1398809524,0.0198412698,0.1398809524
2013,2013-10-27 03:00:00,CAL,25,WASH,264,0,17,7,14,3,,41,0,7,0,10,,17,24,2013-10-26,9,0.0719144801,0.1967930029,0.0719144801,0.1967930029
2013,2013-10-27 04:00:00,CSU,36,HAW,62,0,7,10,0,11,,28,14,21,0,0,,35,-7,2013-10-26,9,0.0714285714,0.0535714286,0.0714285714,0.0535714286
2013,2013-10-31 00:00:00,CIN,2132,MEM,235,0,7,0,7,7,,21,0,14,7,13,,34,-13,2013-10-31,10,0.0486111111,0.078125,0.0486111111,0.078125
2013,2013-10-31 23:00:00,CHA,2128,WES,2699,0,0,6,0,3,,9,7,0,12,7,,26,-17,2013-10-31,10,0.033203125,0.1186523438,0.033203125,0.1186523438
2013,2013-10-31 23:00:00,WVW,455,FAI,2986,0,7,17,3,10,0,37,7,16,7,7,3,40,-3,2013-10-31,10,0.0731292517,0.1262755102,0.0731292517,0.1262755102
2013,2013-10-31 23:00:00,USF,58,HOU,248,0,14,7,7,7,,35,3,7,6,7,,23,12,2013-10-31,10,0.0602526725,0.2594752187,0.0602526725,0.2594752187
2013,2013-10-31 23:30:00,RICE,242,UNT,249,0,7,14,7,0,,28,2,14,0,0,,16,12,2013-10-31,10,0.0037202381,0.1590401786,0.0037202381,0.1590401786
