HomeID,VisID,Season,Week,HomePredFinal,VisPredFinal
2641,2305,2001,7,28.00926990647531,23.12369520077482
158,2305,2001,11,45.008985675129225,8.891917588189244
2306,2305,2001,10,29.903582287952304,20.55922264698893
201,239,2001,9,39.076276721812974,13.847844525706023
251,239,2001,11,42.25685210082884,10.134539132937789
142,239,2001,12,31.872916621037803,20.450527251698077
2641,239,2001,10,33.16209249316125,19.412505075335503
197,239,2001,13,32.315621159154034,19.791864429600537
245,239,2001,7,34.615522740503366,19.18908651219681
167,239,2001,5,26.46883513386456,25.073075594380498
158,239,2001,8,42.79705218872732,11.762650538235903
66,239,2001,6,28.092331287045454,25.0384309864603
154,258,2001,11,29.65977349136847,22.527001364156604
259,258,2001,13,37.68738615482471,14.834556922316551
265,2483,2001,10,31.92668683849479,24.168600960168988
328,2483,2001,6,23.59732535787225,28.005404945462942
30,2483,2001,5,28.81835162714924,24.511580201797187
26,2483,2001,12,27.478215889354033,26.047824934590608
204,2483,2001,15,24.081461654932355,30.05120442993939
24,2483,2001,9,27.481166906020007,26.42756476998329
328,278,2001,15,20.850809312623824,34.610353926196694
2567,278,2001,12,19.29222541832678,33.72309553762898
2440,278,2001,13,18.884763083668076,34.958649206440896
242,278,2001,11,26.98362476758666,28.447997398208827
23,278,2001,14,18.057073870255408,37.11415987368673
202,278,2001,5,26.459724578300666,31.12072081118822
2348,278,2001,6,22.6283498576704,27.188290455844253
62,278,2001,10,26.834716468361876,26.295927580911666
275,213,2001,5,26.704010077333805,21.71974789351225
2572,213,2001,11,34.18539324533958,18.405143042095006
258,213,2001,15,23.53994272793898,28.362569536082447
275,84,2001,7,31.63593778599534,19.813129463698715
213,84,2001,13,23.83840227606015,27.118381673004478
2509,84,2001,14,27.554425415706646,23.956570285838097
77,84,2001,11,29.497714107870706,22.076226798817515
254,84,2001,5,26.12070265098373,24.335763837676495
96,84,2001,15,23.377491328510587,27.58792721480131
127,84,2001,12,28.185798155056546,21.733945495914668
194,84,2001,6,29.059050727753856,20.936880857218057
2294,84,2001,9,30.92459319858426,19.64151086844504
275,194,2001,8,24.01483785767232,28.81758026406169
21,194,2001,9,20.08688267663274,31.589685579761863
213,194,2001,10,18.526716201011368,32.1434869999066
26,194,2001,5,29.50414191366508,23.441363506019115
2509,194,2001,12,26.745354538343236,26.618280263617635
275,356,2001,9,23.431846275241696,29.693480987101793
213,356,2001,12,19.214152611562895,33.110949924681336
97,356,2001,5,29.7386268204682,22.842282387427986
130,356,2001,6,24.68891462080137,26.883985777385533
2509,356,2001,11,26.439961411973854,26.999100474640727
77,356,2001,14,21.063475669989202,35.740880351513624
194,356,2001,13,25.996035769845548,27.480726270470768
135,356,2001,7,23.29923339882407,27.20571123016998
84,356,2001,8,22.346081294092073,27.749069175682962
275,127,2001,10,25.365506635025667,26.953908933326602
213,127,2001,14,26.180449122790378,26.070880759507418
142,127,2001,15,25.418678164614903,25.80241091782227
2509,127,2001,13,25.465356253678692,27.092197093181312
77,127,2001,6,29.292631314659957,24.316206368617713
87,127,2001,5,18.158106522116213,27.19452019268647
135,127,2001,9,22.11748674791488,28.529130931943655
275,2294,2001,11,20.668199981791986,29.62767809163779
213,2294,2001,6,15.303500022368098,34.776940155308694
130,2294,2001,10,29.174188733204574,22.010932949371636
2509,2294,2001,7,24.49408992104145,28.076134860049933
77,2294,2001,12,22.2892013704477,28.76396214077249
127,2294,2001,8,24.39030667293264,26.532959105446935
66,2294,2001,14,22.846847162794802,28.358487384859473
135,2294,2001,13,19.75169858260415,28.508837606292218
275,130,2001,13,20.330328088888564,31.8212784207426
213,130,2001,7,15.137198273800095,32.778398480731994
2509,130,2001,8,24.85915949268019,27.535454152617604
2711,130,2001,5,21.31014312699881,26.702834711410105
127,130,2001,11,22.604134582370534,28.76505975238979
194,130,2001,14,22.7446325449946,28.90393006755039
135,130,2001,12,20.672709892332932,29.67241189442575
275,135,2001,14,26.318864399336235,23.56654489086941
2509,135,2001,6,28.22370620885158,22.99225100269541
77,135,2001,8,29.356991781261968,22.33801016630605
194,135,2001,11,28.11881256414017,22.82153889676556
154,59,2001,13,19.467663700930643,30.930016431491822
153,59,2001,11,24.426463950143443,26.86846507107839
152,59,2001,9,20.188176407562423,28.893008009530604
120,59,2001,8,27.935787758284278,23.58525332203135
258,59,2001,12,18.373391178500242,34.93517404794693
183,2,2001,5,24.132597464986247,29.898230503778905
238,2,2001,6,25.68665691970091,26.52588436473161
61,2,2001,12,29.577971672233616,23.749936844222248
344,2,2001,7,23.475571199038313,27.963696089573205
2348,2,2001,9,26.067170218288084,26.490363981574774
99,2,2001,15,29.813694944725285,22.2880007494241
57,2,2001,8,35.933490021532634,14.987401448190212
183,164,2001,7,38.315355521059246,17.347548086196184
218,164,2001,8,30.194739039308843,21.987480063457042
259,164,2001,5,41.04292848989462,13.915968744084239
277,164,2001,11,30.914319807128777,22.316790516953915
183,221,2001,8,30.20494827890434,20.700106837321073
164,221,2001,12,19.315236735303188,31.735375652089715
218,221,2001,10,27.941664827148998,22.993881987407804
259,221,2001,11,39.497808668891594,11.657832177355886
277,221,2001,14,23.63417216448761,27.367643615230918
183,2390,2001,13,21.337887897760083,30.447620859835297
218,2390,2001,11,14.652468594942547,40.17810796527192
259,2390,2001,15,15.56408574580746,33.45741333672777
277,2390,2001,10,17.561125321260988,35.66917493985966
2653,2390,2001,7,11.782794445600302,37.10425843531266
264,2390,2001,14,17.284553016053906,37.206669798120856
221,2390,2001,6,19.5830774301794,29.359123531728983
183,103,2001,14,27.41653768548713,27.159083084203303
164,103,2001,13,14.460072771680643,37.727056997828186
218,103,2001,7,21.612073449548916,29.21056817099452
259,103,2001,8,35.29049863025648,16.612055921461433
2426,103,2001,5,15.452622771053939,31.94474008725956
87,103,2001,10,23.025103612311796,28.787545911036432
221,103,2001,9,19.961890318261794,31.510538783390075
2390,103,2001,12,33.336856289937714,17.42840839549899
251,38,2001,9,27.530911250276404,22.82975291321054
251,38,2001,15,30.84021397509059,19.94089679280296
142,38,2001,11,22.87084490770576,29.302806702442467
197,38,2001,10,21.583248295701196,30.03365508839488
245,38,2001,8,24.759411993900358,26.134529737755656
2305,38,2001,5,17.08024287559965,29.955491268541664
158,38,2001,14,34.04816191549071,17.714396911207587
66,38,2001,12,26.339694718386454,27.737279093824327
2306,38,2001,7,22.7367623760656,24.74074798868969
278,36,2001,8,31.07233928134883,21.080213895998895
21,36,2001,5,22.65020511547482,26.34385915659368
2439,36,2001,9,24.570863615306735,23.81231941888109
97,36,2001,7,28.252331484667593,22.63605961529538
2751,36,2001,6,28.704491530243104,23.584680947475135
254,36,2001,10,30.7936134513875,20.642545470502228
167,36,2001,13,27.468292237150308,24.037208354100585
278,68,2001,9,32.846251642344214,21.366550357546657
2638,68,2001,5,28.49898617719009,19.4903694964014
2440,68,2001,10,22.293526412498977,29.372847378253937
242,68,2001,7,25.510569929252597,28.429662874434143
23,68,2001,13,21.07750993179252,31.752632215153426
70,68,2001,6,19.64235787715188,28.774097167886794
202,68,2001,8,26.176705680862142,25.175525465980172
2348,68,2001,11,26.148577245030538,26.684469198342413
2117,68,2001,14,21.242268184552813,33.339212054386735
62,68,2001,12,29.0384584663625,23.547559465747327
276,2006,2001,10,33.58896537214969,18.499877436086535
2309,2006,2001,6,24.211692824548663,26.699364254251122
2509,2006,2001,5,29.10533325644974,23.477448975201696
2084,2006,2001,13,26.075139886330362,24.1359113259241
2711,2006,2001,7,29.210856717754723,22.622379649430513
193,2006,2001,8,30.34636750714708,22.114607692696154
2199,2006,2001,14,22.94554096721913,29.5654145530425
2116,2006,2001,11,32.51374781059167,19.628424419555813
189,2006,2001,9,33.5680803240557,19.12105199182406
195,66,2001,5,26.719191316597062,24.544277529232204
142,66,2001,8,24.256474167754277,27.407265204004943
197,66,2001,9,22.639746611157534,29.160755469929427
245,66,2001,10,27.72200611813787,25.716471461579204
2305,66,2001,13,21.54671051447076,29.948115608189255
158,66,2001,7,30.294927114246093,20.89240655582398
2306,66,2001,11,26.104451258966947,24.533357738517225
195,2117,2001,8,25.079570963624064,24.469106215052307
2649,2117,2001,5,33.62488576805117,17.738449608907104
276,2117,2001,9,33.48113845208354,19.169688924215734
2459,2117,2001,10,30.205831524810492,22.154593160841614
2711,2117,2001,13,32.3016864468118,20.87964794691652
2199,2117,2001,12,23.66993413397904,28.078426459338516
195,193,2001,9,28.21280210902114,23.23567308485508
2711,193,2001,10,29.030587928547902,24.979950147215277
195,2309,2001,10,28.54524142327682,22.82738926447928
276,2309,2001,11,33.46456314227544,20.884310215711594
277,2309,2001,5,27.134214114832503,21.064537330996245
2459,2309,2001,8,30.304908757947487,21.255532948765904
193,2309,2001,14,30.689187819918516,23.95405563991517
195,2084,2001,11,32.761078470348366,19.366361991036683
276,2084,2001,8,32.9603968359861,18.559012823738158
2309,2084,2001,9,28.276597704712913,23.09926519356668
193,2084,2001,7,30.14608883445362,22.430179719347507
41,2084,2001,5,23.961299550346666,24.08971034688875
2117,2084,2001,6,28.7179014650319,22.968934926204383
2199,2084,2001,10,26.17529707345784,26.02149313641712
195,189,2001,12,20.717662724742695,31.163715414702892
2649,189,2001,14,29.93268036826703,24.44788791006431
218,189,2001,5,22.062158791819456,28.9901663325727
276,189,2001,6,21.40471622845871,31.181281959638
2309,189,2001,7,19.628712267298397,32.713403372559696
77,189,2001,13,22.776840344433367,31.502962980419397
2711,189,2001,8,24.042186908753138,28.18473346438259
193,189,2001,11,26.754643728654628,27.622185617685318
195,276,2001,13,20.98835787693133,35.717435913626105
2649,276,2001,15,27.175537657636596,30.791303670965135
2459,276,2001,7,26.127780573155178,25.42706461204216
193,276,2001,12,26.406172746654192,29.85319586051628
195,152,2001,14,20.157293051015586,32.705330971162766
154,152,2001,7,25.583774410317346,27.44365141680464
2567,152,2001,5,22.610504341595515,27.868637394160032
153,152,2001,6,23.814551684219623,28.449355749879032
258,152,2001,10,24.8091649294347,27.31448536226526
2649,2199,2001,13,41.82838924529824,14.018641786184162
2459,2199,2001,11,34.18723718862566,18.65869153989479
2711,2199,2001,6,29.387623865661226,21.90886159753427
265,25,2001,5,35.58080330458142,16.313262819778174
164,25,2001,14,24.647116552932857,25.488234811462462
30,25,2001,12,37.88045070589578,15.623859539162368
26,25,2001,9,41.40305723590609,12.421001652721316
204,25,2001,10,34.5280384056623,19.332623271737248
264,25,2001,6,37.34996472361854,15.722564187366515
24,25,2001,13,44.69860880937085,11.981250861659646
2483,25,2001,8,39.86787599076888,16.377833290491253
265,12,2001,6,31.93454006871798,22.56500850059092
2439,12,2001,5,19.75540824318523,27.657833453267813
30,12,2001,10,31.788939872229093,19.902982576284558
204,12,2001,8,25.401234325314363,26.41859037289396
264,12,2001,9,34.19627621708241,20.536705446895212
25,12,2001,11,22.295845115086195,28.447263430338353
24,12,2001,12,37.17507359152842,17.12121912278235
2483,12,2001,7,33.21634137324145,23.442447152920067
9,12,2001,14,32.03257911300898,20.858697477262467
265,204,2001,7,40.05299772382568,15.252457736525685
30,204,2001,11,30.590171644171278,21.264827052131295
26,204,2001,6,32.38438875225256,20.369351841975003
264,204,2001,12,33.75244089887383,21.13948165392503
265,24,2001,8,30.469396200578558,23.05002682702616
26,24,2001,10,30.554938123535976,21.22870065458119
264,24,2001,11,24.395699069458715,29.23173648910597
265,26,2001,11,26.471591904444722,25.86447766236961
264,26,2001,8,26.73553793821702,26.59103656327352
265,9,2001,12,32.37788820120295,20.36516539566219
30,9,2001,8,22.463300784313105,27.633097862824798
26,9,2001,15,31.211586060506306,21.130569116212428
204,9,2001,9,25.987304588585175,26.071761739905924
264,9,2001,10,28.571417360386477,25.903926090802997
23,9,2001,6,18.989759835330915,29.5311446134001
309,9,2001,7,19.77491003670002,31.932570748962462
24,9,2001,5,25.819985997935873,26.801478593610227
2483,9,2001,11,33.011003618617906,21.1967583168298
265,264,2001,13,34.829564977120754,21.510375615675002
21,2439,2001,8,25.60659974356531,25.382709553465247
2440,2439,2001,7,24.196450619829193,25.00213761534542
2751,2439,2001,10,21.013126942960298,29.035092159640044
254,2439,2001,11,28.640258680032275,21.6457116054371
167,2439,2001,12,26.832682749611195,23.367790333461016
2638,333,2001,7,23.075563075115497,27.05970327882096
2572,333,2001,15,23.901413034809593,25.054064460564405
2579,333,2001,6,26.792781183983607,24.728413314092904
2633,333,2001,9,24.114939975977904,23.533984249457717
344,333,2001,12,18.785202621149438,29.3175785318017
145,333,2001,8,22.9372629344889,26.263004376553
8,333,2001,5,27.736690688110684,24.484266559127718
99,333,2001,11,22.06192263500816,25.85489376913756
2,333,2001,13,24.14393522896171,25.92558661615476
238,61,2001,8,22.660787936645647,27.911283645778894
2633,61,2001,7,28.655285108545286,22.671259033493698
145,61,2001,13,28.978602972674707,22.880910555366427
96,61,2001,9,19.180750291801814,32.87654494820163
59,61,2001,14,27.7671506800325,23.982173471245915
248,61,2001,15,14.589231688110885,38.18576196394861
238,2579,2001,9,20.867912961428374,30.23074580077082
2633,2579,2001,10,27.272246238464504,24.33079000376165
238,150,2001,10,32.414829414188716,20.271680674050003
154,150,2001,8,34.615218833499966,18.998641964048147
153,150,2001,13,42.36087525753646,13.591311113908887
152,150,2001,11,38.541343882885485,15.534196330234408
77,150,2001,5,30.820630860071105,19.70038760546595
120,150,2001,9,43.24020473072778,11.941383748780936
258,150,2001,6,32.940194537810385,20.37477481458336
59,150,2001,7,37.697987216999536,14.224968452006578
238,57,2001,11,14.212457046975032,37.87551690870896
2579,57,2001,12,17.660869149209248,32.24590223189443
61,57,2001,10,19.220952846351793,30.599510122090578
52,57,2001,13,17.41585971812492,31.94365740334615
2633,57,2001,15,18.664940110702446,31.88267757790163
344,57,2001,6,18.060241671109907,28.918606217950583
96,57,2001,5,20.493067967961906,32.47414082009345
99,57,2001,7,15.754119846120375,31.571183352265507
238,96,2001,12,27.36755038930096,23.562677203211933
2579,96,2001,7,35.059443857726365,19.540896355174482
2633,96,2001,13,37.609774290929636,14.391022849362344
344,96,2001,11,27.43650986009561,23.162300505675375
145,96,2001,6,32.117173183776686,19.108116306830198
99,96,2001,8,32.40573890205815,19.286902627907693
238,2633,2001,14,17.71501506804816,36.91379368631169
238,145,2001,15,18.962869881543156,33.28847177932039
344,145,2001,14,19.49961349046498,32.193935031071305
2579,8,2001,8,33.079701497681526,19.101092000491917
61,8,2001,6,33.47517784381307,19.135330099146813
344,8,2001,13,21.709201215058783,30.20764031680301
145,8,2001,11,30.648060426607117,21.59677918255329
99,8,2001,14,30.978321896607667,22.868384587578475
2116,8,2001,12,28.43417099375074,23.510763213969767
2,8,2001,10,32.4472310888159,21.976833457592875
259,218,2001,12,42.31225655660637,12.694613902363926
277,218,2001,13,33.18792853367631,19.81069030519575
2649,2459,2001,6,30.70283623450996,20.41620923113078
154,2459,2001,14,26.59510257977854,26.762819080613554
2711,2459,2001,9,30.425487681282902,21.002244173549116
2649,195,2001,7,35.27580259871138,15.436655697412789
2649,2050,2001,9,37.29807616764265,15.208056963980198
2309,2050,2001,12,27.623732682377522,25.555890736635774
2459,2050,2001,13,30.909833213037928,21.90096464101225
2711,2050,2001,14,30.67892121276418,22.205364572815597
193,2050,2001,6,28.194491334354097,22.92590153682977
41,2050,2001,10,25.449287986282798,27.558894920162857
2117,2050,2001,11,27.014695567302624,26.61144692124799
2199,2050,2001,8,25.616189421660238,26.510086885653436
58,235,2001,5,25.186847708107962,22.667798230424523
2572,235,2001,7,29.13254773231165,21.54467995185405
2633,235,2001,12,33.68427781267201,17.76092851255089
58,41,2001,8,31.803980775039236,21.276203093118966
164,41,2001,6,27.41057845659452,24.168351646512747
218,41,2001,14,27.418907559442232,24.360066714696586
328,41,2001,12,31.0903884931231,21.49955568322912
2199,41,2001,7,29.488433410861035,23.62675920408219
2393,41,2001,13,35.749539797443504,19.730449991300702
218,183,2001,9,22.73257912857298,28.896567276213318
259,183,2001,10,33.356880557972545,17.373428605962545
277,183,2001,12,19.698309128840265,32.04135262127966
154,120,2001,5,21.15124449473842,29.694569809827954
277,120,2001,6,22.763218387859524,29.18957235245034
2653,120,2001,11,21.60565205817511,33.52069276897237
152,120,2001,13,24.954937112966945,29.455091016367078
258,120,2001,7,24.05745349687095,29.731890683062375
154,52,2001,6,26.654007564389758,25.542919727042317
153,52,2001,5,13.708114175185983,33.94355846988037
152,52,2001,12,23.435542843766598,28.33835295215249
120,52,2001,10,32.214888128051825,20.971332045737654
258,52,2001,9,25.114241719529673,26.871811797842383
59,52,2001,15,25.0504721873167,25.095617675688118
2390,52,2001,8,31.766124796857184,19.59096296876669
154,228,2001,10,25.48630550913913,26.359515408985317
2579,228,2001,13,29.772557494236025,23.227025610860437
153,228,2001,9,25.874319064136216,26.68987694196403
52,228,2001,11,32.12213112837162,21.25959807727486
152,228,2001,8,26.214827803431035,25.712475372478366
120,228,2001,12,31.800172526151073,20.833786960691214
258,228,2001,5,22.95520148453761,27.04773540701717
59,228,2001,6,30.125496054815812,21.030151947867125
150,228,2001,15,18.36280478732988,33.111018983181566
2638,62,2001,8,24.368558086804114,27.96935724746436
2567,62,2001,7,20.147608225031945,29.09167642472312
2440,62,2001,5,23.376934548803547,27.613031930290163
242,62,2001,6,23.92097026866213,29.149259568192065
23,62,2001,11,20.157089630320115,33.151711301878095
193,62,2001,13,27.05809339487496,28.202178749255836
202,62,2001,9,21.261214627149457,31.3439034326002
2638,23,2001,9,27.73580639136526,23.718409474473447
2567,23,2001,8,27.065839753957334,23.27645644545555
24,23,2001,15,37.997259853742435,16.114263416733593
202,23,2001,10,28.804485244818352,24.3464424633421
2638,2348,2001,12,20.2899019300894,34.51045875623822
2440,2348,2001,8,21.370130066879938,30.431764740031213
242,2348,2001,10,28.420156927410062,25.75574385980144
23,2348,2001,7,17.83006784558711,31.242159941233695
202,2348,2001,14,20.051267842774905,35.38179461564869
2638,242,2001,13,23.505522887408006,34.78279329184443
2567,242,2001,14,24.547628656953748,30.65103653818369
202,242,2001,12,22.493623424712496,33.32967989100143
2638,2440,2001,14,25.969893982985013,27.96696185087785
2567,2440,2001,11,27.716737867855045,22.651570545509458
242,2440,2001,9,32.45738780501233,20.846328216139227
23,2440,2001,12,24.44177338260488,27.070254993624985
2751,254,2001,9,21.524414068268015,31.042276131454855
328,58,2001,14,22.515954909034917,31.055492331273854
254,58,2001,7,27.269709459469595,24.920876509975642
30,87,2001,9,29.878116528358078,20.63909244351089
277,87,2001,8,27.14056300055745,24.213814118411392
2633,87,2001,11,32.43324913520337,18.675133496522903
2509,87,2001,15,27.255880132599486,25.50331651000306
24,87,2001,14,32.19967314739188,20.83192653208971
245,87,2001,6,30.544008772607413,19.71011115098372
221,87,2001,7,29.13130261635888,21.07277810946107
2641,245,2001,11,27.535653749420817,25.80017628055066
213,77,2001,9,18.567596733557366,31.026833556592464
2509,77,2001,10,31.070510132014533,23.055425448343158
194,77,2001,7,28.718925725928784,25.03313979227096
26,30,2001,13,30.04401472540303,21.21754082106054
264,30,2001,7,29.94464027496724,21.198578926734626
24,30,2001,6,29.365420983855074,21.66048906557262
251,197,2001,8,32.096898603491354,18.536111807450652
2641,197,2001,12,32.435135467101645,18.697193746920675
245,197,2001,5,27.655597845709053,23.54723334731534
277,259,2001,7,17.259817122443565,33.397077422589064
2433,309,2001,10,22.430804691945013,28.939903146587312
2579,344,2001,5,25.776981080805854,25.35173678584397
2653,344,2001,8,19.63411158818053,28.395355006679893
2433,166,2001,6,26.34958259067571,23.703751851804554
309,166,2001,13,24.869148613377547,28.321550093591213
202,166,2001,7,31.145706866684122,19.67595417238772
249,166,2001,11,29.16202557476936,23.68156937789172
251,201,2001,7,29.98383616089086,22.191401664167643
2641,201,2001,13,22.10862756287497,29.663612448144704
197,201,2001,14,17.724590669737154,35.51130482973531
245,201,2001,12,22.343528541287014,31.787297845818102
202,201,2001,11,14.482853260142292,39.67339237872511
251,142,2001,10,36.49522295398128,14.876611535437405
197,142,2001,7,26.554866624312126,23.534750571474433
158,142,2001,6,24.760340374992666,21.27813561912626
2751,328,2001,5,29.480149110691855,22.03793172771111
2751,21,2001,13,27.566877363509775,24.331076446454972
254,21,2001,12,33.282073898524686,15.143086195923388
2433,2653,2001,12,21.427696299337185,30.68527013855055
2641,251,2001,6,26.175342797292615,26.678523678332567
245,251,2001,14,17.820061798151073,35.48829968459904
202,2638,2001,6,25.619246751766696,22.546280610840768
2711,2649,2001,12,24.64733726704435,29.40727389464155
278,36,2002,7,26.783815873088315,25.742634332273155
2005,36,2002,11,29.4326822976509,26.08825084986165
254,36,2002,9,27.97830430437716,24.566266361624002
2440,36,2002,6,26.560119357976873,28.217393786180764
21,36,2002,13,20.723845351856653,36.051971609238535
57,2579,2002,13,33.300075995608495,19.062626286409795
99,2579,2002,9,34.83627546324897,19.03176615573466
96,2579,2002,8,29.474371432144835,24.882277263794094
238,2579,2002,6,22.336301578781786,29.591878233477473
228,2579,2002,14,30.115523059452244,23.10294070933014
258,2006,2002,5,31.623930327677954,19.268531773705035
2309,2006,2002,14,26.964094594681228,27.980106944218278
2199,2006,2002,7,28.66775798548224,26.543651244603097
195,2006,2002,12,28.999623240588335,25.86630597570911
2116,2006,2002,10,34.346520519584374,18.69172618445009
258,228,2002,8,25.601764780707526,27.374652831815183
52,228,2002,7,30.651907425497484,22.41339068626985
150,228,2002,11,20.46924849329116,32.50891903368756
153,228,2002,12,21.903943963963684,29.20413071801886
