HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
57,61,2015,9,0.0,-1.5,0.0,0.0,-1.5,-1.0,0.0,0.0,24,sec,0.0,0.0
2,145,2015,9,9.0,8.5,8.5,8.5,8.5,,8.5,8.5,-8,sec,8.5,8.5
8,2630,2015,9,,,-37.0,,,,,,35,sec,-37.0,-37.0
2572,2638,2015,9,,-24.0,-23.5,-24.5,,-24.0,,,21,cusa,-24.0,-24.0
9,2483,2015,9,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-6,pac-12,-2.5,-2.5
254,204,2015,9,,-25.5,-26.0,,,,,,15,pac-12,-25.75,-26.0
249,2636,2015,9,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7,cusa,7.0,7.0
2439,68,2015,9,,21.0,21.0,21.0,21.0,21.0,,,-28,mwc,21.0,21.0
36,21,2015,9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-24,mwc,3.0,3.0
25,30,2015,9,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,-6,pac-12,4.5,4.5
26,38,2015,9,,-23.5,-23.5,-23.5,,-23.5,,,4,pac-12,-23.5,-23.5
2050,113,2015,9,,1.5,0.0,1.0,0.0,0.0,0.0,0.0,10,mac,0.0,0.0
2426,58,2015,9,-6.5,-6.0,-6.0,-6.5,-6.0,-6.5,-6.0,-6.0,12,american,-6.0,-6.0
41,151,2015,9,6.0,5.0,5.5,5.5,6.0,4.0,5.5,,18,american,5.5,5.5
154,97,2015,9,12.0,12.5,11.5,11.5,11.5,11.0,,12.0,-1,acc,11.5,11.5
52,183,2015,9,-16.0,-16.0,-16.0,-14.5,-16.0,-16.0,,,24,acc,-16.0,-16.0
290,326,2015,9,,-20.5,-20.5,-20.5,,-20.5,,,24,sun-belt,-20.5,-20.5
248,238,2015,9,-11.5,-11.0,-11.0,-10.5,-11.0,-11.0,-11.0,-11.0,34,american,-11.0,-11.0
96,2633,2015,9,10.5,10.5,11.0,10.5,10.5,11.0,10.0,11.0,-31,sec,10.5,10.5
221,153,2015,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7,acc,1.0,1.0
103,259,2015,9,3.5,3.5,3.5,3.0,3.0,3.5,3.5,3.5,-16,acc,3.5,3.5
235,2655,2015,9,,,-30.0,,,,,,28,american,-30.0,-30.0
309,2433,2015,9,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,6,sun-belt,-10.0,-10.0
245,2579,2015,9,-15.0,-13.5,-14.0,-14.5,-14.5,-14.5,,-14.0,7,sec,-14.5,-14.5
2641,197,2015,9,,2.0,2.5,2.5,2.0,2.5,2.5,2.0,-17,big-12,2.5,2.5
66,251,2015,9,4.0,3.5,3.5,3.5,3.5,4.0,3.5,3.5,24,big-12,3.5,3.5
295,98,2015,9,,25.5,25.0,,,25.0,,,-25,cusa,25.0,25.0
135,130,2015,9,11.5,10.5,11.0,11.0,12.5,12.0,11.0,11.0,-3,big-ten,11.0,11.0
275,164,2015,9,,-19.5,-18.5,-19.0,,-18.5,,,38,big-ten,-18.75,-18.5
258,59,2015,9,4.5,4.0,4.5,4.5,4.5,4.5,4.5,4.5,6,acc,4.5,4.5
152,228,2015,9,13.5,13.5,13.0,12.5,13.0,13.5,13.5,13.0,-15,acc,13.25,13.5
2429,276,2015,9,,17.0,17.5,17.0,,17.5,,,-24,cusa,17.25,17.0
242,2348,2015,9,10.5,11.0,10.5,,11.0,10.5,10.5,11.0,-25,cusa,10.5,10.5
2226,2229,2015,9,2.5,2.0,2.5,2.5,2.0,2.5,2.5,2.5,14,cusa,2.5,2.5
2294,120,2015,9,-18.0,-17.5,-18.0,-18.0,-17.5,-17.5,,,16,big-ten,-17.75,-18.0
2006,2117,2015,9,3.0,3.0,3.0,2.5,2.5,2.5,2.5,3.0,-8,mac,2.75,2.5
2509,158,2015,9,8.0,7.5,8.5,8.5,8.5,8.5,8.0,8.0,10,big-ten,8.25,8.5
213,356,2015,9,-4.0,-3.5,-4.0,-4.0,-3.5,-4.0,-3.5,-4.0,39,big-ten,-4.0,-4.0
150,2390,2015,9,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-3,acc,-10.0,-10.0
2567,202,2015,9,1.0,0.0,0.0,1.0,1.5,2.0,1.0,0.0,-9,american,1.0,0.0
2026,2653,2015,9,,-24.0,-24.0,-24.0,,-24.5,,,3,sun-belt,-24.0,-24.0
193,2084,2015,9,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-5,mac,7.0,7.0
2199,2711,2015,9,,18.5,18.5,18.5,,18.5,,,-30,mac,18.5,18.5
2628,277,2015,9,-12.0,-12.0,-12.0,-12.0,-13.0,-13.5,-12.0,-12.0,30,big-12,-12.0,-12.0
2132,2116,2015,9,,-24.5,-25.0,,,,,,45,american,-24.75,-25.0
2305,201,2015,9,,,39.5,,,,,,-55,big-12,39.5,39.5
2032,2247,2015,9,,-17.0,-17.0,-17.0,,-17.0,,,14,sun-belt,-17.0,-17.0
328,2751,2015,9,,-25.5,-25.5,,,,,,31,mwc,-25.5,-25.5
