HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
8,2,2015,8,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,8,sec,-7.0,-7.0
238,142,2015,8,1.0,1.5,1.5,0.0,1.0,0.0,1.5,1.5,7,sec,1.25,1.5
145,245,2015,8,-6.0,-6.0,-6.0,-5.5,-6.0,-6.0,-6.0,-6.0,20,sec,-6.0,-6.0
201,2641,2015,8,-14.5,-14.5,-14.5,-15.0,-14.5,-14.5,-14.5,-14.5,36,big-12,-14.5,-14.5
113,2649,2015,8,14.5,14.5,14.5,14.5,16.0,14.5,14.5,14.5,-16,mac,14.5,14.5
23,167,2015,8,-7.5,-8.0,-8.0,-7.5,-7.5,-8.0,-8.0,-8.0,10,mwc,-8.0,-8.0
12,265,2015,8,-6.5,-7.0,-7.0,-7.0,-6.0,-6.0,-6.5,-6.5,-3,pac-12,-6.5,-7.0
21,328,2015,8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,34,mwc,4.0,4.0
26,25,2015,8,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,16,pac-12,-3.5,-3.5
153,258,2015,8,-17.0,-16.5,-16.5,-16.5,-17.0,-16.5,,,13,acc,-16.5,-16.5
30,254,2015,8,-6.5,-6.5,-6.5,-6.5,-5.0,-5.5,-6.0,-6.5,18,pac-12,-6.5,-6.5
2116,248,2015,8,,21.0,20.5,20.0,,21.0,,,-49,american,20.75,21.0
242,349,2015,8,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,7,cusa,-7.0,-7.0
154,152,2015,8,7.5,8.0,8.0,8.5,7.5,8.0,8.0,8.0,-18,acc,8.0,8.0
2638,2226,2015,8,4.5,4.5,4.5,5.0,4.5,4.5,4.5,4.5,10,cusa,4.5,4.5
333,2633,2015,8,-15.0,-14.5,-14.5,-15.0,-14.5,-14.5,,,5,sec,-14.5,-14.5
202,235,2015,8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,-24,american,9.5,9.5
58,2567,2015,8,-12.0,-12.0,-12.0,-13.0,-13.0,-12.5,-12.0,-12.0,24,american,-12.0,-12.0
