HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
59,61,2015,13,4.0,3.5,4.0,4.0,4.0,3.5,4.0,4.0,-6,acc,4.0,4.0
2,333,2015,13,14.5,14.5,14.5,15.5,15.5,14.5,,,-16,sec,14.5,14.5
2026,309,2015,13,,-22.0,-22.5,,,-22.5,,,21,sun-belt,-22.5,-22.5
8,142,2015,13,-15.0,-15.5,-15.5,-14.5,-15.0,-15.0,-15.5,-15.5,25,sec,-15.25,-15.5
249,2638,2015,13,-2.5,-2.5,-2.5,-3.0,-2.5,-3.0,-2.5,-3.0,-3,cusa,-2.5,-2.5
2483,204,2015,13,,,-34.5,,,,,,10,pac-12,-34.5,-34.5
264,265,2015,13,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,35,pac-12,-7.5,-7.5
23,68,2015,13,8.0,8.0,8.5,8.0,7.5,8.0,8.0,8.0,-17,mwc,8.0,8.0
328,252,2015,13,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-23,mwc,3.0,3.0
30,26,2015,13,-2.5,-3.0,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0,19,pac-12,-3.0,-3.0
254,38,2015,13,-16.5,-16.5,-16.5,-16.5,-16.5,-16.5,,,6,pac-12,-16.5,-16.5
166,2032,2015,13,17.5,17.5,17.5,17.5,,17.5,,,-24,sun-belt,17.5,17.5
2084,113,2015,13,-7.0,-6.5,-7.0,-6.0,,-6.5,-6.5,-7.0,-5,mac,-6.5,-7.0
248,2426,2015,13,1.0,3.0,1.5,1.5,2.0,1.5,1.5,1.0,21,american,1.5,1.5
96,97,2015,13,5.5,7.0,7.0,6.5,6.0,7.0,6.5,7.0,-14,sec,6.75,7.0
70,326,2015,13,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,7,sun-belt,-4.5,-4.5
2633,238,2015,13,-18.0,-18.5,-18.0,-18.0,,-18.0,,,25,sec,-18.0,-18.0
295,2226,2015,13,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-2,cusa,4.0,4.0
151,2132,2015,13,3.0,1.5,2.0,1.5,2.0,2.0,2.0,2.0,-3,american,2.0,2.0
235,2567,2015,13,,-20.0,-20.0,-19.5,,-20.0,,,63,american,-20.0,-20.0
152,153,2015,13,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,-11,acc,3.5,3.5
258,259,2015,13,3.5,3.5,3.5,3.5,3.0,3.5,3.5,3.0,-3,acc,3.5,3.5
158,2294,2015,13,2.5,2.5,2.5,2.0,2.5,3.0,2.5,,-8,big-ten,2.5,2.5
127,213,2015,13,-7.5,-7.5,-8.0,-7.5,-8.5,-7.5,-8.0,-7.5,39,big-ten,-7.5,-7.5
130,194,2015,13,,1.0,1.5,1.0,2.5,1.5,1.5,1.0,-29,big-ten,1.5,1.0
183,103,2015,13,2.5,2.5,2.5,1.0,2.0,1.0,2.5,3.0,3,acc,2.5,2.5
2579,228,2015,13,,20.5,20.5,20.0,20.5,20.5,,,-5,sec,20.5,20.5
98,276,2015,13,-12.0,-12.5,-12.5,-12.5,-12.0,-12.5,,-12.5,21,cusa,-12.5,-12.5
2636,2393,2015,13,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,-35,cusa,12.0,12.0
2348,2572,2015,13,-5.0,-5.0,-5.0,-4.5,-4.5,-5.0,-4.5,-5.0,-34,cusa,-5.0,-5.0
2117,2199,2015,13,,-23.5,-24.0,,,-23.5,,,7,mac,-23.5,-23.5
2006,2309,2015,13,-10.0,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.0,20,mac,-10.5,-10.5
2509,84,2015,13,10.0,7.5,10.0,9.5,9.0,10.0,9.5,9.5,-18,big-ten,9.5,9.5
135,275,2015,13,2.0,2.0,2.0,1.5,2.0,2.5,2.0,2.0,-10,big-ten,2.0,2.0
164,120,2015,13,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-5,big-ten,0.0,0.0
356,77,2015,13,1.5,2.0,2.0,1.5,2.0,2.0,2.0,2.0,-10,big-ten,2.0,2.0
2751,2439,2015,13,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,7,mwc,2.0,2.0
221,2390,2015,13,-7.0,-7.0,-7.0,,-7.0,-7.0,-7.0,-7.0,-5,acc,-7.0,-7.0
2655,202,2015,13,8.5,9.5,9.5,9.5,9.0,8.0,8.0,9.5,-11,american,9.25,9.5
2247,2653,2015,13,,1.5,1.0,1.0,1.5,1.0,1.0,0.0,10,sun-belt,1.0,1.0
154,150,2015,13,4.0,3.5,4.0,3.5,4.0,4.0,4.0,3.5,-6,acc,4.0,4.0
2649,2711,2015,13,-7.5,-7.0,-7.5,-7.0,-7.0,-7.5,-7.5,-7.0,-5,mac,-7.25,-7.5
2305,2306,2015,13,,21.0,21.0,,,21.0,,,-31,big-12,21.0,21.0
277,66,2015,13,-14.0,-13.5,-13.5,-13.5,-14.5,-13.5,-13.5,-13.5,24,big-12,-13.5,-13.5
242,2429,2015,13,-11.0,-11.0,-11.0,-11.0,-10.5,-11.0,-11.0,-11.0,20,cusa,-11.0,-11.0
290,6,2015,13,,-21.5,-21.5,,,-21.0,,,38,sun-belt,-21.5,-21.5
2628,239,2015,13,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,7,big-12,2.0,2.0
