HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
2,55,2015,2,,,-39.5,,-40.0,,,,7,sec,-39.75,-40.0
238,61,2015,2,,17.5,18.0,,19.0,18.0,,,-17,sec,18.0,18.0
2032,142,2015,2,10.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,-7,sun-belt,10.0,10.0
2641,2638,2015,2,,-20.5,-20.5,,-20.5,-21.0,,,49,big-12,-20.5,-20.5
8,2649,2015,2,,-22.5,-22.5,,,-22.5,,,-4,sec,-22.5,-22.5
2440,12,2015,2,10.0,9.5,9.5,10.0,10.0,9.5,9.5,9.5,-24,mwc,9.5,9.5
130,204,2015,2,-14.0,-13.5,-13.5,-13.5,-14.0,-14.0,-13.5,,28,big-ten,-13.5,-13.5
164,265,2015,2,-5.0,-5.0,-5.5,-5.5,-5.0,-5.5,-5.5,-5.0,-3,big-ten,-5.25,-5.5
254,328,2015,2,-11.0,-11.5,-11.5,-11.0,-12.0,-12.0,-11.5,-11.5,10,pac-12,-11.5,-11.5
25,21,2015,2,-13.5,-12.5,-12.5,-13.0,-13.5,-13.0,-12.5,-12.5,28,pac-12,-12.75,-12.5
36,135,2015,2,4.0,3.5,4.0,3.5,3.5,3.5,3.5,3.5,-3,mwc,3.5,3.5
38,113,2015,2,-13.5,-11.5,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,34,pac-12,-13.0,-13.0
2433,2447,2015,2,,,-39.5,,,,,,47,sun-belt,-39.5,-39.5
52,58,2015,2,,,-28.5,,,,,,20,acc,-28.5,-28.5
57,151,2015,2,,-20.5,-20.5,,-21.0,-20.0,,,7,sec,-20.5,-20.5
97,248,2015,2,-13.5,-13.5,-13.5,-13.5,-13.5,-13.5,-13.5,-13.5,-3,acc,-13.5,-13.5
41,349,2015,2,-7.0,-7.0,-7.5,-7.0,-6.5,-7.5,-7.0,-7.0,5,american,-7.0,-7.0
2305,235,2015,2,12.5,12.0,11.5,12.5,13.0,11.5,11.5,11.5,-32,big-12,11.75,11.5
2006,221,2015,2,12.5,11.5,12.0,12.5,12.5,12.5,12.0,11.5,-17,mac,12.25,12.5
59,2655,2015,2,,,-32.5,,,,,,55,acc,-32.5,-32.5
2579,96,2015,2,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-4,sec,-7.0,-7.0
66,2294,2015,2,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,-14,big-12,3.0,3.0
228,2026,2015,2,,-18.5,-18.5,-18.5,-19.5,-20.0,,,31,acc,-18.5,-18.5
77,2197,2015,2,,,-24.0,,-24.0,,,,41,big-ten,-24.0,-24.0
183,154,2015,2,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,13,acc,-4.0,-4.0
152,2198,2015,2,,,-24.0,,0.0,,,,35,acc,-12.0,-24.0
275,193,2015,2,,,-31.0,,,,,,58,big-ten,-31.0,-31.0
195,276,2015,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11,mac,3.0,3.0
98,2348,2015,2,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,cusa,2.5,2.5
333,2393,2015,2,,,-34.5,,,,,,27,sec,-34.5,-34.5
2751,2199,2015,2,-12.0,-11.0,-11.0,-12.0,,-12.0,-11.0,-11.0,-19,mwc,-11.0,-11.0
103,47,2015,2,,,,,,,,,76,acc,,
120,189,2015,2,-7.5,-7.0,-7.5,-7.0,-7.5,-7.0,-7.5,-7.0,-21,big-ten,-7.25,-7.5
145,278,2015,2,,,-32.0,,,,,,52,sec,-32.0,-32.0
