user,item,rating
150|349,SpreadWag,-5.5
150|349,SpreadWestgate,-4.5
151|152,SpreadMirage,6
151|152,SpreadPinnacle,6
151|152,SpreadSBG,6
151|152,SpreadSIA,6.5
151|152,SpreadSportsbet,6
151|152,SpreadStation,6
151|152,SpreadWag,6
151|152,SpreadWestgate,6
151|2116,SpreadMirage,-3.5
151|2116,SpreadPinnacle,-3
151|2116,SpreadSBG,-3
151|2116,SpreadSIA,-3
151|2116,SpreadSportsbet,-3
151|2116,SpreadStation,-3
151|2116,SpreadWag,-3.5
151|2116,SpreadWestgate,-3
151|2426,SpreadMirage,7.5
151|2426,SpreadPinnacle,9.5
151|2426,SpreadSBG,8.5
151|2426,SpreadSIA,7.5
151|2426,SpreadSportsbet,8.5
151|2426,SpreadStation,7.5
151|2426,SpreadWag,8
151|2426,SpreadWestgate,7.5
151|2567,SpreadMirage,-7
151|2567,SpreadPinnacle,-7
151|2567,SpreadSBG,-7
151|2567,SpreadSIA,-6.5
151|2567,SpreadSportsbet,-7
151|2567,SpreadStation,-7
151|2567,SpreadWag,-7
151|2567,SpreadWestgate,-7
151|2717,SpreadMirage,-18
151|2717,SpreadPinnacle,-18
151|2717,SpreadSBG,-18
151|2717,SpreadSIA,-18
151|2717,SpreadSportsbet,-18
151|2717,SpreadStation,-18
151|2717,SpreadWag,-18
151|2717,SpreadWestgate,-18
151|41,SpreadMirage,-7
151|41,SpreadPinnacle,-6.5
151|41,SpreadSBG,-7
151|41,SpreadSIA,-6.5
151|41,SpreadSportsbet,-7
151|41,SpreadStation,-6.834416949999197
151|41,SpreadWag,-6.5
151|41,SpreadWestgate,-6.5
152|103,SpreadMirage,-14.5
152|103,SpreadPinnacle,-14
152|103,SpreadSBG,-14
152|103,SpreadSIA,-16.5
152|103,SpreadSportsbet,-14
152|103,SpreadStation,-14
152|103,SpreadWag,-16
152|103,SpreadWestgate,-13.5
152|154,SpreadMirage,-14
152|154,SpreadPinnacle,-14
152|154,SpreadSBG,-14
152|154,SpreadSIA,-14
152|154,SpreadSportsbet,-14
152|154,SpreadStation,-14
152|154,SpreadWag,-13.5
152|154,SpreadWestgate,-14
152|2390,SpreadMirage,2.5
152|2390,SpreadPinnacle,2.5
152|2390,SpreadSBG,2.5
152|2390,SpreadSIA,2.5
152|2390,SpreadSportsbet,2.5
152|2390,SpreadStation,2.5
152|2390,SpreadWag,2.5
152|2390,SpreadWestgate,2.5
152|2729,SpreadMirage,-20
152|2729,SpreadPinnacle,-20
152|2729,SpreadSBG,-20
152|2729,SpreadSIA,-19.999999999999996
152|2729,SpreadSportsbet,-20
152|2729,SpreadStation,-20
152|2729,SpreadWag,-20
152|2729,SpreadWestgate,-20.000000000000004
152|295,SpreadMirage,-24.499999999999996
152|295,SpreadPinnacle,-24.5
152|295,SpreadSBG,-24.5
152|295,SpreadSIA,-24.5
152|295,SpreadSportsbet,-24.5
152|295,SpreadStation,-24.499999999999996
152|295,SpreadWag,-24.5
152|295,SpreadWestgate,-24.5
152|52,SpreadMirage,7
152|52,SpreadPinnacle,6.5
152|52,SpreadSBG,7
152|52,SpreadSIA,7
152|52,SpreadSportsbet,7
152|52,SpreadStation,7
152|52,SpreadWag,7
152|52,SpreadWestgate,6.5
152|87,SpreadMirage,-2
152|87,SpreadPinnacle,-2.5
152|87,SpreadSBG,-2.5
152|87,SpreadSIA,-2.5
152|87,SpreadSportsbet,-2.5
152|87,SpreadStation,-2.5
152|87,SpreadWag,-2
152|87,SpreadWestgate,-2.5
153|152,SpreadMirage,-9
153|152,SpreadPinnacle,-9.5
153|152,SpreadSBG,-9.5
153|152,SpreadSIA,-9.5
