HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode,Spread_Rec
145,2630,2015,1,NA,NA,-43,NA,NA,NA,NA,NA,73,sec,-43,-43,NA
8,2638,2015,1,NA,-20.5,-31.5,-14,-20.5,-21,NA,NA,35,sec,-31.5,-31.5,NA
68,264,2015,1,NA,-12,-12,-12,-12.5,-12.5,-12.5,-12,3,mwc,-12.25,-12.5,NA
12,2636,2015,1,NA,-25.5,-33,NA,NA,NA,NA,NA,10,pac-12,-33,-33,NA
21,301,2015,1,NA,NA,-36.5,NA,NA,NA,NA,NA,34,mwc,-36.5,-36.5,NA
23,160,2015,1,NA,NA,-7,NA,NA,NA,NA,NA,30,mwc,-7,-7,NA
158,252,2015,1,NA,-5,-5,-5,-5,-5,-5,-5,-5,big-ten,-5,-5,NA
25,2755,2015,1,NA,NA,-45.5,NA,NA,NA,NA,NA,59,pac-12,-45.5,-45.5,NA
245,9,2015,1,NA,-3,-3,-3,-3,-3,-3,-3,21,sec,-3,-3,NA
62,38,2015,1,NA,7,8,7,7,8,7,7,8,mwc,7,7,NA
26,258,2015,1,NA,-17.5,-17.5,-18,-17.5,-17.5,-8,-8,18,pac-12,-17.5,-17.5,NA
30,2032,2015,1,NA,-27,-27,-4,-4.5,-4.5,NA,-4,49,pac-12,-27,-27,NA
36,2542,2015,1,NA,NA,-51,NA,NA,NA,NA,NA,52,mwc,-51,-51,NA
77,24,2015,1,NA,10,10,10,10,10,10,10,10,big-ten,10,10,NA
41,222,2015,1,NA,NA,7,NA,NA,NA,NA,NA,5,american,7,7,NA
52,326,2015,1,NA,NA,-4,NA,NA,NA,NA,NA,43,acc,-4,NA,NA
57,166,2015,1,NA,NA,-34,NA,NA,NA,NA,NA,48,sec,-34,-34,NA
202,2226,2015,1,NA,-4,-4.5,-4.5,-3.5,-4.5,-4.5,-4.5,3,american,-4.5,-4.5,NA
58,50,2015,1,NA,NA,-28.5,NA,NA,NA,NA,NA,48,american,-28.5,-28.5,NA
2579,153,2015,1,NA,1.5,1.5,1.5,2,1.5,1.5,1.5,4,sec,1.5,1.5,NA
59,2016,2015,1,NA,NA,-41,NA,NA,NA,NA,NA,63,acc,-41,-41,NA
61,2433,2015,1,NA,-10,-37,-10,-10,-10,NA,NA,37,sec,-37,NA,NA
2348,2582,2015,1,NA,NA,-39,NA,NA,NA,NA,NA,47,cusa,-39,-39,NA
2117,197,2015,1,NA,21,21,2.5,3,21,3,3,-11,mac,21,21,NA
87,251,2015,1,NA,-8.5,-9,-9,-9.5,-9.5,-9,-8.5,35,independent,-9,-9,NA
66,2460,2015,1,NA,NA,-14.5,NA,NA,NA,NA,-14.5,24,big-12,-14.5,-14.5,NA
135,2628,2015,1,9.5,16.5,16,16,17,15.5,5,5,-6,big-ten,16.25,16,NA
70,195,2015,1,NA,6.5,7,6.5,6.5,7,6.5,7,-17,sun-belt,6.5,6.5,NA
228,2747,2015,1,NA,NA,-35.5,NA,NA,NA,NA,0,39,acc,-35.5,-35.5,NA
218,213,2015,1,NA,6,7,6,6.5,6.5,6,6,17,american,6,6,NA
276,2509,2015,1,NA,-7,-7.5,-6.5,-7,-7,-7,-7,10,cusa,-7,-7,NA
84,79,2015,1,NA,NA,-20.5,NA,NA,NA,NA,NA,1,big-ten,-20.5,-20.5,NA
238,98,2015,1,NA,2.5,1.5,2,2.5,2,2,2,-2,sec,2,2,NA
254,130,2015,1,NA,-5,-5,-5,-5.5,14,-5,-5,7,pac-12,-5,-5,NA
2026,47,2015,1,NA,NA,-37,NA,NA,NA,NA,NA,49,sun-belt,-37,-37,NA
103,311,2015,1,NA,NA,-26.5,NA,NA,NA,NA,NA,21,acc,-26.5,-26.5,NA
201,2006,2015,1,NA,NA,-31,NA,NA,NA,NA,NA,38,big-12,-31,-31,NA
2116,2229,2015,1,NA,-10.5,-11.5,-11,-12,-11.5,-11.5,-11,-1,american,-11.5,-11.5,NA
356,2309,2015,1,NA,-13,-12.5,-16.5,-13.5,-13,-13,-12.5,49,big-ten,-13,-13,NA
2633,189,2015,1,NA,-21.5,-22,1.5,1.5,-22,NA,NA,29,sec,-22,-22,NA
120,257,2015,1,NA,NA,-22,NA,NA,NA,NA,NA,29,big-ten,-22,-22,NA
333,275,2015,1,NA,-12,-12,-13,-12.5,-12.5,-12,-12,18,sec,-12,-12,NA
2711,127,2015,1,NA,16.5,16.5,16.5,17,16.5,NA,17.5,-13,mac,16.5,16.5,NA
2459,2439,2015,1,-6,-21.5,-21.5,-5.5,-22.5,-21.5,NA,-6,8,mac,-21.5,-21.5,NA
142,2546,2015,1,NA,NA,-40.5,NA,NA,NA,NA,NA,31,sec,-40.5,-40.5,NA
151,119,2015,1,NA,NA,-28,NA,NA,NA,NA,NA,8,american,-28,-28,NA
152,2653,2015,1,NA,-24.5,-25,NA,NA,-25,NA,NA,28,acc,-25,-25,NA
2655,150,2015,1,NA,5,5.5,5.5,6.5,6.5,5.5,5.5,-30,american,5.5,5.5,NA
154,2210,2015,1,NA,NA,-27,NA,NA,NA,NA,NA,38,acc,-27,-27,NA
164,2450,2015,1,NA,NA,-35.5,NA,NA,NA,NA,NA,50,big-ten,-35.5,-35.5,NA
167,2400,2015,1,NA,NA,-42,NA,NA,NA,NA,NA,66,mwc,-42,-42,NA
183,227,2015,1,NA,NA,-33.5,NA,NA,NA,NA,NA,47,acc,-33.5,-33.5,NA
193,2506,2015,1,NA,NA,-13.5,NA,NA,NA,NA,-13.5,19,mac,-13.5,-13.5,NA
204,2692,2015,1,NA,NA,-28,NA,NA,NA,NA,NA,19,pac-12,-28,-28,NA
221,2754,2015,1,NA,NA,-16.5,NA,NA,NA,NA,NA,8,acc,-16.5,-16.5,NA
235,2623,2015,1,NA,NA,-24,NA,NA,NA,NA,NA,56,american,-24,-24,NA
2247,2429,2015,1,NA,-7,-7.5,-7,-7,-7,-7,-7,-3,sun-belt,-7,-7,NA
242,2681,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,40,cusa,NA,NA,NA
248,2635,2015,1,NA,NA,-37,NA,NA,NA,NA,NA,28,american,-37,-37,NA
265,2502,2015,1,NA,NA,-31,NA,NA,NA,NA,NA,-7,pac-12,-31,-31,NA
2199,295,2015,1,NA,6,7,6,6.5,6,6.5,6,-4,mac,6.25,6,NA
277,290,2015,1,NA,-16,-16,-16.5,-17,-16,5.5,5.5,44,big-12,-16,-16,NA
278,2000,2015,1,NA,NA,-20.5,NA,NA,NA,NA,NA,21,mwc,-20.5,-20.5,NA
328,253,2015,1,NA,NA,-32,NA,NA,NA,NA,NA,3,mwc,-32,-32,NA
349,2230,2015,1,NA,NA,-14,NA,NA,NA,NA,NA,-2,independent,-14,-14,NA
2005,2415,2015,1,NA,NA,-35,NA,NA,NA,NA,NA,56,mwc,-35,-35,NA
2050,2678,2015,1,NA,NA,-34.5,NA,NA,NA,NA,NA,12,mac,-34.5,-34.5,NA
2084,399,2015,1,NA,NA,-13,NA,NA,NA,NA,-13,37,mac,-13,-13,NA
2132,2010,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,42,american,NA,NA,NA
2294,2287,2015,1,NA,NA,-10,NA,NA,NA,-10,-9.5,17,big-ten,-10,-10,NA
2567,239,2015,1,NA,NA,36.5,NA,NA,NA,NA,NA,-35,american,36.5,36.5,NA
2305,2571,2015,1,NA,NA,2,NA,NA,NA,2,2,-3,big-12,2,2,NA
2306,233,2015,1,NA,NA,-36.5,NA,NA,NA,NA,NA,34,big-12,-36.5,-36.5,NA
2390,2065,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,45,acc,NA,NA,NA
2393,2296,2015,1,NA,NA,-39.5,NA,NA,NA,NA,NA,56,cusa,-39.5,-39.5,NA
2426,2142,2015,1,NA,NA,-26.5,NA,NA,NA,NA,NA,38,american,-26.5,-26.5,NA
2440,302,2015,1,NA,NA,-24,NA,NA,NA,NA,NA,14,mwc,-24,-24,NA
2483,331,2015,1,NA,NA,-35.5,NA,NA,NA,NA,NA,19,pac-12,-35.5,-35.5,NA
2641,2534,2015,1,NA,NA,-14,NA,NA,NA,NA,NA,14,big-12,-14,-14,NA
2751,155,2015,1,NA,NA,-18.5,NA,NA,NA,NA,NA,-11,mwc,-18.5,-18.5,NA
2,55,2015,2,NA,NA,-39.5,NA,-40,NA,NA,NA,7,sec,-39.75,-40,NA
238,61,2015,2,NA,17.5,18,2.5,19,18,2.5,2.5,-17,sec,18,18,NA
2032,142,2015,2,NA,9.5,9.5,10,10,10,10,10,-7,sun-belt,10,10,NA
2641,2638,2015,2,NA,-20.5,-20.5,-14,-20.5,-21,-14,NA,49,big-12,-20.5,-20.5,NA
8,2649,2015,2,NA,-22.5,-22.5,6,5.5,-22.5,NA,NA,-4,sec,-22.5,-22.5,NA
2440,12,2015,2,NA,9.5,9.5,10,10,9.5,9.5,9.5,-24,mwc,9.5,9.5,NA
130,204,2015,2,NA,-13.5,-13.5,-13.5,-14,-14,-13.5,-8.5,28,big-ten,-13.5,-13.5,NA
164,265,2015,2,NA,-5,-5.5,-5.5,-5,-5.5,-5.5,-5,-3,big-ten,-5.25,-5.5,NA
254,328,2015,2,NA,-11.5,-11.5,-11,-12,-12,-11.5,-11.5,10,pac-12,-11.5,-11.5,NA
25,21,2015,2,NA,-12.5,-12.5,-13,-13.5,-13,-12.5,-12.5,28,pac-12,-12.75,-12.5,NA
36,135,2015,2,NA,3.5,4,3.5,3.5,3.5,3.5,3.5,-3,mwc,3.5,3.5,NA
38,113,2015,2,NA,-11.5,-13,-13,-13,-13.5,-13,-13,34,pac-12,-13,-13,NA
2433,2447,2015,2,NA,NA,-39.5,NA,NA,NA,NA,NA,47,sun-belt,-39.5,-39.5,NA
52,58,2015,2,NA,NA,-28.5,NA,NA,NA,NA,NA,20,acc,-28.5,-28.5,NA
57,151,2015,2,NA,-20.5,-20.5,NA,-21,-20,NA,NA,7,sec,-20.5,-20.5,NA
97,248,2015,2,NA,-13.5,-13.5,-13.5,-13.5,-13.5,-13.5,-13.5,-3,acc,-13.5,-13.5,NA
41,349,2015,2,NA,-7,-7.5,-7,-6.5,-7.5,-7,-7,5,american,-7,-7,NA
2305,235,2015,2,NA,12,11.5,12.5,13,11.5,11.5,11.5,-32,big-12,11.75,11.5,NA
2006,221,2015,2,NA,11.5,12,12.5,12.5,12.5,12,11.5,-17,mac,12.25,12.5,NA
59,2655,2015,2,NA,-14.5,-32.5,-14.5,-14.5,-14.5,-14.5,-14.5,55,acc,-32.5,-32.5,NA
2579,96,2015,2,NA,-7,-7.5,-7,-7,-7,-7,-7,-4,sec,-7,-7,NA
66,2294,2015,2,NA,3.5,3,3,3,3,3,3,-14,big-12,3,3,NA
228,2026,2015,2,NA,-18.5,-18.5,-18.5,-19.5,-20,11,11,31,acc,-18.5,-18.5,NA
77,2197,2015,2,NA,NA,-24,NA,-24,NA,NA,NA,41,big-ten,-24,-24,NA
183,154,2015,2,NA,-4,-4,-4,-4,-4,-4,-4,13,acc,-4,-4,NA
152,2198,2015,2,NA,NA,-24,NA,0,NA,NA,NA,35,acc,-12,-24,NA
275,193,2015,2,NA,-15.25,-31,-15,-15.25,-15,-10.5,-10.5,58,big-ten,-31,-31,NA
195,276,2015,2,NA,3,3,3,3,3,3,3,11,mac,3,3,NA
98,2348,2015,2,13,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,cusa,2.5,2.5,NA
333,2393,2015,2,NA,-5,-34.5,-5.25,-5.5,-5.25,-5.25,-5,27,sec,-34.5,-34.5,NA
2751,2199,2015,2,NA,-11,-11,-12,NA,-12,-11,-11,-19,mwc,-11,-11,NA
103,47,2015,2,NA,NA,-37,NA,NA,NA,NA,NA,76,acc,-37,NA,NA
120,189,2015,2,NA,-7,-7.5,-7,-7.5,-7,-7.5,-7,-21,big-ten,-7.25,-7.5,NA
145,278,2015,2,NA,NA,-32,NA,NA,NA,NA,NA,52,sec,-32,-32,NA
2226,2390,2015,2,NA,17,17.5,17.5,17.5,17.5,7,7,-24,cusa,17.5,17.5,NA
150,2428,2015,2,NA,NA,-32,NA,0,NA,NA,NA,55,acc,-16,-32,NA
153,2448,2015,2,NA,NA,-33.5,NA,0,NA,NA,NA,39,acc,-16.75,-33.5,NA
295,2450,2015,2,NA,NA,-24,NA,NA,NA,NA,NA,14,cusa,-24,-24,NA
194,62,2015,2,NA,NA,-42.5,NA,NA,NA,NA,NA,38,big-ten,-42.5,-42.5,NA
213,2084,2015,2,NA,-17,-17,-16.5,-17,-17,-2.5,-2.5,13,big-ten,-17,-17,NA
2429,2506,2015,2,NA,NA,-13.5,NA,NA,NA,NA,-13.5,24,cusa,-13.5,NA,NA
290,2711,2015,2,NA,5.5,5,5,5,5,5,5,26,sun-belt,5,5,NA
245,2050,2015,2,NA,4.5,-31,4.5,4,4.5,-10,4.5,33,sec,-31,-31,NA
197,2110,2015,2,NA,NA,-37,NA,NA,NA,NA,NA,24,big-12,-37,-37,NA
2636,2306,2015,2,NA,14,14,14,14.5,14,-7,14,-27,cusa,14,14,NA
258,87,2015,2,NA,13.5,13.5,13,12.5,13,13.5,13.5,-7,acc,13.25,13.5,NA
2572,2046,2015,2,NA,NA,-36,NA,0,NA,NA,NA,46,cusa,-18,-36,NA
239,2320,2015,2,NA,NA,-57.5,NA,NA,NA,NA,NA,35,big-12,-57.5,-57.5,NA
2633,201,2015,2,NA,2.5,2.5,1.5,2,2,2,2.5,-7,sec,2,2,NA
259,231,2015,2,NA,NA,-35,NA,0,NA,NA,NA,39,acc,-17.5,-35,NA
264,16,2015,2,NA,NA,-30.5,NA,-31,NA,NA,NA,49,pac-12,-30.75,-31,NA
2567,249,2015,2,NA,-6,-6,-6,-6,-6,-6.5,-5.5,18,american,-6,-6,NA
277,2335,2015,2,NA,NA,-32,NA,0,2.5,NA,2.5,24,big-12,-16,-32,NA
309,2466,2015,2,NA,NA,-23,NA,NA,NA,NA,NA,27,sun-belt,-23,-23,NA
326,2504,2015,2,NA,NA,-27,NA,NA,NA,NA,NA,39,sun-belt,-27,-27,NA
2653,2127,2015,2,NA,NA,-4.5,NA,NA,NA,NA,NA,28,sun-belt,-4.5,-4.5,NA
356,2710,2015,2,NA,NA,-23,NA,0,NA,NA,NA,44,big-ten,-11.5,-23,NA
2117,2405,2015,2,NA,NA,-20.5,NA,0,NA,NA,NA,21,mac,-10.25,-20.5,NA
2309,2169,2015,2,NA,NA,-29.5,NA,NA,NA,NA,NA,32,mac,-29.5,-29.5,NA
2459,93,2015,2,NA,NA,-29,NA,0,NA,NA,NA,31,mac,-14.5,-29,NA
2509,282,2015,2,NA,NA,-15,NA,-15,NA,NA,NA,24,big-ten,-15,-15,NA
2628,2617,2015,2,NA,NA,-46,NA,NA,NA,NA,NA,63,big-12,-46,-46,NA
99,2,2015,3,NA,-6,-7,-6.5,-6.5,-6,-7,-6.5,24,sec,-6.5,-7,NA
8,2641,2015,3,NA,-9.5,-10,-9.5,-10.5,-10,-10,-12.5,-11,sec,-10,-10,NA
9,167,2015,3,NA,-25,-25,NA,NA,-25,NA,NA,24,pac-12,-25,-25,NA
197,2636,2015,3,NA,-25.5,-25.5,NA,NA,NA,NA,NA,55,big-12,-25.5,-25.5,NA
264,328,2015,3,NA,-7,-7.5,-7,-7,-6.5,-7,-7,14,pac-12,-7,-7,NA
251,25,2015,3,NA,5,5,5,5,5,5,5,-1,big-12,5,5,NA
36,38,2015,3,NA,3,3,3,3,3,3,3,-3,mwc,3,3,NA
127,2005,2015,3,NA,-24.5,-24.5,NA,NA,-24.5,NA,NA,14,big-ten,-24.5,-24.5,NA
2006,2542,2015,3,NA,NA,-44.5,NA,NA,NA,NA,NA,43,mac,-44.5,-44.5,NA
120,58,2015,3,NA,-6,-6,-6,-6,-6,-6,-6,18,big-ten,-6,-6,NA
2426,151,2015,3,NA,-4.5,-4.5,-4.5,-5.5,-5,-4.5,-4.5,24,american,-4.5,-4.5,NA
295,152,2015,3,NA,17,17.5,17.5,17.5,17.5,-2.5,-3,-24,cusa,17.5,17.5,NA
189,235,2015,3,NA,3.5,3.5,4,3.5,3.5,3.5,3.5,-3,mac,3.5,3.5,NA
193,2132,2015,3,NA,21,21,NA,21,21,NA,-7.5,-4,mac,21,21,NA
103,52,2015,3,NA,9.5,10,8.5,8.5,9,9,9.5,-14,acc,9,8.5,NA
2509,259,2015,3,NA,5.5,5.5,6,5,5.5,5.5,5.5,-27,big-ten,5.5,5.5,NA
61,2579,2015,3,NA,-16,-15,-15.5,-16,-15.5,NA,NA,32,sec,-15.5,-15.5,NA
68,304,2015,3,NA,NA,-28,NA,NA,NA,NA,NA,52,mwc,-28,-28,NA
70,2747,2015,3,NA,NA,0,NA,NA,NA,NA,0,3,sun-belt,0,0,NA
84,98,2015,3,NA,-2.5,-2.5,-2.5,-3,-2.5,-2.5,-2.5,3,big-ten,-2.5,-2.5,NA
87,59,2015,3,-7,-1,-1,0,2,1.5,-1,-1,8,independent,-0.5,-1,NA
349,154,2015,3,NA,7,7,7,6.5,7,7,7,-3,independent,7,7,NA
96,57,2015,3,NA,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-5,sec,3.5,3.5,NA
97,228,2015,3,NA,5,5,5,5.5,5,5,5,-3,acc,5,5,NA
2306,2348,2015,3,NA,-10,-10,-10,-10.5,-10,-10,-10,6,big-12,-10,-10,NA
326,2572,2015,3,NA,-1.5,-1.5,-1.5,-2.5,-1.5,-1.5,-1.5,-6,sun-belt,-1.5,-1.5,NA
194,2459,2015,3,NA,NA,-34.5,NA,NA,NA,NA,NA,7,big-ten,-34.5,-34.5,NA
113,218,2015,3,NA,13.5,13.5,13,13,13.5,13.5,13,-2,mac,13.5,13.5,NA
135,2309,2015,3,NA,-24,-24,-16.5,-13.5,-23.5,-13,-12.5,3,big-ten,-24,-24,NA
183,2117,2015,3,NA,-8,-8,-8,-8,-8,-8,-8,3,acc,-8,-8,NA
150,77,2015,3,NA,-3.5,-4,-3.5,-3.5,-3.5,-3.5,-3.5,-9,acc,-3.5,-3.5,NA
130,2439,2015,3,NA,-13.75,-32.5,-5.5,-14.25,-13.75,-5.5,-6,21,big-ten,-32.5,-32.5,NA
2390,158,2015,3,NA,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3,3,acc,-3.5,-3.5,NA
153,356,2015,3,NA,-6.5,-7,-7,-7,-7,-6.5,-6.5,34,acc,-7,-7,NA
142,41,2015,3,NA,-21,-21,-14.5,-15,-21,1,-6.75,3,sec,-21,-21,NA
2229,2428,2015,3,NA,NA,-21,NA,0,NA,NA,NA,25,cusa,-21,-21,NA
201,202,2015,3,NA,NA,-33,NA,NA,NA,NA,NA,14,big-12,-33,-33,NA
275,2653,2015,3,NA,-24.5,-29,NA,NA,-25,NA,NA,25,big-ten,-29,-29,NA
276,2450,2015,3,NA,NA,-40,NA,NA,NA,NA,NA,38,cusa,-40,-40,NA
2226,2084,2015,3,-2.5,-2.5,-2.5,-2.5,-17,-2.5,-2.5,-2.5,-18,cusa,-2.5,-2.5,NA
2199,2050,2015,3,NA,4.5,4.5,4.5,4,4.5,-10,4.5,-11,mac,4.5,4.5,NA
195,2545,2015,3,NA,NA,-14.5,NA,NA,NA,NA,NA,21,mac,-14.5,-14.5,NA
2032,2623,2015,3,NA,NA,-23,NA,NA,NA,NA,NA,63,sun-belt,-23,-23,NA
238,2046,2015,3,NA,NA,-47,NA,0,NA,NA,NA,40,sec,-47,-47,NA
249,242,2015,3,NA,7,7.5,7.5,7.5,7.5,7,7,-14,cusa,7.5,7.5,NA
2393,2429,2015,3,NA,-19,-19,-18,-18,-18,NA,NA,59,cusa,-18,-18,NA
245,2440,2015,3,NA,-3,-31.5,-3,-3,-3,-3,-3,17,sec,-31.5,-31.5,NA
258,2729,2015,3,NA,NA,-22,NA,NA,NA,NA,NA,6,acc,-22,-22,NA
2116,231,2015,3,NA,NA,-24,NA,0,NA,NA,NA,-1,american,-24,-24,NA
2483,2247,2015,3,NA,NA,-42.5,NA,NA,NA,NA,NA,33,pac-12,-42.5,-42.5,NA
290,2643,2015,3,NA,NA,-22,NA,NA,NA,NA,NA,35,sun-belt,-22,-22,NA
344,2466,2015,3,NA,NA,-38.5,NA,NA,NA,NA,NA,49,sec,-38.5,-38.5,NA
2711,93,2015,3,NA,NA,-28.5,NA,0,NA,NA,NA,32,mac,-28.5,-28.5,NA
2633,2717,2015,3,NA,NA,-37,NA,NA,NA,NA,NA,45,sec,-37,-37,NA
2,344,2015,4,NA,0,0,-1,-1.5,-1.5,0,0,-8,sec,0,0,NA
96,142,2015,4,NA,-3,-3,-3,-3,-3,-3,-3,8,sec,-3,-3,NA
8,245,2015,4,NA,6,6,6.5,6.5,6,6,6,-7,sec,6,6,NA
2751,167,2015,4,NA,3.5,4,4,3.5,4,4,4,-10,mwc,4,4,NA
258,68,2015,4,NA,-1,0,0,0,0,0,0,-42,acc,0,0,NA
130,252,2015,4,NA,-7,-7.5,-7,-6.5,-7,-7,-7,31,big-ten,-7,-7,NA
213,21,2015,4,NA,-14,-14.5,-14,-13.5,-14.5,-12.5,-14,16,big-ten,-14,-14,NA
264,25,2015,4,NA,1,1,1,0,1,1,1,-6,pac-12,1,1,NA
2649,2032,2015,4,NA,-4,-4,-4,-4.5,-4.5,-4,-4,30,mac,-4,-4,NA
204,24,2015,4,NA,14,14,14,0,14,14,14,-18,pac-12,14,14,NA
87,113,2015,4,NA,-11.5,-28,-13,-13,-13.5,-13,-13,35,independent,-28,-28,NA
38,2447,2015,4,NA,NA,-54.5,NA,NA,NA,NA,NA,48,pac-12,-54.5,-54.5,NA
2199,349,2015,4,NA,2,2,2,1.5,2,1,2,-22,mac,2,2,NA
41,2426,2015,4,NA,7,7.5,7,7.5,7.5,7,7,-10,american,7,7,NA
145,238,2015,4,NA,-27,-27,NA,NA,-27,NA,NA,11,sec,-27,-27,NA
