Season,Start,Week,Visiter,VisID,Home,HomeID,NeutralSite,Home1Q,Home2Q,Home3Q,Home4Q,HomeOT,HomeFinal,Vis1Q,Vis2Q,Vis3Q,Vis4Q,VisOT,VisFinal
2013,8/30/2013 0:00,0,JKST,2296,TULN,2655,0,13,7,7,7,,34,0,0,0,7,,7
2013,8/30/2013 0:00,0,IW,2916,UCA,2110,0,16,14,14,14,,58,0,0,0,7,,7
2013,8/30/2013 0:00,0,USU,328,UTAH,254,0,14,0,10,6,,30,3,14,6,3,,26
2013,8/30/2013 0:00,0,SEMO,2546,SELA,2545,0,14,10,7,14,,45,7,0,0,0,,7
2013,8/30/2013 0:00,0,GV,2254,DRKE,2181,0,3,0,13,0,,16,7,7,7,0,,21
2013,8/30/2013 0:00,0,VALP,2674,UND,155,0,21,14,14,20,,69,0,0,10,0,,10
2013,8/30/2013 1:05,0,MONM,2405,MTST,147,0,22,17,3,0,,42,3,0,7,14,,24
2013,8/30/2013 1:15,0,MISS,145,VAN,238,0,0,21,7,7,,35,10,0,15,14,,39
2013,8/30/2013 2:00,0,SAC,16,SJSU,23,0,3,14,7,0,,24,0,0,0,0,,0
2013,8/30/2013 2:00,0,EAS,2202,PRST,2502,0,14,22,0,21,,57,0,0,3,14,,17
2013,8/30/2013 2:30,0,RUTG,164,FRES,278,0,7,14,7,17,7,52,10,10,11,14,6,51
2013,8/30/2013 3:00,0,USC,30,HAW,62,0,0,5,0,8,,13,3,17,0,10,,30
2013,8/30/2013 23:00,0,MORG,2415,ARMY,349,0,14,7,7,0,,28,0,6,6,0,,12
2013,8/30/2013 23:00,0,SAM,2535,GAST,2247,0,7,7,0,7,,21,7,0,7,17,,31
2013,8/31/2013 0:00,0,FAU,2226,MIAMI,2390,0,3,17,14,0,,34,0,3,3,0,,6
2013,8/31/2013 0:00,0,WMU,2711,MSU,127,0,7,6,6,7,,26,0,7,0,6,,13
2013,8/31/2013 0:00,0,TTU,2641,SMU,2567,0,3,6,7,7,,23,3,10,7,21,,41
2013,8/31/2013 0:30,0,NDSU,2449,KSU,2306,0,0,7,14,0,,21,7,0,10,7,,24
2013,8/31/2013 0:30,0,SOU,2582,HOU,248,0,10,17,14,21,,62,0,6,7,0,,13
2013,8/31/2013 2:00,0,NAU,2464,ARIZ,12,0,7,7,14,7,,35,0,0,0,0,,0
2013,8/31/2013 16:00,0,ELON,2210,GT,59,0,28,14,21,7,,70,0,0,0,0,,0
2013,8/31/2013 16:00,0,NOVA,222,BC,103,0,7,0,14,3,,24,14,0,0,0,,14
2013,8/31/2013 16:00,0,SIU,79,ILL,356,0,3,22,14,3,,42,7,0,17,10,,34
2013,8/31/2013 16:00,0,W&M,2729,WVU,277,0,7,0,10,7,,24,7,10,0,0,,17
2013,8/31/2013 16:00,0,PUR,2509,CIN,2132,0,0,14,14,14,,42,0,7,0,0,,7
2013,8/31/2013 16:00,0,CAMP,2097,CHAR,2429,0,22,13,10,7,,52,0,7,0,0,,7
2013,8/31/2013 16:00,0,BUFF,2084,OSU,194,0,23,7,7,3,,40,0,13,7,0,,20
2013,8/31/2013 16:00,0,UMASS,113,WIS,275,0,10,7,21,7,,45,0,0,0,0,,0
2013,8/31/2013 16:10,0,ALBY,399,DUQ,2184,0,9,7,16,3,,35,3,7,7,7,,24
2013,8/31/2013 16:21,0,TOL,2649,FLA,57,0,7,10,7,0,,24,0,3,3,0,,6
2013,8/31/2013 16:30,0,FIU,2229,MD,120,0,13,27,0,3,,43,3,7,0,0,,10
2013,8/31/2013 16:30,0,LT,2348,NCST,152,0,14,10,3,13,,40,0,7,0,7,,14
2013,8/31/2013 17:00,0,RICE,242,TA&M,245,0,7,21,10,14,,52,14,7,0,10,,31
2013,8/31/2013 17:00,0,GTWN,46,WAG,2681,0,7,0,7,14,,28,7,14,0,0,,21
2013,8/31/2013 19:00,0,HC,107,BRY,2803,0,7,7,0,3,,17,6,0,10,0,,16
2013,8/31/2013 19:00,0,UCD,302,SDAK,233,0,0,7,0,3,,10,0,0,0,7,,7
2013,8/31/2013 19:00,0,COLG,2142,AFA,2005,0,0,21,10,7,,38,7,0,0,6,,13
2013,8/31/2013 19:30,0,TEM,218,ND,87,0,14,7,7,0,,28,0,6,0,0,,6
2013,8/31/2013 19:30,0,CMU,2117,MICH,130,0,14,21,21,3,,59,3,3,0,3,,9
2013,8/31/2013 19:30,0,MSST,344,OKST,197,1,0,7,7,7,,21,3,0,0,0,,3
2013,8/31/2013 19:30,0,SYR,183,PSU,213,1,0,6,7,10,,23,0,3,7,7,,17
2013,8/31/2013 19:30,0,BYU,252,UVA,258,0,0,3,9,7,,19,0,7,0,9,,16
2013,8/31/2013 19:30,0,NIU,2459,IOWA,2294,0,7,17,0,3,,27,10,7,3,10,,30
2013,8/31/2013 19:30,0,COLE,3210,SDA,613,0,28,27,7,3,,65,6,0,0,0,,6
2013,8/31/2013 19:35,0,LAN,2324,UNCO,2458,0,0,10,14,7,,31,3,0,0,7,,10
2013,8/31/2013 20:00,0,NICH,2447,ORE,2483,0,24,14,7,21,,66,0,3,0,0,,3
2013,8/31/2013 20:00,0,ULL,309,ARK,8,0,7,13,14,0,,34,0,7,7,0,,14
2013,8/31/2013 20:00,0,NCCU,2428,DUKE,150,0,14,14,14,3,,45,0,0,0,0,,0
2013,8/31/2013 21:00,0,EDW,2206,ALCN,2016,0,21,28,7,7,,63,6,0,3,3,,12
2013,8/31/2013 21:30,0,ALA,333,VT,259,1,7,3,0,0,,10,14,14,7,0,,35
2013,8/31/2013 22:00,0,JVST,55,ALST,2011,0,0,6,3,13,,22,0,0,24,0,,24
2013,8/31/2013 22:00,0,EWU,331,ORST,204,0,7,10,15,14,,46,6,23,7,13,,49
2013,8/31/2013 22:00,0,CHSO,2127,CIT,2643,0,9,7,6,7,,29,0,14,15,3,,32
2013,8/31/2013 22:00,0,SAV,2542,GASO,290,0,7,21,21,28,,77,0,0,9,0,,9
2013,8/31/2013 22:00,0,REIN,2890,MER,2382,0,14,7,7,12,,40,13,3,13,8,,37
2013,8/31/2013 22:00,0,PEAY,2046,TENN,2633,0,21,21,3,0,,45,0,0,0,0,,0
2013,8/31/2013 22:00,0,MAINE,311,NSU,2450,0,0,6,0,0,,6,3,10,7,3,,23
2013,8/31/2013 22:00,0,CCSU,2115,JMU,256,0,13,8,17,0,,38,0,7,0,7,,14
2013,8/31/2013 22:00,0,HOW,47,EMU,2199,0,0,13,7,14,,34,0,10,14,0,,24
2013,8/31/2013 22:00,0,VMI,2678,RICH,257,0,7,14,6,7,,34,0,0,0,0,,0
2013,8/31/2013 22:00,0,CCU,324,SCST,2569,0,6,7,7,0,,20,6,6,8,7,,27
2013,8/31/2013 22:00,0,SHU,2529,MRST,2368,0,0,7,0,14,,21,6,10,14,7,,37
2013,8/31/2013 22:45,0,FUR,231,WEBB,2241,0,7,0,13,8,,28,7,7,7,0,,21
2013,8/31/2013 23:00,0,HBU,2277,SHSU,2534,0,21,28,17,8,,74,0,0,0,0,,0
2013,8/31/2013 23:00,0,UAB,5,TROY,2653,0,7,0,10,14,3,34,14,3,14,0,0,31
2013,8/31/2013 23:00,0,IDHO,70,UNT,249,0,14,12,7,7,,40,6,0,0,0,,6
2013,8/31/2013 23:00,0,M-OH,193,MRSH,276,0,0,14,21,17,,52,7,7,0,0,,14
2013,8/31/2013 23:00,0,AAMU,2010,GRAM,2755,0,0,3,0,6,,9,0,16,7,0,,23
2013,8/31/2013 23:00,0,ULM,2433,OKLA,201,0,0,13,21,0,,34,0,0,0,0,,0
2013,8/31/2013 23:00,0,MCNS,2377,USF,58,0,7,0,7,7,,21,2,31,10,10,,53
2013,8/31/2013 23:00,0,UWS,2683,STET,56,0,3,21,7,0,,31,3,0,0,0,,3
2013,8/31/2013 23:00,0,UAPB,2029,ARST,2032,0,14,34,14,0,,62,0,0,11,0,,11
2013,8/31/2013 23:00,0,TXST,326,USM,2572,0,0,3,9,3,,15,7,7,0,8,,22
2013,8/31/2013 23:00,0,WSU,265,AUB,2,0,8,17,3,3,,31,7,14,3,0,,24
2013,8/31/2013 23:00,0,ODU,295,ECU,151,0,7,14,14,17,,52,3,14,14,7,,38
2013,8/31/2013 23:00,0,MURR,93,MIZ,142,0,13,17,21,7,,58,14,0,0,0,,14
2013,8/31/2013 23:00,0,BUT,2086,SDSU,2571,0,14,17,10,14,,55,7,0,7,0,,14
2013,8/31/2013 23:05,0,USD,301,CP,13,0,7,10,14,7,,38,3,7,0,6,,16
2013,8/31/2013 23:10,0,UK,96,WKU,98,1,7,14,7,7,,35,3,14,0,9,,26
2013,8/31/2013 23:30,0,WOF,2747,BAY,239,0,28,10,28,3,,69,0,0,3,0,,3
2013,9/1/2013 0:00,0,OKP,2824,LAM,2320,0,28,28,9,10,,75,0,0,0,0,,0
2013,9/1/2013 0:00,0,UGA,61,CLEM,228,0,14,7,10,7,,38,14,7,7,7,,35
2013,9/1/2013 0:00,0,PVAM,2504,TXSO,2640,0,10,3,0,0,,13,13,7,7,10,,37
2013,9/1/2013 0:00,0,UNI,2460,ISU,66,0,7,7,6,0,,20,7,14,0,7,,28
2013,9/1/2013 0:00,0,SFA,2617,WEB,2692,0,23,0,20,7,,50,7,3,17,13,,40
2013,9/1/2013 0:00,0,CON,3099,ACU,2000,0,27,34,23,0,,84,0,0,6,0,,6
2013,9/1/2013 0:00,0,NMSU,166,TEX,251,0,0,14,21,21,,56,0,7,0,0,,7
2013,9/1/2013 0:00,0,UTSA,2636,UNM,167,0,6,7,0,0,,13,0,7,7,7,,21
2013,9/1/2013 0:00,0,WYO,2751,NEB,158,0,10,7,14,6,,37,7,7,7,13,,34
2013,9/1/2013 0:00,0,EIU,2197,SDSU,21,0,13,3,3,0,,19,7,12,7,14,,40
2013,9/1/2013 1:00,0,APP,2026,MONT,149,0,0,16,0,14,,30,0,3,3,0,,6
2013,9/1/2013 1:00,0,LSU,99,TCU,2628,1,3,7,7,10,,27,6,10,14,7,,37
2013,9/1/2013 2:00,0,NEV,2440,UCLA,26,0,7,10,20,21,,58,3,10,0,7,,20
2013,9/1/2013 2:00,0,BSU,68,WASH,264,0,7,3,14,14,,38,0,3,3,0,,6
2013,9/1/2013 2:30,0,NW,77,CAL,25,0,7,3,14,6,,30,7,10,10,17,,44
2013,9/1/2013 15:45,0,MVSU,2400,FAMU,50,1,7,13,0,7,,27,0,0,3,7,,10
2013,9/1/2013 19:30,0,OHIO,195,LOU,97,0,14,14,14,7,,49,0,0,7,0,,7
2013,9/1/2013 22:00,0,COLO,38,CSU,36,1,0,10,14,3,,27,10,10,3,18,,41
2013,9/2/2013 0:00,0,BCU,2065,TNST,2634,0,0,6,3,0,,9,6,0,0,6,,12
2013,9/3/2013 0:00,0,FSU,52,PITT,221,0,7,3,3,0,,13,7,21,6,7,,41
2013,9/5/2013 22:05,0,AIC,2022,EAS,2188,0,7,0,0,14,,21,7,7,0,0,,14
2013,9/5/2013 23:00,0,SET,611,FAI,2986,0,14,16,7,0,,37,3,7,6,13,,29
2013,9/5/2013 23:00,0,KYS,2310,KYW,2316,0,0,0,0,6,,6,0,14,14,14,,42
2013,9/5/2013 23:00,0,FAI,3211,TUS,2839,0,28,21,0,14,,63,0,0,0,0,,0
2013,9/5/2013 23:00,0,WAY,131,CNEW,2105,0,14,28,6,7,,55,7,7,7,7,,28
2013,9/5/2013 23:00,0,CEN,2122,MOS,2403,0,21,14,7,10,,52,7,7,10,14,,38
2013,9/5/2013 23:00,0,BEM,132,WIN,2851,0,7,20,0,0,0,27,3,0,3,21,7,34
2013,9/5/2013 23:00,0,URB,2666,FIN,2224,0,12,7,15,17,,51,0,14,6,13,,33
2013,9/5/2013 23:00,0,ODM,2477,GGA,2245,0,7,0,7,0,,14,0,14,17,10,,41
2013,9/5/2013 23:00,0,SOU,2568,SEOS,199,0,0,28,7,21,,56,10,13,0,27,,50
2013,9/5/2013 23:00,0,WAS,2687,NEB,2438,0,0,6,0,7,,13,10,14,20,14,,58
2013,9/5/2013 23:00,0,EDI,2205,WAL,2682,0,7,7,7,13,,34,14,7,7,7,,35
2013,9/5/2013 23:00,0,GAN,367,LKE,437,0,7,13,6,7,,33,10,10,0,16,,36
2013,9/5/2013 23:30,0,MIL,2396,NOR,2453,0,21,7,7,7,,42,7,0,0,0,,7
2013,9/5/2013 23:30,0,CHA,2123,S&T,2402,0,7,3,7,10,7,34,7,0,13,7,7,40
2013,9/5/2013 23:30,0,TRI,2651,MAN,2362,0,0,3,0,0,,3,7,3,6,3,,19
2013,9/5/2013 23:30,0,FAU,2226,ECU,151,0,7,14,10,0,,31,3,3,0,7,,13
2013,9/5/2013 23:30,0,HAR,2264,SWO,2927,0,0,7,7,13,,27,0,13,7,3,,23
2013,9/5/2013 23:30,0,SAG,129,NWMS,138,0,14,21,7,3,,45,10,7,7,0,,24
2013,9/6/2013 0:00,0,ARK,2033,NWO,2823,0,3,7,0,0,,10,7,17,14,0,,38
2013,9/6/2013 0:00,0,LOR,263,ELM,72,0,0,7,14,14,,35,3,0,0,6,,9
2013,9/6/2013 0:00,0,MOW,137,CEN,2118,0,9,0,7,7,,23,0,7,6,13,,26
2013,9/6/2013 0:00,0,WSSU,2736,NCP,2882,0,5,7,7,6,,25,0,7,14,0,,21
2013,9/6/2013 0:00,0,CCD,507,WJC,2911,0,0,7,8,0,,15,3,20,0,7,,30
2013,9/6/2013 0:00,0,BLA,2069,ANG,2025,0,7,10,7,14,,38,7,7,0,12,,26
2013,9/6/2013 0:00,0,EMP,2214,FHSU,2231,0,0,0,13,0,,13,7,10,16,10,,43
2013,9/6/2013 0:00,0,LIN,2876,LIN,2815,0,7,10,7,0,,24,0,3,0,19,,22
2013,9/6/2013 2:00,0,SAC,16,ASU,9,0,14,28,10,3,,55,0,0,0,0,,0
2013,9/6/2013 22:00,0,MER,2771,WAG,2681,0,7,6,14,14,,41,14,14,0,14,,42
2013,9/6/2013 22:00,0,WID,2725,WES,2846,0,7,13,6,7,,33,14,7,0,0,,21
2013,9/6/2013 23:00,0,CUR,40,WPI,2749,0,7,14,13,14,,48,7,7,7,7,,28
2013,9/6/2013 23:00,0,MOU,481,MAS,379,0,6,8,6,0,,20,0,7,14,0,,21
2013,9/6/2013 23:00,0,PAC,205,ADR,2003,0,7,0,3,0,,10,6,7,7,0,,20
2013,9/6/2013 23:00,0,CNJ,2442,URS,2667,0,7,14,7,0,,28,6,0,0,14,,20
2013,9/6/2013 23:00,0,WES,2909,NIC,2884,0,0,7,7,7,0,21,0,7,14,0,6,27
2013,9/6/2013 23:00,0,BEC,479,FIT,114,0,14,0,12,7,,33,0,14,7,14,,35
2013,9/6/2013 23:00,0,UNCW,286,STU,471,0,0,0,10,9,,19,0,3,6,0,,9
2013,9/6/2013 23:00,0,UI,389,MIN,2772,0,0,0,0,0,,0,14,13,20,0,,47
2013,9/7/2013 0:00,0,UCF,2116,FIU,2229,0,0,0,0,0,,0,7,17,14,0,,38
2013,9/7/2013 0:00,0,STJ,2600,WIS,2723,0,7,0,0,7,,14,7,0,0,10,,17
2013,9/7/2013 0:00,0,WAKE,154,BC,103,0,10,7,7,0,,24,7,0,0,3,,10
2013,9/7/2013 1:00,0,WAY,630,ADST,2001,0,10,27,0,7,,44,0,0,0,0,,0
2013,9/7/2013 2:00,0,HAR,2810,WIL,2930,0,29,17,3,15,,64,0,13,7,14,,34
2013,9/7/2013 15:00,0,SHO,2560,CHSO,2127,0,14,9,0,0,,23,7,0,0,8,,15
2013,9/7/2013 16:00,0,LIU,2089,MIL,210,0,2,7,7,0,,16,0,20,12,15,,47
2013,9/7/2013 16:00,0,CIN,2132,ILL,356,0,7,14,7,17,,45,0,7,10,0,,17
2013,9/7/2013 16:00,0,LEW,2333,UTI,390,0,9,13,20,0,,42,6,0,0,16,,22
2013,9/7/2013 16:00,0,BGW,18,SAL,2776,0,14,7,15,0,,36,0,0,0,7,,7
2013,9/7/2013 16:00,0,CLK,2805,WES,2695,0,21,7,14,0,,42,0,0,0,6,,6
2013,9/7/2013 16:00,0,USF,58,MSU,127,0,0,7,7,7,,21,0,6,0,0,,6
2013,9/7/2013 16:00,0,SHI,2559,SHE,2974,0,3,17,7,6,,33,0,0,0,0,,0
2013,9/7/2013 16:00,0,MIN,568,CON,3066,0,8,7,14,0,,29,0,0,0,0,,0
2013,9/7/2013 16:00,0,NOR,2467,REN,2528,0,6,0,7,7,,20,0,7,0,0,,7
2013,9/7/2013 16:00,0,EKY,2198,LOU,97,0,14,13,10,7,,44,0,0,0,7,,7
2013,9/7/2013 16:00,0,BGSU,189,KENT,2309,0,8,14,0,0,,22,7,17,10,7,,41
2013,9/7/2013 16:00,0,CHO,2804,CHAR,2429,0,19,7,14,7,,47,0,7,0,0,,7
2013,9/7/2013 16:00,0,EMU,2199,PSU,213,0,7,10,7,21,,45,7,0,0,0,,7
2013,9/7/2013 16:00,0,OKST,197,UTSA,2636,0,7,0,0,28,,35,14,21,7,14,,56
2013,9/7/2013 16:00,0,FLA,57,MIAMI,2390,0,14,0,0,7,,21,6,0,3,7,,16
2013,9/7/2013 16:00,0,COA,2557,STL,2779,0,14,0,0,7,,21,3,0,7,7,,17
2013,9/7/2013 16:00,0,M-OH,193,UK,96,0,24,7,0,10,,41,7,0,0,0,,7
2013,9/7/2013 16:00,0,MORG,2415,RMU,2523,0,7,7,7,10,,31,0,0,0,14,,14
2013,9/7/2013 16:00,0,SPR,81,WES,2702,0,6,21,6,7,,40,15,8,7,19,,49
2013,9/7/2013 16:00,0,NH,2441,WES,223,0,10,21,0,14,,45,0,7,0,7,,14
2013,9/7/2013 16:00,0,THI,2644,JUN,246,0,7,6,21,7,,41,0,7,0,13,,20
2013,9/7/2013 16:00,0,MOST,2623,IOWA,2294,0,7,0,14,7,,28,0,0,0,14,,14
2013,9/7/2013 16:00,0,SELA,2545,TCU,2628,0,7,10,14,7,,38,0,14,0,3,,17
2013,9/7/2013 16:00,0,PAC,2487,ABC,2017,0,7,10,7,7,,31,7,7,7,7,,28
2013,9/7/2013 16:00,0,MER,2385,BEN,2060,0,0,10,7,0,,17,7,6,3,0,,16
2013,9/7/2013 16:00,0,STN,2832,JOH,2302,0,14,6,14,7,,41,0,0,0,0,,0
2013,9/7/2013 16:00,0,INST,282,PUR,2509,0,7,3,7,3,,20,0,0,7,7,,14
2013,9/7/2013 16:00,0,HOB,174,DIC,2175,0,0,0,0,7,,7,10,7,7,6,,30
2013,9/7/2013 16:00,0,TNTC,2635,WIS,275,0,14,14,6,14,,48,0,0,0,0,,0
2013,9/7/2013 16:00,0,SRU,215,NAR,2886,0,14,3,13,6,,36,14,16,7,14,,51
2013,9/7/2013 16:00,0,HOU,248,TEM,218,0,6,7,0,0,,13,3,6,6,7,,22
2013,9/7/2013 16:00,0,WMN,433,HEND,418,0,14,7,15,10,,46,7,21,7,9,,44
2013,9/7/2013 16:00,0,NSU,2450,RUTG,164,0,21,0,14,3,,38,0,0,0,0,,0
2013,9/7/2013 16:00,0,MOR,3110,WIL,398,0,7,14,7,13,,41,10,10,6,0,,26
2013,9/7/2013 16:21,0,WKU,98,TENN,2633,0,24,7,14,7,,52,3,14,3,0,,20
2013,9/7/2013 16:30,0,SCST,2569,CLEM,228,0,17,21,7,7,,52,0,7,0,6,,13
2013,9/7/2013 16:30,0,MTSU,2393,UNC,153,0,13,10,3,14,,40,0,0,7,13,,20
2013,9/7/2013 16:30,0,CCSU,2115,LEH,2329,0,3,7,7,20,7,51,7,14,13,3,7,44
2013,9/7/2013 17:00,0,LYC,2354,BRO,2781,0,3,0,13,14,,30,0,0,2,0,,2
2013,9/7/2013 17:00,0,WES,2707,LOC,209,0,3,0,28,0,,31,0,6,0,7,,13
2013,9/7/2013 17:00,0,ROS,86,KAL,126,0,7,0,21,0,,28,7,9,7,0,,23
2013,9/7/2013 17:00,0,GET,2248,MISC,2969,0,13,13,14,0,,40,15,14,16,17,,62
2013,9/7/2013 17:00,0,ASP,2038,BRY,2803,0,7,14,6,7,,34,0,0,7,0,,7
2013,9/7/2013 17:00,0,HUS,2280,HAR,173,0,12,7,7,7,,33,0,7,0,0,,7
2013,9/7/2013 17:00,0,AVE,2047,HAM,297,0,7,14,14,7,,42,6,0,6,0,,12
2013,9/7/2013 17:00,0,MOR,323,ITH,175,0,7,12,2,10,,31,0,0,7,0,,7
2013,9/7/2013 17:00,0,MAL,556,NOT,587,0,3,13,7,14,,37,0,17,14,0,,31
2013,9/7/2013 17:00,0,LIN,2339,CHE,2129,0,7,0,15,6,,28,14,10,9,0,,33
2013,9/7/2013 17:00,0,WAS,143,WISW,2745,0,0,0,0,17,,17,7,0,0,0,,7
2013,9/7/2013 17:00,0,SDA,613,COL,2146,0,21,23,14,14,,72,0,0,0,6,,6
2013,9/7/2013 17:00,0,LAN,2323,LYN,2355,0,13,,,,,13,38,,,,,38
2013,9/7/2013 17:00,0,FRA,2967,END,452,0,16,0,7,0,,23,7,14,7,7,,35
2013,9/7/2013 17:00,0,BUF,2085,COR,2782,0,7,7,7,7,,28,7,14,14,6,,41
2013,9/7/2013 17:00,0,FER,366,EMO,2213,0,17,25,7,0,,49,0,0,7,6,,13
2013,9/7/2013 17:00,0,MTH,291,SVA,2896,0,0,14,0,6,,20,10,6,10,7,,33
2013,9/7/2013 17:00,0,VALP,2674,STJ,2601,0,6,12,0,16,,34,6,7,10,8,,31
2013,9/7/2013 17:00,0,BOW,2075,STA,2830,0,14,7,7,0,,28,14,7,7,14,,42
2013,9/7/2013 17:00,0,WOR,402,ANN,15,0,0,0,6,0,,6,7,20,0,7,,34
2013,9/7/2013 17:00,0,WES,2698,MAR,2369,0,0,14,0,7,,21,0,10,14,7,,31
2013,9/7/2013 17:00,0,STV,2614,BRD,2079,0,10,21,20,6,,57,0,0,0,0,,0
2013,9/7/2013 17:00,0,F&M,2234,UWL,2688,0,0,7,0,7,,14,7,0,0,6,,13
2013,9/7/2013 17:00,0,ROW,2827,DV,2808,0,0,0,7,28,,35,7,13,7,0,,27
2013,9/7/2013 17:00,0,LAW,268,COR,2155,0,28,3,14,0,,45,0,7,0,7,,14
2013,9/7/2013 17:00,0,STON,2619,URI,227,0,0,0,0,0,,0,3,7,0,14,,24
2013,9/7/2013 17:00,0,ARMY,349,BALL,2050,0,14,13,10,3,,40,7,0,7,0,,14
2013,9/7/2013 17:00,0,APP,3111,MUH,2422,0,14,21,21,3,,59,0,6,0,0,,6
2013,9/7/2013 17:00,0,GUI,2258,GRN,2256,0,7,7,7,7,,28,10,7,7,7,,31
2013,9/7/2013 17:00,0,DUQ,2184,DAY,2168,0,7,7,6,3,,23,10,10,0,0,,20
2013,9/7/2013 17:00,0,KEN,352,ALL,2018,0,0,0,7,0,,7,14,8,15,0,,37
2013,9/7/2013 17:00,0,IND,2291,SOU,2583,0,0,14,0,6,,20,7,7,6,10,,30
2013,9/7/2013 17:00,0,JOH,118,RAN,2516,0,7,0,0,7,,14,7,7,10,14,,38
2013,9/7/2013 17:00,0,WMP,2970,KIN,247,0,0,7,0,12,,19,0,7,7,7,,21
2013,9/7/2013 17:00,0,SBI,284,BLO,2071,0,10,7,14,10,,41,0,0,6,7,,13
2013,9/7/2013 17:00,0,TOWS,119,HC,107,0,7,0,0,0,,7,14,14,14,7,,49
2013,9/7/2013 17:00,0,ASC,3162,ON,427,0,14,14,13,14,,55,0,0,0,0,,0
2013,9/7/2013 17:00,0,CHA,2128,SHA,2551,0,7,20,14,3,,44,0,7,0,7,,14
2013,9/7/2013 17:00,0,KUT,2315,CLA,2134,0,7,0,8,17,7,39,0,18,7,7,6,38
2013,9/7/2013 17:00,0,CAS,293,PLY,2972,0,7,14,7,3,,31,14,0,14,7,,35
2013,9/7/2013 17:30,0,STJ,374,OTT,359,0,0,0,0,0,,0,0,14,7,7,,28
2013,9/7/2013 17:30,0,WES,2699,CAT,2107,0,0,10,0,0,,10,3,0,3,3,,9
2013,9/7/2013 17:30,0,ALM,2800,HEI,191,0,28,10,7,7,,52,0,7,0,0,,7
2013,9/7/2013 17:30,0,BBG,490,CCI,2119,0,3,0,0,6,,9,14,0,13,15,,42
2013,9/7/2013 17:30,0,THO,2646,CAP,424,0,0,0,0,0,,0,6,7,7,0,,20
2013,9/7/2013 17:30,0,OLI,354,WIL,2733,0,7,0,6,14,,27,7,21,14,6,,48
2013,9/7/2013 17:30,0,FRA,2233,MTU,426,0,13,7,3,7,,30,0,0,14,13,,27
2013,9/7/2013 17:30,0,MUS,332,WAY,2845,0,7,7,0,7,,21,0,7,3,7,,17
2013,9/7/2013 17:30,0,WCU,2717,VT,259,0,7,14,14,10,,45,0,0,3,0,,3
2013,9/7/2013 17:30,0,BET,2062,CEN,2121,0,14,9,7,3,,33,3,6,12,7,,28
2013,9/7/2013 17:30,0,GLE,2249,VMI,2678,0,7,14,6,7,,34,0,7,13,7,,27
2013,9/7/2013 17:30,0,TIF,2838,MAN,2816,0,3,6,11,12,,32,7,7,14,0,,28
2013,9/7/2013 17:30,0,CAR,2102,GRO,146,0,0,14,0,14,,28,0,0,3,7,,10
2013,9/7/2013 18:00,0,LUT,67,PRE,597,0,23,,,,,23,22,,,,,22
2013,9/7/2013 18:00,0,DWU,513,WIS,2744,0,0,20,15,0,,35,6,0,7,7,,20
2013,9/7/2013 18:00,0,COE,2141,MON,2919,0,7,0,9,6,,22,10,7,6,0,,23
2013,9/7/2013 18:00,0,BUE,63,WIS,272,0,14,14,7,7,,42,7,10,0,0,,17
