user,item,rating
2014.0-11.0-28.0-6.0|2426.0,SpreadWag,7.5
2014.0-11.0-28.0-6.0|2426.0,SpreadWestgate,7.5
2014.0-11.0-29.0-103.0|183.0,SpreadMirage,-11
2014.0-11.0-29.0-103.0|183.0,SpreadPinnacle,-10.5
2014.0-11.0-29.0-103.0|183.0,SpreadSBG,-11
2014.0-11.0-29.0-103.0|183.0,SpreadSIA,-11
2014.0-11.0-29.0-103.0|183.0,SpreadSportsbet,-11
2014.0-11.0-29.0-103.0|183.0,SpreadStation,-11
2014.0-11.0-29.0-103.0|183.0,SpreadWag,-11
2014.0-11.0-29.0-103.0|183.0,SpreadWestgate,-10.5
2014.0-11.0-29.0-120.0|164.0,SpreadMirage,-7.5
2014.0-11.0-29.0-120.0|164.0,SpreadPinnacle,-7.5
2014.0-11.0-29.0-120.0|164.0,SpreadSBG,-7.5
2014.0-11.0-29.0-120.0|164.0,SpreadSIA,-7.5
2014.0-11.0-29.0-120.0|164.0,SpreadSportsbet,-7.5
2014.0-11.0-29.0-120.0|164.0,SpreadStation,-7.5
2014.0-11.0-29.0-120.0|164.0,SpreadWag,-8
2014.0-11.0-29.0-120.0|164.0,SpreadWestgate,-7.5
2014.0-11.0-29.0-145.0|344.0,SpreadMirage,3
2014.0-11.0-29.0-145.0|344.0,SpreadPinnacle,2.5
2014.0-11.0-29.0-145.0|344.0,SpreadSBG,2.5
2014.0-11.0-29.0-145.0|344.0,SpreadSIA,3
2014.0-11.0-29.0-145.0|344.0,SpreadSportsbet,2.5
2014.0-11.0-29.0-145.0|344.0,SpreadStation,3
2014.0-11.0-29.0-145.0|344.0,SpreadWag,2.5
2014.0-11.0-29.0-145.0|344.0,SpreadWestgate,3
2014.0-11.0-29.0-147.0|2571.0,SpreadMirage,11.499999999999998
2014.0-11.0-29.0-147.0|2571.0,SpreadPinnacle,11.499999999999998
2014.0-11.0-29.0-147.0|2571.0,SpreadSBG,11.5
2014.0-11.0-29.0-147.0|2571.0,SpreadSIA,11.5
2014.0-11.0-29.0-147.0|2571.0,SpreadSportsbet,11.5
2014.0-11.0-29.0-147.0|2571.0,SpreadStation,11.5
2014.0-11.0-29.0-147.0|2571.0,SpreadWag,11.5
2014.0-11.0-29.0-147.0|2571.0,SpreadWestgate,11.5
2014.0-11.0-29.0-149.0|301.0,SpreadMirage,-24.5
2014.0-11.0-29.0-149.0|301.0,SpreadPinnacle,-24.5
2014.0-11.0-29.0-149.0|301.0,SpreadSBG,-24.500000000000004
2014.0-11.0-29.0-149.0|301.0,SpreadSIA,-24.5
2014.0-11.0-29.0-149.0|301.0,SpreadSportsbet,-24.5
2014.0-11.0-29.0-149.0|301.0,SpreadStation,-24.5
2014.0-11.0-29.0-149.0|301.0,SpreadWag,-24.5
2014.0-11.0-29.0-149.0|301.0,SpreadWestgate,-24.5
2014.0-11.0-29.0-153.0|152.0,SpreadMirage,-6.5
2014.0-11.0-29.0-153.0|152.0,SpreadPinnacle,-6.5
2014.0-11.0-29.0-153.0|152.0,SpreadSBG,-6.5
2014.0-11.0-29.0-153.0|152.0,SpreadSIA,-6.5
2014.0-11.0-29.0-153.0|152.0,SpreadSportsbet,-6.5
2014.0-11.0-29.0-153.0|152.0,SpreadStation,-6
2014.0-11.0-29.0-153.0|152.0,SpreadWag,-6.5
2014.0-11.0-29.0-153.0|152.0,SpreadWestgate,-6.5
2014.0-11.0-29.0-167.0|2751.0,SpreadMirage,-3.5
2014.0-11.0-29.0-167.0|2751.0,SpreadPinnacle,-3.5
2014.0-11.0-29.0-167.0|2751.0,SpreadSBG,-3.5
2014.0-11.0-29.0-167.0|2751.0,SpreadSIA,-4
2014.0-11.0-29.0-167.0|2751.0,SpreadSportsbet,-4
2014.0-11.0-29.0-167.0|2751.0,SpreadStation,-4.5
2014.0-11.0-29.0-167.0|2751.0,SpreadWag,-3.5
2014.0-11.0-29.0-167.0|2751.0,SpreadWestgate,-4
2014.0-11.0-29.0-194.0|130.0,SpreadMirage,-21.252985776920806
2014.0-11.0-29.0-194.0|130.0,SpreadPinnacle,-21
2014.0-11.0-29.0-194.0|130.0,SpreadSBG,-21.250504937426044
2014.0-11.0-29.0-194.0|130.0,SpreadSIA,-21.5
2014.0-11.0-29.0-194.0|130.0,SpreadSportsbet,-21.5
2014.0-11.0-29.0-194.0|130.0,SpreadStation,-21.5
2014.0-11.0-29.0-194.0|130.0,SpreadWag,-21
2014.0-11.0-29.0-194.0|130.0,SpreadWestgate,-20.5
2014.0-11.0-29.0-202.0|151.0,SpreadMirage,19.5
2014.0-11.0-29.0-202.0|151.0,SpreadPinnacle,18.5
2014.0-11.0-29.0-202.0|151.0,SpreadSBG,18.999158286485674
2014.0-11.0-29.0-202.0|151.0,SpreadSIA,19.5
2014.0-11.0-29.0-202.0|151.0,SpreadSportsbet,18.5
2014.0-11.0-29.0-202.0|151.0,SpreadStation,18.5
2014.0-11.0-29.0-202.0|151.0,SpreadWag,19.086968352086384
2014.0-11.0-29.0-202.0|151.0,SpreadWestgate,19
2014.0-11.0-29.0-2026.0|70.0,SpreadMirage,-17
2014.0-11.0-29.0-2026.0|70.0,SpreadPinnacle,-17
2014.0-11.0-29.0-2026.0|70.0,SpreadSBG,-17
2014.0-11.0-29.0-2026.0|70.0,SpreadSIA,-17
2014.0-11.0-29.0-2026.0|70.0,SpreadSportsbet,-17
2014.0-11.0-29.0-2026.0|70.0,SpreadStation,-17
2014.0-11.0-29.0-2026.0|70.0,SpreadWag,-17
2014.0-11.0-29.0-2026.0|70.0,SpreadWestgate,-17
2014.0-11.0-29.0-2032.0|166.0,SpreadMirage,-23.49421928016839
2014.0-11.0-29.0-2032.0|166.0,SpreadPinnacle,-23.5
2014.0-11.0-29.0-2032.0|166.0,SpreadSBG,-23.499081978833473
2014.0-11.0-29.0-2032.0|166.0,SpreadSIA,-23
2014.0-11.0-29.0-2032.0|166.0,SpreadSportsbet,-23.5
2014.0-11.0-29.0-2032.0|166.0,SpreadStation,-23.334015490141052
2014.0-11.0-29.0-2032.0|166.0,SpreadWag,-24
2014.0-11.0-29.0-2032.0|166.0,SpreadWestgate,-23.493626293068985
2014.0-11.0-29.0-21.0|23.0,SpreadMirage,-14
2014.0-11.0-29.0-21.0|23.0,SpreadPinnacle,-14.5
2014.0-11.0-29.0-21.0|23.0,SpreadSBG,-14
2014.0-11.0-29.0-21.0|23.0,SpreadSIA,-14
2014.0-11.0-29.0-21.0|23.0,SpreadSportsbet,-14.5
2014.0-11.0-29.0-21.0|23.0,SpreadStation,-14.195441096194322
2014.0-11.0-29.0-21.0|23.0,SpreadWag,-14.5
2014.0-11.0-29.0-21.0|23.0,SpreadWestgate,-14
2014.0-11.0-29.0-213.0|127.0,SpreadMirage,13.5
2014.0-11.0-29.0-213.0|127.0,SpreadPinnacle,13
2014.0-11.0-29.0-213.0|127.0,SpreadSBG,13
2014.0-11.0-29.0-213.0|127.0,SpreadSIA,13
2014.0-11.0-29.0-213.0|127.0,SpreadSportsbet,13
2014.0-11.0-29.0-213.0|127.0,SpreadStation,14
2014.0-11.0-29.0-213.0|127.0,SpreadWag,13
2014.0-11.0-29.0-213.0|127.0,SpreadWestgate,13.5
2014.0-11.0-29.0-218.0|2132.0,SpreadMirage,7
2014.0-11.0-29.0-218.0|2132.0,SpreadPinnacle,7
2014.0-11.0-29.0-218.0|2132.0,SpreadSBG,7
2014.0-11.0-29.0-218.0|2132.0,SpreadSIA,7
2014.0-11.0-29.0-218.0|2132.0,SpreadSportsbet,7
2014.0-11.0-29.0-218.0|2132.0,SpreadStation,7.5
2014.0-11.0-29.0-218.0|2132.0,SpreadWag,7
2014.0-11.0-29.0-218.0|2132.0,SpreadWestgate,7
2014.0-11.0-29.0-2198.0|282.0,SpreadMirage,2
2014.0-11.0-29.0-2198.0|282.0,SpreadPinnacle,2.2486552106505173
2014.0-11.0-29.0-2198.0|282.0,SpreadSBG,2
2014.0-11.0-29.0-2198.0|282.0,SpreadSIA,2
2014.0-11.0-29.0-2198.0|282.0,SpreadSportsbet,2
2014.0-11.0-29.0-2198.0|282.0,SpreadStation,2
2014.0-11.0-29.0-2198.0|282.0,SpreadWag,2.389869401582285
2014.0-11.0-29.0-2198.0|282.0,SpreadWestgate,3
2014.0-11.0-29.0-2226.0|295.0,SpreadMirage,-3.5
2014.0-11.0-29.0-2226.0|295.0,SpreadPinnacle,-3
2014.0-11.0-29.0-2226.0|295.0,SpreadSBG,-3.5
2014.0-11.0-29.0-2226.0|295.0,SpreadSIA,-3.5
2014.0-11.0-29.0-2226.0|295.0,SpreadSportsbet,-3.5
2014.0-11.0-29.0-2226.0|295.0,SpreadStation,-3.5
2014.0-11.0-29.0-2226.0|295.0,SpreadWag,-4
2014.0-11.0-29.0-2226.0|295.0,SpreadWestgate,-3
2014.0-11.0-29.0-2230.0|2529.0,SpreadMirage,-14.338397904527694
2014.0-11.0-29.0-2230.0|2529.0,SpreadPinnacle,-14.334203162115104
2014.0-11.0-29.0-2230.0|2529.0,SpreadSBG,-14.334293329563526
2014.0-11.0-29.0-2230.0|2529.0,SpreadSIA,-14.5
2014.0-11.0-29.0-2230.0|2529.0,SpreadSportsbet,-14.5
2014.0-11.0-29.0-2230.0|2529.0,SpreadStation,-14.499999999999998
2014.0-11.0-29.0-2230.0|2529.0,SpreadWag,-14
2014.0-11.0-29.0-2230.0|2529.0,SpreadWestgate,-14
2014.0-11.0-29.0-2247.0|326.0,SpreadMirage,13
2014.0-11.0-29.0-2247.0|326.0,SpreadPinnacle,13
2014.0-11.0-29.0-2247.0|326.0,SpreadSBG,13.5
2014.0-11.0-29.0-2247.0|326.0,SpreadSIA,13.5
2014.0-11.0-29.0-2247.0|326.0,SpreadSportsbet,13.5
2014.0-11.0-29.0-2247.0|326.0,SpreadStation,13.300771539512505
2014.0-11.0-29.0-2247.0|326.0,SpreadWag,13.5
2014.0-11.0-29.0-2247.0|326.0,SpreadWestgate,13
2014.0-11.0-29.0-228.0|2579.0,SpreadMirage,-4.5
2014.0-11.0-29.0-228.0|2579.0,SpreadPinnacle,-4.5
2014.0-11.0-29.0-228.0|2579.0,SpreadSBG,-4
2014.0-11.0-29.0-228.0|2579.0,SpreadSIA,-4.5
2014.0-11.0-29.0-228.0|2579.0,SpreadSportsbet,-4.5
2014.0-11.0-29.0-228.0|2579.0,SpreadStation,-5
2014.0-11.0-29.0-228.0|2579.0,SpreadWag,-4
2014.0-11.0-29.0-228.0|2579.0,SpreadWestgate,-6
2014.0-11.0-29.0-2306.0|2305.0,SpreadMirage,-26.823544766788746
2014.0-11.0-29.0-2306.0|2305.0,SpreadPinnacle,-26.5
2014.0-11.0-29.0-2306.0|2305.0,SpreadSBG,-26.831209809891455
2014.0-11.0-29.0-2306.0|2305.0,SpreadSIA,-26.5
2014.0-11.0-29.0-2306.0|2305.0,SpreadSportsbet,-26.5
2014.0-11.0-29.0-2306.0|2305.0,SpreadStation,-26.5
2014.0-11.0-29.0-2306.0|2305.0,SpreadWag,-27.5
2014.0-11.0-29.0-2306.0|2305.0,SpreadWestgate,-26.821858705407294
2014.0-11.0-29.0-2348.0|242.0,SpreadMirage,-7.5
2014.0-11.0-29.0-2348.0|242.0,SpreadPinnacle,-7.5
2014.0-11.0-29.0-2348.0|242.0,SpreadSBG,-7.5
2014.0-11.0-29.0-2348.0|242.0,SpreadSIA,-7
2014.0-11.0-29.0-2348.0|242.0,SpreadSportsbet,-7.5
2014.0-11.0-29.0-2348.0|242.0,SpreadStation,-7.5
2014.0-11.0-29.0-2348.0|242.0,SpreadWag,-7
2014.0-11.0-29.0-2348.0|242.0,SpreadWestgate,-7
2014.0-11.0-29.0-235.0|41.0,SpreadMirage,-23.620420013778283
2014.0-11.0-29.0-235.0|41.0,SpreadPinnacle,-24
2014.0-11.0-29.0-235.0|41.0,SpreadSBG,-23.624403642066895
2014.0-11.0-29.0-235.0|41.0,SpreadSIA,-23
2014.0-11.0-29.0-235.0|41.0,SpreadSportsbet,-23.5
2014.0-11.0-29.0-235.0|41.0,SpreadStation,-23.499872819776545
2014.0-11.0-29.0-235.0|41.0,SpreadWag,-24
2014.0-11.0-29.0-235.0|41.0,SpreadWestgate,-24
2014.0-11.0-29.0-238.0|2633.0,SpreadMirage,16
2014.0-11.0-29.0-238.0|2633.0,SpreadPinnacle,15
2014.0-11.0-29.0-238.0|2633.0,SpreadSBG,15.199745185587426
2014.0-11.0-29.0-238.0|2633.0,SpreadSIA,15
2014.0-11.0-29.0-238.0|2633.0,SpreadSportsbet,15
2014.0-11.0-29.0-238.0|2633.0,SpreadStation,16.5
2014.0-11.0-29.0-238.0|2633.0,SpreadWag,15
2014.0-11.0-29.0-238.0|2633.0,SpreadWestgate,15.5
2014.0-11.0-29.0-25.0|252.0,SpreadMirage,-3
2014.0-11.0-29.0-25.0|252.0,SpreadPinnacle,-3
2014.0-11.0-29.0-25.0|252.0,SpreadSBG,-3.5
2014.0-11.0-29.0-25.0|252.0,SpreadSIA,-3.5
2014.0-11.0-29.0-25.0|252.0,SpreadSportsbet,-3.5
2014.0-11.0-29.0-25.0|252.0,SpreadStation,-3.5
2014.0-11.0-29.0-25.0|252.0,SpreadWag,-3
2014.0-11.0-29.0-25.0|252.0,SpreadWestgate,-3
2014.0-11.0-29.0-2534.0|2545.0,SpreadMirage,2.5
2014.0-11.0-29.0-2534.0|2545.0,SpreadPinnacle,2.6243276053252584
2014.0-11.0-29.0-2534.0|2545.0,SpreadSBG,2.5
2014.0-11.0-29.0-2534.0|2545.0,SpreadSIA,2.5
2014.0-11.0-29.0-2534.0|2545.0,SpreadSportsbet,2.5
2014.0-11.0-29.0-2534.0|2545.0,SpreadStation,2.4999999999999996
2014.0-11.0-29.0-2534.0|2545.0,SpreadWag,2.6949347007911424
2014.0-11.0-29.0-2534.0|2545.0,SpreadWestgate,3
2014.0-11.0-29.0-256.0|2335.0,SpreadMirage,-9
2014.0-11.0-29.0-256.0|2335.0,SpreadPinnacle,-8.875672394674742
2014.0-11.0-29.0-256.0|2335.0,SpreadSBG,-9
2014.0-11.0-29.0-256.0|2335.0,SpreadSIA,-9
2014.0-11.0-29.0-256.0|2335.0,SpreadSportsbet,-9
2014.0-11.0-29.0-256.0|2335.0,SpreadStation,-9
2014.0-11.0-29.0-256.0|2335.0,SpreadWag,-8.80506529920886
2014.0-11.0-29.0-256.0|2335.0,SpreadWestgate,-8.5
2014.0-11.0-29.0-257.0|2415.0,SpreadMirage,-19
2014.0-11.0-29.0-257.0|2415.0,SpreadPinnacle,-18.999999999999996
2014.0-11.0-29.0-257.0|2415.0,SpreadSBG,-19
2014.0-11.0-29.0-257.0|2415.0,SpreadSIA,-19
2014.0-11.0-29.0-257.0|2415.0,SpreadSportsbet,-19
2014.0-11.0-29.0-257.0|2415.0,SpreadStation,-18.999999999999996
2014.0-11.0-29.0-257.0|2415.0,SpreadWag,-18.999999999999996
2014.0-11.0-29.0-257.0|2415.0,SpreadWestgate,-19
2014.0-11.0-29.0-2572.0|5.0,SpreadMirage,3
2014.0-11.0-29.0-2572.0|5.0,SpreadPinnacle,2.5
2014.0-11.0-29.0-2572.0|5.0,SpreadSBG,3
2014.0-11.0-29.0-2572.0|5.0,SpreadSIA,2.5
2014.0-11.0-29.0-2572.0|5.0,SpreadSportsbet,2.5
2014.0-11.0-29.0-2572.0|5.0,SpreadStation,3
2014.0-11.0-29.0-2572.0|5.0,SpreadWag,3
2014.0-11.0-29.0-2572.0|5.0,SpreadWestgate,3
2014.0-11.0-29.0-259.0|258.0,SpreadMirage,2
2014.0-11.0-29.0-259.0|258.0,SpreadPinnacle,2.5
2014.0-11.0-29.0-259.0|258.0,SpreadSBG,1.5
2014.0-11.0-29.0-259.0|258.0,SpreadSIA,1.5
2014.0-11.0-29.0-259.0|258.0,SpreadSportsbet,2
2014.0-11.0-29.0-259.0|258.0,SpreadStation,2
2014.0-11.0-29.0-259.0|258.0,SpreadWag,1.8258206825706447
2014.0-11.0-29.0-259.0|258.0,SpreadWestgate,2
2014.0-11.0-29.0-2636.0|249.0,SpreadMirage,-5.5
2014.0-11.0-29.0-2636.0|249.0,SpreadPinnacle,-5.5
2014.0-11.0-29.0-2636.0|249.0,SpreadSBG,-5.5
2014.0-11.0-29.0-2636.0|249.0,SpreadSIA,-5.5
2014.0-11.0-29.0-2636.0|249.0,SpreadSportsbet,-6
2014.0-11.0-29.0-2636.0|249.0,SpreadStation,-5
2014.0-11.0-29.0-2636.0|249.0,SpreadWag,-4.5
2014.0-11.0-29.0-2636.0|249.0,SpreadWestgate,-4.5
2014.0-11.0-29.0-2641.0|239.0,SpreadMirage,26.62659420930091
2014.0-11.0-29.0-2641.0|239.0,SpreadPinnacle,26.5
2014.0-11.0-29.0-2641.0|239.0,SpreadSBG,26.62509142050706
2014.0-11.0-29.0-2641.0|239.0,SpreadSIA,27
2014.0-11.0-29.0-2641.0|239.0,SpreadSportsbet,26.5
2014.0-11.0-29.0-2641.0|239.0,SpreadStation,26.665984509858948
2014.0-11.0-29.0-2641.0|239.0,SpreadWag,26.5
2014.0-11.0-29.0-2641.0|239.0,SpreadWestgate,26.62656652254154
2014.0-11.0-29.0-2653.0|309.0,SpreadMirage,9
2014.0-11.0-29.0-2653.0|309.0,SpreadPinnacle,9.5
2014.0-11.0-29.0-2653.0|309.0,SpreadSBG,9.5
2014.0-11.0-29.0-2653.0|309.0,SpreadSIA,9.5
2014.0-11.0-29.0-2653.0|309.0,SpreadSportsbet,9.5
2014.0-11.0-29.0-2653.0|309.0,SpreadStation,9.397818949805169
2014.0-11.0-29.0-2653.0|309.0,SpreadWag,9.5
2014.0-11.0-29.0-2653.0|309.0,SpreadWestgate,9
2014.0-11.0-29.0-275.0|135.0,SpreadMirage,-16
2014.0-11.0-29.0-275.0|135.0,SpreadPinnacle,-17
2014.0-11.0-29.0-275.0|135.0,SpreadSBG,-16
2014.0-11.0-29.0-275.0|135.0,SpreadSIA,-16
2014.0-11.0-29.0-275.0|135.0,SpreadSportsbet,-17
2014.0-11.0-29.0-275.0|135.0,SpreadStation,-16
2014.0-11.0-29.0-275.0|135.0,SpreadWag,-16
2014.0-11.0-29.0-275.0|135.0,SpreadWestgate,-16.5
2014.0-11.0-29.0-290.0|2433.0,SpreadMirage,-14
2014.0-11.0-29.0-290.0|2433.0,SpreadPinnacle,-14
2014.0-11.0-29.0-290.0|2433.0,SpreadSBG,-14
2014.0-11.0-29.0-290.0|2433.0,SpreadSIA,-14
2014.0-11.0-29.0-290.0|2433.0,SpreadSportsbet,-14
2014.0-11.0-29.0-290.0|2433.0,SpreadStation,-13.999999999999998
2014.0-11.0-29.0-290.0|2433.0,SpreadWag,-14
2014.0-11.0-29.0-290.0|2433.0,SpreadWestgate,-14
2014.0-11.0-29.0-30.0|87.0,SpreadMirage,-5.5
2014.0-11.0-29.0-30.0|87.0,SpreadPinnacle,-4.5
2014.0-11.0-29.0-30.0|87.0,SpreadSBG,-5.5
2014.0-11.0-29.0-30.0|87.0,SpreadSIA,-6.5
2014.0-11.0-29.0-30.0|87.0,SpreadSportsbet,-5.5
2014.0-11.0-29.0-30.0|87.0,SpreadStation,-6
2014.0-11.0-29.0-30.0|87.0,SpreadWag,-5.5
2014.0-11.0-29.0-30.0|87.0,SpreadWestgate,-6
2014.0-11.0-29.0-38.0|254.0,SpreadMirage,7.5
2014.0-11.0-29.0-38.0|254.0,SpreadPinnacle,7
2014.0-11.0-29.0-38.0|254.0,SpreadSBG,7
2014.0-11.0-29.0-38.0|254.0,SpreadSIA,7.5
2014.0-11.0-29.0-38.0|254.0,SpreadSportsbet,7
2014.0-11.0-29.0-38.0|254.0,SpreadStation,7.5
2014.0-11.0-29.0-38.0|254.0,SpreadWag,7.5
2014.0-11.0-29.0-38.0|254.0,SpreadWestgate,7.5
2014.0-11.0-29.0-52.0|57.0,SpreadMirage,-7
2014.0-11.0-29.0-52.0|57.0,SpreadPinnacle,-7
2014.0-11.0-29.0-52.0|57.0,SpreadSBG,-7
2014.0-11.0-29.0-52.0|57.0,SpreadSIA,-7
2014.0-11.0-29.0-52.0|57.0,SpreadSportsbet,-7
2014.0-11.0-29.0-52.0|57.0,SpreadStation,-7
2014.0-11.0-29.0-52.0|57.0,SpreadWag,-7
2014.0-11.0-29.0-52.0|57.0,SpreadWestgate,-7
2014.0-11.0-29.0-61.0|59.0,SpreadMirage,-10.5
2014.0-11.0-29.0-61.0|59.0,SpreadPinnacle,-10.5
2014.0-11.0-29.0-61.0|59.0,SpreadSBG,-11
2014.0-11.0-29.0-61.0|59.0,SpreadSIA,-10.5
2014.0-11.0-29.0-61.0|59.0,SpreadSportsbet,-10.5
2014.0-11.0-29.0-61.0|59.0,SpreadStation,-10.5
2014.0-11.0-29.0-61.0|59.0,SpreadWag,-10.5
2014.0-11.0-29.0-61.0|59.0,SpreadWestgate,-11
2014.0-11.0-29.0-66.0|277.0,SpreadMirage,11
2014.0-11.0-29.0-66.0|277.0,SpreadPinnacle,10
2014.0-11.0-29.0-66.0|277.0,SpreadSBG,10
2014.0-11.0-29.0-66.0|277.0,SpreadSIA,10.5
2014.0-11.0-29.0-66.0|277.0,SpreadSportsbet,10
2014.0-11.0-29.0-66.0|277.0,SpreadStation,10.301483927118149
2014.0-11.0-29.0-66.0|277.0,SpreadWag,10
2014.0-11.0-29.0-66.0|277.0,SpreadWestgate,10
2014.0-11.0-29.0-77.0|356.0,SpreadMirage,-7
2014.0-11.0-29.0-77.0|356.0,SpreadPinnacle,-7
2014.0-11.0-29.0-77.0|356.0,SpreadSBG,-7
2014.0-11.0-29.0-77.0|356.0,SpreadSIA,-7
2014.0-11.0-29.0-77.0|356.0,SpreadSportsbet,-7
2014.0-11.0-29.0-77.0|356.0,SpreadStation,-7.5
2014.0-11.0-29.0-77.0|356.0,SpreadWag,-7
2014.0-11.0-29.0-77.0|356.0,SpreadWestgate,-7
2014.0-11.0-29.0-84.0|2509.0,SpreadMirage,-3
2014.0-11.0-29.0-84.0|2509.0,SpreadPinnacle,-2.5
2014.0-11.0-29.0-84.0|2509.0,SpreadSBG,-2.5
2014.0-11.0-29.0-84.0|2509.0,SpreadSIA,-2.5
2014.0-11.0-29.0-84.0|2509.0,SpreadSportsbet,-2.5
2014.0-11.0-29.0-84.0|2509.0,SpreadStation,-3
2014.0-11.0-29.0-84.0|2509.0,SpreadWag,-3
2014.0-11.0-29.0-84.0|2509.0,SpreadWestgate,-2.5
2014.0-11.0-29.0-97.0|96.0,SpreadMirage,-13.5
2014.0-11.0-29.0-97.0|96.0,SpreadPinnacle,-13.5
2014.0-11.0-29.0-97.0|96.0,SpreadSBG,-14
2014.0-11.0-29.0-97.0|96.0,SpreadSIA,-14
2014.0-11.0-29.0-97.0|96.0,SpreadSportsbet,-14
2014.0-11.0-29.0-97.0|96.0,SpreadStation,-13.5
2014.0-11.0-29.0-97.0|96.0,SpreadWag,-14
2014.0-11.0-29.0-97.0|96.0,SpreadWestgate,-13.5
2014.0-11.0-30.0-150.0|154.0,SpreadMirage,-18
2014.0-11.0-30.0-150.0|154.0,SpreadPinnacle,-18
2014.0-11.0-30.0-150.0|154.0,SpreadSBG,-18
2014.0-11.0-30.0-150.0|154.0,SpreadSIA,-18
2014.0-11.0-30.0-150.0|154.0,SpreadSportsbet,-18
2014.0-11.0-30.0-150.0|154.0,SpreadStation,-17.5
2014.0-11.0-30.0-150.0|154.0,SpreadWag,-17.605816617438506
2014.0-11.0-30.0-150.0|154.0,SpreadWestgate,-17.5
2014.0-11.0-30.0-204.0|2483.0,SpreadMirage,20.666409840678753
2014.0-11.0-30.0-204.0|2483.0,SpreadPinnacle,21
2014.0-11.0-30.0-204.0|2483.0,SpreadSBG,20.666728037628943
2014.0-11.0-30.0-204.0|2483.0,SpreadSIA,20.5
2014.0-11.0-30.0-204.0|2483.0,SpreadSportsbet,20.5
2014.0-11.0-30.0-204.0|2483.0,SpreadStation,20.5
2014.0-11.0-30.0-204.0|2483.0,SpreadWag,20.5
2014.0-11.0-30.0-204.0|2483.0,SpreadWestgate,20.5
2014.0-11.0-30.0-2390.0|221.0,SpreadMirage,-10.5
2014.0-11.0-30.0-2390.0|221.0,SpreadPinnacle,-10.5
2014.0-11.0-30.0-2390.0|221.0,SpreadSBG,-10.5
2014.0-11.0-30.0-2390.0|221.0,SpreadSIA,-10.5
2014.0-11.0-30.0-2390.0|221.0,SpreadSportsbet,-10.5
2014.0-11.0-30.0-2390.0|221.0,SpreadStation,-10.5
2014.0-11.0-30.0-2390.0|221.0,SpreadWag,-10.5
2014.0-11.0-30.0-2390.0|221.0,SpreadWestgate,-10.5
2014.0-11.0-30.0-2439.0|2440.0,SpreadMirage,8
2014.0-11.0-30.0-2439.0|2440.0,SpreadPinnacle,7.5
2014.0-11.0-30.0-2439.0|2440.0,SpreadSBG,7.5
2014.0-11.0-30.0-2439.0|2440.0,SpreadSIA,8
2014.0-11.0-30.0-2439.0|2440.0,SpreadSportsbet,7.5
2014.0-11.0-30.0-2439.0|2440.0,SpreadStation,8
2014.0-11.0-30.0-2439.0|2440.0,SpreadWag,7.771953875546177
2014.0-11.0-30.0-2439.0|2440.0,SpreadWestgate,7.5
2014.0-11.0-30.0-2460.0|2617.0,SpreadMirage,-21
2014.0-11.0-30.0-2460.0|2617.0,SpreadPinnacle,-20.999999999999996
2014.0-11.0-30.0-2460.0|2617.0,SpreadSBG,-21.000000000000004
2014.0-11.0-30.0-2460.0|2617.0,SpreadSIA,-21
2014.0-11.0-30.0-2460.0|2617.0,SpreadSportsbet,-21
2014.0-11.0-30.0-2460.0|2617.0,SpreadStation,-20.999999999999996
2014.0-11.0-30.0-2460.0|2617.0,SpreadWag,-21.000000000000004
2014.0-11.0-30.0-2460.0|2617.0,SpreadWestgate,-20.999999999999996
2014.0-11.0-30.0-2638.0|2393.0,SpreadMirage,-3
2014.0-11.0-30.0-2638.0|2393.0,SpreadPinnacle,-2.5
2014.0-11.0-30.0-2638.0|2393.0,SpreadSBG,-3
2014.0-11.0-30.0-2638.0|2393.0,SpreadSIA,-3
2014.0-11.0-30.0-2638.0|2393.0,SpreadSportsbet,-2.5
2014.0-11.0-30.0-2638.0|2393.0,SpreadStation,-3
2014.0-11.0-30.0-2638.0|2393.0,SpreadWag,-3
2014.0-11.0-30.0-2638.0|2393.0,SpreadWestgate,-3
2014.0-11.0-30.0-265.0|264.0,SpreadMirage,3.5
2014.0-11.0-30.0-265.0|264.0,SpreadPinnacle,4
2014.0-11.0-30.0-265.0|264.0,SpreadSBG,4
2014.0-11.0-30.0-265.0|264.0,SpreadSIA,3.5
2014.0-11.0-30.0-265.0|264.0,SpreadSportsbet,4
2014.0-11.0-30.0-265.0|264.0,SpreadStation,3.5
2014.0-11.0-30.0-265.0|264.0,SpreadWag,3.616746697035659
2014.0-11.0-30.0-265.0|264.0,SpreadWestgate,3.5
2014.0-11.0-30.0-278.0|62.0,SpreadMirage,-9.5
2014.0-11.0-30.0-278.0|62.0,SpreadPinnacle,-9.5
2014.0-11.0-30.0-278.0|62.0,SpreadSBG,-9.5
2014.0-11.0-30.0-278.0|62.0,SpreadSIA,-9.5
2014.0-11.0-30.0-278.0|62.0,SpreadSportsbet,-9.5
2014.0-11.0-30.0-278.0|62.0,SpreadStation,-9.5
2014.0-11.0-30.0-278.0|62.0,SpreadWag,-9.611299427418166
2014.0-11.0-30.0-278.0|62.0,SpreadWestgate,-10
2014.0-11.0-30.0-333.0|2.0,SpreadMirage,-9.5
2014.0-11.0-30.0-333.0|2.0,SpreadPinnacle,-9.5
2014.0-11.0-30.0-333.0|2.0,SpreadSBG,-9.5
2014.0-11.0-30.0-333.0|2.0,SpreadSIA,-10
2014.0-11.0-30.0-333.0|2.0,SpreadSportsbet,-9.5
