user,item,rating
2013.0-11.0-17.0-167.0|36.0,SpreadPinnacle,7
2013.0-11.0-17.0-167.0|36.0,SpreadSBG,6.5
2013.0-11.0-17.0-167.0|36.0,SpreadSIA,7
2013.0-11.0-17.0-167.0|36.0,SpreadSportsbet,7
2013.0-11.0-17.0-167.0|36.0,SpreadStation,7
2013.0-11.0-17.0-167.0|36.0,SpreadWag,6.883253302964341
2013.0-11.0-17.0-167.0|36.0,SpreadWestgate,7
2013.0-11.0-17.0-2032.0|326.0,SpreadMirage,-7.5
2013.0-11.0-17.0-2032.0|326.0,SpreadPinnacle,-7.5
2013.0-11.0-17.0-2032.0|326.0,SpreadSBG,-7.5
2013.0-11.0-17.0-2032.0|326.0,SpreadSIA,-7.5
2013.0-11.0-17.0-2032.0|326.0,SpreadSportsbet,-7.5
2013.0-11.0-17.0-2032.0|326.0,SpreadStation,-7.5
2013.0-11.0-17.0-2032.0|326.0,SpreadWag,-7.5
2013.0-11.0-17.0-2032.0|326.0,SpreadWestgate,-7.5
2013.0-11.0-17.0-239.0|2641.0,SpreadMirage,-28
2013.0-11.0-17.0-239.0|2641.0,SpreadPinnacle,-28
2013.0-11.0-17.0-239.0|2641.0,SpreadSBG,-28
2013.0-11.0-17.0-239.0|2641.0,SpreadSIA,-28
2013.0-11.0-17.0-239.0|2641.0,SpreadSportsbet,-28
2013.0-11.0-17.0-239.0|2641.0,SpreadStation,-28
2013.0-11.0-17.0-239.0|2641.0,SpreadWag,-28
2013.0-11.0-17.0-239.0|2641.0,SpreadWestgate,-27.999999999999996
2013.0-11.0-17.0-242.0|2348.0,SpreadMirage,-15
2013.0-11.0-17.0-242.0|2348.0,SpreadPinnacle,-14.5
2013.0-11.0-17.0-242.0|2348.0,SpreadSBG,-14.624644538225274
2013.0-11.0-17.0-242.0|2348.0,SpreadSIA,-14.5
2013.0-11.0-17.0-242.0|2348.0,SpreadSportsbet,-14.5
2013.0-11.0-17.0-242.0|2348.0,SpreadStation,-14.629426992118228
2013.0-11.0-17.0-242.0|2348.0,SpreadWag,-14.699344842743393
2013.0-11.0-17.0-242.0|2348.0,SpreadWestgate,-14.5
2013.0-11.0-17.0-2440.0|23.0,SpreadMirage,6.5
2013.0-11.0-17.0-2440.0|23.0,SpreadPinnacle,6.5
2013.0-11.0-17.0-2440.0|23.0,SpreadSBG,6.5
2013.0-11.0-17.0-2440.0|23.0,SpreadSIA,6.5
2013.0-11.0-17.0-2440.0|23.0,SpreadSportsbet,6.5
2013.0-11.0-17.0-2440.0|23.0,SpreadStation,6.5
2013.0-11.0-17.0-2440.0|23.0,SpreadWag,6.500000000000001
2013.0-11.0-17.0-2440.0|23.0,SpreadWestgate,6.5
2013.0-11.0-17.0-2579.0|57.0,SpreadMirage,-14.5
2013.0-11.0-17.0-2579.0|57.0,SpreadPinnacle,-15.5
2013.0-11.0-17.0-2579.0|57.0,SpreadSBG,-16
2013.0-11.0-17.0-2579.0|57.0,SpreadSIA,-16
2013.0-11.0-17.0-2579.0|57.0,SpreadSportsbet,-16
2013.0-11.0-17.0-2579.0|57.0,SpreadStation,-14.5
2013.0-11.0-17.0-2579.0|57.0,SpreadWag,-15.245136807124394
2013.0-11.0-17.0-2579.0|57.0,SpreadWestgate,-15.5
2013.0-11.0-17.0-2638.0|2229.0,SpreadMirage,-5
2013.0-11.0-17.0-2638.0|2229.0,SpreadPinnacle,-5.5
2013.0-11.0-17.0-2638.0|2229.0,SpreadSBG,-6
2013.0-11.0-17.0-2638.0|2229.0,SpreadSIA,-5.5
2013.0-11.0-17.0-2638.0|2229.0,SpreadSportsbet,-5.5
2013.0-11.0-17.0-2638.0|2229.0,SpreadStation,-5.503074976687528
2013.0-11.0-17.0-2638.0|2229.0,SpreadWag,-5.506129889001332
2013.0-11.0-17.0-2638.0|2229.0,SpreadWestgate,-5.5
2013.0-11.0-17.0-30.0|24.0,SpreadMirage,3.5
2013.0-11.0-17.0-30.0|24.0,SpreadPinnacle,4
2013.0-11.0-17.0-30.0|24.0,SpreadSBG,3.5
2013.0-11.0-17.0-30.0|24.0,SpreadSIA,3.5
2013.0-11.0-17.0-30.0|24.0,SpreadSportsbet,4
2013.0-11.0-17.0-30.0|24.0,SpreadStation,3.5
2013.0-11.0-17.0-30.0|24.0,SpreadWag,3.6112994274181642
2013.0-11.0-17.0-30.0|24.0,SpreadWestgate,4
2013.0-11.0-17.0-344.0|333.0,SpreadMirage,23.666928682568035
2013.0-11.0-17.0-344.0|333.0,SpreadPinnacle,23.5
2013.0-11.0-17.0-344.0|333.0,SpreadSBG,23.66642172252784
2013.0-11.0-17.0-344.0|333.0,SpreadSIA,24
2013.0-11.0-17.0-344.0|333.0,SpreadSportsbet,23.5
2013.0-11.0-17.0-344.0|333.0,SpreadStation,23.66598450985895
2013.0-11.0-17.0-344.0|333.0,SpreadWag,24
2013.0-11.0-17.0-344.0|333.0,SpreadWestgate,23.666619442369146
2013.0-11.0-17.0-58.0|235.0,SpreadMirage,1.4999999999999998
2013.0-11.0-17.0-58.0|235.0,SpreadPinnacle,1.5
2013.0-11.0-17.0-58.0|235.0,SpreadSBG,1.5
2013.0-11.0-17.0-58.0|235.0,SpreadSIA,1.5
2013.0-11.0-17.0-58.0|235.0,SpreadSportsbet,1.5
2013.0-11.0-17.0-58.0|235.0,SpreadStation,1.5000000000000002
2013.0-11.0-17.0-58.0|235.0,SpreadWag,1.5
2013.0-11.0-17.0-58.0|235.0,SpreadWestgate,1.5
2013.0-11.0-17.0-62.0|21.0,SpreadMirage,5.5
2013.0-11.0-17.0-62.0|21.0,SpreadPinnacle,5.5
2013.0-11.0-17.0-62.0|21.0,SpreadSBG,5.5
2013.0-11.0-17.0-62.0|21.0,SpreadSIA,5.5
2013.0-11.0-17.0-62.0|21.0,SpreadSportsbet,5.5
2013.0-11.0-17.0-62.0|21.0,SpreadStation,6
2013.0-11.0-17.0-62.0|21.0,SpreadWag,5.6026460295826155
2013.0-11.0-17.0-62.0|21.0,SpreadWestgate,5.5
2013.0-11.0-17.0-68.0|2751.0,SpreadMirage,-24.000000000000004
2013.0-11.0-17.0-68.0|2751.0,SpreadPinnacle,-24
2013.0-11.0-17.0-68.0|2751.0,SpreadSBG,-24
2013.0-11.0-17.0-68.0|2751.0,SpreadSIA,-24
2013.0-11.0-17.0-68.0|2751.0,SpreadSportsbet,-24
2013.0-11.0-17.0-68.0|2751.0,SpreadStation,-24
2013.0-11.0-17.0-68.0|2751.0,SpreadWag,-24.000000000000004
2013.0-11.0-17.0-68.0|2751.0,SpreadWestgate,-24
2013.0-11.0-17.0-9.0|204.0,SpreadMirage,-14
2013.0-11.0-17.0-9.0|204.0,SpreadPinnacle,-13.5
2013.0-11.0-17.0-9.0|204.0,SpreadSBG,-13.5
2013.0-11.0-17.0-9.0|204.0,SpreadSIA,-13.5
2013.0-11.0-17.0-9.0|204.0,SpreadSportsbet,-13.5
2013.0-11.0-17.0-9.0|204.0,SpreadStation,-14
2013.0-11.0-17.0-9.0|204.0,SpreadWag,-13.714521255152482
2013.0-11.0-17.0-9.0|204.0,SpreadWestgate,-13.5
2013.0-11.0-17.0-97.0|248.0,SpreadMirage,-17
2013.0-11.0-17.0-97.0|248.0,SpreadPinnacle,-16.5
2013.0-11.0-17.0-97.0|248.0,SpreadSBG,-16.874835440889985
2013.0-11.0-17.0-97.0|248.0,SpreadSIA,-17
2013.0-11.0-17.0-97.0|248.0,SpreadSportsbet,-17
2013.0-11.0-17.0-97.0|248.0,SpreadStation,-16.877075500955474
2013.0-11.0-17.0-97.0|248.0,SpreadWag,-17
2013.0-11.0-17.0-97.0|248.0,SpreadWestgate,-17
2013.0-11.0-2.0-103.0|259.0,SpreadMirage,4
2013.0-11.0-2.0-103.0|259.0,SpreadPinnacle,4
2013.0-11.0-2.0-103.0|259.0,SpreadSBG,4
2013.0-11.0-2.0-103.0|259.0,SpreadSIA,4.5
2013.0-11.0-2.0-103.0|259.0,SpreadSportsbet,4
2013.0-11.0-2.0-103.0|259.0,SpreadStation,4.5
2013.0-11.0-2.0-103.0|259.0,SpreadWag,4.5
2013.0-11.0-2.0-103.0|259.0,SpreadWestgate,4
2013.0-11.0-2.0-113.0|2459.0,SpreadMirage,27.52252676195439
2013.0-11.0-2.0-113.0|2459.0,SpreadPinnacle,28
2013.0-11.0-2.0-113.0|2459.0,SpreadSBG,27.504224423804395
2013.0-11.0-2.0-113.0|2459.0,SpreadSIA,28.5
2013.0-11.0-2.0-113.0|2459.0,SpreadSportsbet,28
2013.0-11.0-2.0-113.0|2459.0,SpreadStation,28.165984509858955
2013.0-11.0-2.0-113.0|2459.0,SpreadWag,25.5
2013.0-11.0-2.0-113.0|2459.0,SpreadWestgate,27.52560244448892
2013.0-11.0-2.0-127.0|130.0,SpreadMirage,-3.5
2013.0-11.0-2.0-127.0|130.0,SpreadPinnacle,-3.5
2013.0-11.0-2.0-127.0|130.0,SpreadSBG,-4.5
2013.0-11.0-2.0-127.0|130.0,SpreadSIA,-4.5
2013.0-11.0-2.0-127.0|130.0,SpreadSportsbet,-4.5
2013.0-11.0-2.0-127.0|130.0,SpreadStation,-5
2013.0-11.0-2.0-127.0|130.0,SpreadWag,-4
2013.0-11.0-2.0-127.0|130.0,SpreadWestgate,-4
2013.0-11.0-2.0-142.0|2633.0,SpreadMirage,-11.5
2013.0-11.0-2.0-142.0|2633.0,SpreadPinnacle,-11
2013.0-11.0-2.0-142.0|2633.0,SpreadSBG,-11
2013.0-11.0-2.0-142.0|2633.0,SpreadSIA,-11
2013.0-11.0-2.0-142.0|2633.0,SpreadSportsbet,-11
2013.0-11.0-2.0-142.0|2633.0,SpreadStation,-12
2013.0-11.0-2.0-142.0|2633.0,SpreadWag,-11
2013.0-11.0-2.0-142.0|2633.0,SpreadWestgate,-11
2013.0-11.0-2.0-152.0|153.0,SpreadMirage,5.5
2013.0-11.0-2.0-152.0|153.0,SpreadPinnacle,5
2013.0-11.0-2.0-152.0|153.0,SpreadSBG,5
2013.0-11.0-2.0-152.0|153.0,SpreadSIA,5
2013.0-11.0-2.0-152.0|153.0,SpreadSportsbet,5
2013.0-11.0-2.0-152.0|153.0,SpreadStation,5.5
2013.0-11.0-2.0-152.0|153.0,SpreadWag,5.5
2013.0-11.0-2.0-152.0|153.0,SpreadWestgate,5.5
2013.0-11.0-2.0-158.0|77.0,SpreadMirage,-4
2013.0-11.0-2.0-158.0|77.0,SpreadPinnacle,-4
2013.0-11.0-2.0-158.0|77.0,SpreadSBG,-4
2013.0-11.0-2.0-158.0|77.0,SpreadSIA,-4.5
2013.0-11.0-2.0-158.0|77.0,SpreadSportsbet,-4.5
2013.0-11.0-2.0-158.0|77.0,SpreadStation,-4.5
2013.0-11.0-2.0-158.0|77.0,SpreadWag,-6
2013.0-11.0-2.0-158.0|77.0,SpreadWestgate,-3.5
2013.0-11.0-2.0-164.0|218.0,SpreadMirage,-12.5
2013.0-11.0-2.0-164.0|218.0,SpreadPinnacle,-11.5
2013.0-11.0-2.0-164.0|218.0,SpreadSBG,-12
2013.0-11.0-2.0-164.0|218.0,SpreadSIA,-11.5
2013.0-11.0-2.0-164.0|218.0,SpreadSportsbet,-12
2013.0-11.0-2.0-164.0|218.0,SpreadStation,-11.908011813173674
2013.0-11.0-2.0-164.0|218.0,SpreadWag,-13
2013.0-11.0-2.0-164.0|218.0,SpreadWestgate,-12.5
2013.0-11.0-2.0-183.0|154.0,SpreadMirage,-4
2013.0-11.0-2.0-183.0|154.0,SpreadPinnacle,-3.5
2013.0-11.0-2.0-183.0|154.0,SpreadSBG,-4
2013.0-11.0-2.0-183.0|154.0,SpreadSIA,-4
2013.0-11.0-2.0-183.0|154.0,SpreadSportsbet,-4
2013.0-11.0-2.0-183.0|154.0,SpreadStation,-4
2013.0-11.0-2.0-183.0|154.0,SpreadWag,-4
2013.0-11.0-2.0-183.0|154.0,SpreadWestgate,-4
2013.0-11.0-2.0-2005.0|349.0,SpreadMirage,0.6144525329090306
2013.0-11.0-2.0-2005.0|349.0,SpreadPinnacle,1
2013.0-11.0-2.0-2005.0|349.0,SpreadSBG,1
2013.0-11.0-2.0-2005.0|349.0,SpreadSIA,1
2013.0-11.0-2.0-2005.0|349.0,SpreadSportsbet,1
2013.0-11.0-2.0-2005.0|349.0,SpreadStation,1
2013.0-11.0-2.0-2005.0|349.0,SpreadWag,-1
2013.0-11.0-2.0-2005.0|349.0,SpreadWestgate,0.5192287375579085
2013.0-11.0-2.0-2006.0|2309.0,SpreadMirage,-1.8072262664545151
2013.0-11.0-2.0-2006.0|2309.0,SpreadPinnacle,-2
2013.0-11.0-2.0-2006.0|2309.0,SpreadSBG,-2
2013.0-11.0-2.0-2006.0|2309.0,SpreadSIA,-2
2013.0-11.0-2.0-2006.0|2309.0,SpreadSportsbet,-2
2013.0-11.0-2.0-2006.0|2309.0,SpreadStation,-2
2013.0-11.0-2.0-2006.0|2309.0,SpreadWag,-1
2013.0-11.0-2.0-2006.0|2309.0,SpreadWestgate,-1
2013.0-11.0-2.0-202.0|2636.0,SpreadMirage,-3.5
2013.0-11.0-2.0-202.0|2636.0,SpreadPinnacle,-3.5
2013.0-11.0-2.0-202.0|2636.0,SpreadSBG,-4
2013.0-11.0-2.0-202.0|2636.0,SpreadSIA,-4
2013.0-11.0-2.0-202.0|2636.0,SpreadSportsbet,-4
2013.0-11.0-2.0-202.0|2636.0,SpreadStation,-3.800771539512506
2013.0-11.0-2.0-202.0|2636.0,SpreadWag,-4
2013.0-11.0-2.0-202.0|2636.0,SpreadWestgate,-3.5
2013.0-11.0-2.0-204.0|30.0,SpreadMirage,-5
2013.0-11.0-2.0-204.0|30.0,SpreadPinnacle,-5.5
2013.0-11.0-2.0-204.0|30.0,SpreadSBG,-5
2013.0-11.0-2.0-204.0|30.0,SpreadSIA,-5
2013.0-11.0-2.0-204.0|30.0,SpreadSportsbet,-5.5
2013.0-11.0-2.0-204.0|30.0,SpreadStation,-5
2013.0-11.0-2.0-204.0|30.0,SpreadWag,-5.111299427418163
2013.0-11.0-2.0-204.0|30.0,SpreadWestgate,-5.5
2013.0-11.0-2.0-213.0|356.0,SpreadMirage,-13
2013.0-11.0-2.0-213.0|356.0,SpreadPinnacle,-13.5
2013.0-11.0-2.0-213.0|356.0,SpreadSBG,-13
2013.0-11.0-2.0-213.0|356.0,SpreadSIA,-13
2013.0-11.0-2.0-213.0|356.0,SpreadSportsbet,-13.5
2013.0-11.0-2.0-213.0|356.0,SpreadStation,-13
2013.0-11.0-2.0-213.0|356.0,SpreadWag,-12
2013.0-11.0-2.0-213.0|356.0,SpreadWestgate,-13.5
2013.0-11.0-2.0-2226.0|2655.0,SpreadMirage,-2.8026143189418047
2013.0-11.0-2.0-2226.0|2655.0,SpreadPinnacle,-3
2013.0-11.0-2.0-2226.0|2655.0,SpreadSBG,-3
2013.0-11.0-2.0-2226.0|2655.0,SpreadSIA,-2.5
2013.0-11.0-2.0-2226.0|2655.0,SpreadSportsbet,-3
2013.0-11.0-2.0-2226.0|2655.0,SpreadStation,-2.8779321261894952
2013.0-11.0-2.0-2226.0|2655.0,SpreadWag,-2.5
2013.0-11.0-2.0-2226.0|2655.0,SpreadWestgate,-2.5
2013.0-11.0-2.0-2229.0|151.0,SpreadMirage,26.395932552653477
2013.0-11.0-2.0-2229.0|151.0,SpreadPinnacle,27
2013.0-11.0-2.0-2229.0|151.0,SpreadSBG,26.379133003297337
2013.0-11.0-2.0-2229.0|151.0,SpreadSIA,27
2013.0-11.0-2.0-2229.0|151.0,SpreadSportsbet,27
2013.0-11.0-2.0-2229.0|151.0,SpreadStation,27
2013.0-11.0-2.0-2229.0|151.0,SpreadWag,24.5
2013.0-11.0-2.0-2229.0|151.0,SpreadWestgate,26.399035921947384
2013.0-11.0-2.0-2247.0|98.0,SpreadMirage,18.379186510530694
2013.0-11.0-2.0-2247.0|98.0,SpreadPinnacle,18.5
2013.0-11.0-2.0-2247.0|98.0,SpreadSBG,18.37582660065947
2013.0-11.0-2.0-2247.0|98.0,SpreadSIA,18.5
2013.0-11.0-2.0-2247.0|98.0,SpreadSportsbet,18.5
2013.0-11.0-2.0-2247.0|98.0,SpreadStation,18.500000000000004
2013.0-11.0-2.0-2247.0|98.0,SpreadWag,18
2013.0-11.0-2.0-2247.0|98.0,SpreadWestgate,18.5
2013.0-11.0-2.0-2294.0|275.0,SpreadMirage,9
2013.0-11.0-2.0-2294.0|275.0,SpreadPinnacle,8.5
2013.0-11.0-2.0-2294.0|275.0,SpreadSBG,8.5
2013.0-11.0-2.0-2294.0|275.0,SpreadSIA,9.5
2013.0-11.0-2.0-2294.0|275.0,SpreadSportsbet,9
2013.0-11.0-2.0-2294.0|275.0,SpreadStation,9.5
2013.0-11.0-2.0-2294.0|275.0,SpreadWag,9
2013.0-11.0-2.0-2294.0|275.0,SpreadWestgate,9.5
2013.0-11.0-2.0-2306.0|66.0,SpreadMirage,-17.247407698770218
2013.0-11.0-2.0-2306.0|66.0,SpreadPinnacle,-17
2013.0-11.0-2.0-2306.0|66.0,SpreadSBG,-17.249264819847593
2013.0-11.0-2.0-2306.0|66.0,SpreadSIA,-17.5
2013.0-11.0-2.0-2306.0|66.0,SpreadSportsbet,-17
2013.0-11.0-2.0-2306.0|66.0,SpreadStation,-17.165984509858948
2013.0-11.0-2.0-2306.0|66.0,SpreadWag,-17.5
2013.0-11.0-2.0-2306.0|66.0,SpreadWestgate,-17.5
2013.0-11.0-2.0-2439.0|23.0,SpreadMirage,5
2013.0-11.0-2.0-2439.0|23.0,SpreadPinnacle,5
2013.0-11.0-2.0-2439.0|23.0,SpreadSBG,5
2013.0-11.0-2.0-2439.0|23.0,SpreadSIA,5
2013.0-11.0-2.0-2439.0|23.0,SpreadSportsbet,5
2013.0-11.0-2.0-2439.0|23.0,SpreadStation,5
2013.0-11.0-2.0-2439.0|23.0,SpreadWag,4
2013.0-11.0-2.0-2439.0|23.0,SpreadWestgate,4.5
2013.0-11.0-2.0-25.0|12.0,SpreadMirage,14.868614663930547
2013.0-11.0-2.0-25.0|12.0,SpreadPinnacle,14
2013.0-11.0-2.0-25.0|12.0,SpreadSBG,14.873207976461766
2013.0-11.0-2.0-25.0|12.0,SpreadSIA,15.5
2013.0-11.0-2.0-25.0|12.0,SpreadSportsbet,14.5
2013.0-11.0-2.0-25.0|12.0,SpreadStation,14.66611169008241
2013.0-11.0-2.0-25.0|12.0,SpreadWag,15.5
2013.0-11.0-2.0-25.0|12.0,SpreadWestgate,15.5
2013.0-11.0-2.0-2509.0|194.0,SpreadMirage,31.744358855138053
2013.0-11.0-2.0-2509.0|194.0,SpreadPinnacle,31.5
2013.0-11.0-2.0-2509.0|194.0,SpreadSBG,31.74875782994053
2013.0-11.0-2.0-2509.0|194.0,SpreadSIA,31.5
2013.0-11.0-2.0-2509.0|194.0,SpreadSportsbet,31.5
2013.0-11.0-2.0-2509.0|194.0,SpreadStation,31.5
2013.0-11.0-2.0-2509.0|194.0,SpreadWag,32
2013.0-11.0-2.0-2509.0|194.0,SpreadWestgate,31.743366546836306
2013.0-11.0-2.0-251.0|2305.0,SpreadMirage,-27.161772383394375
2013.0-11.0-2.0-251.0|2305.0,SpreadPinnacle,-27
2013.0-11.0-2.0-251.0|2305.0,SpreadSBG,-27.165604904945727
2013.0-11.0-2.0-251.0|2305.0,SpreadSIA,-27
2013.0-11.0-2.0-251.0|2305.0,SpreadSportsbet,-27
2013.0-11.0-2.0-251.0|2305.0,SpreadStation,-27
2013.0-11.0-2.0-251.0|2305.0,SpreadWag,-27.5
2013.0-11.0-2.0-251.0|2305.0,SpreadWestgate,-27.160929352703647
2013.0-11.0-2.0-2579.0|344.0,SpreadMirage,-13
2013.0-11.0-2.0-2579.0|344.0,SpreadPinnacle,-13.5
2013.0-11.0-2.0-2579.0|344.0,SpreadSBG,-13
2013.0-11.0-2.0-2579.0|344.0,SpreadSIA,-13
2013.0-11.0-2.0-2579.0|344.0,SpreadSportsbet,-13
2013.0-11.0-2.0-2579.0|344.0,SpreadStation,-13
2013.0-11.0-2.0-2579.0|344.0,SpreadWag,-12
2013.0-11.0-2.0-2579.0|344.0,SpreadWestgate,-13
2013.0-11.0-2.0-258.0|228.0,SpreadMirage,17.626594209300915
2013.0-11.0-2.0-258.0|228.0,SpreadPinnacle,17.5
2013.0-11.0-2.0-258.0|228.0,SpreadSBG,17.625091420507058
2013.0-11.0-2.0-258.0|228.0,SpreadSIA,18
2013.0-11.0-2.0-258.0|228.0,SpreadSportsbet,17.5
2013.0-11.0-2.0-258.0|228.0,SpreadStation,17.66598450985895
2013.0-11.0-2.0-258.0|228.0,SpreadWag,17.5
2013.0-11.0-2.0-258.0|228.0,SpreadWestgate,18
2013.0-11.0-2.0-26.0|38.0,SpreadMirage,-29.191393614697365
2013.0-11.0-2.0-26.0|38.0,SpreadPinnacle,-29.5
2013.0-11.0-2.0-26.0|38.0,SpreadSBG,-29.1720979767165
2013.0-11.0-2.0-26.0|38.0,SpreadSIA,-30.000449772593008
2013.0-11.0-2.0-26.0|38.0,SpreadSportsbet,-30.5
2013.0-11.0-2.0-26.0|38.0,SpreadStation,-30.003444197856048
2013.0-11.0-2.0-26.0|38.0,SpreadWag,-27.5
2013.0-11.0-2.0-26.0|38.0,SpreadWestgate,-29.195687129674823
2013.0-11.0-2.0-2628.0|277.0,SpreadMirage,-11.5
2013.0-11.0-2.0-2628.0|277.0,SpreadPinnacle,-11
2013.0-11.0-2.0-2628.0|277.0,SpreadSBG,-11
2013.0-11.0-2.0-2628.0|277.0,SpreadSIA,-12
2013.0-11.0-2.0-2628.0|277.0,SpreadSportsbet,-11
2013.0-11.0-2.0-2628.0|277.0,SpreadStation,-12
2013.0-11.0-2.0-2628.0|277.0,SpreadWag,-11.5
2013.0-11.0-2.0-2628.0|277.0,SpreadWestgate,-11
2013.0-11.0-2.0-2641.0|197.0,SpreadMirage,1.7062274521690628
2013.0-11.0-2.0-2641.0|197.0,SpreadPinnacle,2
2013.0-11.0-2.0-2641.0|197.0,SpreadSBG,2
2013.0-11.0-2.0-2641.0|197.0,SpreadSIA,1.5
2013.0-11.0-2.0-2641.0|197.0,SpreadSportsbet,2
2013.0-11.0-2.0-2641.0|197.0,SpreadStation,1.5
2013.0-11.0-2.0-2641.0|197.0,SpreadWag,1
2013.0-11.0-2.0-2641.0|197.0,SpreadWestgate,2
2013.0-11.0-2.0-2649.0|2199.0,SpreadMirage,-30.5
2013.0-11.0-2.0-2649.0|2199.0,SpreadPinnacle,-30.5
2013.0-11.0-2.0-2649.0|2199.0,SpreadSBG,-30.500000000000004
2013.0-11.0-2.0-2649.0|2199.0,SpreadSIA,-30.5
2013.0-11.0-2.0-2649.0|2199.0,SpreadSportsbet,-30.5
2013.0-11.0-2.0-2649.0|2199.0,SpreadStation,-30.500000000000004
2013.0-11.0-2.0-2649.0|2199.0,SpreadWag,-30.5
2013.0-11.0-2.0-2649.0|2199.0,SpreadWestgate,-30.5
2013.0-11.0-2.0-276.0|2572.0,SpreadMirage,-31.744358855138053
2013.0-11.0-2.0-276.0|2572.0,SpreadPinnacle,-31.5
2013.0-11.0-2.0-276.0|2572.0,SpreadSBG,-31.74875782994053
2013.0-11.0-2.0-276.0|2572.0,SpreadSIA,-31.5
2013.0-11.0-2.0-276.0|2572.0,SpreadSportsbet,-31.5
2013.0-11.0-2.0-276.0|2572.0,SpreadStation,-31.5
2013.0-11.0-2.0-276.0|2572.0,SpreadWag,-32
2013.0-11.0-2.0-276.0|2572.0,SpreadWestgate,-31.743366546836306
2013.0-11.0-2.0-309.0|166.0,SpreadMirage,-32.5
2013.0-11.0-2.0-309.0|166.0,SpreadPinnacle,-32.5
2013.0-11.0-2.0-309.0|166.0,SpreadSBG,-32.5
2013.0-11.0-2.0-309.0|166.0,SpreadSIA,-32.5
2013.0-11.0-2.0-309.0|166.0,SpreadSportsbet,-32.5
2013.0-11.0-2.0-309.0|166.0,SpreadStation,-32.5
2013.0-11.0-2.0-309.0|166.0,SpreadWag,-32.5
2013.0-11.0-2.0-309.0|166.0,SpreadWestgate,-32.5
2013.0-11.0-2.0-328.0|62.0,SpreadMirage,-24
2013.0-11.0-2.0-328.0|62.0,SpreadPinnacle,-24
2013.0-11.0-2.0-328.0|62.0,SpreadSBG,-24.000000000000004
2013.0-11.0-2.0-328.0|62.0,SpreadSIA,-24
2013.0-11.0-2.0-328.0|62.0,SpreadSportsbet,-24
2013.0-11.0-2.0-328.0|62.0,SpreadStation,-24
2013.0-11.0-2.0-328.0|62.0,SpreadWag,-24
2013.0-11.0-2.0-328.0|62.0,SpreadWestgate,-24
2013.0-11.0-2.0-5.0|2393.0,SpreadMirage,3.5
2013.0-11.0-2.0-5.0|2393.0,SpreadPinnacle,3.5
2013.0-11.0-2.0-5.0|2393.0,SpreadSBG,3.5
2013.0-11.0-2.0-5.0|2393.0,SpreadSIA,4
2013.0-11.0-2.0-5.0|2393.0,SpreadSportsbet,3.5
2013.0-11.0-2.0-5.0|2393.0,SpreadStation,3.59712182672849
2013.0-11.0-2.0-5.0|2393.0,SpreadWag,3
2013.0-11.0-2.0-5.0|2393.0,SpreadWestgate,3.5
2013.0-11.0-2.0-57.0|61.0,SpreadMirage,3.5
2013.0-11.0-2.0-57.0|61.0,SpreadPinnacle,3.5
2013.0-11.0-2.0-57.0|61.0,SpreadSBG,3.5
2013.0-11.0-2.0-57.0|61.0,SpreadSIA,3.5
2013.0-11.0-2.0-57.0|61.0,SpreadSportsbet,3.5
2013.0-11.0-2.0-57.0|61.0,SpreadStation,4
2013.0-11.0-2.0-57.0|61.0,SpreadWag,3
2013.0-11.0-2.0-57.0|61.0,SpreadWestgate,3.5
2013.0-11.0-2.0-59.0|221.0,SpreadMirage,-11
2013.0-11.0-2.0-59.0|221.0,SpreadPinnacle,-11.5
2013.0-11.0-2.0-59.0|221.0,SpreadSBG,-11
2013.0-11.0-2.0-59.0|221.0,SpreadSIA,-11.5
2013.0-11.0-2.0-59.0|221.0,SpreadSportsbet,-11.5
2013.0-11.0-2.0-59.0|221.0,SpreadStation,-11.5
2013.0-11.0-2.0-59.0|221.0,SpreadWag,-11.5
2013.0-11.0-2.0-59.0|221.0,SpreadWestgate,-11.5
2013.0-11.0-2.0-6.0|2032.0,SpreadMirage,-3.5
2013.0-11.0-2.0-6.0|2032.0,SpreadPinnacle,-3
2013.0-11.0-2.0-6.0|2032.0,SpreadSBG,-3
2013.0-11.0-2.0-6.0|2032.0,SpreadSIA,-3
2013.0-11.0-2.0-6.0|2032.0,SpreadSportsbet,-3
2013.0-11.0-2.0-6.0|2032.0,SpreadStation,-3.1021810501948295
2013.0-11.0-2.0-6.0|2032.0,SpreadWag,-3.5
2013.0-11.0-2.0-6.0|2032.0,SpreadWestgate,-3
2013.0-11.0-2.0-70.0|326.0,SpreadMirage,10.69779306976469
2013.0-11.0-2.0-70.0|326.0,SpreadPinnacle,10
2013.0-11.0-2.0-70.0|326.0,SpreadSBG,11
2013.0-11.0-2.0-70.0|326.0,SpreadSIA,11
2013.0-11.0-2.0-70.0|326.0,SpreadSportsbet,10.5
2013.0-11.0-2.0-70.0|326.0,SpreadStation,10.632384899424432
2013.0-11.0-2.0-70.0|326.0,SpreadWag,11
2013.0-11.0-2.0-70.0|326.0,SpreadWestgate,10.5
2013.0-11.0-2.0-8.0|2.0,SpreadMirage,9
2013.0-11.0-2.0-8.0|2.0,SpreadPinnacle,9.5
2013.0-11.0-2.0-8.0|2.0,SpreadSBG,9
2013.0-11.0-2.0-8.0|2.0,SpreadSIA,9.5
2013.0-11.0-2.0-8.0|2.0,SpreadSportsbet,9.5
2013.0-11.0-2.0-8.0|2.0,SpreadStation,9.5
2013.0-11.0-2.0-8.0|2.0,SpreadWag,7.5
