user,item,rating
125|308,SpreadWestgate,NA
125|437,SpreadMirage,NA
125|437,SpreadPinnacle,NA
125|437,SpreadSBG,NA
125|437,SpreadSIA,NA
125|437,SpreadSportsbet,NA
125|437,SpreadStation,NA
125|437,SpreadWag,NA
125|437,SpreadWestgate,NA
126|16111,SpreadMirage,NA
126|16111,SpreadPinnacle,NA
126|16111,SpreadSBG,NA
126|16111,SpreadSIA,NA
126|16111,SpreadSportsbet,NA
126|16111,SpreadStation,NA
126|16111,SpreadWag,NA
126|16111,SpreadWestgate,NA
126|2003,SpreadMirage,NA
126|2003,SpreadPinnacle,NA
126|2003,SpreadSBG,NA
126|2003,SpreadSIA,NA
126|2003,SpreadSportsbet,NA
126|2003,SpreadStation,NA
126|2003,SpreadWag,NA
126|2003,SpreadWestgate,NA
126|2651,SpreadMirage,NA
126|2651,SpreadPinnacle,NA
126|2651,SpreadSBG,NA
126|2651,SpreadSIA,NA
126|2651,SpreadSportsbet,NA
126|2651,SpreadStation,NA
126|2651,SpreadWag,NA
126|2651,SpreadWestgate,NA
126|2800,SpreadMirage,NA
126|2800,SpreadPinnacle,NA
126|2800,SpreadSBG,NA
126|2800,SpreadSIA,NA
126|2800,SpreadSportsbet,NA
126|2800,SpreadStation,NA
126|2800,SpreadWag,NA
126|2800,SpreadWestgate,NA
126|396,SpreadMirage,NA
126|396,SpreadPinnacle,NA
126|396,SpreadSBG,NA
126|396,SpreadSIA,NA
126|396,SpreadSportsbet,NA
126|396,SpreadStation,NA
126|396,SpreadWag,NA
126|396,SpreadWestgate,NA
126|86,SpreadMirage,NA
126|86,SpreadPinnacle,NA
126|86,SpreadSBG,NA
126|86,SpreadSIA,NA
126|86,SpreadSportsbet,NA
126|86,SpreadStation,NA
126|86,SpreadWag,NA
126|86,SpreadWestgate,NA
127|130,SpreadMirage,-17
127|130,SpreadPinnacle,-17
127|130,SpreadSBG,NA
127|130,SpreadSIA,-16.5
127|130,SpreadSportsbet,-16.5
127|130,SpreadStation,-17
127|130,SpreadWag,-17
127|130,SpreadWestgate,-16.5
127|158,SpreadMirage,-7
127|158,SpreadPinnacle,-6.5
127|158,SpreadSBG,-6.5
127|158,SpreadSIA,-7.5
127|158,SpreadSportsbet,-7.5
127|158,SpreadStation,-7
127|158,SpreadWag,NA
127|158,SpreadWestgate,-6.5
127|164,SpreadMirage,NA
127|164,SpreadPinnacle,-24
127|164,SpreadSBG,NA
127|164,SpreadSIA,-24
127|164,SpreadSportsbet,-24
127|164,SpreadStation,NA
127|164,SpreadWag,-24
127|164,SpreadWestgate,-22.5
127|194,SpreadMirage,-4
127|194,SpreadPinnacle,-3.5
127|194,SpreadSBG,-4
127|194,SpreadSIA,-4
127|194,SpreadSportsbet,-4
127|194,SpreadStation,-4.5
127|194,SpreadWag,NA
127|194,SpreadWestgate,-4
127|2199,SpreadMirage,NA
127|2199,SpreadPinnacle,NA
127|2199,SpreadSBG,NA
127|2199,SpreadSIA,NA
127|2199,SpreadSportsbet,-43.5
127|2199,SpreadStation,NA
127|2199,SpreadWag,-44
127|2199,SpreadWestgate,NA
127|2751,SpreadMirage,NA
127|2751,SpreadPinnacle,NA
127|2751,SpreadSBG,NA
127|2751,SpreadSIA,NA
127|2751,SpreadSportsbet,-27
127|2751,SpreadStation,NA
127|2751,SpreadWag,-28
127|2751,SpreadWestgate,NA
127|55,SpreadMirage,NA
127|55,SpreadPinnacle,NA
127|55,SpreadSBG,NA
127|55,SpreadSIA,-35.5
127|55,SpreadSportsbet,-34.5
127|55,SpreadStation,NA
127|55,SpreadWag,NA
127|55,SpreadWestgate,NA
128|131,SpreadMirage,NA
128|131,SpreadPinnacle,NA
