HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
238,61,2013,8,7.0,6.5,7.0,6.5,7.0,6.5,7.0,7.0,4,sec,7.0,7.0
151,2572,2013,8,,-24.0,-24.0,-24.0,,-24.0,,,41,cusa,-24.0,-24.0
6,2309,2013,8,-7.0,-7.5,-7.5,-7.5,,-7.5,-7.5,-7.5,17,sun-belt,-7.5,-7.5
245,2,2013,8,-13.5,-12.5,-13.0,-12.5,-13.5,-12.5,-13.0,-12.5,-4,sec,-12.75,-12.5
2633,2579,2013,8,7.5,7.5,8.0,7.0,8.0,7.5,7.5,7.5,2,sec,7.5,7.5
9,264,2013,8,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,29,pac-12,-3.5,-3.5
2649,2426,2013,8,-9.5,-9.5,-9.5,-9.0,-9.5,-9.5,-9.5,-9.5,1,mac,-9.5,-9.5
24,26,2013,8,-4.0,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,14,pac-12,-4.0,-4.0
87,30,2013,8,-3.0,-2.5,-2.5,-2.0,-2.5,-3.0,-2.5,-3.0,4,independent,-2.5,-2.5
154,120,2013,8,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24,acc,4.5,4.5
59,183,2013,8,-8.0,-8.0,-7.5,-7.5,-8.0,-8.0,-7.5,-7.5,56,acc,-7.75,-8.0
333,8,2013,8,,-29.0,-29.5,,,-30.0,,,52,sec,-29.5,-30.0
153,2390,2013,8,9.0,9.0,9.0,9.0,9.5,9.5,9.0,8.5,-4,acc,9.0,9.0
145,99,2013,8,10.0,9.5,9.5,9.5,10.5,10.0,10.0,10.0,3,sec,10.0,10.0
2348,249,2013,8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-15,cusa,3.5,3.5
194,2294,2013,8,,-18.5,-18.5,-19.0,,-19.0,,,10,big-ten,-18.75,-19.0
197,2628,2013,8,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-6.5,-6.5,14,big-12,-7.0,-7.0
2117,2459,2013,8,,14.5,14.5,15.0,,15.0,,,-21,mac,14.75,14.5
77,135,2013,8,-13.0,-12.5,-12.5,-12.0,,-12.5,-12.5,-12.5,-3,big-ten,-12.5,-12.5
127,2509,2013,8,,-28.0,-28.0,,,-27.5,,,14,big-ten,-28.0,-28.0
2305,201,2013,8,,21.0,21.0,21.5,,21.5,,,-15,big-12,21.25,21.0
248,252,2013,8,9.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,-1,american,10.0,10.0
142,57,2013,8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19,sec,3.0,3.0
2199,195,2013,8,,14.0,13.5,14.0,,14.0,,13.5,-28,mac,14.0,14.0
97,2116,2013,8,-14.0,-14.0,-14.5,-14.5,-14.0,-14.0,-14.0,-14.0,-3,american,-14.0,-14.0
218,349,2013,8,,1.0,1.0,1.0,,1.0,0.0,1.0,19,american,1.0,1.0
193,2006,2013,8,6.5,6.0,6.0,6.5,7.0,6.0,6.0,6.0,-7,mac,6.0,6.0
130,84,2013,8,-9.0,-8.5,-8.5,-9.0,-8.5,-8.0,-8.5,-8.5,16,big-ten,-8.5,-8.5
258,150,2013,8,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-13,acc,-2.5,-2.5
2084,113,2013,8,,-20.0,-20.0,-19.5,,-19.5,,,29,mac,-19.75,-20.0
239,66,2013,8,,,-32.0,,,-32.0,,,64,big-12,-32.0,-32.0
277,2641,2013,8,4.5,4.5,4.0,4.0,5.0,3.5,4.0,4.5,-10,big-12,4.25,4.0
2751,36,2013,8,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,-30,mwc,-7.0,-7.0
235,2567,2013,8,-3.0,-3.0,-3.0,-3.5,-3.5,-3.5,-3.0,-3.0,-5,american,-3.0,-3.0
2711,2050,2013,8,,19.0,19.0,19.5,,20.0,,,-21,mac,19.25,19.0
326,2247,2013,8,,-16.5,-16.5,-16.5,,-16.5,,,7,sun-belt,-16.5,-16.5
2132,41,2013,8,-14.5,-14.5,-14.5,-14.5,,-15.0,,,25,american,-14.5,-14.5
