HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
59,61,2013,14,3.0,2.5,3.0,3.0,3.0,2.5,3.0,3.0,-7,acc,3.0,3.0
344,145,2013,14,4.0,4.0,3.5,4.0,4.5,4.0,3.5,4.0,7,sec,4.0,4.0
264,265,2013,14,-17.0,-17.5,-17.5,-17.0,,-17.0,,,10,pac-12,-17.0,-17.0
2,333,2013,14,10.5,10.0,10.0,10.0,10.5,10.5,10.0,10.0,6,sec,10.0,10.0
98,2032,2013,14,-6.0,-6.0,-6.0,-5.5,,-5.5,-5.5,-6.0,3,sun-belt,-6.0,-6.0
5,2572,2013,14,,-14.5,-14.5,-14.5,,-15.0,,,-35,cusa,-14.5,-14.5
2483,204,2013,14,,-24.0,-24.0,-24.0,,-24.0,,,1,pac-12,-24.0,-24.0
23,278,2013,14,10.5,10.5,10.5,10.5,11.0,11.0,11.0,10.5,10,mwc,10.5,10.5
328,2751,2013,14,,-24.0,-24.5,-24.0,,-24.0,,,28,mwc,-24.0,-24.0
356,77,2013,14,4.0,4.0,4.0,3.5,4.0,3.5,3.5,4.0,-3,big-ten,4.0,4.0
130,194,2013,14,17.0,17.0,17.0,17.0,17.0,18.0,,,-1,big-ten,17.0,17.0
254,38,2013,14,-15.5,-16.5,-16.5,-16.5,,-16.0,,,7,pac-12,-16.5,-16.5
183,103,2013,14,1.5,2.5,2.5,1.5,2.5,2.5,2.5,3.0,3,acc,2.5,2.5
36,2005,2013,14,-16.5,-17.5,-17.5,-17.5,,-17.5,,,45,mwc,-17.5,-17.5
2393,2638,2013,14,,-24.0,-24.0,-24.0,,-24.0,,,31,cusa,-24.0,-24.0
2116,58,2013,14,,-27.5,-27.0,,,-27.0,,,3,american,-27.0,-27.0
152,120,2013,14,,3.0,2.5,2.0,3.0,2.5,2.5,3.0,-20,acc,2.5,2.5
41,164,2013,14,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,11,american,2.5,2.5
166,70,2013,14,-3.0,-3.0,-2.5,-3.0,,-3.0,-3.5,-3.0,8,independent,-3.0,-3.0
99,8,2013,14,,-28.0,-28.0,,,-28.0,,,4,sec,-28.0,-28.0
57,52,2013,14,,,28.0,,,28.0,,,-30,sec,28.0,28.0
2006,2649,2013,14,10.5,11.0,11.0,11.0,10.5,11.0,11.0,11.0,2,mac,11.0,11.0
221,2390,2013,14,1.0,1.5,1.5,1.0,1.5,1.5,1.5,1.5,-10,acc,1.5,1.5
258,259,2013,14,10.5,11.5,11.0,11.0,10.5,11.0,11.0,11.0,-10,acc,11.0,11.0
202,249,2013,14,4.5,4.0,4.0,4.0,4.5,4.0,4.5,4.0,-32,cusa,4.0,4.0
158,2294,2013,14,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-21,big-ten,-3.0,-3.0
235,218,2013,14,-8.0,-8.5,-8.0,-9.0,-8.5,-9.0,-8.5,-8.0,-20,american,-8.5,-8.5
2653,326,2013,14,-9.0,-8.5,-8.5,-9.0,,-8.5,-8.5,-8.5,14,sun-belt,-8.5,-8.5
127,135,2013,14,-17.0,-17.0,-17.0,-17.0,-16.5,-17.0,,,11,big-ten,-17.0,-17.0
2084,189,2013,14,3.5,3.5,3.5,3.0,3.5,3.5,3.5,3.5,-17,mac,3.5,3.5
275,213,2013,14,,-25.0,-25.0,,,-25.0,,,-7,big-ten,-25.0,-25.0
84,2509,2013,14,,-20.0,-20.0,-20.0,,-20.0,,,20,big-ten,-20.0,-20.0
2440,252,2013,14,15.5,15.5,15.5,16.0,15.5,16.5,,,-5,mwc,15.5,15.5
2050,193,2013,14,,,-35.0,,,,,,41,mac,-35.0,-35.0
2226,2229,2013,14,,,-28.0,,,-28.0,,,15,cusa,-28.0,-28.0
238,154,2013,14,-14.0,-14.0,-14.5,-14.5,,-14.5,-14.5,,2,sec,-14.5,-14.5
276,151,2013,14,-3.5,-3.0,-3.0,-3.5,-3.0,-3.5,-3.0,-3.0,31,cusa,-3.0,-3.0
2636,2348,2013,14,-16.0,-16.0,-16.0,-16.5,,-16.0,,,20,cusa,-16.0,-16.0
153,150,2013,14,-4.5,-5.0,-5.0,-4.5,-5.0,-4.5,-4.5,-4.5,-2,acc,-4.5,-4.5
2117,2199,2013,14,,-17.5,-18.0,-17.5,,-17.5,,,32,mac,-17.5,-17.5
242,2655,2013,14,-10.5,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,4,cusa,-10.0,-10.0
195,113,2013,14,,-20.0,-19.5,-19.5,,-19.5,,,28,mac,-19.5,-19.5
2305,2306,2013,14,,18.0,18.0,18.0,,18.0,,,-21,big-12,18.0,18.0
277,66,2013,14,-7.5,-7.5,-7.5,-7.5,-7.5,-8.0,-8.0,-7.5,-8,big-12,-7.5,-7.5
251,2641,2013,14,-5.0,-6.0,-5.0,-6.0,-5.5,-5.5,-6.0,-6.0,25,big-12,-5.75,-6.0
248,2567,2013,14,-9.5,-8.5,-8.5,-8.5,-9.5,-8.5,-9.0,-8.5,34,american,-8.5,-8.5
2247,6,2013,14,8.0,7.5,7.5,9.0,,8.0,7.5,7.5,-21,sun-belt,7.5,7.5
2628,239,2013,14,13.5,14.0,14.0,14.0,14.0,14.5,13.5,14.0,-3,big-12,14.0,14.0
