HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
57,61,2013,10,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,-3,sec,3.5,3.5
2579,344,2013,10,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-13.0,-13.5,18,sec,-13.0,-13.0
6,2032,2013,10,-3.5,-3.0,-3.0,-3.0,,-3.0,-3.0,-3.0,-1,sun-belt,-3.0,-3.0
249,242,2013,10,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,12,cusa,-2.5,-2.5
5,2393,2013,10,3.5,3.5,3.5,3.5,,4.0,3.5,3.5,-3,cusa,3.5,3.5
276,2572,2013,10,,,-31.5,,,,,,48,cusa,-31.5,-31.5
2247,98,2013,10,,18.5,18.5,18.5,,18.5,,,-16,sun-belt,18.5,18.5
2006,2309,2013,10,,-2.0,-2.0,-1.0,,-2.0,-2.0,-2.0,9,mac,-2.0,-2.0
8,2,2013,10,9.0,9.5,9.5,9.5,9.5,9.5,9.0,9.5,-18,sec,9.5,9.5
87,2426,2013,10,,-16.5,-16.5,-17.0,,-17.0,,,4,independent,-16.75,-17.0
265,9,2013,10,11.0,11.0,11.0,11.0,11.0,11.0,11.5,11.0,-34,pac-12,11.0,11.0
25,12,2013,10,,14.0,14.5,15.5,,15.5,,,-5,pac-12,15.0,15.5
204,30,2013,10,-5.0,-5.5,-5.5,-5.5,-5.0,-5.0,-5.0,-5.5,-17,pac-12,-5.25,-5.5
158,77,2013,10,-4.0,-4.0,-4.5,-3.5,-4.5,-4.5,-4.0,-4.0,3,big-ten,-4.0,-4.0
2509,194,2013,10,,,31.5,,,,,,-56,big-ten,31.5,31.5
26,38,2013,10,,-29.5,-30.5,,,,,,22,pac-12,-30.0,-30.5
2439,23,2013,10,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,-10,mwc,5.0,5.0
248,58,2013,10,,-18.5,-18.5,-19.5,,-20.0,,,12,american,-19.0,-18.5
142,2633,2013,10,-11.5,-11.0,-11.0,-11.0,-12.0,-11.0,-11.0,-11.0,28,sec,-11.0,-11.0
152,153,2013,10,5.5,5.0,5.0,5.5,5.5,5.0,5.0,5.0,-8,acc,5.0,5.0
59,221,2013,10,-11.0,-11.5,-11.5,-11.5,-11.5,-11.5,-11.0,-11.5,11,acc,-11.5,-11.5
103,259,2013,10,4.0,4.0,4.0,4.0,4.5,4.5,4.0,4.0,7,acc,4.0,4.0
2641,197,2013,10,,2.0,2.0,2.0,1.5,1.5,2.0,2.0,-18,big-12,2.0,2.0
164,218,2013,10,-12.5,-11.5,-12.0,-12.5,,-11.5,-12.0,-11.5,3,american,-12.0,-11.5
70,326,2013,10,,10.0,10.5,10.5,,11.0,11.0,10.5,-16,independent,10.5,10.5
113,2459,2013,10,,28.0,28.0,,,28.5,,,-44,mac,28.0,28.0
127,130,2013,10,-3.5,-3.5,-4.5,-4.0,-5.0,-4.5,-4.5,-4.0,23,big-ten,-4.25,-4.5
84,135,2013,10,-7.5,-7.5,-7.5,-7.5,-8.0,-8.0,-7.5,-7.5,-3,big-ten,-7.5,-7.5
213,356,2013,10,-13.0,-13.5,-13.5,-13.5,-13.0,-13.0,-13.0,-14.0,7,big-ten,-13.25,-13.0
96,2011,2013,10,,,-27.5,,,,,,34,sec,-27.5,-27.5
183,154,2013,10,-4.0,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,13,acc,-4.0,-4.0
2005,349,2013,10,0.0,1.0,1.0,0.0,,1.0,1.0,1.5,14,mwc,1.0,1.0
258,228,2013,10,,17.5,17.5,18.0,,18.0,,,-49,acc,17.75,17.5
2628,277,2013,10,-11.5,-11.0,-11.0,-11.0,-12.0,-12.0,-11.0,-11.0,-3,big-12,-11.0,-11.0
2294,275,2013,10,9.0,8.5,9.0,9.5,9.5,9.5,8.5,8.5,-19,big-ten,9.0,8.5
2229,151,2013,10,,27.0,27.0,,,27.0,,,-21,cusa,27.0,27.0
2653,2433,2013,10,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.5,-3.5,-12,sun-belt,-3.0,-3.0
2649,2199,2013,10,,,-30.5,,,,,,39,mac,-30.5,-30.5
309,166,2013,10,,,-32.5,,,,,,14,sun-belt,-32.5,-32.5
202,2636,2013,10,-3.5,-3.5,-4.0,-3.5,,-4.0,-4.0,-3.0,-19,cusa,-3.5,-4.0
2226,2655,2013,10,,-3.0,-3.0,-2.5,,-2.5,-3.0,-3.0,17,cusa,-3.0,-3.0
251,2305,2013,10,,-27.0,-27.0,,,,,,22,big-12,-27.0,-27.0
2306,66,2013,10,,-17.0,-17.0,-17.5,,-17.5,,,34,big-12,-17.25,-17.5
328,62,2013,10,,-24.0,-24.0,-24.0,,-24.0,,,37,mwc,-24.0,-24.0
