HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
2633,61,2013,6,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,-3,sec,13.5,13.5
238,142,2013,6,,2.5,3.0,2.5,2.5,2.5,2.5,3.0,-23,sec,2.5,2.5
2,145,2013,6,3.0,3.0,3.0,3.0,2.5,2.5,2.0,3.0,8,sec,3.0,3.0
25,265,2013,6,,1.5,2.0,2.0,1.5,1.5,1.5,,-22,pac-12,1.5,1.5
5,2226,2013,6,-3.5,-3.0,-3.5,-3.5,-4.0,-3.5,-4.0,-3.5,-14,cusa,-3.5,-3.5
202,242,2013,6,-3.0,-3.0,-3.0,-3.5,-3.0,-3.5,-3.5,-3.0,-3,cusa,-3.0,-3.0
2433,98,2013,6,7.0,7.5,7.5,7.5,7.5,7.0,7.5,7.5,-21,sun-belt,7.5,7.5
38,2483,2013,6,,,38.0,,,,,,-41,pac-12,38.0,38.0
21,2440,2013,6,-6.0,-6.0,-6.5,-6.0,-6.0,-6.5,-6.5,-6.5,7,mwc,-6.25,-6.5
70,278,2013,6,,27.5,27.5,,,27.5,,,-47,independent,27.5,27.5
87,9,2013,6,6.5,6.5,7.0,6.5,7.0,7.0,7.0,7.0,3,independent,7.0,7.0
254,26,2013,6,5.5,5.0,5.0,6.0,6.0,6.0,5.0,5.0,-7,pac-12,5.25,5.0
2426,2005,2013,6,-13.5,-13.5,-14.0,-14.0,-13.5,-13.5,-13.5,-14.0,18,independent,-13.5,-13.5
218,97,2013,6,,,33.0,,,,,,-23,american,33.0,33.0
52,120,2013,6,-17.0,-17.0,-17.5,-17.5,,-17.0,,,63,acc,-17.0,-17.0
2567,164,2013,6,4.0,3.5,3.5,3.5,4.0,4.0,3.5,3.5,-3,american,3.5,3.5
154,152,2013,6,7.5,7.5,8.0,8.0,7.5,7.5,7.5,7.5,15,acc,7.5,7.5
57,8,2013,6,-13.0,-12.5,-12.5,-13.0,-13.0,-13.5,-12.5,-12.5,20,sec,-12.75,-12.5
58,2132,2013,6,11.0,10.5,10.5,11.0,11.0,11.0,11.0,10.5,6,american,11.0,11.0
259,153,2013,6,-8.0,-8.5,-8.0,-8.0,-8.5,-8.0,-8.0,-8.5,10,acc,-8.0,-8.0
344,99,2013,6,7.0,7.0,7.0,7.0,7.5,8.0,7.0,7.0,-33,sec,7.0,7.0
2655,249,2013,6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,cusa,3.0,3.0
66,251,2013,6,7.0,7.0,7.5,7.0,7.0,7.0,7.0,7.0,-1,big-12,7.0,7.0
201,2628,2013,6,-10.0,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,3,big-12,-10.5,-10.5
309,326,2013,6,-11.0,-11.0,-10.5,-11.5,,-11.0,-11.0,-11.0,24,sun-belt,-11.0,-11.0
2309,2459,2013,6,,8.0,8.5,8.0,8.5,8.5,8.5,8.5,-14,mac,8.5,8.5
2294,127,2013,6,-2.0,-1.5,-1.5,-2.0,-2.0,-2.0,-2.0,,-12,big-ten,-2.0,-2.0
130,135,2013,6,,-18.5,-18.0,-19.5,,-18.0,,,29,big-ten,-18.25,-18.0
84,213,2013,6,3.5,3.5,3.5,3.5,4.0,3.5,3.0,3.5,20,big-ten,3.5,3.5
158,356,2013,6,-9.0,-8.5,-8.0,-8.5,-8.0,-8.5,-8.0,-8.5,20,big-ten,-8.5,-8.5
328,252,2013,6,-5.5,-6.0,-6.5,-6.0,-6.0,-6.5,-6.0,-6.0,-17,mwc,-6.0,-6.0
2006,195,2013,6,,3.0,3.0,3.0,3.0,3.5,3.0,3.0,-40,mac,3.0,3.0
235,2116,2013,6,9.5,9.5,9.5,9.5,10.0,10.0,9.0,10.0,-7,american,9.5,9.5
2572,2229,2013,6,,-16.5,-16.5,-16.5,,-17.0,,,-1,cusa,-16.5,-16.5
2579,96,2013,6,,-21.5,-21.5,-22.5,,-22.5,,,7,sec,-22.0,-22.5
103,349,2013,6,-11.5,-12.0,-11.0,-11.0,,-11.5,-11.0,-11.5,21,acc,-11.5,-11.5
2649,2711,2013,6,,-23.5,-23.5,-24.0,,-23.5,,,27,mac,-23.5,-23.5
183,228,2013,6,14.0,14.0,13.5,13.5,14.0,13.5,13.5,13.0,-35,acc,13.5,13.5
193,2117,2013,6,,2.5,3.0,3.0,3.0,3.0,3.0,3.0,-12,mac,3.0,3.0
2390,59,2013,6,-6.0,-6.0,-5.5,-5.5,-6.5,-6.5,-5.5,-6.0,15,acc,-6.0,-6.0
2393,151,2013,6,7.5,8.0,8.0,7.5,7.5,8.0,7.5,8.0,-7,cusa,7.75,7.5
2638,2348,2013,6,1.5,1.5,1.5,2.5,2.0,1.5,1.5,1.5,-3,cusa,1.5,1.5
2084,2199,2013,6,,-13.0,-13.0,-13.0,,-13.5,-13.0,-13.0,28,mac,-13.0,-13.0
167,166,2013,6,-11.5,-12.5,-12.5,-11.5,-12.0,-12.0,-12.0,-12.0,49,mwc,-12.0,-12.0
276,2636,2013,6,-15.0,-16.5,-16.5,-16.5,,-15.5,,,24,cusa,-16.5,-16.5
189,113,2013,6,,-27.0,-27.0,,,-27.0,,,21,mac,-27.0,-27.0
197,2306,2013,6,-14.0,-12.5,-13.0,-13.5,-13.5,-13.0,-13.0,-13.0,4,big-12,-13.0,-13.0
2305,2641,2013,6,,16.5,16.5,17.0,,16.5,,,-38,big-12,16.5,16.5
258,2050,2013,6,,-3.5,-3.5,-3.0,-3.0,-3.5,-3.5,-3.0,-21,acc,-3.5,-3.5
333,2247,2013,6,,,-54.0,,,,,,42,sec,-54.0,-54.0
2653,6,2013,6,-3.5,-3.5,-3.5,-3.5,,-3.5,-3.5,-3.5,1,sun-belt,-3.5,-3.5
