HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
2,2226,2013,9,,-23.0,-23.0,-23.5,,-23.5,,,35,sec,-23.25,-23.5
142,2579,2013,9,-3.0,-3.0,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3,sec,-3.0,-3.0
23,2751,2013,9,-11.0,-10.0,-10.5,-10.5,-10.5,-10.5,-10.5,-10.0,7,mwc,-10.5,-10.5
2483,26,2013,9,,-23.5,-23.5,-23.5,,-24.0,,,28,pac-12,-23.5,-23.5
2294,77,2013,9,-4.0,-3.5,-3.5,-4.0,-4.0,-4.0,-3.5,-4.0,7,big-ten,-4.0,-4.0
153,103,2013,9,-5.5,-5.0,-5.5,-6.0,-6.0,-6.0,-5.5,-5.0,24,acc,-5.5,-6.0
30,254,2013,9,-6.0,-5.0,-5.0,-5.5,-4.5,-4.5,-4.5,-5.0,16,pac-12,-5.0,-5.0
242,2638,2013,9,,-19.5,-19.0,-19.0,,-19.0,,,38,cusa,-19.0,-19.0
58,97,2013,9,,20.0,19.5,20.0,,20.0,,,-31,american,20.0,20.0
145,70,2013,9,,,-42.0,,,,,,45,sec,-42.0,-42.0
52,152,2013,9,,,-35.0,,,-35.0,,,32,acc,-35.0,-35.0
245,238,2013,9,,-17.5,-17.5,-18.0,,-17.5,,,32,sec,-17.5,-17.5
333,2633,2013,9,,,-28.0,,,-28.0,,,35,sec,-28.0,-28.0
189,2649,2013,9,-4.0,-4.0,-4.0,-4.5,,-4.5,-4.0,-4.0,-3,mac,-4.0,-4.0
2426,221,2013,9,4.5,5.0,4.5,4.5,4.5,4.0,4.0,5.0,3,independent,4.5,4.5
2572,249,2013,9,12.0,12.0,12.0,12.5,,12.0,12.0,12.5,-41,cusa,12.0,12.0
66,197,2013,9,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,-31,big-12,13.5,13.5
2628,251,2013,9,-2.5,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0,-23,big-12,-3.0,-3.0
2567,218,2013,9,-14.0,-14.0,-14.0,-14.5,-14.5,-14.0,-14.0,-14.0,10,american,-14.0,-14.0
356,127,2013,9,9.0,7.5,7.5,7.5,9.0,8.0,8.0,7.5,-39,big-ten,7.75,7.5
195,193,2013,9,,-26.0,-26.0,,,-26.5,,,25,mac,-26.0,-26.0
344,96,2013,9,-12.0,-12.5,-12.5,-10.0,-12.0,-12.5,-12.0,-12.5,6,sec,-12.25,-12.5
98,2653,2013,9,-10.5,-10.5,-10.5,-10.5,,-10.0,-10.0,-10.5,-6,sun-belt,-10.5,-10.5
2636,5,2013,9,-7.5,-7.5,-7.5,-8.0,,-7.5,-8.0,-7.5,21,cusa,-7.5,-7.5
99,231,2013,9,,,-47.0,,,,,,32,sec,-47.0,-47.0
2390,154,2013,9,,-26.0,-26.0,-26.0,,-26.0,,,3,acc,-26.0,-26.0
113,2711,2013,9,-4.0,-4.0,-4.0,-4.0,,-4.5,-4.0,-4.0,-1,mac,-4.0,-4.0
120,228,2013,9,17.0,16.5,16.5,17.0,17.5,17.0,,,-13,acc,17.0,17.0
2306,277,2013,9,-13.0,-13.5,-13.5,-13.0,-13.0,-13.0,-13.0,-13.5,23,big-12,-13.0,-13.0
135,158,2013,9,10.5,10.0,10.5,10.5,11.0,11.0,10.0,10.0,11,big-ten,10.5,10.0
2440,2439,2013,9,-6.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-5,mwc,-6.5,-6.5
258,59,2013,9,10.0,10.0,10.5,10.0,10.0,10.0,10.0,10.5,-10,acc,10.0,10.0
2655,202,2013,9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7,cusa,3.0,3.0
2229,2348,2013,9,5.5,4.5,4.5,5.0,,4.5,5.5,4.5,-16,cusa,4.5,4.5
259,150,2013,9,-13.0,-12.0,-12.0,-13.0,-13.0,-13.5,-12.5,-12.5,-3,acc,-12.75,-13.0
164,248,2013,9,-6.5,-5.5,-6.0,-6.0,-6.5,-6.0,-6.0,-5.5,-35,american,-6.0,-6.0
2459,2199,2013,9,,,-32.5,,,-31.5,,,39,mac,-32.0,-32.5
2309,2084,2013,9,,3.0,3.0,,,3.0,3.0,3.0,-20,mac,3.0,3.0
201,2641,2013,9,-6.5,-7.0,-7.0,-6.5,-7.0,-6.5,-7.0,-7.0,8,big-12,-7.0,-7.0
2393,276,2013,9,10.0,10.0,10.0,9.5,9.5,9.5,9.5,10.0,2,cusa,9.75,9.5
2006,2050,2013,9,10.0,10.0,10.0,9.5,,10.5,,10.0,-18,mac,10.0,10.0
252,68,2013,9,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,17,independent,-7.0,-7.0
2433,2247,2013,9,-14.0,-15.5,-16.5,-14.5,,-15.5,-15.5,,28,sun-belt,-15.5,-15.5
326,6,2013,9,,2.5,2.5,3.0,,2.5,2.5,3.0,2,sun-belt,2.5,2.5
2005,87,2013,9,,19.5,19.5,20.0,,19.5,,,-35,mwc,19.5,19.5
2116,41,2013,9,,-24.0,-24.5,-24.0,,-24.5,,,45,american,-24.25,-24.5
2305,239,2013,9,,,35.0,,,,,,-45,big-12,35.0,35.0
