HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
2,61,2013,12,-3.5,-3.0,-3.0,-3.5,-3.5,-3.5,-3.0,-3.0,5,sec,-3.25,-3.5
12,265,2013,12,-10.5,-11.0,-11.0,-11.0,-11.5,-11.0,-11.5,-11.0,-7,pac-12,-11.0,-11.0
2572,2226,2013,12,,17.0,17.5,18.0,,17.5,,,-34,cusa,17.5,17.5
2247,309,2013,12,,21.0,20.5,21.0,,20.5,,,-14,sun-belt,20.75,20.5
26,264,2013,12,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,10,pac-12,-3.0,-3.0
38,25,2013,12,0.0,-1.0,-1.0,0.0,-1.0,-1.5,-1.0,-1.0,17,pac-12,-1.0,-1.0
356,194,2013,12,,,34.0,,,,,,-25,big-ten,34.0,34.0
2483,254,2013,12,,,-28.0,,,-28.5,,,23,pac-12,-28.25,-28.5
259,120,2013,12,-14.5,-14.0,-14.5,-14.5,,-14.5,,-14.5,-3,acc,-14.5,-14.5
103,152,2013,12,-7.5,-7.0,-7.0,-7.0,-8.0,-7.0,-7.0,-7.0,17,acc,-7.0,-7.0
52,183,2013,12,,,-37.5,,,,,,56,acc,-37.5,-37.5
164,2132,2013,12,0.0,0.0,0.0,-1.5,-1.0,-1.0,-1.0,0.0,-35,american,-0.5,0.0
150,2390,2013,12,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,18,acc,3.5,3.5
221,153,2013,12,-1.0,-1.0,-1.0,-2.0,1.0,-1.0,-1.0,-1.0,-7,acc,-1.0,-1.0
251,197,2013,12,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-25,big-12,3.0,3.0
2306,2628,2013,12,-11.5,-11.5,-12.0,-12.0,-12.5,-12.0,-12.0,-12.5,2,big-12,-12.0,-12.0
158,127,2013,12,6.0,5.5,5.5,5.0,5.5,5.5,5.5,5.0,-13,big-ten,5.5,5.5
77,130,2013,12,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0,-2.5,-3.0,-8,big-ten,-2.75,-3.0
213,2509,2013,12,,-21.5,-21.5,-22.5,,-22.0,,,24,big-ten,-21.75,-21.5
2309,193,2013,12,,-19.5,-19.5,-18.5,,-19.5,,,18,mac,-19.5,-19.5
218,2116,2013,12,17.5,,17.5,18.0,,17.5,,,-3,american,17.5,17.5
238,96,2013,12,-12.5,-11.0,-12.0,-11.0,-11.5,-11.0,-11.5,-11.0,16,sec,-11.25,-11.0
145,2653,2013,12,,,-28.0,,,,,,30,sec,-28.0,-28.0
151,5,2013,12,,,-28.5,,,-28.5,,,49,cusa,-28.5,-28.5
113,2006,2013,12,,7.0,7.0,7.0,,7.0,7.0,7.0,-1,mac,7.0,7.0
2305,277,2013,12,6.5,6.5,7.0,7.0,7.0,7.0,7.0,6.5,12,big-12,7.0,7.0
275,84,2013,12,,-27.0,-26.5,,,-26.5,,,48,big-ten,-26.5,-26.5
2711,2117,2013,12,,3.0,3.0,3.0,,3.0,3.0,3.0,-5,mac,3.0,3.0
228,59,2013,12,-10.5,-10.5,-10.5,-10.5,-10.5,-11.0,-10.5,-10.5,24,acc,-10.5,-10.5
201,66,2013,12,,-23.0,-23.0,,,-24.0,,,38,big-12,-23.0,-23.0
202,276,2013,12,13.5,13.5,13.0,13.5,14.0,12.5,13.0,13.0,-11,cusa,13.25,13.0
2459,2050,2013,12,-8.5,-8.5,-8.0,-8.0,-8.5,-8.5,-8.5,-8.0,21,mac,-8.5,-8.5
2426,6,2013,12,-7.0,-7.0,-7.5,-7.5,-7.0,-7.5,-7.5,-7.0,28,independent,-7.25,-7.5
2567,41,2013,12,-15.5,-14.5,-14.5,-15.0,,-14.5,,-14.0,17,american,-14.5,-14.5
