HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
8,344,2013,13,,2.5,2.5,3.0,,2.0,2.5,2.5,-7,sec,2.5,2.5
5,242,2013,13,,17.0,17.0,17.5,,17.5,,,-3,cusa,17.25,17.0
2572,2393,2013,13,,24.0,23.5,23.5,,23.5,,,-21,cusa,23.5,23.5
99,245,2013,13,-4.0,-3.5,-3.5,-3.5,-4.0,-3.5,-3.5,-3.5,24,sec,-3.5,-3.5
12,2483,2013,13,,20.5,20.0,20.0,,20.5,,,26,pac-12,20.25,20.0
23,2426,2013,13,,-1.0,-1.0,-1.5,0.0,-1.0,,-1.0,-6,mwc,-1.0,-1.0
24,25,2013,13,,,-31.5,,,,,,50,pac-12,-31.5,-31.5
120,103,2013,13,-2.0,-2.0,-2.0,-1.5,-1.0,-1.0,-2.0,-2.5,-3,acc,-2.0,-2.0
265,254,2013,13,,-2.0,-2.0,-2.5,,-2.0,-1.5,,12,pac-12,-2.0,-2.0
2655,2638,2013,13,,-16.0,-16.0,-16.0,,-16.0,,,42,cusa,-16.0,-16.0
2116,164,2013,13,,-20.0,-19.5,-19.5,,-19.5,,,24,american,-19.5,-19.5
97,235,2013,13,,-22.5,-23.0,-22.5,,-23.0,,,7,american,-22.75,-23.0
52,70,2013,13,,,-58.5,,,,,,66,acc,-58.5,-58.5
57,290,2013,13,,,-28.5,,,,,,-6,sec,-28.5,-28.5
248,2132,2013,13,-2.5,-2.5,-2.5,-2.0,-3.0,-2.5,-2.5,-2.5,-7,american,-2.5,-2.5
183,221,2013,13,,1.0,1.0,1.5,,0.0,1.0,,-1,acc,1.0,1.0
59,2010,2013,13,,,-52.5,,,,,,59,acc,-52.5,-52.5
153,295,2013,13,,,-17.0,,,,,,60,acc,-17.0,-17.0
2649,2459,2013,13,2.0,1.0,1.0,2.0,2.5,2.5,1.5,1.0,-18,mac,1.75,1.0
77,127,2013,13,6.5,6.5,7.0,6.5,7.0,6.5,6.5,6.5,-24,big-ten,6.5,6.5
2294,130,2013,13,-5.5,-6.0,-6.0,-5.5,-6.0,-6.0,-6.0,-6.0,3,big-ten,-6.0,-6.0
2199,189,2013,13,,26.5,26.5,26.0,,26.5,,,-51,mac,26.5,26.5
2509,356,2013,13,7.0,6.5,7.0,,7.0,6.5,6.5,6.5,-4,big-ten,6.5,6.5
2306,201,2013,13,-4.5,-5.5,-5.5,-4.0,-5.0,-4.5,-5.0,-5.0,-10,big-12,-5.0,-5.0
87,252,2013,13,1.5,3.0,2.5,1.0,1.5,1.0,2.0,2.5,10,independent,1.75,1.0
2390,258,2013,13,,-21.0,-20.5,-20.5,,-20.5,,,19,acc,-20.5,-20.5
194,84,2013,13,,,-32.5,,,,,,28,big-ten,-32.5,-32.5
213,158,2013,13,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,,-3,big-ten,0.0,0.0
135,275,2013,13,17.0,15.5,15.5,16.5,,16.5,,,-13,big-ten,16.5,15.5
2005,2439,2013,13,-2.0,-2.0,-2.0,-2.0,-1.5,-1.5,-1.5,-2.0,-20,mwc,-2.0,-2.0
152,151,2013,13,5.0,4.5,4.5,4.5,6.0,5.0,4.5,4.5,-14,acc,4.5,4.5
154,150,2013,13,6.5,6.5,7.0,6.5,7.0,,6.5,7.0,-7,acc,6.5,6.5
2226,166,2013,13,,-23.5,-23.5,-23.0,,-23.0,,,45,cusa,-23.25,-23.5
249,2636,2013,13,-9.5,-10.0,-9.5,-9.5,,-9.5,-9.5,-10.0,-8,cusa,-9.5,-9.5
2117,113,2013,13,,-13.0,-12.5,-13.0,,-14.0,-13.5,-12.5,37,mac,-13.0,-13.0
328,36,2013,13,-11.0,-10.5,-11.0,-11.0,-12.0,-11.0,-11.0,-11.0,13,mwc,-11.0,-11.0
2229,276,2013,13,,,31.5,,,,,,-38,cusa,31.5,31.5
278,167,2013,13,,,-34.5,,,,,,41,mwc,-34.5,-34.5
228,2643,2013,13,,,-40.5,,,,,,46,acc,-40.5,-40.5
2032,2247,2013,13,,-24.5,-24.5,-25.0,,-24.5,,,2,sun-belt,-24.5,-24.5
2751,62,2013,13,-6.5,-5.5,-5.5,-5.5,-6.5,-5.5,-5.5,-5.5,3,mwc,-5.5,-5.5
333,236,2013,13,,,-48.0,,,,,,49,sec,-48.0,-48.0
2579,324,2013,13,,,-34.5,,,,,,60,sec,-34.5,-34.5
