HomeID,VisID,SpreadMed
158,2483,-3.0
222,119,
47,2261,
2309,2405,-15.0
145,333,10.5
2459,21,13.0
259,103,-6.5
113,2229,1.25
2751,302,-23.5
2579,151,-1.5
2120,2049,
568,2894,
356,2711,3.0
2207,60,
2594,2364,
147,2848,
36,2458,-21.5
96,166,-22.0
2065,2634,
2382,2635,
2447,2916,
2283,2003,
2754,2523,
219,2329,
204,304,-43.5
2529,2368,
155,233,
2688,17,
163,322,
3112,2846,
290,2433,-27.0
2428,395,
391,2171,
2210,2220,
2413,2339,
2736,2676,
2729,2450,
152,295,-24.5
2232,2805,
284,2089,
2047,2258,
2097,2506,
131,437,
2083,172,
2429,2199,1.5
2804,110242,
2241,2643,
154,48,-24.0
2641,2348,-11.0
386,2486,
341,2896,
308,2224,
2582,2011,
79,93,
620,2086,
2567,2335,-15.0
132,2844,
399,107,
306,3071,
200,2191,
2655,2426,6.75
2904,2810,
3066,134,
2033,2028,
231,236,
2546,282,
2116,120,11.0
125,128,
2331,2839,
2834,108358,
2110,2466,
2586,2292,
2042,32,
267,2013,
2464,2424,
2733,359,
2010,2504,
174,175,
2264,2568,
191,427,
2377,2617,
137,2118,
294,2206,
50,2657,
159,160,
2980,2746,
2,245,-1.25
2347,2639,
332,424,
2166,2940,
3110,390,
2302,188,
309,6,-1.5
2571,13,
2296,2755,
2336,2369,
2687,2815,
99,344,-13.0
2822,2444,
2572,2653,-9.5
2560,53,
146,2963,
2371,203,
2638,349,3.5
2453,2673,
331,2460,
57,249,-33.0
142,61,7.0
87,127,-7.5
201,194,2.0
8,326,-28.5
2658,2395,
2277,2000,
2231,2122,
90,196,
2627,2025,
77,150,-4.0
583,2399,
24,30,-7.5
2194,2588,
2692,16,
2320,2534,
2402,2654,
2640,2400,
2570,613,
264,2502,-42.5
2401,2695,
2888,2927,
2440,2084,-12.5
2829,2278,
29,415,
252,26,3.5
25,251,8.0
23,254,13.5
12,62,-24.0
205,2475,
110243,2704,
2128,2707,
2017,2986,
59,228,10.5
2583,2022,
18,114,
2199,2751,6.0
2567,2628,22.0
254,30,-3.0
333,2309,-42.5
274,109,
174,237,
2646,2102,
2528,2779,
2830,284,
452,2884,
164,2294,15.0
587,2974,
2776,2557,
131,2838,
110,402,
218,2429,-24.5
2442,3112,
66,23,-8.5
127,275,-3.5
135,36,-17.0
2818,2827,
145,61,-7.0
311,256,
2509,2440,-3.5
2487,2441,
2205,2291,
58,52,4.0
2967,2843,
258,2117,5.5
259,151,-14.5
268,2286,
2329,163,
2771,2038,
323,2175,
2725,398,
365,175,
2085,3110,
332,317,
2666,2699,
2304,2207,
352,2018,
455,2148,
216,2248,
7,348,
2700,2667,
246,2234,
81,2749,
2399,2295,
2970,2871,
247,388,
41,183,-1.75
83,2274,
2405,2127,
2394,340,
2746,89,
2230,219,
2977,121,
2105,2369,
2601,2402,
437,2224,
103,2681,-44.5
2940,2804,
2280,3162,
2969,2354,
2896,2532,
2972,379,
390,2782,
2551,2075,
2385,2134,
2808,2015,
395,2339,
471,2221,
2702,40,
227,160,
2129,2071,
2614,146,
2803,2115,
2559,2188,
2316,2292,
2171,2748,
2731,33,
2089,2060,
107,159,
2184,338,
2845,2963,
2419,2362,
351,2107,
359,427,
2023,2262,
190,86,
2302,191,
2747,2193,
2121,80,
2233,2074,
2839,2444,
433,2257,
236,2535,
2844,2594,
2657,2323,
2181,2413,
196,2231,
67,49,
124,2101,
2810,2639,
75,306,
396,72,
425,3066,
110263,271,
225,108,
195,2241,-30.5
2816,2911,
3,143,
2106,2042,
2450,2428,
162,2968,
2383,184,
2359,65,
2600,2900,
262,2919,
63,2564,
421,2151,
2842,2249,
559,2851,
2422,118,
2891,255,
266,2155,
2398,418,
6353,272,
2237,11,
133,2802,
101,273,
2674,2166,
46,171,
2745,2416,
2825,2586,
2685,109418,
2772,2587,
583,446,
2364,2817,
60,2396,
2118,2214,
2723,2588,
375,509,
2197,2046,
6845,2141,
263,2964,
2682,125,
282,2287,
2438,2687,
2170,2560,
2083,2678,
2630,2635,
172,43,
2242,2644,
199,200,
13,149,
2001,2123,
2741,2738,
2310,2119,
2714,2146,
611,2858,
84,154,-7.0
295,2636,-5.5
204,68,16.75
2006,2026,4.5
2132,193,-13.5
257,2142,
153,221,-7.25
2222,308,
113,344,22.5
130,213,-16.25
2633,57,-4.0
2459,2710,-2.75
277,252,-8.0
87,150,-21.0
2913,3111,
32,2740,
2781,374,
147,155,
210,2315,
142,2169,-52.0
2120,3101,
128,2886,
2003,2743,
389,568,
98,238,-8.75
2273,2392,
278,202,16.5
304,16,
2191,319,
2400,2504,
2029,2296,
2483,38,-13.25
50,2569,
391,2980,
215,367,
223,209,
2062,2849,
2,99,3.5
2736,330,
2097,2086,
322,222,
2757,2553,
242,249,-7.0
2220,2676,
490,2232,
2226,2050,3.0
2619,2529,
324,231,
2805,3178,
188,426,
2916,2377,
129,2477,
2010,2582,
2542,2065,
56,294,
2815,90,
2729,2210,
2704,2627,
2011,2640,
2506,53,
326,248,31.0
2711,290,-9.25
2673,110242,
2084,349,13.0
2894,132,
112,336,
2882,2822,
399,2598,
2032,2110,-17.0
2393,2348,-4.5
301,2168,
2617,2000,
2464,331,
2122,137,
2695,2453,
2545,2466,
6,2447,-17.0
2415,47,
2335,55,
2653,166,-20.0
2013,2698,
2523,556,
2755,2016,
2028,2264,
3071,74,
2229,2116,10.0
93,2546,
2904,2045,
2568,2033,
2025,2201,
2403,138,
2927,2271,
424,2733,
2331,2336,
134,2043,
2306,2623,
96,2579,-2.5
77,158,8.25
239,197,-7.0
2837,2658,
2570,2424,
2277,2534,
411,386,
2401,2161,
2654,2876,
613,2069,
26,24,3.0
253,2502,
2823,2888,
235,189,-17.5
2638,2572,13.5
2655,309,-3.0
110243,2703,
276,97,31.5
245,8,-7.0
2049,2829,
2439,70,-14.5
2278,2848,
302,2692,
9,25,-4.0
328,2005,5.5
12,264,17.0
2395,2824,
2170,2401,
2560,2695,
2699,455,
2448,2261,
248,41,-27.5
2641,2305,-27.5
2828,2516,
2688,2213,
108,46,
159,219,
264,24,-3.5
252,2649,-3.0
8,2016,-50.0
227,225,
238,57,14.0
118,246,
171,163,
194,164,-38.5
109,452,
2477,125,
183,87,13.5
417,479,
197,251,-2.0
209,2559,
2026,2247,-19.0
367,2385,
151,2116,-3.0
59,2390,8.0
218,2567,-12.0
2193,236,
114,110,
174,2383,
66,239,17.0
2294,77,-11.0
150,258,-3.0
284,2771,
2336,351,
2969,471,
2598,556,
2274,89,
398,2221,
2441,2583,
2886,437,
175,390,
374,2085,
2532,2442,
2142,172,
293,15,
2951,2280,
2207,2551,
2790,2003,
2038,2089,
2249,587,
291,2373,
2970,2818,
2405,2230,
126,2800,
2166,56,
2368,2097,
2258,2108,
2168,2181,
509,433,
33,2394,
2896,2846,
286,2938,
2171,2980,
2849,2646,
103,2084,-18.0
2248,2700,
2779,81,
2871,341,
2392,129,
340,7,
2015,247,
216,2422,
2415,2169,
336,348,
2676,395,
2175,2234,
2858,215,
3066,2844,
2086,301,
3110,365,
2413,2674,
2256,366,
83,352,
110263,421,
2148,2128,
80,3,
40,2776,
294,2184,
184,2528,
3162,3111,
2105,2331,
112,121,
2830,2022,
2884,2702,
2667,323,
2601,2825,
2651,2151,
388,2808,
273,2399,
256,48,
2678,2382,
317,188,
2018,391,
427,426,
2731,2977,
43,2329,
2839,2913,
2557,274,
2354,2725,
2749,237,
191,332,
2733,2302,
2017,2232,
2467,481,
2262,2419,
2707,2842,
2838,308,
2362,2233,
2189,190,
2919,2155,
2134,2205,
272,2745,
2283,2524,
2056,2194,
2748,2746,
2316,2119,
2237,2146,
359,424,
2657,2882,
6353,409,
155,13,
2060,2487,
2741,2044,
2079,297,
306,396,
2968,2152,
2310,2673,
2371,241,
2824,2837,
2449,2287,
67,6845,
263,63,
2042,72,
2687,90,
2257,101,
2123,2278,
2986,2666,
2295,583,
2738,2743,
2738,2743,
2738,2743,
86,2023,
137,196,
2810,2834,
2891,2359,
2553,2519,
559,132,
2141,2685,
146,2845,
2851,2364,
2964,49,
2043,2894,
2101,162,
2802,2600,
2071,210,
268,266,
2286,65,
418,2121,
2909,2972,
2347,2758,
173,2782,
2450,47,
2832,262,
134,2817,
2900,124,
193,195,2.25
38,204,-20.0
271,2744,
271,2744,
271,2744,
2231,2815,
3101,2714,
32,2106,
2634,2630,
2876,2323,
2927,199,
2458,2464,
2535,2747,
2011,2029,
2586,2816,
2069,2424,
2214,2122,
2772,2594,
2644,2686,
231,338,
282,2623,
11,2570,
446,375,
2438,2403,
2740,2723,
2740,2723,
2740,2723,
189,2199,1.0
61,2633,3.5
2,2433,-32.5
2717,2643,
2050,2459,-3.25
2703,2395,
120,2509,-11.0
52,153,-10.5
152,154,-14.0
322,107,
113,2655,2.5
2309,2006,8.5
257,119,
2000,2110,
2568,200,
311,2803,
130,275,-11.5
158,356,-20.5
425,568,
160,2729,
2210,222,
277,2306,-3.5
2005,2426,-7.0
213,135,-3.5
2534,2617,
2486,205,
2579,245,20.0
2754,233,
2508,2930,
2291,611,
2065,2428,
2848,2049,
17,2850,
128,2682,
2028,319,
167,23,-11.0
2805,60,
331,302,
203,2333,
149,253,
379,2967,
2460,79,
2046,93,
70,2653,15.0
2823,2191,
2755,2504,
415,2721,
548,2047,
2628,201,3.5
2502,304,
324,2127,
2075,2220,
138,2118,
2241,490,
2681,2529,
131,2273,
2843,18,
50,2542,
330,2940,
2963,2614,
2102,2062,
2444,2107,
2339,2736,
2429,295,9.0
2812,354,
2827,3112,
2804,2304,
25,254,1.5
2315,223,
2188,2129,
145,235,-15.5
249,2393,17.0
98,2277,-53.25
2546,2197,
2587,389,
2822,2369,
143,2757,
2229,2226,3.0
110242,53,
2033,2271,
2335,2523,
2453,2698,
2296,2400,
2348,2638,-22.5
2571,2710,
2224,2222,
2132,58,7.5
2117,2711,3.5
2635,2198,
2013,2396,
74,75,
333,96,-37.0
2377,2447,
2572,242,-26.0
2264,2888,
326,2916,-16.0
221,276,-16.5
99,142,-12.0
6,21,19.0
2640,2010,
2654,2292,
613,2001,
166,309,5.5
2320,2545,
2658,2025,
2627,110243,
228,97,0.0
2402,2911,
84,127,5.0
30,9,-9.0
2829,2120,
16,147,
2201,2704,
265,2483,2.5
2094,2318,
411,2923,
29,2475,
36,2751,-5.5
68,328,-24.5
26,12,-11.0
2439,278,-9.5
62,2440,3.5
2032,290,7.0
2804,2075,
2643,2822,
2842,2148,
2560,2805,
2448,2450,
235,218,-9.5
2348,98,3.0
2210,160,
2060,2038,
330,2207,
18,379,
103,228,17.75
295,113,-12.0
202,2567,-15.5
167,68,19.0
41,2132,3.0
344,2,3.75
201,251,11.5
2646,146,
110,2843,
2636,2572,17.0
2967,2909,
2757,80,
223,2559,
2305,2628,30.0
135,2294,-2.5
152,87,-2.5
58,151,-14.0
587,2707,
2682,2838,
213,120,2.0
222,227,
237,81,
2224,131,
2974,2249,
611,2134,
225,56,
2329,2142,
221,59,-6.5
2516,2079,
2676,2339,
2003,6353,
297,2258,
2723,2738,
2723,2738,
2723,2738,
583,273,
2771,2441,
2022,284,
388,2725,
219,2115,
2230,322,
2295,375,
46,163,
2221,2354,
121,2731,
308,2886,
402,114,
332,359,
2257,509,
2280,417,
2256,548,
231,2535,
2551,2220,
43,159,
2213,2828,
481,293,
2487,2583,
3130,3111,
2108,2688,
2749,2383,
338,2402,
247,2969,
2782,2085,
2846,2442,
108,172,
2913,2105,
175,173,
2528,174,
2849,2614,
2666,110255,
2651,2790,
47,2405,
33,336,
2168,2413,
348,2977,
2128,2699,
2129,209,
2086,2368,
2089,2830,
455,2986,
184,2779,
2746,83,
2818,2896,
341,2970,
2315,2071,
107,2083,
426,191,
2678,2193,
2845,2242,
2800,2812,
351,2839,
2023,2074,
2362,190,
2107,2336,
424,427,
2302,317,
2373,286,
2369,2444,
2394,7,
2233,2189,
2121,2398,
2419,86,
3,418,
354,126,
2938,366,
2069,11,
2424,613,
200,2028,
2101,2802,
49,6845,
60,2657,
2594,559,
340,112,
124,2600,
266,2832,
3214,109418,
195,189,-11.75
396,74,
479,2467,
2827,2532,
2588,2045,
2911,2825,
2888,2033,
65,255,
2141,2964,
2155,2286,
2685,263,
241,2194,
2519,143,
2232,2310,
2980,352,
568,134,
2205,367,
2396,2119,
55,2635,
2844,2043,
2686,2102,
2331,2882,
132,425,
2733,188,
2524,2741,
89,391,
2118,2438,
2062,2963,
2237,2714,
75,3071,
2745,271,
2564,67,
2674,2181,
556,2017,
306,2042,
2146,2049,
2169,2261,
433,101,
15,2951,
2758,2371,
2044,2151,
2359,268,
409,2283,
2586,2654,
2152,2900,
2815,137,
319,2568,
2743,272,
2743,272,
2743,272,
2623,2449,
599,421,
2523,2598,
2001,2570,
2630,2046,
2123,3101,
2010,2016,
262,2891,
90,2231,
2504,2011,
2364,3066,
2122,138,
2401,110242,
2426,248,15.5
196,2214,
2006,193,-11.25
2287,2754,
233,2460,
199,2823,
2199,2649,20.5
2876,2601,
2323,490,
72,32,
2271,2264,
389,2851,
2744,2740,
2744,2740,
2744,2740,
2751,2005,13.0
127,252,-3.5
2117,2050,-12.5
48,311,
2247,326,-10.0
2447,2617,
245,2633,-7.5
256,2729,
153,259,3.0
197,66,-14.0
194,84,-28.0
150,349,-5.0
2084,2309,3.0
399,257,
356,2509,-9.0
30,38,-5.0
2721,2508,
210,2188,
390,2781,
331,2458,
205,203,
2318,29,
236,2382,
301,2166,
2930,2486,
96,238,-3.0
2333,415,
2403,2687,
2710,282,
2848,2829,
2428,50,
149,2400,
23,62,-3.0
2695,2170,
2241,2506,
2681,171,
374,3110,
2704,2658,
215,2385,
2198,2546,
2292,2816,
2711,2459,-17.5
2673,2698,
2440,278,-7.5
2834,2056,
2306,2641,-9.5
2191,2927,
2639,386,
2545,2377,
437,2477,
2197,2634,
2466,2316,
2717,2747,
2025,2824,
164,130,30.0
79,2571,
2000,2320,
2347,2810,
154,183,-4.5
2817,2772,
119,2619,
2433,70,-2.5
129,128,
2858,2291,
147,2464,
125,2222,
2399,446,
2894,2587,
249,276,13.5
8,333,14.5
2916,2534,
2274,2171,
2483,264,10.5
2627,2703,
2638,2229,-5.0
162,133,
110243,2201,
253,302,
2837,2395,
2390,52,-1.5
2692,2502,
204,25,13.5
2278,2120,
16,155,
2850,411,
254,12,-9.5
2094,2923,
2475,17,
36,328,6.0
9,26,8.0
24,265,-7.5
21,2439,-16.5
2226,2429,-13.0
2304,2736,
2940,395,
2579,61,8.0
309,2026,10.5
2249,2017,
2986,2128,
2506,2405,
2038,2830,
97,150,-35.0
2175,118,
2655,235,12.0
278,21,19.0
252,344,-7.5
2808,398,
367,611,
160,256,
2385,2205,
311,399,
417,481,
2598,2803,
2699,2842,
2776,2884,
2022,2060,
201,2306,-14.0
2487,2771,
228,152,-21.0
349,322,-33.5
164,356,4.0
246,2667,
274,452,
2477,2886,
110,2909,
348,340,
2442,341,
120,135,-3.5
294,2168,
61,238,-13.75
2193,231,
2166,2086,
131,2682,
2509,2294,11.25
2583,2089,
2641,277,3.0
59,290,-10.5
258,221,3.5
2781,175,
323,216,
2896,2827,
2369,2107,
2065,2448,
121,336,
2963,2644,
2083,2142,
2015,2221,
2980,2274,
2336,2913,
2804,2676,
2222,128,
2383,2528,
47,2569,
3111,102118,
53,2232,
2018,83,
2911,2586,
2220,2304,
437,308,
2115,2681,
7,33,
366,2373,
3112,2818,
2888,2568,
56,2674,
2725,471,
2871,2846,
2702,109,
352,89,
2413,2368,
2790,354,
390,374,
2422,2248,
2800,2044,
2230,43,
3162,2085,
2108,297,
2213,2516,
293,2280,
2666,455,
365,2782,
2707,2974,
2148,587,
3066,389,
2339,2207,
2258,2688,
2234,2700,
2559,2129,
15,2467,
3110,173,
2970,2532,
107,108,
2119,2323,
351,2331,
146,2849,
188,332,
2736,395,
2181,301,
317,2733,
159,119,
2557,40,
2977,112,
172,2529,
114,2843,
2940,2551,
86,2362,
2839,2822,
2731,2394,
2845,2646,
81,184,
2074,2262,
424,426,
190,2023,
2241,324,
2838,2392,
2703,2837,
255,2286,
2428,2542,
2398,3,
2152,162,
2891,266,
2919,65,
126,2651,
2816,2601,
2805,490,
2194,2371,
