Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
Georgia State,88,25,153,44,19,7,70,0,4,16,15,4,1,0,1453,Appalachian St,218,48,143,25,13,9,101,0,1,23,15,5,0,0,2147,2016,10,1,2026,2247.0
Texas,329,49,239,33,21,5,39,0,1,26,16,6,3,2,1762,Oklahoma State,163,43,392,28,19,7,70,0,0,22,15,7,0,0,1838,2016,10,1,197,251.0
Illinois,124,21,146,23,14,7,48,0,0,12,9,2,1,0,1319,Nebraska,203,49,220,23,16,3,35,1,1,24,14,10,1,1,2281,2016,10,1,158,356.0
Minnesota,228,48,241,41,24,8,83,0,1,31,18,6,1,1,2209,Penn State,136,28,335,42,19,5,65,0,0,19,15,4,2,1,1391,2016,10,1,213,135.0
N Illinois,355,46,298,41,26,6,60,2,1,30,18,10,1,0,1732,Ball State,151,44,276,41,23,2,19,0,1,27,17,7,2,1,1868,2016,10,1,2050,2459.0
E Michigan,212,45,262,30,21,5,56,1,1,24,14,7,0,0,1899,Bowling Green,206,42,250,47,23,4,48,0,1,29,15,5,2,2,1701,2016,10,1,189,2199.0
Miami (FL),114,27,241,19,13,4,39,0,0,18,7,1,0,0,1206,Georgia Tech,267,54,94,19,11,4,41,2,1,22,12,3,4,2,2394,2016,10,1,59,2390.0
Old Dominion,207,40,274,29,17,10,85,1,1,22,13,8,1,0,1792,Charlotte,178,49,176,36,18,5,25,2,1,22,17,5,5,1,1808,2016,10,1,2429,295.0
Baylor,469,62,178,22,12,9,79,0,0,30,15,10,2,1,1560,Iowa State,204,54,261,23,17,9,80,0,0,26,13,9,1,1,2040,2016,10,1,66,239.0
Purdue,10,27,195,53,22,8,69,0,1,16,20,6,5,2,1904,Maryland,400,46,96,17,9,11,92,1,1,19,12,5,1,1,1696,2016,10,1,120,2509.0
Kentucky,72,36,89,22,13,2,15,2,0,12,17,6,1,1,1813,Alabama,173,37,315,38,25,4,20,1,0,25,14,9,1,0,1787,2016,10,1,333,96.0
Notre Dame,183,37,471,35,23,6,55,0,1,25,12,3,1,0,1882,Syracuse,126,37,363,51,31,5,45,0,0,25,15,3,2,1,1718,2016,10,1,183,87.0
Wake Forest,69,21,283,46,27,3,38,0,0,23,14,4,1,0,1556,North Carolina St,200,39,327,37,24,13,144,0,0,28,14,7,1,1,2044,2016,10,1,152,154.0
Rutgers,83,38,33,16,3,4,21,0,0,9,14,4,0,0,1272,OSU,410,53,259,36,25,6,64,0,1,32,16,10,4,3,2328,2016,10,1,194,164.0
Stanford,29,30,184,27,18,11,100,2,0,14,12,2,4,2,1648,Washington,214,41,210,21,15,5,60,0,0,22,12,9,0,0,1952,2016,10,1,264,24.0
Ohio,141,49,56,18,7,3,29,0,1,18,15,4,1,1,1868,Miami (OH),33,32,205,34,18,10,99,2,2,18,14,6,1,0,1732,2016,10,1,193,195.0
Utah,176,54,266,43,24,3,30,0,0,29,20,7,5,4,2521,Cal,56,14,306,35,22,8,65,0,1,17,11,5,0,0,1079,2016,10,1,25,254.0
W Michigan,254,41,170,21,15,3,30,0,0,22,14,11,1,1,1701,Cent Michigan,99,33,178,29,17,5,60,1,1,18,12,6,0,0,1899,2016,10,1,2117,2711.0
Akron,141,32,237,28,11,6,64,1,2,18,12,3,1,1,1331,Kent State,138,41,285,36,19,8,75,0,0,20,18,8,2,1,2269,2016,10,1,2309,2006.0
UNC,133,32,405,38,31,6,49,1,0,28,13,9,1,0,1502,FSU,223,43,372,32,20,13,120,0,0,30,11,4,2,2,2098,2016,10,1,52,153.0
UCF,217,44,156,29,11,10,92,0,2,16,19,6,2,1,1724,ECU,33,32,488,70,38,2,15,2,3,30,19,5,5,3,1876,2016,10,1,151,2116.0
UTEP,122,35,293,34,25,6,55,1,1,22,14,8,2,1,2136,LA Tech,196,22,191,28,19,2,12,0,0,19,9,5,0,0,1464,2016,10,1,2348,2638.0
Arizona,242,49,145,31,13,5,40,0,0,22,17,4,1,0,1892,UCLA,125,32,350,37,20,5,60,0,0,20,12,4,1,0,1708,2016,10,2,26,12.0
Fresno State,64,32,296,45,16,6,50,0,1,15,21,7,2,0,1663,UNLV,364,54,129,16,8,4,45,0,0,19,15,7,0,0,1937,2016,10,2,2439,278.0
Louisville,273,55,295,44,27,11,104,2,1,31,19,9,1,0,2249,Clemson,201,31,306,31,20,6,61,2,3,26,9,4,0,0,1351,2016,10,2,228,97.0
Arizona State,75,33,228,37,19,5,75,0,1,16,17,6,1,0,1827,USC,157,33,366,36,24,7,68,0,0,23,13,3,2,1,1773,2016,10,2,30,9.0
Michigan State,175,41,263,35,21,11,98,1,0,21,15,4,2,2,2003,Indiana,156,39,281,28,17,7,60,0,1,19,16,9,1,0,1597,2016,10,2,84,127.0
LA-Lafayette,205,49,227,36,20,8,69,0,2,21,21,9,0,0,1788,New Mexico St,145,42,354,49,31,9,43,0,2,30,19,8,0,0,1812,2016,10,2,166,309.0
Nevada,194,42,203,33,19,9,95,0,0,23,17,8,2,0,1896,Hawaii,344,40,222,18,15,10,90,1,0,24,7,2,0,0,1704,2016,10,2,62,2440.0
San Diego State,157,41,159,22,13,10,85,2,0,20,10,2,2,0,1603,South Alabama,89,40,242,21,16,10,93,0,1,18,13,7,0,0,1997,2016,10,2,6,21.0
Wyoming,269,49,165,18,7,4,30,0,0,19,14,5,2,1,1949,Colorado State,111,33,370,42,23,6,37,1,1,20,17,7,1,0,1651,2016,10,2,36,2751.0
Utah State,71,25,287,51,29,12,90,0,0,18,19,4,3,3,1728,Boise State,154,40,230,26,17,8,101,1,0,18,16,8,1,0,1872,2016,10,2,68,328.0
Oregon,214,37,202,27,17,4,42,1,1,20,12,6,2,1,1245,Washington St,280,40,371,48,36,5,37,0,0,36,12,7,2,1,2355,2016,10,2,265,2483.0
Ga Southern,162,45,203,23,14,7,52,0,0,16,15,3,1,0,1972,Arkansas State,343,49,182,28,16,2,20,3,2,27,10,2,2,1,1628,2016,10,5,2032,290.0
Temple,86,29,445,59,36,7,61,1,2,27,15,4,1,1,2295,Memphis,149,32,174,26,17,3,25,1,0,15,15,5,0,0,1305,2016,10,6,235,218.0
W Kentucky,87,23,340,50,36,5,58,2,0,26,14,8,3,3,1632,LA Tech,107,27,454,45,33,5,64,0,0,26,13,7,1,0,1968,2016,10,6,2348,98.0
SMU,154,35,258,52,29,6,81,0,0,22,19,4,2,1,1661,Tulsa,315,59,247,44,25,17,149,0,1,34,21,9,0,0,1939,2016,10,7,202,2567.0
Clemson,230,35,278,26,16,4,23,1,0,21,12,6,1,0,1312,Boston College,155,48,96,24,12,7,52,1,1,15,19,6,2,1,2288,2016,10,7,103,228.0
UMass,169,34,237,33,16,10,95,0,2,22,10,2,2,0,1410,Old Dominion,274,47,248,35,20,5,49,0,0,29,18,8,4,2,2190,2016,10,7,295,113.0
Boise State,65,29,391,30,21,2,15,0,0,22,8,5,0,0,1433,New Mexico,382,61,39,15,4,12,88,0,1,23,16,6,4,3,2167,2016,10,7,167,68.0
Kent State,341,45,89,13,7,2,12,0,0,17,12,6,0,0,1778,Buffalo,116,37,256,40,21,2,18,1,0,20,19,10,2,1,1822,2016,10,8,2084,2309.0
TCU,160,34,206,32,17,7,79,1,3,18,13,4,0,0,1493,Kansas,122,44,348,45,31,5,61,1,3,23,19,8,1,1,2107,2016,10,8,2305,2628.0
Indiana,99,40,182,28,14,5,40,1,1,14,17,6,2,0,1622,OSU,290,50,93,21,9,9,83,1,1,18,14,5,1,1,1978,2016,10,8,194,84.0
Tennessee,282,51,402,48,29,12,84,5,2,29,17,6,2,1,1943,Texas A&M,353,50,239,34,17,7,45,1,2,21,16,5,0,0,1657,2016,10,8,245,2633.0
FIU,258,44,241,31,21,6,47,0,1,23,15,7,2,1,2154,UTEP,149,25,191,39,17,3,30,0,1,17,14,4,4,2,1446,2016,10,8,2638,2229.0
Texas Tech,63,28,529,63,46,9,100,0,1,33,16,9,3,0,1882,Kansas State,231,39,104,20,10,6,50,0,0,21,11,4,1,1,1718,2016,10,8,2306,2641.0
Washington St,101,30,357,41,30,10,81,0,2,21,12,5,2,2,1848,Stanford,61,26,235,34,21,4,34,1,2,16,14,6,0,0,1752,2016,10,8,24,265.0
Auburn,228,56,204,18,14,5,40,1,1,22,13,6,0,0,2002,Miss St,103,33,186,35,18,7,80,2,1,16,16,6,3,2,1598,2016,10,8,344,2.0
Cincinnati,2,22,315,56,29,5,57,0,1,22,15,5,2,0,1469,UConn,188,41,224,33,18,8,69,0,2,21,16,7,1,1,2131,2016,10,8,41,2132.0
Bowling Green,114,39,253,38,22,7,71,1,3,25,15,3,6,5,1696,Ohio,183,37,203,29,21,9,108,0,1,22,14,6,0,0,1904,2016,10,8,195,189.0
Purdue,231,41,228,37,23,5,45,0,2,25,16,9,1,0,1806,Illinois,315,46,184,23,14,12,125,1,0,24,11,3,0,0,1794,2016,10,8,356,2509.0
Cal,317,44,124,45,24,10,85,0,1,27,19,6,5,5,1608,Oregon State,474,50,85,24,13,10,81,0,2,27,12,8,0,0,1992,2016,10,8,204,25.0
Miami (OH),107,34,153,28,14,6,50,1,2,15,12,1,1,1,1885,Akron,125,35,174,29,15,1,5,0,0,16,16,8,1,0,1715,2016,10,8,2006,193.0
UCLA,-1,23,444,54,27,5,50,1,3,18,19,5,0,0,1840,Arizona State,79,34,196,39,20,5,64,1,2,15,17,4,0,0,1760,2016,10,8,9,26.0
Syracuse,158,40,168,26,17,7,63,1,1,14,16,5,1,1,1556,Wake Forest,190,51,140,22,13,1,5,1,1,21,16,7,3,1,2044,2016,10,8,154,183.0
Texas,180,46,245,36,19,2,10,1,1,23,18,7,1,1,1460,Oklahoma,282,55,390,31,22,5,55,2,2,28,14,8,0,0,2140,2016,10,8,201,251.0
Marshall,13,28,258,42,20,6,70,0,1,16,19,8,2,1,1433,North Texas,252,54,206,28,18,10,78,2,0,23,17,8,1,1,2167,2016,10,8,249,276.0
Air Force,149,39,188,19,6,4,45,1,3,12,14,4,0,0,1560,Wyoming,189,48,173,27,15,5,50,1,0,22,14,5,0,0,2040,2016,10,8,2751,2005.0
Arizona,127,37,348,29,16,7,65,0,3,21,12,6,0,0,1450,Utah,210,45,245,29,13,14,98,0,0,23,15,7,0,0,2150,2016,10,8,254,12.0
Toledo,220,51,247,31,25,6,60,0,0,30,17,11,1,0,2232,E Michigan,62,20,255,38,20,5,51,1,1,16,10,2,0,0,1368,2016,10,8,2199,2649.0
Vanderbilt,141,32,141,30,17,7,35,1,0,18,12,3,2,0,1636,Kentucky,258,52,49,24,10,5,42,1,1,20,15,4,3,3,1964,2016,10,8,96,238.0
Iowa,179,41,142,31,17,4,32,1,2,17,17,6,1,1,2095,Minnesota,102,29,166,33,13,8,58,1,2,13,15,4,1,0,1505,2016,10,8,135,2294.0
N Illinois,251,42,233,31,15,6,64,0,2,26,15,7,1,1,1480,W Michigan,246,50,327,24,18,6,62,0,0,28,15,7,2,2,2120,2016,10,8,2711,2459.0
Texas State,120,41,300,47,27,6,56,1,2,27,19,6,4,3,1648,Georgia State,196,37,340,40,27,6,59,3,0,23,16,7,0,0,1952,2016,10,8,2247,326.0
Alabama,264,34,253,17,13,7,86,2,1,16,8,4,0,0,1373,Arkansas,73,36,400,48,25,6,60,2,3,25,16,8,2,1,2227,2016,10,8,8,333.0
Colorado,96,29,275,44,28,5,26,0,1,20,17,6,2,1,1662,USC,190,43,358,37,25,2,22,3,1,28,14,7,2,1,1938,2016,10,8,30,38.0
VT,189,66,75,17,7,5,29,2,0,18,20,8,2,1,2399,UNC,73,29,58,33,13,8,49,2,2,8,14,2,4,0,1201,2016,10,8,153,259.0
Georgia Tech,241,45,130,10,7,5,46,0,0,18,11,5,4,2,1779,Pitt,215,42,192,20,14,2,15,1,0,22,11,6,1,1,1821,2016,10,8,221,59.0
Houston,125,33,359,50,32,4,30,1,2,28,16,7,5,4,1516,Navy,306,63,76,5,3,1,5,0,0,20,15,6,2,1,2084,2016,10,8,2426,248.0
Southern Miss,179,39,378,50,25,5,57,2,1,31,18,10,4,2,2081,UTSA,339,35,193,12,10,10,81,0,0,17,9,3,0,0,1519,2016,10,8,2636,2572.0
Iowa State,165,42,283,44,25,7,41,1,2,26,17,7,2,0,1916,Oklahoma State,108,33,351,44,26,5,63,0,0,20,17,6,1,0,1684,2016,10,8,197,66.0
ECU,168,35,308,56,33,2,19,0,1,24,20,7,6,3,1919,USF,306,42,250,29,21,9,101,1,0,23,13,6,2,2,1681,2016,10,8,58,151.0
Maryland,170,38,100,16,10,5,49,1,1,11,13,4,2,0,1500,Penn State,372,62,152,19,10,6,45,1,0,28,13,5,1,1,2100,2016,10,8,213,120.0
UNLV,113,36,9,13,2,0,0,0,1,9,14,5,1,0,1318,San Diego State,245,54,215,20,15,7,75,1,0,22,14,5,3,2,2282,2016,10,8,21,2439.0
BYU,260,49,138,29,18,3,24,0,0,24,16,10,4,2,2074,Michigan State,85,32,121,21,13,4,39,0,1,13,14,6,3,2,1526,2016,10,8,127,252.0
Ball State,166,39,174,30,18,3,35,0,2,18,18,11,0,0,1537,Cent Michigan,153,37,269,32,21,7,50,0,0,18,16,7,1,0,2063,2016,10,8,2117,2050.0
Michigan,481,56,119,16,8,3,25,1,0,23,11,6,1,1,1996,Rutgers,34,36,5,18,2,7,41,1,0,2,17,0,0,0,1604,2016,10,8,164,130.0
Utah State,251,39,210,35,20,9,71,1,1,23,16,6,1,0,1662,Colorado State,224,47,240,32,17,8,79,0,0,22,17,5,3,1,1938,2016,10,8,36,328.0
Army,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,10,8,150,349.0
FSU,167,43,240,33,21,8,77,0,1,22,17,9,1,0,2217,Miami (FL),62,28,214,32,19,10,110,0,1,19,13,4,1,1,1383,2016,10,8,2390,52.0
Notre Dame,59,38,54,26,9,5,40,2,1,10,15,1,4,2,1661,North Carolina St,157,51,41,14,7,2,20,2,0,14,14,2,5,2,1939,2016,10,8,152,87.0
Washington,378,45,304,28,22,12,89,0,0,28,9,5,0,0,1942,Oregon,230,43,179,34,21,5,40,1,1,21,17,6,4,1,1658,2016,10,8,2483,264.0
Idaho,203,33,211,38,21,7,61,0,0,18,17,8,0,0,1861,UL Monroe,221,38,302,38,20,2,15,1,3,27,15,9,1,0,1739,2016,10,8,2433,70.0
Fresno State,255,48,197,28,16,5,57,2,0,25,14,6,3,2,1928,Nevada,226,49,163,23,14,3,35,1,0,23,11,4,3,3,1672,2016,10,8,2440,278.0
Hawaii,144,31,287,33,24,9,85,2,0,20,13,2,1,1,1784,San Jose State,164,40,175,33,18,4,25,0,3,16,16,6,4,1,1816,2016,10,8,23,62.0
Georgia,326,50,29,17,5,8,56,0,1,19,12,6,0,0,2102,South Carolina,30,26,288,36,26,5,42,2,1,13,13,2,5,3,1498,2016,10,9,2579,61.0
Charlotte,219,48,223,17,14,5,37,1,1,22,13,5,2,2,1775,FAU,174,41,212,42,22,3,25,0,1,26,18,10,0,0,1825,2016,10,9,2226,2429.0
Appalachian St,171,37,201,26,15,5,50,0,1,20,13,5,1,0,1902,LA-Lafayette,139,41,128,35,21,7,65,0,0,16,19,7,3,0,1698,2016,10,13,309,2026.0
Duke,110,39,129,21,14,3,25,0,0,13,16,8,2,1,2232,Louisville,288,35,181,26,13,4,32,1,0,21,11,5,0,0,1368,2016,10,14,97,150.0
Vanderbilt,62,32,109,18,7,5,45,0,0,9,14,4,0,0,1496,Georgia,75,35,346,40,27,8,53,0,0,23,17,6,2,1,2104,2016,10,15,61,238.0
Iowa,365,53,155,20,12,12,95,0,0,24,17,9,1,1,2166,Purdue,46,22,458,60,30,6,38,0,1,24,17,5,5,2,1434,2016,10,15,2509,2294.0
E Michigan,88,32,347,39,29,5,55,1,0,20,15,7,0,0,1857,Ohio,124,30,291,43,26,4,40,1,1,25,11,3,1,0,1743,2016,10,15,195,2199.0
Bowling Green,167,34,335,38,25,10,83,0,1,24,14,3,4,3,1713,Toledo,219,43,322,30,23,7,73,0,1,25,14,6,1,0,1887,2016,10,15,2649,189.0
Texas State,162,26,193,36,19,11,103,1,2,19,9,2,1,0,1080,UL Monroe,301,73,179,23,14,2,30,1,1,31,19,9,2,1,2520,2016,10,15,2433,326.0
VT,161,39,307,33,20,7,53,1,1,21,13,4,1,0,1595,Syracuse,156,45,405,55,30,8,55,0,1,32,21,10,5,4,2005,2016,10,15,183,259.0
FIU,39,21,315,42,26,5,55,2,2,19,11,3,2,0,1578,Charlotte,232,47,171,31,21,8,71,2,1,24,16,7,1,1,2022,2016,10,15,2429,2229.0
W Kentucky,130,37,391,40,29,7,64,0,1,28,13,6,2,1,1751,Mid Tennessee,171,32,434,54,42,4,30,0,1,32,16,9,1,0,1849,2016,10,15,2393,98.0
South Alabama,61,31,194,27,12,9,67,1,1,13,13,5,1,0,1591,Arkansas State,204,54,93,13,9,4,25,0,1,20,13,4,2,2,2009,2016,10,15,2032,6.0
UTSA,125,38,209,25,17,8,60,1,0,16,15,7,1,0,1855,Rice,114,32,237,37,23,3,20,1,0,22,17,8,0,0,1745,2016,10,15,242,2636.0
UNC,162,43,299,46,33,11,70,0,0,23,23,14,1,0,1979,Miami (FL),139,36,224,32,16,4,43,1,0,17,15,4,3,2,1621,2016,10,15,2390,153.0
Ole Miss,150,31,253,39,18,4,45,0,1,20,14,6,2,0,1162,Arkansas,200,51,229,32,19,6,71,0,1,27,16,5,1,1,2438,2016,10,15,8,145.0
West Virginia,332,46,318,31,21,9,95,0,0,28,13,7,1,1,1778,Texas Tech,34,27,345,50,32,10,103,0,1,22,19,10,3,1,1822,2016,10,15,2641,277.0
Memphis,163,33,236,34,21,7,79,2,1,16,15,4,1,0,1648,Tulane,169,44,144,30,11,7,62,2,1,20,16,4,3,2,1952,2016,10,15,2655,235.0
Pitt,209,49,137,21,11,8,69,0,0,19,17,8,1,1,2174,UVA,86,26,278,45,20,10,67,0,1,19,17,6,2,2,1426,2016,10,15,258,221.0
Northwestern,209,51,281,35,27,4,25,0,1,26,19,10,1,1,2134,Michigan State,51,23,424,42,27,5,34,1,1,18,16,5,1,0,1466,2016,10,15,127,77.0
Kansas,83,48,134,27,13,4,35,1,4,15,15,3,2,1,1987,Baylor,246,49,207,30,13,6,38,1,0,20,17,7,3,2,1613,2016,10,15,239,2305.0
San Diego State,292,61,72,12,7,6,65,0,0,25,13,7,1,0,2239,Fresno State,78,24,139,27,16,5,36,0,3,10,14,5,2,0,1361,2016,10,15,278,21.0
Ga Southern,167,50,168,33,18,7,66,0,0,25,20,13,3,2,2015,Georgia Tech,265,44,172,11,7,3,30,0,0,19,10,6,1,1,1585,2016,10,15,59,290.0
Minnesota,229,48,82,15,7,7,50,0,0,16,14,4,0,0,2052,Maryland,130,36,161,37,18,9,75,2,2,16,18,7,2,1,1548,2016,10,15,120,135.0
Miss St,163,49,223,37,18,7,63,0,2,23,19,8,3,1,1742,BYU,146,47,165,28,16,9,84,1,1,20,17,9,1,1,1858,2016,10,15,252,344.0
Temple,197,51,167,24,12,10,69,1,1,24,14,3,5,1,2238,UCF,86,36,210,22,13,12,110,0,1,14,12,2,2,0,1362,2016,10,15,2116,218.0
Ball State,356,59,212,22,12,5,45,1,2,25,15,8,2,0,1824,Buffalo,153,37,306,46,28,6,49,0,0,24,18,7,4,1,1776,2016,10,15,2084,2050.0
Stanford,176,40,120,20,10,5,40,2,1,18,12,7,0,0,1971,Notre Dame,153,35,154,29,14,7,47,0,2,16,14,5,4,2,1629,2016,10,15,87,24.0
Cent Michigan,230,50,254,35,19,4,50,1,2,24,18,8,0,0,2461,N Illinois,174,37,165,30,18,3,26,0,2,16,15,4,2,1,1139,2016,10,15,2459,2117.0
Wake Forest,68,32,184,34,16,5,40,1,2,13,16,5,2,0,1654,FSU,123,38,319,37,22,4,42,3,1,27,12,4,0,0,1946,2016,10,15,52,154.0
LA Tech,199,35,491,34,27,5,41,3,1,29,8,6,0,0,1724,UMass,131,33,268,40,29,7,73,1,1,25,12,4,0,0,1876,2016,10,15,113,2348.0
Utah,275,60,42,13,4,6,40,2,0,17,16,6,4,1,1762,Oregon State,197,35,100,30,9,8,60,1,1,15,16,3,3,1,1838,2016,10,15,204,254.0
Lafayette,10,17,213,38,23,5,45,0,2,10,13,5,2,0,1641,Army,537,54,134,13,7,6,64,1,0,31,8,6,2,1,1959,2016,10,15,349,322.0
Missouri,265,46,98,22,7,5,24,1,2,16,15,4,0,0,1381,Florida,287,39,236,38,18,11,65,1,3,22,16,8,0,0,2219,2016,10,15,57,142.0
FAU,281,45,175,20,11,5,65,1,1,24,10,4,2,0,1451,Marshall,106,42,330,39,27,4,40,0,1,25,14,6,3,1,2149,2016,10,15,276,2226.0
UConn,72,36,306,39,22,3,20,0,0,20,18,4,3,2,1936,USF,316,47,213,37,23,4,36,2,2,26,17,7,4,3,1664,2016,10,15,58,41.0
W Michigan,378,56,207,31,21,4,41,1,0,31,18,14,1,1,2232,Akron,130,28,153,31,13,9,47,0,2,17,12,4,2,1,1368,2016,10,15,2006,2711.0
Kent State,161,48,99,14,8,5,39,0,2,14,15,5,2,1,1936,Miami (OH),79,37,181,21,10,4,28,1,0,14,15,4,1,1,1664,2016,10,15,193,2309.0
Tulsa,94,35,365,51,27,5,25,1,1,27,20,14,1,0,1494,Houston,268,55,254,34,26,9,102,2,1,30,18,10,2,1,2106,2016,10,15,248,202.0
Illinois,228,43,92,14,6,6,60,0,1,10,13,4,0,0,1632,Rutgers,205,50,182,30,17,4,36,4,1,23,16,9,3,0,1968,2016,10,15,164,356.0
Alabama,438,49,156,27,17,5,38,1,1,28,12,6,1,0,1893,Tennessee,32,32,131,31,18,1,10,0,1,11,16,3,1,0,1707,2016,10,15,2633,333.0
New Mexico St,62,29,366,36,23,6,64,2,0,17,14,6,2,1,1263,Idaho,169,42,482,39,31,5,40,0,1,34,13,8,1,0,2337,2016,10,15,70,166.0
Iowa State,98,43,182,34,19,6,64,1,0,19,19,6,3,1,1876,Texas,209,47,296,38,26,9,100,1,1,28,20,11,1,0,1724,2016,10,15,251,66.0
Georgia State,37,24,381,52,28,10,48,1,2,24,17,8,4,2,1549,Troy,128,43,235,36,20,10,95,0,1,20,18,5,3,3,2051,2016,10,15,2653,2247.0
USC,320,43,254,35,22,8,98,0,0,25,14,7,1,0,2124,Arizona,201,44,142,26,11,4,35,2,2,19,14,6,2,0,1476,2016,10,15,12,30.0
Southern Miss,81,36,161,37,25,6,42,1,0,16,18,7,2,1,2279,LSU,183,24,276,18,11,6,55,0,1,17,9,5,0,0,1321,2016,10,15,99,2572.0
North Carolina St,128,32,269,42,21,13,120,0,2,23,15,7,0,0,1846,Clemson,117,39,378,52,39,5,40,3,1,30,17,10,4,3,1754,2016,10,15,228,152.0
New Mexico,373,55,70,8,3,3,25,0,0,18,15,9,0,0,1885,Air Force,251,49,280,24,12,4,41,0,0,24,11,3,3,1,1715,2016,10,15,2005,167.0
Kansas State,110,32,225,37,20,7,35,0,0,19,15,6,2,1,1858,Oklahoma,138,33,372,32,26,3,35,0,1,24,13,7,1,1,1742,2016,10,15,201,2306.0
Nebraska,152,45,208,26,10,9,53,0,2,17,15,5,1,1,1976,Indiana,88,30,245,39,24,1,10,0,2,18,15,5,2,0,1624,2016,10,15,84,158.0
Arizona State,50,28,149,35,13,2,20,0,1,7,18,3,1,0,1584,Colorado,315,52,265,32,23,3,20,2,0,27,17,8,0,0,2016,2016,10,16,38,9.0
UNLV,256,51,279,29,19,8,86,0,0,29,16,10,0,0,1921,Hawaii,229,33,217,32,17,7,61,1,0,20,15,8,1,0,1679,2016,10,16,62,2439.0
OSU,185,45,226,29,17,4,40,0,1,23,15,6,2,2,1712,Wisconsin,236,46,214,28,16,4,35,0,1,22,15,6,1,0,1888,2016,10,16,275,194.0
UCLA,43,25,258,40,24,7,69,2,2,18,13,6,1,1,1568,Washington St,95,35,261,48,28,8,60,1,1,25,17,6,5,4,2032,2016,10,16,265,26.0
Nevada,113,34,144,22,9,3,35,0,2,13,10,2,1,1,1412,San Jose State,137,54,142,17,11,4,43,0,0,20,15,6,4,1,2188,2016,10,16,23,2440.0
Colorado State,184,36,189,31,17,6,30,0,0,19,14,3,3,3,1666,Boise State,226,48,218,25,17,3,19,0,0,21,16,9,3,1,1934,2016,10,16,68,36.0
Miami (FL),42,29,323,38,23,6,62,0,1,15,15,3,2,0,1768,VT,251,44,272,34,22,2,25,0,0,28,13,4,0,0,1832,2016,10,20,259,2390.0
Troy,190,38,395,42,28,7,55,2,0,28,14,5,3,1,1856,South Alabama,145,39,195,20,11,13,100,1,0,12,13,3,1,1,1744,2016,10,20,6,2653.0
USF,165,33,187,20,11,11,88,0,1,18,13,6,1,1,1253,Temple,319,51,209,21,14,8,75,0,0,25,16,10,1,0,2347,2016,10,21,218,58.0
BYU,135,38,187,42,21,7,61,0,0,19,17,4,4,1,1942,Boise State,135,35,442,39,25,8,65,3,2,25,11,5,1,0,1658,2016,10,21,68,252.0
Memphis,98,31,333,40,25,3,25,1,0,24,15,8,3,2,1212,Navy,447,74,85,4,3,3,20,1,0,27,13,8,2,2,2388,2016,10,22,2426,235.0
Houston,62,35,241,33,21,4,55,2,0,13,16,4,3,1,1822,SMU,178,40,228,31,16,6,62,1,0,19,16,6,2,1,1778,2016,10,22,2567,248.0
UTEP,159,38,285,24,16,13,72,1,0,19,13,6,0,0,1519,UTSA,278,52,247,37,21,7,65,0,1,29,19,9,1,1,2081,2016,10,22,2636,2638.0
Tulane,355,49,37,19,3,9,85,1,0,15,17,6,2,1,1657,Tulsa,330,58,236,23,14,6,36,2,0,29,15,8,0,0,1943,2016,10,22,202,2655.0
Ohio,208,36,127,19,11,8,83,2,1,13,9,2,0,0,1611,Kent State,163,49,101,29,12,2,20,0,0,18,19,6,3,1,1989,2016,10,22,2309,195.0
Akron,177,30,352,41,28,8,51,1,0,26,12,8,2,2,1774,Ball State,256,44,187,34,23,4,40,0,1,28,15,7,4,3,1826,2016,10,22,2050,2006.0
Mid Tennessee,300,41,284,42,24,9,65,0,0,27,15,6,1,1,1934,Missouri,348,64,281,40,20,13,125,2,0,36,16,5,5,3,1666,2016,10,22,142,2393.0
Wisconsin,167,48,256,25,15,0,0,1,0,20,17,8,0,0,2222,Iowa,83,27,153,33,17,5,30,0,0,14,13,2,0,0,1378,2016,10,22,2294,275.0
Purdue,24,22,309,45,25,4,32,0,2,13,16,6,5,2,1601,Nebraska,157,37,252,31,17,7,67,0,1,22,15,7,0,0,1999,2016,10,22,158,2509.0
North Carolina St,14,25,236,36,16,6,65,0,3,9,14,3,3,1,1673,Louisville,163,44,390,36,21,12,94,2,0,24,16,6,2,2,1927,2016,10,22,97,152.0
Rutgers,150,36,222,40,23,6,30,1,2,22,19,10,0,0,1611,Minnesota,243,53,156,19,11,6,55,1,1,19,14,6,2,0,1989,2016,10,22,135,164.0
Old Dominion,67,23,263,34,19,7,61,0,1,13,13,2,3,1,1644,W Kentucky,246,35,378,33,28,7,81,0,1,29,12,8,1,0,1956,2016,10,22,98,295.0
Miss St,281,39,81,21,13,7,50,0,1,16,12,4,0,0,1627,Kentucky,262,44,292,33,17,2,20,2,0,26,15,6,1,1,1973,2016,10,22,96,344.0
Prairie View,179,32,278,29,18,11,107,0,2,20,13,4,3,2,1756,Rice,200,37,434,32,23,10,86,0,0,28,10,3,2,1,1844,2016,10,22,242,
