Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
UNLV,109,38,346,33,18,8,72,0,2,26,14,6,2,2,1591,San Diego State,257,43,209,28,16,6,66,0,0,25,12,5,0,0,2009,2014,9,27,21.0,2439.0
Maryland,123,36,361,33,22,8,83,0,0,23,14,5,2,2,1899,Indiana,206,47,126,37,14,9,55,0,1,22,19,9,1,0,1701,2014,9,27,84.0,120.0
Vanderbilt,54,22,85,25,8,2,10,0,3,8,12,2,1,0,1287,Kentucky,183,50,201,30,23,5,55,2,1,23,15,6,1,0,2836,2014,9,27,96.0,238.0
New Mexico St,172,37,102,33,16,5,35,2,2,13,17,4,0,0,1476,LSU,363,54,200,20,14,5,35,2,2,29,6,3,0,0,2117,2014,9,27,99.0,166.0
Wyoming,98,27,188,24,16,5,43,2,1,11,12,5,1,0,1448,Michigan State,338,52,195,20,16,9,84,0,0,25,12,7,4,2,2115,2014,9,27,127.0,2751.0
Colorado,175,43,455,67,46,9,85,0,1,39,18,8,4,3,2146,Cal,127,30,458,42,24,12,107,1,1,25,16,10,0,0,1383,2014,9,27,25.0,38.0
Northwestern,103,38,258,37,21,8,75,0,1,17,17,7,2,0,1823,Penn State,50,25,216,46,22,4,35,1,1,14,17,3,4,1,1777,2014,9,27,213.0,77.0
Cent Michigan,95,26,291,31,24,3,35,1,1,20,8,4,0,0,1651,Toledo,204,38,339,34,23,6,47,1,1,29,10,5,1,1,1918,2014,9,27,2649.0,2117.0
Memphis,23,31,81,31,13,9,105,1,1,13,16,3,1,0,1385,Ole Miss,178,42,248,37,22,10,117,2,2,26,15,7,0,0,2593,2014,9,27,145.0,235.0
Nevada,192,36,64,18,10,8,56,0,0,16,10,0,0,0,1427,San Jose State,170,37,276,46,32,9,95,1,2,24,17,6,3,2,2173,2014,9,27,23.0,2440.0
Bowling Green,225,48,443,60,38,13,112,0,3,30,23,10,3,1,1865,UMass,49,31,589,61,36,4,30,3,1,29,17,6,3,1,1729,2014,9,27,113.0,189.0
Kent State,34,33,246,34,17,7,60,2,3,18,13,3,0,0,1772,UVA,254,45,266,32,19,9,79,1,2,27,11,7,0,0,1828,2014,9,27,258.0,2309.0
Texas State,181,49,228,31,21,7,77,0,0,21,16,5,2,2,1522,Tulsa,200,56,234,40,23,4,34,0,1,25,21,8,4,3,2064,2014,9,27,202.0,326.0
Stanford,187,39,178,26,17,8,85,2,1,22,12,3,0,0,1906,Washington,81,38,98,30,15,10,84,0,0,15,18,5,4,1,1661,2014,9,27,264.0,24.0
TCU,265,38,349,43,28,5,48,0,0,31,11,5,1,0,1662,SMU,89,45,156,33,16,6,50,2,1,17,18,4,5,3,1895,2014,9,27,2567.0,2628.0
Troy,81,32,270,34,23,3,45,1,0,17,14,4,1,0,1516,UL Monroe,29,33,328,43,28,0,0,0,1,19,18,7,1,1,2084,2014,9,27,2433.0,2653.0
FAU,158,30,225,42,19,4,40,3,1,22,14,5,2,1,1685,FIU,185,41,160,29,18,8,51,1,0,20,14,6,1,1,1915,2014,10,2,2229.0,2226.0
Arizona,208,55,287,31,20,9,78,1,1,29,17,9,2,1,2012,Oregon,144,41,302,33,21,10,79,2,0,25,14,4,3,2,1588,2014,10,2,2483.0,12.0
UCF,127,37,101,18,6,10,90,1,0,10,14,5,0,0,1663,Houston,117,33,214,43,22,11,99,1,2,20,17,6,2,1,1937,2014,10,2,248.0,2116.0
Louisville,178,48,174,22,12,9,75,1,1,18,16,7,0,0,2218,Syracuse,44,26,201,37,17,7,60,0,2,14,16,5,0,0,1382,2014,10,3,183.0,97.0
San Diego State,186,45,84,24,9,7,64,1,2,17,15,6,2,1,1822,Fresno State,172,43,143,28,14,4,37,1,1,16,18,9,1,1,1717,2014,10,3,278.0,21.0
Utah State,136,46,321,25,19,12,105,1,0,22,15,5,0,0,2254,BYU,154,34,271,40,18,9,60,1,3,23,13,4,1,0,1316,2014,10,3,252.0,328.0
Southern Miss,111,34,426,55,36,6,48,1,1,30,19,12,0,0,1934,Mid Tennessee,239,39,344,27,22,6,49,1,0,22,12,6,2,1,1666,2014,10,4,2393.0,2572.0
UMass,165,34,389,62,35,7,60,2,2,32,16,6,5,4,1913,Miami (OH),120,27,437,58,32,10,95,1,0,31,12,4,3,1,1687,2014,10,4,193.0,113.0
Purdue,349,45,202,20,15,6,64,0,0,19,14,7,2,1,1960,Illinois,65,25,450,53,36,2,20,1,1,26,16,11,2,0,1640,2014,10,4,356.0,2509.0
South Carolina,282,48,218,37,23,4,35,0,3,32,15,9,1,1,2037,Kentucky,239,36,208,30,20,8,80,1,0,22,11,5,0,0,1515,2014,10,4,96.0,2579.0
Ball State,157,25,173,26,18,4,36,1,1,15,8,1,2,1,1326,Army,425,69,48,5,2,1,15,1,0,24,15,9,1,0,2274,2014,10,4,349.0,2050.0
Cal,62,18,527,53,37,8,34,0,0,27,12,5,2,2,1398,Washington St,78,25,734,70,49,12,121,0,0,33,15,7,3,2,2100,2014,10,4,265.0,25.0
Navy,251,55,142,16,8,5,55,1,1,20,16,6,2,2,1857,Air Force,198,48,166,17,12,6,65,0,0,18,15,6,1,1,1734,2014,10,4,2005.0,2426.0
Memphis,299,69,311,25,18,8,72,0,0,30,21,12,1,1,2439,Cincinnati,97,25,255,40,16,6,55,1,1,19,12,3,1,0,1116,2014,10,4,2132.0,235.0
Idaho,176,53,347,52,33,4,35,0,2,33,21,8,5,5,2461,Texas State,390,37,76,20,11,3,18,2,2,14,14,7,1,1,1323,2014,10,4,326.0,70.0
VT,171,57,186,27,18,8,45,0,1,20,21,8,3,2,2447,UNC,125,29,198,37,18,10,62,2,1,16,13,2,4,0,1822,2014,10,4,153.0,259.0
South Alabama,243,46,339,28,19,10,124,0,0,28,12,5,0,0,1858,Appalachian St,203,38,191,36,20,8,77,2,1,25,16,8,1,0,1742,2014,10,4,2026.0,6.0
Iowa State,122,33,200,39,17,3,45,0,0,17,20,10,1,0,1813,Oklahoma State,129,42,271,41,26,7,40,0,2,25,19,10,1,1,1776,2014,10,4,197.0,66.0
Baylor,278,60,111,22,7,10,95,0,0,22,18,6,6,4,1601,Texas,190,40,144,34,16,5,45,1,2,20,17,6,1,0,1999,2014,10,4,251.0,239.0
Tulsa,127,45,263,35,18,4,30,1,2,19,19,7,2,1,2255,Colorado State,234,31,298,26,16,7,74,1,1,17,15,8,0,0,1539,2014,10,4,36.0,202.0
Arizona State,31,22,510,46,27,5,36,0,0,24,12,3,1,1,1362,USC,220,50,273,45,28,9,60,0,0,28,23,11,3,2,2238,2014,10,4,30.0,9.0
Kansas,65,34,111,28,13,11,101,0,0,9,17,3,0,0,1704,West Virginia,255,42,302,37,20,5,45,2,1,25,17,8,1,0,2395,2014,10,4,277.0,2305.0
Miami (FL),107,19,245,25,16,5,38,0,2,19,5,1,1,1,1155,Georgia Tech,318,65,53,7,4,7,69,0,0,21,14,9,2,2,2445,2014,10,4,59.0,2390.0
Oklahoma,152,42,309,36,14,7,73,0,2,19,18,7,3,2,1883,TCU,151,39,318,39,20,12,90,2,1,23,18,10,0,0,1683,2014,10,4,2628.0,201.0
E Michigan,94,37,185,30,17,7,60,2,2,18,14,5,0,0,1533,Akron,197,31,355,50,33,15,124,0,0,27,15,6,3,1,2028,2014,10,4,2006.0,2199.0
Vanderbilt,132,36,188,31,16,4,29,0,1,15,13,2,2,1,2100,Georgia,243,35,202,22,14,2,12,0,1,20,10,4,0,0,1452,2014,10,4,61.0,238.0
New Mexico,283,48,87,14,9,2,30,0,0,15,15,8,2,1,1906,UTSA,112,38,229,24,14,4,35,0,2,18,12,4,2,1,1694,2014,10,4,2636.0,167.0
Hawaii,144,45,117,27,12,5,40,1,1,17,18,6,2,0,1804,Rice,143,44,248,23,10,3,40,2,1,17,13,4,3,1,1796,2014,10,4,242.0,62.0
Michigan,158,35,178,22,13,3,30,0,1,18,11,4,0,0,1734,Rutgers,74,30,402,40,23,9,85,0,0,18,16,8,2,0,1835,2014,10,4,164.0,130.0
Wisconsin,284,37,138,29,12,6,49,0,4,19,12,4,1,1,1767,Northwestern,203,46,182,29,15,4,20,0,0,22,16,5,2,2,1833,2014,10,4,77.0,275.0
Wake Forest,40,39,86,22,13,7,62,2,1,10,16,4,0,0,1874,FSU,171,33,304,41,24,5,48,1,1,23,18,10,0,0,1694,2014,10,4,52.0,154.0
Marshall,354,50,237,27,21,6,54,1,2,28,11,8,2,1,1860,Old Dominion,201,42,85,25,10,1,9,0,1,15,16,5,3,0,1703,2014,10,4,295.0,276.0
Texas Tech,46,14,301,50,27,9,89,0,4,20,12,5,2,1,1191,Kansas State,245,50,290,31,24,1,15,1,0,29,15,9,2,1,2409,2014,10,4,2306.0,2641.0
Boise State,224,48,346,31,26,5,63,2,1,25,16,10,0,0,2060,Nevada,156,30,306,43,23,3,22,0,4,24,13,7,1,0,1511,2014,10,4,2440.0,68.0
LSU,138,36,142,24,8,5,31,0,0,13,13,0,4,1,1633,Auburn,298,49,268,25,17,7,80,1,0,25,12,6,0,0,1943,2014,10,4,2.0,99.0
UAB,291,64,300,25,22,7,55,2,1,32,15,10,2,2,2139,W Kentucky,184,28,319,37,25,6,50,0,0,25,10,3,3,1,2302,2014,10,4,98.0,5.0
North Carolina St,119,38,35,19,4,5,45,3,0,12,14,3,0,0,1520,Clemson,226,50,267,30,17,9,97,0,0,25,19,12,1,0,2080,2014,10,4,228.0,152.0
Texas A&M,161,31,365,62,37,5,38,0,3,28,17,5,3,1,1781,Miss St,280,50,279,27,21,3,20,2,0,26,11,5,0,0,1819,2014,10,4,344.0,245.0
Alabama,168,44,228,31,19,8,52,1,1,20,16,6,1,1,2001,Ole Miss,76,32,251,31,18,3,25,1,0,16,14,6,0,0,1597,2014,10,4,145.0,333.0
Kent State,83,37,244,38,20,3,27,0,0,22,16,3,2,2,2094,N Illinois,181,39,198,25,15,9,81,0,1,15,18,9,0,0,1473,2014,10,4,2459.0,2309.0
UNLV,105,31,116,28,11,3,15,0,1,12,14,3,2,1,1252,San Jose State,277,56,265,30,20,4,45,1,0,23,20,9,3,3,2315,2014,10,4,23.0,2439.0
OSU,269,53,264,24,19,7,66,0,0,26,14,8,2,0,2196,Maryland,66,24,244,40,24,2,23,0,4,17,13,5,1,1,1404,2014,10,4,120.0,194.0
Florida,156,48,76,27,13,5,45,0,3,16,20,7,0,0,1890,Tennessee,28,29,205,39,26,8,49,1,2,12,17,5,1,1,1710,2014,10,4,2633.0,57.0
Ga Southern,419,62,18,13,3,4,45,1,0,22,15,4,2,2,1901,New Mexico St,183,42,334,50,35,2,10,1,3,30,16,7,3,1,1655,2014,10,4,166.0,290.0
UTEP,81,36,143,28,15,5,22,2,3,12,17,5,0,0,1955,LA Tech,256,43,187,17,7,4,35,1,1,19,11,5,2,1,1645,2014,10,4,2348.0,2638.0
UL Monroe,72,25,276,47,27,8,69,2,0,16,16,4,2,0,1398,Arkansas State,288,51,284,36,21,11,110,1,2,29,13,3,3,1,2202,2014,10,4,2032.0,2433.0
Stanford,47,32,158,36,18,9,66,0,2,14,16,5,1,0,1812,Notre Dame,129,32,241,43,20,1,10,1,1,21,18,6,2,1,1788,2014,10,4,87.0,24.0
Georgia State,138,37,287,31,20,10,79,0,0,24,14,9,2,1,1924,LA-Lafayette,195,32,266,31,24,12,130,0,0,21,11,7,1,1,1669,2014,10,4,309.0,2247.0
Toledo,234,36,219,28,14,4,35,2,1,20,12,3,1,1,1334,W Michigan,62,32,388,38,31,3,30,0,0,20,16,6,0,0,2266,2014,10,4,2711.0,2649.0
Utah,242,55,100,18,12,4,40,0,0,18,18,7,0,0,1975,UCLA,137,50,269,22,16,3,29,0,1,24,12,5,0,0,1625,2014,10,4,26.0,254.0
Buffalo,234,47,134,24,16,6,70,0,1,23,13,5,2,1,2243,Bowling Green,187,37,321,39,20,11,82,2,1,26,14,6,0,0,1304,2014,10,4,189.0,2084.0
Pitt,116,35,195,30,16,10,75,0,1,19,13,4,0,0,1819,UVA,225,43,121,17,10,6,65,0,1,18,13,5,0,0,1774,2014,10,4,258.0,221.0
Nebraska,47,37,282,45,21,6,48,2,2,20,15,3,2,0,1671,Michigan State,188,44,234,29,11,9,94,2,1,17,17,4,1,1,1929,2014,10,4,127.0,158.0
North Texas,143,35,205,34,18,2,10,0,2,22,15,6,1,1,1605,Indiana,363,44,230,29,23,6,55,1,0,22,15,8,3,2,1987,2014,10,4,84.0,249.0
Ohio,89,23,98,21,7,2,18,0,0,8,12,3,1,0,1061,Cent Michigan,234,52,233,27,17,7,50,1,0,25,17,13,0,0,2539,2014,10,4,2117.0,195.0
SMU,51,18,339,67,42,2,15,0,1,25,17,4,6,5,1882,ECU,171,33,410,41,31,5,53,1,0,30,10,6,1,0,1718,2014,10,4,151.0,2567.0
Oregon State,167,32,278,37,27,5,42,0,0,22,14,6,0,0,1959,Colorado,123,28,308,49,32,6,67,0,1,25,14,6,2,0,1621,2014,10,4,38.0,204.0
BYU,189,49,153,37,22,9,71,1,1,21,18,6,1,0,1687,UCF,63,33,326,52,30,4,44,2,2,22,16,5,2,2,1913,2014,10,9,2116.0,252.0
Washington St,-26,11,292,69,42,10,75,0,1,18,19,5,5,4,1670,Stanford,193,33,284,35,23,9,80,1,0,20,12,4,1,0,1894,2014,10,10,24.0,265.0
Fresno State,177,33,310,44,25,6,80,1,2,21,14,2,5,3,1544,UNLV,146,46,332,40,29,8,52,0,1,22,21,8,2,1,2020,2014,10,10,2439.0,278.0
San Diego State,397,46,73,17,5,10,102,2,2,19,13,7,0,0,1669,New Mexico,152,38,111,24,11,6,57,0,1,15,13,4,1,0,1931,2014,10,10,167.0,21.0
Tulsa,178,50,260,36,21,8,108,0,0,24,18,6,4,0,2194,Temple,203,35,294,31,15,5,30,1,1,21,12,1,4,2,1406,2014,10,11,218.0,202.0
Northwestern,124,34,269,50,32,6,41,0,1,28,17,7,3,2,1891,Minnesota,121,39,153,15,10,6,47,0,1,14,14,7,0,0,1696,2014,10,11,135.0,77.0
Old Dominion,161,28,196,25,13,4,35,0,0,16,10,4,2,0,1114,UTEP,313,52,152,26,17,8,58,0,0,23,16,10,3,0,2480,2014,10,11,2638.0,295.0
UNC,190,42,326,42,25,9,94,1,1,30,17,9,0,0,1643,Notre Dame,216,43,300,38,21,10,76,2,1,27,15,7,1,1,1953,2014,10,11,87.0,153.0
Penn State,54,35,160,33,21,5,23,0,1,16,17,6,3,0,1860,Michigan,64,31,192,26,16,3,30,0,1,12,15,6,1,0,1740,2014,10,11,130.0,213.0
USC,239,39,185,30,20,13,103,1,1,22,16,8,1,1,1870,Arizona,77,29,395,72,43,4,35,1,0,34,22,11,1,1,1730,2014,10,11,12.0,30.0
Miami (OH),0,23,352,41,24,12,102,2,1,23,11,4,2,0,1589,Akron,151,37,167,36,20,9,74,2,0,24,13,5,1,0,1967,2014,10,11,2006.0,193.0
Cent Michigan,283,46,269,31,20,3,29,0,1,30,14,5,0,0,2323,N Illinois,110,33,231,33,18,3,34,0,1,19,14,4,2,1,1244,2014,10,11,2459.0,2117.0
UL Monroe,77,40,187,39,22,5,41,1,2,15,20,8,1,0,2108,Kentucky,136,29,216,30,16,6,54,0,1,15,12,1,2,1,1492,2014,10,11,96.0,2433.0
Louisville,52,38,212,30,15,11,65,2,0,10,17,1,2,0,2206,Clemson,72,33,157,39,22,3,14,0,2,12,16,2,1,0,1657,2014,10,11,228.0,97.0
ECU,231,37,250,34,24,12,148,0,1,25,14,6,2,2,1734,USF,93,27,257,42,21,8,59,0,1,23,15,6,1,1,1827,2014,10,11,58.0,151.0
North Texas,163,43,291,36,20,3,30,3,2,24,14,6,3,1,1719,UAB,128,49,320,23,18,2,15,0,0,19,14,6,4,3,1824,2014,10,11,5.0,249.0
Oklahoma State,114,37,161,31,17,7,44,1,1,15,16,6,1,1,1713,Kansas,91,41,288,37,20,8,65,0,1,18,18,4,3,1,1828,2014,10,11,2305.0,197.0
Boston College,310,57,101,19,12,4,30,1,0,24,14,7,1,0,2323,North Carolina St,43,28,174,30,14,2,20,1,1,13,12,5,1,0,1245,2014,10,11,152.0,103.0
Charleston So,199,41,190,25,12,10,73,0,1,19,14,2,4,2,1902,Vanderbilt,106,31,189,23,15,10,85,0,1,11,13,4,0,0,1673,2014,10,11,238.0,
Michigan State,294,43,238,37,19,4,55,0,1,28,11,5,1,0,1987,Purdue,129,25,211,37,24,4,21,1,1,18,12,2,4,3,1613,2014,10,11,2509.0,127.0
Liberty,145,38,356,38,24,2,25,1,1,25,17,10,1,1,2118,Appalachian St,240,38,397,31,20,7,67,2,2,23,12,6,1,0,1482,2014,10,11,2026.0,
LSU,195,50,110,22,10,8,80,0,0,21,16,7,1,1,2197,Florida,123,32,183,25,14,4,34,1,2,13,12,2,2,2,1403,2014,10,11,57.0,99.0
Toledo,236,41,189,36,22,6,56,0,0,25,16,8,1,1,1792,Iowa State,103,34,351,53,37,5,50,0,0,34,17,12,0,0,1808,2014,10,11,66.0,2649.0
West Virginia,249,50,301,44,28,7,63,1,0,29,22,12,2,1,1813,Texas Tech,217,38,348,46,28,12,115,0,1,24,18,6,3,2,1787,2014,10,11,2641.0,277.0
Ole Miss,160,35,178,19,13,2,20,0,0,17,10,2,0,0,1640,Texas A&M,54,35,401,53,42,6,52,1,2,27,18,7,3,2,1960,2014,10,11,245.0,145.0
Mid Tennessee,169,37,201,37,25,8,101,1,1,20,14,3,2,1,1626,Marshall,252,52,337,33,17,8,101,1,1,28,17,7,5,4,1980,2014,10,11,276.0,2393.0
Cincinnati,67,29,355,60,31,5,54,0,3,26,20,8,3,2,1874,Miami (FL),335,35,286,25,17,13,155,1,0,20,10,3,0,0,1726,2014,10,11,2390.0,2132.0
TCU,139,41,346,48,22,8,110,1,0,23,20,7,3,1,1866,Baylor,272,54,510,55,28,12,117,1,2,39,18,5,6,4,1723,2014,10,11,239.0,2628.0
Arkansas State,384,53,234,30,22,5,40,2,0,32,13,10,0,0,1884,Georgia State,71,34,198,39,20,1,5,1,1,18,16,6,2,0,1716,2014,10,11,2247.0,2032.0
VMI,60,30,202,40,26,1,0,0,1,15,15,4,4,1,2078,Navy,352,49,82,6,3,3,20,1,1,20,9,6,0,0,1522,2014,10,11,2426.0,
Auburn,232,43,209,35,17,6,56,2,2,25,15,6,0,0,1727,Miss St,223,44,246,35,18,7,50,1,3,24,17,8,1,0,2375,2014,10,11,344.0,2.0
Rice,182,41,209,21,15,5,41,0,0,17,14,7,2,1,1885,Army,250,54,91,14,6,2,24,2,0,19,13,5,3,1,1715,2014,10,11,349.0,242.0
New Mexico St,123,38,272,33,22,1,12,2,2,20,16,8,0,0,1499,Troy,360,53,211,30,23,5,49,1,1,27,16,9,3,2,2087,2014,10,11,2653.0,166.0
Indiana,316,39,116,21,7,9,110,0,3,13,15,3,1,1,1480,Iowa,207,44,219,32,21,4,30,0,0,22,16,5,2,2,2120,2014,10,11,2294.0,84.0
Buffalo,154,36,383,45,27,7,60,1,2,22,20,10,2,0,2060,E Michigan,337,49,147,18,10,7,62,1,0,18,13,5,1,0,1508,2014,10,11,2199.0,2084.0
Oregon,258,41,210,27,17,4,37,0,0,26,7,3,1,0,1333,UCLA,328,54,225,38,27,7,81,1,1,31,19,11,2,2,2231,2014,10,11,26.0,2483.0
FIU,118,47,141,26,11,6,30,3,2,20,14,5,0,0,1771,UTSA,143,41,175,26,18,8,71,3,0,17,14,3,0,0,2439,2014,10,11,2636.0,2229.0
Texas,148,40,334,44,27,11,85,0,1,24,18,7,1,1,2278,Oklahoma,103,30,129,20,12,3,20,0,0,11,11,1,0,0,1322,2014,10,11,201.0,251.0
Chattanooga,105,37,96,17,10,5,40,2,1,11,14,5,1,0,1887,Tennessee,123,42,217,29,22,1,5,1,0,20,13,6,0,0,1713,2014,10,11,2633.0,
Washington,111,38,273,29,22,8,76,0,0,18,15,6,1,0,1628,Cal,64,33,304,51,35,7,56,3,0,25,17,7,4,2,1947,2014,10,11,25.0,264.0
Air Force,155,51,224,29,15,4,30,2,2,18,18,8,2,2,1917,Utah State,77,28,311,31,22,3,43,1,0,14,14,5,1,0,1633,2014,10,11,328.0,2005.0
Duke,242,47,131,26,16,5,35,0,0,25,13,6,1,0,1781,Georgia Tech,282,46,201,26,14,8,69,1,2,26,11,7,0,0,1780,2014,10,11,59.0,150.0
Illinois,153,39,135,24,14,4,50,0,1,20,13,5,1,0,1659,Wisconsin,401,47,97,18,10,4,53,0,0,22,13,4,1,1,1941,2014,10,11,275.0,356.0
FSU,165,36,317,36,30,6,36,2,0,29,10,6,0,0,2881,Syracuse,156,31,256,36,21,7,64,0,3,20,14,7,1,0,1413,2014,10,11,183.0,52.0
Bowling Green,95,27,260,39,20,8,75,0,1,19,13,4,0,0,1239,Ohio,127,46,386,64,34,16,153,2,0,29,24,12,4,0,2361,2014,10,11,195.0,189.0
Idaho,94,40,271,32,20,3,23,0,1,17,17,9,4,1,1584,Ga Southern,349,58,201,15,11,6,48,1,0,27,14,9,1,1,2016,2014,10,11,290.0,70.0
Georgia,210,58,169,29,23,4,30,0,0,25,21,12,2,2,2543,Missouri,50,22,97,21,9,4,30,1,4,10,7,0,0,0,1031,2014,10,11,142.0,61.0
UMass,196,35,286,38,23,10,105,0,0,24,13,2,3,2,1795,Kent State,150,27,191,42,22,6,80,0,1,19,15,3,4,2,1805,2014,10,11,2309.0,113.0
Alabama,66,32,161,21,11,4,30,2,0,10,15,4,1,0,2526,Arkansas,89,39,246,40,21,4,28,2,1,18,19,9,2,0,2053,2014,10,11,8.0,333.0
W Michigan,208,30,290,29,20,4,45,1,1,20,11,5,1,0,1663,Ball State,145,39,326,44,26,5,55,0,0,23,19,10,1,0,1937,2014,10,11,2050.0,2711.0
Colorado State,119,34,326,36,26,2,25,1,0,21,16,7,0,0,1781,Nevada,160,36,297,50,27,3,45,0,1,25,19,9,2,1,1819,2014,10,11,2440.0,36.0
UConn,76,28,141,26,17,1,15,2,1,13,12,5,0,0,1642,Tulane,167,33,135,26,19,7,64,0,0,14,13,3,1,0,1958,2014,10,11,2655.0,41.0
Houston,166,40,188,28,17,3,32,2,1,15,15,6,0,0,2623,Memphis,125,41,243,37,26,4,41,2,3,20,17,6,0,0,1751,2014,10,11,235.0,248.0
Wyoming,101,33,221,30,19,5,40,0,2,17,15,3,1,1,1803,Hawaii,232,50,281,26,17,3,40,3,0,25,16,7,0,0,1797,2014,10,12,62.0,2751.0
LA-Lafayette,276,58,240,23,16,7,35,0,1,25,15,7,1,0,2314,Texas State,94,35,176,23,14,4,20,1,1,12,14,4,1,0,1261,2014,10,14,326.0,309.0
VT,26,22,265,45,26,8,45,1,0,16,14,2,2,0,1694,Pitt,210,43,121,18,11,7,70,1,1,15,16,6,0,0,1906,2014,10,16,221.0,259.0
Utah,253,46,62,18,9,6,67,1,1,16,14,3,1,1,1530,Oregon State,118,46,272,37,21,9,75,1,1,21,17,4,3,2,2036,2014,10,16,204.0,254.0
Fresno State,186,34,127,25,13,2,20,0,1,12,16,6,0,0,1467,Boise State,264,51,228,32,23,6,30,1,0,24,19,9,2,2,2133,2014,10,17,68.0,278.0
Temple,98,20,259,29,12,11,93,1,3,11,11,2,2,0,1047,Houston,171,49,268,33,29,10,102,0,0,23,17,7,1,1,2316,2014,10,17,248.0,218.0
Kentucky,71,27,146,36,19,5,55,0,0,12,17,5,3,1,1601,LSU,303,51,120,15,7,10,80,0,1,20,13,7,0,0,1976,2014,10,18,99.0,96.0
Southern Miss,201,41,305,41,27,6,70,0,2,30,14,7,1,1,2231,North Texas,108,26,287,35,20,4,55,0,0,21,13,5,1,0,1369,2014,10,18,249.0,2572.0
Akron,84,25,268,46,23,10,83,1,2,18,14,3,2,0,1692,Ohio,159,39,197,37,17,11,120,1,1,19,18,6,1,1,1908,2014,10,18,195.0,2006.0
Rutgers,149,38,196,29,18,0,0,2,1,18,14,3,2,1,1850,OSU,324,40,261,31,19,4,28,1,0,31,9,5,3,2,1689,2014,10,18,194.0,164.0
North Carolina St,128,31,223,32,18,2,20,0,1,20,14,6,1,0,1815,Louisville,166,33,203,36,21,4,33,0,0,21,16,9,0,0,1785,2014,10,18,97.0,152.0
Nebraska,234,44,237,30,19,7,68,0,0,24,15,8,0,0,1969,Northwestern,117,34,173,39,18,8,65,0,1,21,16,5,1,0,1624,2014,10,18,77.0,158.0
Clemson,113,35,285,46,29,4,30,0,0,22,21,10,0,0,2142,Boston College,120,36,143,20,9,3,30,0,0,11,14,2,2,1,1685,2014,10,18,103.0,228.0
Oklahoma State,126,39,132,25,10,4,23,0,2,12,15,3,0,0,1652,TCU,261,40,415,42,27,5,45,0,1,26,15,7,2,1,1912,2014,10,18,2628.0,197.0
Iowa State,179,38,345,55,36,5,59,1,2,30,19,9,0,0,1786,Texas,191,39,321,36,24,4,33,1,1,27,13,5,1,1,1814,2014,10,18,251.0,66.0
Georgia Tech,376,51,235,18,8,5,32,1,0,29,8,5,0,0,1871,UNC,189,41,390,47,38,4,35,0,1,31,15,10,2,2,1692,2014,10,18,153.0,59.0
Notre Dame,157,35,313,52,31,9,67,0,2,26,18,7,5,2,1971,FSU,50,26,273,31,23,9,84,0,1,18,8,2,0,0,1629,2014,10,18,52.0,87.0
Georgia,207,39,179,17,10,9,101,0,0,18,11,5,1,0,1506,Arkansas,126,37,296,45,28,7,79,2,2,29,15,8,2,1,2094,2014,10,18,8.0,61.0
Washington,133,36,184,38,24,4,24,1,1,20,18,9,3,3,1767,Oregon,218,50,336,33,24,7,90,0,0,29,18,11,4,3,1833,2014,10,18,2483.0,264.0
San Jose State,149,41,322,45,33,5,40,2,0,31,16,6,1,1,2154,Wyoming,158,30,119,28,11,7,72,0,0,11,16,5,3,2,1443,2014,10,18,2751.0,23.0
Tennessee,0,28,191,34,19,3,23,1,3,10,16,3,1,0,1624,Ole Miss,180,47,203,31,14,1,15,0,0,18,20,7,1,1,1984,2014,10,18,145.0,2633.0
Furman,211,39,91,19,11,6,55,2,1,16,9,1,0,0,1823,South Carolina,267,43,281,28,16,7,53,2,0,26,12,4,2,2,1777,2014,10,18,2579.0,
Appalachian St,441,54,110,16,9,7,52,1,0,24,12,6,2,0,1874,Troy,79,32,229,40,27,11,89,2,2,17,16,6,4,1,1713,2014,10,18,2653.0,2026.0
USF,140,32,272,26,17,7,77,1,1,19,12,5,0,0,1617,Tulsa,174,41,314,34,22,11,114,1,0,20,16,6,1,0,1983,2014,10,18,202.0,58.0
Cincinnati,240,46,268,27,17,6,69,0,0,29,9,3,1,1,1921,SMU,98,24,178,37,20,7,74,2,2,14,14,6,3,1,2484,2014,10,18,2567.0,2132.0
Syracuse,199,38,171,32,22,6,55,0,0,17,19,9,0,0,1901,Wake Forest,71,36,99,23,15,3,35,1,1,12,15,3,2,1,1673,2014,10,18,154.0,183.0
Utah State,100,19,160,31,19,6,45,0,1,11,12,2,0,0,1445,Colorado State,75,39,243,32,20,11,116,0,0,19,18,8,0,0,2139,2014,10,18,36.0,328.0
Miami (OH),168,30,346,42,23,8,56,0,0,26,13,5,2,2,1793,N Illinois,433,55,225,22,16,5,43,1,0,30,10,7,0,0,1807,2014,10,18,2459.0,193.0
Iowa,116,31,317,56,32,7,65,2,1,19,21,7,2,1,1771,Maryland,212,46,206,33,17,6,50,0,2,22,16,4,1,1,1829,2014,10,18,120.0,2294.0
