Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
Toledo,280,48,164,22,16,14,135,0,2,21,13,6,1,0,1949,Ball State,26,30,236,37,23,3,35,1,0,19,17,6,2,1,1651,2015,10,3,2050,2649.0
UNLV,167,44,134,19,13,8,76,0,1,18,13,4,0,0,1951,Nevada,141,35,202,44,20,6,53,0,1,24,16,6,2,0,1649,2015,10,3,2440,2439.0
Old Dominion,184,43,101,37,13,3,10,2,2,16,18,6,4,1,1677,Marshall,112,40,212,35,21,7,77,2,0,17,19,8,1,1,1923,2015,10,3,276,295.0
Army,261,55,32,1,1,4,45,3,0,17,10,5,1,0,1879,Penn State,108,34,156,19,10,3,20,0,0,12,15,5,1,1,1721,2015,10,3,213,349.0
Idaho,172,29,166,42,24,11,93,0,3,19,15,6,1,0,1694,Arkansas State,333,53,188,25,16,15,157,1,1,29,11,7,0,0,1906,2015,10,3,2032,70.0
Miami (OH),91,36,295,51,21,10,67,0,4,23,20,5,4,3,1966,Kent State,184,41,136,21,12,7,57,1,0,13,14,2,2,1,1634,2015,10,3,2309,193.0
UCF,-35,22,392,52,30,7,65,2,3,20,15,6,2,1,1572,Tulane,170,44,225,29,17,7,67,1,0,17,14,4,2,1,2028,2015,10,3,2655,2116.0
Washington St,14,25,389,49,35,2,13,3,1,20,15,9,2,1,1803,Cal,79,30,390,45,33,4,15,1,1,25,14,8,3,0,1797,2015,10,3,25,265.0
North Texas,185,49,201,32,14,5,40,0,1,26,18,5,4,2,1791,Southern Miss,248,33,325,36,27,8,87,0,0,24,11,6,0,0,1809,2015,10,3,2572,249.0
Ga Southern,455,67,48,10,3,12,109,0,1,26,13,4,5,4,2270,UL Monroe,47,26,232,36,21,10,72,0,3,16,14,5,2,1,1330,2015,10,3,2433,290.0
FSU,127,21,202,31,20,10,100,0,0,14,12,6,0,0,1444,Wake Forest,142,36,215,43,27,5,32,1,1,27,15,7,1,1,2156,2015,10,3,154,52.0
Pitt,166,46,110,15,9,8,60,1,0,15,16,6,1,1,2040,VT,9,33,91,20,9,5,40,0,3,12,13,4,1,0,1560,2015,10,3,259,221.0
Wyoming,218,51,155,19,14,7,65,2,1,18,14,5,3,1,2274,Appalachian St,249,34,65,12,3,4,30,0,1,14,8,0,2,1,1326,2015,10,3,2026,2751.0
UNC,231,31,182,26,15,6,42,0,0,21,8,2,1,1,1275,Georgia Tech,249,59,168,21,12,4,39,1,1,27,13,5,5,3,2325,2015,10,3,59,153.0
Liberty,263,50,239,32,25,4,45,1,0,24,17,9,4,4,2613,Georgia State,11,14,394,29,18,5,46,0,1,14,9,4,0,0,987,2015,10,3,2247,
Vanderbilt,237,41,177,31,18,6,40,1,2,18,17,7,1,1,1875,Mid Tennessee,34,23,286,51,32,5,30,2,0,18,19,8,2,0,1725,2015,10,3,2393,238.0
FIU,73,29,115,34,22,10,111,0,0,13,16,5,2,1,1716,UMass,132,39,363,43,32,10,72,2,0,29,14,6,3,1,1884,2015,10,3,113,2229.0
South Alabama,160,51,205,21,11,4,55,1,1,21,14,4,2,1,2079,Troy,119,33,146,35,16,7,66,0,3,18,14,6,2,0,1521,2015,10,3,2653,6.0
Houston,365,56,273,38,22,3,44,1,0,28,23,12,3,0,1997,Tulsa,130,43,326,45,26,10,71,1,1,23,19,7,2,1,1603,2015,10,3,202,248.0
Michigan,198,40,180,33,16,7,65,2,1,14,17,5,2,1,2059,Maryland,29,26,76,36,10,5,55,0,3,7,18,1,0,0,1541,2015,10,3,120,130.0
Kansas State,144,42,207,25,13,9,54,0,1,22,11,4,1,1,2073,Oklahoma State,49,27,441,56,35,8,95,1,1,26,15,9,1,1,1527,2015,10,3,197,2306.0
OSU,272,34,245,27,18,8,109,2,1,13,14,2,1,1,1546,Indiana,176,55,226,36,17,7,50,0,0,21,22,7,3,1,2054,2015,10,3,84,194.0
E Kentucky,180,51,183,32,19,8,77,1,0,20,18,8,3,1,1875,Kentucky,55,36,329,42,29,6,46,1,2,24,16,7,2,2,1725,2015,10,3,96,
Alabama,189,47,190,16,11,7,39,2,0,14,12,1,2,0,2043,Georgia,193,38,106,31,11,8,82,1,3,12,17,3,0,0,1557,2015,10,3,61,333.0
Notre Dame,116,33,321,35,19,6,45,3,1,20,12,4,0,0,1798,Clemson,199,42,97,22,11,5,44,0,1,15,15,5,0,0,1802,2015,10,4,228,87.0
UTSA,137,48,198,32,19,6,58,1,0,22,18,5,1,0,2056,UTEP,59,22,216,50,23,2,26,1,4,14,17,4,3,1,1544,2015,10,4,2638,2636.0
Oregon,361,60,176,21,13,4,45,0,1,27,16,7,1,0,1795,Colorado,77,36,231,42,25,6,41,2,1,18,17,7,2,1,1805,2015,10,4,38,2483.0
Hawaii,82,30,88,38,11,7,61,1,3,12,17,4,4,0,1347,Boise State,279,59,275,29,20,8,80,0,0,29,18,6,2,2,2253,2015,10,4,68,62.0
Arizona,118,34,196,33,17,7,55,0,0,16,17,8,2,1,1361,Stanford,314,46,256,23,21,3,20,0,0,30,11,7,1,1,2239,2015,10,4,24,12.0
Fresno State,12,22,77,25,12,6,47,0,0,6,12,0,2,1,1359,San Diego State,305,60,104,12,5,5,50,1,0,19,18,8,2,2,2241,2015,10,4,21,278.0
New Mexico St,308,39,108,28,12,7,39,1,2,14,16,4,4,1,1550,New Mexico,401,61,45,17,5,4,27,1,1,21,17,6,2,2,2050,2015,10,4,167,166.0
Southern Miss,125,35,314,58,29,8,55,4,1,26,19,7,6,1,1942,Marshall,114,35,163,21,11,8,96,0,1,14,11,1,0,0,1658,2015,10,9,276,2572.0
SMU,151,39,248,35,21,7,51,3,0,21,16,9,1,0,1881,Houston,214,48,243,18,16,6,55,1,0,23,12,8,0,0,1719,2015,10,9,248,2567.0
Washington,135,36,164,33,17,7,60,0,1,17,17,6,0,0,1949,USC,190,39,156,29,16,8,62,1,2,20,13,1,2,2,1651,2015,10,9,30,264.0
LSU,396,54,228,29,18,7,50,0,0,29,15,9,2,2,2393,South Carolina,74,20,209,30,15,5,32,0,1,12,12,5,3,1,1207,2015,10,10,2579,99.0
New Mexico St,98,37,141,37,22,3,35,0,2,18,18,7,0,0,2206,Ole Miss,265,34,400,35,25,3,23,2,1,31,8,5,1,0,1394,2015,10,10,145,166.0
Georgia,165,29,279,33,15,7,51,1,0,15,14,4,1,1,1557,Tennessee,207,48,312,42,25,3,15,1,1,26,18,8,2,2,2043,2015,10,10,2633,61.0
Kent State,123,32,134,32,14,9,83,0,1,13,18,7,0,0,1630,Toledo,288,46,230,33,20,9,84,1,0,27,13,4,2,1,1970,2015,10,10,2649,2309.0
Florida,129,44,208,33,20,4,30,0,0,23,18,7,1,0,2273,Missouri,106,26,151,39,16,6,38,0,2,12,14,1,1,0,1327,2015,10,10,142,57.0
Illinois,46,24,317,43,25,5,45,1,1,20,15,5,1,0,1449,Iowa,278,51,200,31,15,6,80,0,0,23,16,4,2,1,2151,2015,10,10,2294,356.0
Oregon State,151,31,98,35,12,5,59,0,1,14,16,5,1,0,1454,Arizona,368,58,276,30,17,7,56,0,0,27,19,10,1,0,2146,2015,10,10,12,204.0
Indiana,79,33,155,33,15,8,65,0,1,14,16,3,1,0,1465,Penn State,154,32,266,40,22,3,30,1,0,22,14,5,0,0,2135,2015,10,10,213,84.0
UTEP,150,47,117,24,12,3,20,0,1,13,20,8,2,1,2127,FIU,150,31,368,22,15,5,38,0,0,22,7,2,2,1,1473,2015,10,10,2229,2638.0
Appalachian St,207,44,291,25,18,8,56,0,1,24,16,8,1,0,2168,Georgia State,59,21,166,39,21,7,60,1,1,14,14,5,1,0,1432,2015,10,10,2247,2026.0
Maryland,253,42,133,27,10,8,59,0,2,20,14,5,2,1,1776,OSU,182,47,317,30,23,6,45,0,0,31,11,5,2,1,1824,2015,10,10,194,120.0
Portland State,368,46,302,22,13,5,65,0,0,27,11,5,0,0,2017,North Texas,76,31,122,41,16,8,74,1,0,13,18,3,4,2,1583,2015,10,10,249,
Miami (OH),87,24,166,25,9,6,47,0,4,12,10,1,0,0,1415,Ohio,150,37,278,40,25,5,61,0,1,25,14,6,0,0,2185,2015,10,10,195,193.0
Georgia Tech,71,42,159,14,6,5,50,0,1,12,12,1,1,1,1764,Clemson,202,41,336,33,23,4,45,2,1,24,16,10,1,0,1836,2015,10,10,228,59.0
Troy,112,46,142,36,20,3,20,1,1,19,19,6,3,2,2425,Miss St,125,33,211,15,10,3,28,0,0,12,10,2,2,1,1175,2015,10,10,344,2653.0
UConn,170,45,263,24,18,11,69,0,0,20,15,5,1,0,2284,UCF,60,14,255,50,27,5,52,1,3,21,12,2,0,0,1316,2015,10,10,2116,41.0
Baylor,281,45,363,37,27,4,33,1,0,33,12,7,1,1,1455,Kansas,69,39,158,36,20,4,50,2,1,14,21,8,2,0,2145,2015,10,10,2305,239.0
North Carolina St,157,40,113,25,12,9,81,0,1,17,15,5,1,0,1967,VT,200,36,158,29,14,7,48,0,0,20,12,5,1,0,1633,2015,10,10,259,152.0
TCU,242,23,301,30,20,11,81,0,2,22,9,5,0,0,1215,Kansas State,228,48,157,33,13,3,35,1,1,28,14,8,0,0,2385,2015,10,10,2306,2628.0
UVA,139,31,209,34,17,4,22,0,1,16,15,5,2,1,1779,Pitt,141,35,222,24,17,5,40,2,0,16,13,6,0,0,1821,2015,10,10,221,258.0
Ball State,110,35,393,53,31,3,40,0,1,30,19,9,3,3,1712,N Illinois,273,59,363,32,29,5,86,1,0,35,14,11,0,0,1888,2015,10,10,2459,2050.0
Akron,278,53,222,22,14,8,54,0,0,28,16,11,0,0,2192,E Michigan,161,31,252,35,24,9,90,2,1,20,12,4,4,2,1408,2015,10,10,2199,2006.0
Iowa State,315,45,180,30,15,4,45,0,3,19,15,5,3,1,1917,Texas Tech,261,31,515,56,39,7,50,0,0,33,15,11,0,0,1683,2015,10,10,2641,66.0
Cent Michigan,161,31,321,32,23,8,75,1,1,24,11,4,2,2,1769,W Michigan,215,41,262,22,15,4,41,1,0,24,10,5,1,1,1831,2015,10,10,2711,2117.0
Northwestern,38,25,130,33,15,5,39,0,1,13,13,2,1,0,1375,Michigan,201,46,179,23,17,3,28,0,0,21,14,7,1,1,2225,2015,10,10,130,77.0
Duke,215,48,243,30,20,5,50,0,0,25,16,11,0,0,1830,Army,113,49,55,6,2,5,32,2,1,12,14,3,3,2,1770,2015,10,10,349,150.0
LA Tech,93,31,351,44,28,5,40,0,2,24,16,8,0,0,2141,UTSA,73,39,227,27,18,6,32,0,2,15,16,7,1,1,1459,2015,10,10,2636,2348.0
Oklahoma,67,37,211,28,20,5,45,1,0,20,12,3,1,1,1685,Texas,313,58,55,12,9,5,67,0,0,20,16,9,0,0,1915,2015,10,10,251,201.0
Wake Forest,33,28,109,25,11,9,102,1,1,5,16,2,0,0,1573,Boston College,196,54,74,20,6,9,51,3,1,18,14,2,0,0,2027,2015,10,10,103,154.0
UMass,30,15,486,61,37,7,78,1,1,30,13,6,2,0,1363,Bowling Green,206,46,519,45,37,10,113,0,1,37,13,9,0,0,2237,2015,10,10,189,113.0
Tulane,8,27,102,30,17,9,102,0,2,8,15,2,1,0,1542,Temple,122,46,223,18,14,7,55,2,0,23,14,7,3,2,2058,2015,10,10,218,2655.0
Texas State,173,37,178,33,13,9,71,1,0,16,15,4,4,3,1528,LA-Lafayette,288,52,238,30,22,6,50,0,0,27,15,9,2,0,2072,2015,10,10,309,326.0
Minnesota,326,48,82,18,11,6,55,0,1,17,14,6,0,0,2163,Purdue,68,28,207,49,21,0,0,1,3,17,17,3,6,3,1437,2015,10,10,2509,135.0
Rice,203,50,284,35,22,10,88,1,0,29,15,8,1,0,2039,FAU,142,32,249,29,15,5,50,0,0,19,15,6,1,0,1561,2015,10,10,2226,242.0
Arkansas,44,25,176,32,15,7,44,0,1,9,16,5,1,0,1567,Alabama,134,46,262,33,24,6,56,0,2,22,16,7,0,0,2033,2015,10,10,333,8.0
Wisconsin,147,34,322,50,24,6,45,0,0,25,16,5,1,1,1916,Nebraska,196,37,129,28,11,9,89,1,0,13,18,8,0,0,1684,2015,10,10,158,275.0
ECU,133,32,385,42,30,7,64,2,1,27,12,3,1,1,1665,BYU,167,43,341,38,25,7,61,1,1,26,16,6,4,3,1935,2015,10,10,252,151.0
Navy,318,49,22,6,3,3,41,2,1,16,11,2,4,4,1733,Notre Dame,178,40,281,31,22,4,35,0,1,27,12,7,1,1,1867,2015,10,10,87,2426.0
Syracuse,73,33,232,34,21,6,64,2,1,22,15,7,2,2,1947,USF,282,45,259,22,15,9,85,1,0,26,11,7,0,0,1653,2015,10,10,58,183.0
Mid Tennessee,123,30,296,43,28,4,41,1,1,22,14,4,4,2,1493,W Kentucky,165,40,428,37,29,3,35,1,1,24,18,11,1,1,2107,2015,10,10,98,2393.0
Oklahoma State,134,38,228,43,22,7,55,0,3,19,18,6,1,1,1731,West Virginia,256,61,188,37,18,11,107,3,1,26,20,6,4,3,1869,2015,10,10,277,197.0
New Mexico,135,37,138,24,19,5,60,1,1,14,15,5,2,2,1711,Nevada,351,54,166,19,16,1,5,2,0,30,10,5,2,1,1889,2015,10,10,2440,167.0
UL Monroe,173,29,231,48,25,8,73,2,1,21,18,8,2,1,1496,Tulsa,222,62,341,45,28,10,82,0,0,31,24,12,3,1,2104,2015,10,10,202,2433.0
Washington St,136,30,505,75,50,7,45,2,0,31,19,6,5,4,1972,Oregon,410,50,123,24,13,5,44,1,1,18,16,5,3,1,1628,2015,10,10,2483,265.0
Boise State,201,44,396,37,24,6,65,0,1,27,12,4,3,1,1888,Colorado State,105,37,151,30,14,8,64,1,2,14,17,5,2,2,1712,2015,10,10,36,68.0
Miami (FL),20,19,405,49,29,7,73,0,0,19,16,8,1,0,1717,FSU,248,36,291,33,25,7,43,0,0,25,10,3,1,0,1883,2015,10,11,52,2390.0
Colorado,49,28,401,41,26,9,88,1,1,19,16,6,1,0,1596,Arizona State,231,40,260,31,20,3,19,0,1,21,17,10,1,1,2004,2015,10,11,9,38.0
Michigan State,132,38,357,38,23,1,5,0,1,22,17,11,1,1,2052,Rutgers,141,32,208,26,15,3,20,0,0,15,12,3,3,2,1548,2015,10,11,164,127.0
San Diego State,218,57,184,15,11,11,70,1,0,19,16,5,0,0,2177,Hawaii,53,28,198,39,19,4,30,1,2,14,16,5,2,1,1423,2015,10,11,62,21.0
Cal,127,28,340,47,25,4,43,1,5,25,12,5,1,0,1590,Utah,265,51,170,26,16,5,48,1,2,21,17,4,2,2,2010,2015,10,11,254,25.0
Wyoming,115,35,192,29,15,1,10,2,2,19,12,2,1,1,1763,Air Force,299,58,80,10,5,2,30,1,1,16,14,5,0,0,1837,2015,10,11,2005,2751.0
San Jose State,115,24,329,48,30,3,22,1,1,21,16,7,2,1,1704,UNLV,186,48,217,30,15,4,40,0,2,22,17,7,0,0,1896,2015,10,11,2439,23.0
Utah State,201,43,281,27,19,7,59,1,0,21,16,8,1,1,1901,Fresno State,82,42,112,20,10,5,30,0,3,10,14,3,4,2,1699,2015,10,11,278,328.0
Arkansas State,226,53,119,18,10,8,80,1,0,17,15,3,2,0,1899,South Alabama,29,32,273,33,18,7,52,2,3,12,14,3,1,0,1701,2015,10,14,6,2032.0
W Kentucky,283,40,400,43,31,7,55,0,1,35,14,9,1,0,2034,North Texas,203,35,228,35,17,5,37,1,1,22,13,5,1,1,1566,2015,10,15,249,98.0
Auburn,152,47,255,28,17,5,49,0,0,21,18,11,0,0,1767,Kentucky,138,33,359,44,27,5,37,0,1,25,13,5,2,1,1833,2015,10,15,96,2.0
UCLA,181,31,325,42,22,10,93,0,2,19,16,3,3,2,1559,Stanford,310,48,131,16,8,5,40,0,1,19,12,5,0,0,2041,2015,10,16,24,26.0
Alabama,258,45,138,25,19,7,60,1,0,17,16,4,1,1,2182,Texas A&M,32,25,284,45,22,1,5,0,4,16,18,7,1,0,1418,2015,10,17,245,333.0
Appalachian St,379,50,275,16,9,6,68,1,0,23,11,4,4,3,1776,UL Monroe,159,39,191,35,18,3,15,0,2,21,16,6,4,1,1824,2015,10,17,2433,2026.0
Nevada,118,30,287,41,25,5,41,0,0,27,12,6,2,0,1515,Wyoming,272,51,213,20,18,7,71,0,0,25,13,7,1,1,2085,2015,10,17,2751,2440.0
Nebraska,203,39,261,26,18,2,25,0,0,23,13,7,0,0,1903,Minnesota,65,26,301,40,26,6,55,1,2,18,15,6,2,1,1697,2015,10,17,135,158.0
Wake Forest,113,43,197,30,20,3,24,1,0,16,18,8,2,0,2224,UNC,212,33,326,26,18,6,44,0,2,22,10,5,2,1,1376,2015,10,17,153,154.0
Kent State,192,50,135,25,20,9,103,0,1,18,19,7,1,0,2183,UMass,86,27,171,33,17,9,76,0,1,17,14,4,1,0,1417,2015,10,17,113,2309.0
Tulsa,175,45,288,41,19,7,53,1,1,22,19,5,5,2,1680,ECU,143,43,239,29,20,9,78,0,1,18,15,4,0,0,1920,2015,10,17,151,202.0
Idaho,123,37,207,37,20,6,59,0,0,20,18,7,0,0,1989,Troy,143,37,238,38,20,7,47,2,2,22,17,4,2,2,1611,2015,10,17,2653,70.0
E Michigan,282,48,176,37,23,6,45,1,1,23,20,9,1,1,2189,Toledo,238,29,373,33,22,5,43,1,0,23,12,7,2,2,1411,2015,10,17,2649,2199.0
Oklahoma,232,52,336,32,25,3,24,0,0,30,15,9,2,1,2062,Kansas State,65,31,45,22,5,1,5,0,3,7,14,3,0,0,1538,2015,10,17,2306,201.0
New Mexico St,133,29,253,37,20,4,40,0,1,19,14,5,2,0,1536,Ga Southern,507,59,85,8,4,7,86,1,0,24,11,5,1,1,2064,2015,10,17,290,166.0
Charlotte,309,70,227,36,24,5,50,2,1,31,22,12,2,1,2133,Old Dominion,115,31,367,46,26,6,50,1,1,24,18,7,1,0,1467,2015,10,17,295,2429.0
Cincinnati,121,46,220,31,16,9,65,0,0,21,17,7,1,1,2022,BYU,197,29,252,32,19,10,74,0,1,22,11,2,1,1,1578,2015,10,17,252,2132.0
Boston College,159,38,87,23,7,8,80,0,0,11,15,3,2,2,1674,Clemson,112,36,420,42,27,6,45,0,2,24,15,5,1,1,1926,2015,10,17,228,103.0
Rutgers,210,40,386,43,28,1,10,0,1,25,20,12,2,1,2102,Indiana,163,34,464,42,32,4,19,1,2,28,10,2,4,1,1498,2015,10,17,84,164.0
Iowa,294,51,198,27,16,5,47,0,1,24,18,9,1,1,2242,Northwestern,51,26,147,43,20,5,55,2,1,13,19,8,0,0,1358,2015,10,17,77,2294.0
Louisville,99,30,307,35,20,9,84,1,1,20,15,9,1,0,1543,FSU,133,32,377,39,27,10,75,0,0,24,15,8,0,0,2057,2015,10,17,52,97.0
UTSA,139,41,66,22,6,7,78,2,0,12,18,8,0,0,1499,Southern Miss,213,44,343,31,23,8,85,1,3,23,13,5,0,0,2101,2015,10,17,2572,2636.0
Missouri,21,22,143,26,11,4,27,1,0,6,13,2,1,0,1265,Georgia,120,45,178,32,23,3,30,0,1,19,19,9,1,0,2335,2015,10,17,61,142.0
UNLV,188,48,111,24,12,2,16,0,0,20,16,8,1,0,1928,Fresno State,217,38,193,31,19,4,47,1,0,23,17,9,1,1,1672,2015,10,17,278,2439.0
UCF,67,29,67,31,10,9,64,0,2,10,16,3,0,0,1621,Temple,212,41,149,27,15,8,84,3,1,20,14,7,0,0,1979,2015,10,17,218,2116.0
Purdue,55,29,136,26,15,7,67,1,0,12,13,4,3,1,1334,Wisconsin,96,37,322,39,30,7,65,0,1,26,14,7,1,1,2266,2015,10,17,275,2509.0
Air Force,269,56,137,16,10,5,45,1,1,21,17,9,5,2,1895,Colorado State,160,37,296,30,23,9,87,0,1,22,15,10,1,0,1705,2015,10,17,36,2005.0
Georgia State,33,32,412,39,28,7,65,1,0,21,14,5,0,0,1856,Ball State,154,40,218,48,28,6,65,0,1,24,22,11,1,0,1744,2015,10,17,2050,2247.0
LA Tech,110,32,303,41,25,7,60,0,1,24,15,4,1,1,2016,Miss St,93,30,347,43,30,4,38,0,0,28,13,6,1,1,1584,2015,10,17,344,2348.0
Texas Tech,217,43,359,51,30,6,70,1,1,28,21,9,2,1,1777,Kansas,145,40,330,50,35,5,41,2,1,26,18,6,3,1,1823,2015,10,17,2305,2641.0
Vanderbilt,155,35,177,42,21,6,53,2,3,20,15,6,1,0,1970,South Carolina,152,37,272,29,17,6,39,1,1,17,13,2,0,0,1630,2015,10,17,2579,238.0
Oregon State,218,45,176,30,17,11,86,0,2,21,13,4,4,1,1757,Washington St,111,22,409,52,40,6,60,1,2,32,12,8,0,0,1843,2015,10,17,265,204.0
Houston,239,47,222,25,17,10,99,0,1,24,15,7,1,1,1908,Tulane,112,32,150,33,14,12,133,0,0,11,18,4,2,1,1692,2015,10,17,2655,248.0
N Illinois,311,37,203,26,17,2,32,2,0,21,12,5,2,1,1215,Miami (OH),153,41,156,33,16,9,75,1,1,17,17,4,1,1,2385,2015,10,17,193,2459.0
Hawaii,220,50,195,25,13,11,94,0,2,23,18,10,0,0,1781,New Mexico,197,53,195,26,15,9,64,2,0,28,16,9,2,1,1819,2015,10,17,167,62.0
Syracuse,184,43,150,22,16,4,32,2,0,21,14,6,2,1,1669,UVA,159,44,234,37,24,7,78,1,1,25,17,9,1,1,1931,2015,10,17,258,183.0
USC,150,30,440,47,31,10,105,0,2,19,16,6,3,2,1868,Notre Dame,214,35,262,25,16,4,40,1,0,21,12,5,0,0,1732,2015,10,17,87,30.0
USF,275,44,186,16,12,3,30,0,2,17,12,4,1,0,1509,UConn,163,38,365,42,28,4,39,0,1,26,17,7,3,1,2091,2015,10,17,41,58.0
Florida,55,31,271,32,17,6,45,0,0,15,16,6,4,2,1783,LSU,221,41,202,19,13,3,20,1,0,18,14,7,1,1,1817,2015,10,17,99,57.0
VT,160,35,201,27,17,8,69,1,3,20,10,3,2,1,1988,Miami (FL),99,39,296,30,19,9,81,0,0,20,16,7,2,1,1612,2015,10,17,2390,259.0
Michigan State,58,33,328,39,18,5,44,0,0,20,13,3,4,0,1811,Michigan,62,33,168,25,15,8,70,1,0,10,15,4,1,0,1789,2015,10,17,130,127.0
Akron,158,41,104,30,15,8,70,2,2,16,18,6,3,1,1922,Bowling Green,120,42,412,33,27,7,54,0,0,27,13,6,2,2,1678,2015,10,17,189,2006.0
Ole Miss,40,24,440,48,34,8,90,0,2,25,13,4,2,0,1352,Memphis,107,41,384,53,39,10,80,0,1,31,20,12,0,0,2248,2015,10,17,235,145.0
Boise State,34,30,299,50,25,3,30,5,3,20,16,5,2,2,1496,Utah State,177,43,157,24,17,11,104,1,0,15,16,5,3,2,2104,2015,10,17,328,68.0
Bucknell,104,21,186,33,17,14,105,0,1,13,12,2,1,1,1477,Army,263,61,114,10,5,4,35,1,2,18,17,8,3,3,2123,2015,10,17,349,
Pitt,200,43,191,23,15,4,30,0,0,21,11,4,2,2,2060,Georgia Tech,376,40,106,15,6,5,54,1,1,19,11,5,1,1,1540,2015,10,17,59,221.0
Marshall,326,47,174,28,17,3,15,0,1,26,15,9,0,0,2118,FAU,131,34,203,31,14,5,30,0,1,17,14,6,1,0,1482,2015,10,17,2226,276.0
Buffalo,92,29,149,28,14,5,63,2,2,13,13,3,4,2,1490,Cent Michigan,150,45,313,30,23,9,87,0,1,25,12,6,1,1,2110,2015,10,17,2117,2084.0
FIU,86,30,260,51,29,3,20,0,1,25,18,9,3,1,1821,Mid Tennessee,200,43,261,26,17,8,87,1,1,22,11,7,0,0,1779,2015,10,17,2393,2229.0
West Virginia,182,44,289,39,18,8,80,0,1,22,18,6,4,1,1972,Baylor,304,50,389,34,21,6,80,0,0,34,13,4,5,4,1628,2015,10,17,239,277.0
TCU,177,41,444,34,28,7,75,1,0,30,13,9,0,0,1722,Iowa State,115,38,346,38,24,8,55,2,0,24,12,3,6,4,1878,2015,10,17,66,2628.0
W Michigan,430,44,137,20,14,6,45,0,0,23,11,7,0,0,1965,Ohio,100,30,254,40,22,3,28,0,0,20,13,3,3,0,1635,2015,10,17,195,2711.0
Penn State,195,40,120,13,7,3,22,1,0,14,12,1,2,0,1660,OSU,315,50,114,19,13,5,70,0,0,25,11,5,0,0,1940,2015,10,18,194,213.0
Arizona State,15,28,242,42,20,6,46,1,1,12,18,5,2,1,1605,Utah,72,31,297,36,26,4,19,0,0,16,19,9,0,0,1995,2015,10,18,254,9.0
Oregon,170,51,272,25,14,9,82,0,0,21,18,9,1,1,1851,Washington,180,30,205,32,20,8,64,0,1,17,13,5,0,0,1749,2015,10,18,264,2483.0
Arizona,291,44,325,40,25,3,25,2,0,26,17,8,0,0,1618,Colorado,128,43,339,44,28,9,65,1,0,22,18,6,2,2,1982,2015,10,18,38,12.0
San Diego State,233,48,144,14,10,9,76,0,0,23,11,3,1,1,2067,San Jose State,35,35,113,24,14,4,29,0,2,14,14,5,2,1,1533,2015,10,18,23,21.0
LA-Lafayette,232,34,253,44,17,3,32,0,2,22,17,6,4,2,1751,Arkansas State,306,52,129,20,9,3,20,0,1,22,13,5,0,0,1849,2015,10,21,2032,309.0
Temple,72,25,250,36,19,12,114,0,0,17,13,4,1,1,1656,ECU,95,35,283,53,33,9,99,1,1,24,20,10,2,2,1944,2015,10,22,151,218.0
Ga Southern,188,38,64,13,5,4,26,0,2,13,12,4,1,1,1599,Appalachian St,231,48,202,20,14,5,40,0,0,22,12,6,1,1,2001,2015,10,22,2026,290.0
Cal,131,35,295,53,32,5,37,0,0,25,19,8,5,3,1748,UCLA,174,42,399,48,34,9,74,1,0,31,16,9,1,1,1852,2015,10,23,26,25.0
Wisconsin,138,40,281,40,25,4,45,0,2,23,16,9,0,0,2409,Illinois,55,13,278,43,22,7,50,1,1,15,12,3,2,0,1191,2015,10,24,356,275.0
Tennessee,132,39,171,22,13,6,30,1,0,21,13,7,0,0,1461,Alabama,117,42,247,27,21,7,64,0,1,23,13,5,0,0,2139,2015,10,24,333,2633.0
Memphis,257,52,447,44,32,12,120,1,0,35,18,9,1,1,2124,Tulsa,113,45,421,36,24,11,76,2,1,27,15,5,1,0,1476,2015,10,24,202,235.0
Texas A&M,58,27,134,45,18,13,100,2,1,12,20,6,2,0,1452,Ole Miss,230,51,241,41,26,10,108,1,3,28,19,8,0,0,2148,2015,10,24,145,245.0
Kentucky,163,33,260,52,30,3,30,0,3,30,16,8,0,0,1971,Miss St,204,36,382,36,26,6,62,0,1,30,11,5,2,1,1629,2015,10,24,344,96.0
Mid Tennessee,33,24,381,56,36,7,59,1,2,21,18,7,3,1,1706,LA Tech,169,35,301,33,19,5,46,0,0,22,14,6,1,1,1894,2015,10,24,2348,2393.0
Texas Tech,172,40,253,45,29,7,57,0,4,28,18,12,1,0,1700,Oklahoma,405,57,212,22,15,3,34,1,1,35,13,10,1,1,1900,2015,10,24,201,2641.0
North Texas,209,40,128,37,15,5,28,0,1,22,16,5,2,1,1503,Marshall,213,43,189,34,19,4,50,0,0,21,17,6,3,2,2097,2015,10,24,276,249.0
New Mexico,205,32,130,20,8,3,34,1,1,15,9,2,0,0,1381,San Jose State,317,57,181,20,16,5,50,0,0,25,15,9,2,0,2219,2015,10,24,23,167.0
UConn,136,30,130,41,17,3,25,1,1,19,12,2,2,0,1642,Cincinnati,285,49,327,35,26,10,105,1,0,28,14,4,4,3,1958,2015,10,24,2132,41.0
Bowling Green,153,46,449,45,29,8,85,0,0,31,23,13,2,2,2131,Kent State,55,26,111,25,12,8,69,0,2,10,11,1,0,0,1469,2015,10,24,2309,189.0
