Visiter,VisRushY,VisRushA,VisPassY,VisPassA,VisPassC,VisPnl,VisPnlY,VisFmb,VisInt,VisFrstD,VisThrdDA,VisThrdDC,VisFrthDA,VisFrthDC,VisTm,Home,HomeRushY,HomeRushA,HomePassY,HomePassA,HomePassC,HomePnl,HomePnlY,HomeFmb,HomeInt,HomeFrstD,HomeThrdDA,HomeThrdDC,HomeFrthDA,HomeFrthDC,HomeTm,Year,Month,Day,HomeID,VisID
Texas,119,29,244,45,26,6,62,1,0,5,16,7,0,0,1513,Iowa State,201,50,262,27,16,10,118,1,1,11,20,10,0,0,2087,2013,10,3,66,251.0
UCLA,186,53,218,28,18,13,100,1,1,9,19,7,2,2,2009,Utah,99,33,288,44,22,6,60,0,6,7,13,2,3,2,1591,2013,10,3,254,26.0
BYU,160,50,278,32,17,3,36,1,1,7,18,5,1,1,1768,Utah State,186,35,211,51,22,3,28,2,1,6,23,10,2,0,1832,2013,10,4,328,252.0
Nevada,177,58,393,51,33,4,27,2,0,12,21,11,6,3,2017,San Diego State,255,39,286,32,23,4,28,1,0,8,12,5,2,1,1583,2013,10,4,21,2440.0
Louisville,177,34,348,36,25,8,72,0,0,10,12,7,0,0,2041,Temple,48,28,207,26,13,3,40,1,1,6,12,5,1,0,1559,2013,10,5,218,97.0
E Michigan,147,29,182,27,16,3,35,1,2,4,12,4,1,0,1602,Buffalo,228,45,224,24,15,8,90,0,0,11,13,7,1,1,1998,2013,10,5,2084,2199.0
Arizona State,65,25,362,47,33,4,45,1,2,6,13,4,2,1,1522,Notre Dame,145,37,279,38,17,9,64,0,1,9,15,4,1,1,2078,2013,10,5,87,9.0
TCU,44,27,166,26,16,5,25,0,0,3,14,3,1,1,1802,Oklahoma,203,38,152,31,20,3,35,1,0,10,13,3,2,2,1798,2013,10,5,201,2628.0
North Carolina St,115,32,257,43,27,8,74,0,2,6,17,7,1,0,1712,Wake Forest,114,32,268,39,24,8,52,0,1,8,14,7,0,0,1888,2013,10,5,154,152.0
Georgia,238,37,196,35,19,6,41,0,0,11,13,4,1,1,1756,Tennessee,189,41,215,31,17,9,67,1,0,6,17,7,3,3,1844,2013,10,5,2633,61.0
UCF,110,30,160,36,17,6,46,0,0,9,14,5,2,1,1772,Memphis,118,35,279,39,20,5,39,1,3,11,16,5,1,1,1828,2013,10,5,235,2116.0
LA Tech,353,50,110,20,10,3,46,2,0,13,13,6,2,1,1593,UTEP,203,45,237,33,18,6,51,0,1,13,18,7,4,4,2007,2013,10,5,2638,2348.0
ECU,146,40,365,58,43,5,35,1,0,11,23,17,0,0,1994,Mid Tennessee,89,32,245,37,28,4,40,0,2,8,16,9,0,0,1606,2013,10,5,2393,151.0
W Michigan,87,40,288,32,19,6,41,2,2,3,16,5,1,1,1863,Toledo,360,39,168,32,14,7,48,0,0,16,12,3,1,1,1737,2013,10,5,2649,2711.0
Illinois,195,48,177,31,16,3,38,1,1,11,15,4,4,2,1974,Nebraska,335,50,186,20,11,8,71,1,0,14,12,6,1,0,1626,2013,10,5,158,356.0
Fresno State,309,50,422,51,38,4,43,1,2,17,15,6,2,2,1756,Idaho,96,43,177,40,17,5,49,1,4,11,19,8,3,2,1854,2013,10,5,70,278.0
Rice,167,48,177,22,13,11,91,1,1,11,12,3,1,1,1662,Tulsa,222,53,193,32,16,5,30,1,2,10,19,5,5,3,1938,2013,10,5,202,242.0
Ole Miss,124,39,340,50,26,4,34,0,2,9,19,5,5,3,1925,Auburn,282,48,93,17,11,2,23,2,0,15,13,5,0,0,1675,2013,10,5,2,145.0
New Mexico St,182,40,269,34,20,4,40,1,2,11,13,4,2,0,1760,New Mexico,541,56,67,8,3,2,15,0,0,20,10,5,3,1,1840,2013,10,5,167,166.0
UTSA,97,29,157,34,14,10,89,0,3,6,14,4,2,1,1780,Marshall,125,49,279,32,22,7,52,1,0,9,18,10,1,0,1820,2013,10,5,276,2636.0
Clemson,158,45,466,32,23,3,30,0,2,8,12,4,1,0,1732,Syracuse,323,48,74,29,12,8,60,0,4,10,20,4,4,2,1868,2013,10,5,183,228.0
Kentucky,123,36,178,24,17,2,9,0,0,9,11,5,2,2,1815,South Carolina,178,39,275,23,18,5,40,1,0,10,9,5,0,0,1785,2013,10,5,2579,96.0
Ohio,147,39,215,26,17,5,35,0,1,9,14,7,1,0,1732,Akron,56,39,101,26,11,12,135,1,1,3,17,6,1,0,1868,2013,10,5,2006,195.0
Rutgers,191,52,283,33,19,9,60,1,1,11,18,9,3,2,1941,SMU,74,28,484,71,45,5,50,1,0,3,23,9,6,4,1659,2013,10,5,2567,164.0
UNC,99,38,277,35,23,11,79,1,2,5,16,6,3,2,1762,VT,48,34,293,28,19,5,24,0,0,3,14,6,0,0,1838,2013,10,5,259,153.0
North Texas,34,20,326,42,29,11,105,0,2,3,16,7,0,0,1664,Tulane,95,39,132,28,18,4,49,1,0,4,14,4,0,0,1936,2013,10,5,2655,249.0
Michigan State,135,37,277,44,25,8,70,0,1,6,19,6,3,2,2233,Iowa,23,16,241,46,26,3,34,0,2,0,15,4,1,0,1367,2013,10,5,2294,127.0
Missouri,245,43,278,28,19,6,52,0,0,13,11,4,3,2,1798,Vanderbilt,130,38,338,41,29,7,64,0,1,11,14,5,4,2,1802,2013,10,5,238,142.0
San Jose State,216,55,318,35,16,5,34,0,2,13,19,6,2,0,2184,Hawaii,87,33,386,53,29,6,54,1,3,5,19,6,2,1,1416,2013,10,5,62,23.0
Army,326,65,101,11,5,1,15,0,0,18,17,8,1,1,2079,Boston College,320,41,203,13,11,6,45,0,0,13,9,5,0,0,1521,2013,10,5,103,349.0
OSU,248,48,203,26,15,1,10,2,1,16,13,7,1,0,1762,Northwestern,94,43,343,31,25,4,42,1,1,6,14,5,1,0,1838,2013,10,5,77,194.0
Washington,139,40,350,48,33,10,89,0,1,11,14,6,2,1,1701,Stanford,179,41,105,20,12,7,53,0,1,8,14,4,1,0,1899,2013,10,5,24,264.0
Georgia Tech,335,62,66,19,6,3,15,1,2,20,16,6,5,4,2159,Miami (FL),227,31,324,22,17,7,54,2,2,11,6,3,0,0,1441,2013,10,5,2390,59.0
Texas Tech,114,43,404,57,36,9,76,0,1,6,21,10,0,0,1891,Kansas,53,37,220,35,18,12,81,3,1,6,16,3,3,1,1709,2013,10,5,2305,2641.0
Cincinnati,110,33,240,36,24,5,39,2,2,7,14,7,1,0,1766,USF,112,37,129,18,11,5,45,1,0,4,15,5,0,0,1834,2013,10,5,58,2132.0
Kansas State,144,38,192,28,18,12,92,2,3,9,12,5,1,1,2132,Oklahoma State,85,25,245,40,24,1,7,1,0,7,14,4,0,0,1468,2013,10,5,197,2306.0
Texas State,120,31,76,16,11,5,55,2,0,7,11,3,2,1,1568,LA-Lafayette,212,50,360,26,21,8,67,1,0,13,14,9,2,0,2032,2013,10,5,309,326.0
Georgia State,15,22,160,22,12,10,60,1,0,1,12,4,0,0,1582,Alabama,181,30,296,34,29,4,30,0,0,10,9,6,0,0,2018,2013,10,5,333,2247.0
Penn State,70,38,340,55,30,5,20,1,0,9,22,11,5,1,2111,Indiana,150,41,336,39,24,5,42,0,1,7,15,4,1,0,1489,2013,10,5,84,213.0
West Virginia,118,34,276,41,17,6,76,0,1,7,15,3,5,1,1770,Baylor,468,62,396,33,20,10,100,1,3,22,16,11,1,1,1830,2013,10,5,239,277.0
Arkansas,111,29,164,43,17,8,57,1,1,7,16,6,1,0,1658,Florida,115,41,240,22,16,8,84,0,0,6,13,5,0,0,1942,2013,10,5,57,8.0
LSU,223,39,340,29,25,5,27,0,1,8,11,6,2,2,2012,Miss St,216,36,252,31,16,5,41,1,1,11,11,4,2,0,1588,2013,10,5,344,99.0
N Illinois,454,63,244,35,21,9,80,0,2,28,17,10,0,0,2158,Kent State,147,24,245,37,17,3,15,1,1,4,16,7,1,0,1442,2013,10,5,2309,2459.0
Oregon,349,62,406,34,19,5,41,1,2,15,18,9,4,2,1914,Colorado,94,36,280,34,12,2,20,0,2,5,15,0,3,1,1686,2013,10,5,38,2483.0
Cent Michigan,184,41,110,21,11,2,24,1,1,11,13,7,0,0,1856,Miami (OH),123,36,171,29,14,9,74,1,0,8,15,5,2,1,1744,2013,10,5,193,2117.0
Maryland,33,25,201,32,15,4,40,1,0,1,15,2,0,0,1545,FSU,183,43,431,39,26,4,26,0,0,12,11,6,0,0,2055,2013,10,5,52,120.0
FIU,160,50,181,23,13,8,70,0,2,9,14,2,2,2,2158,Southern Miss,71,24,243,45,26,3,19,2,2,5,15,6,2,2,1442,2013,10,5,2572,2229.0
Air Force,231,57,82,16,7,1,5,1,2,15,18,10,1,0,1865,Navy,273,51,54,10,6,1,5,0,0,14,14,8,0,0,1735,2013,10,5,2426,2005.0
FAU,280,46,299,36,23,1,5,0,0,10,17,11,1,1,2140,UAB,51,25,256,33,18,2,12,0,0,4,15,6,1,0,1460,2013,10,5,5,2226.0
Ball State,160,40,346,41,23,1,15,0,0,7,14,5,1,0,1886,UVA,236,41,223,42,22,13,93,3,1,10,18,8,3,1,1714,2013,10,5,258,2050.0
Minnesota,136,41,145,21,14,6,35,1,1,9,15,8,1,1,2028,Michigan,113,35,235,17,13,2,10,0,0,7,13,10,0,0,1572,2013,10,5,130,135.0
UMass,184,32,96,25,11,8,62,0,1,8,13,4,1,1,1657,Bowling Green,232,43,216,22,13,2,20,0,0,8,12,5,1,0,1943,2013,10,5,189,113.0
South Alabama,159,42,471,41,26,11,93,0,0,10,16,7,3,1,1931,Troy,129,38,305,34,24,6,60,1,0,9,14,6,1,1,1669,2013,10,5,2653,6.0
Washington St,49,21,521,67,41,7,75,0,1,4,19,7,2,1,1965,Cal,79,29,506,62,34,11,96,3,2,5,19,7,3,0,1635,2013,10,5,25,265.0
Rutgers,12,27,228,37,20,4,33,0,4,3,13,3,4,3,1608,Louisville,151,36,310,31,21,7,70,2,1,7,13,9,0,0,1992,2013,10,10,97,164.0
San Diego State,214,46,249,26,15,6,40,1,1,10,16,9,3,0,1998,Air Force,169,49,150,12,6,6,45,1,0,10,14,3,3,2,1602,2013,10,10,2005,21.0
Arizona,145,33,363,44,28,5,52,0,0,9,17,8,0,0,1587,USC,249,45,297,30,15,7,50,0,0,13,13,6,0,0,2013,2013,10,10,30,12.0
Temple,176,31,200,25,12,8,90,1,1,8,11,4,1,1,1380,Cincinnati,205,42,270,37,31,11,105,1,0,12,17,11,1,1,2220,2013,10,11,2132,218.0
Kansas,46,34,152,26,13,6,44,1,1,5,16,2,1,0,1615,TCU,207,41,173,22,14,3,20,3,2,9,11,2,0,0,1985,2013,10,12,2628,2305.0
Hawaii,129,26,325,47,24,10,77,1,0,4,16,6,2,0,1347,UNLV,194,57,385,56,34,6,57,0,1,14,20,8,2,0,2253,2013,10,12,2439,62.0
Buffalo,290,56,132,23,12,9,110,0,0,19,14,4,4,3,2218,W Michigan,38,26,164,34,16,7,50,2,2,3,12,2,0,0,1382,2013,10,12,2711,2084.0
Boston College,94,39,192,21,13,8,57,1,1,5,15,3,1,0,1881,Clemson,162,37,334,45,30,5,35,2,0,9,17,4,4,2,1719,2013,10,12,228,103.0
ECU,63,35,480,55,41,7,65,1,1,3,16,4,0,0,1783,Tulane,85,28,225,40,24,10,74,0,1,5,17,5,0,0,1817,2013,10,12,2655,151.0
Indiana,92,27,259,47,25,7,65,0,1,4,18,8,1,0,1352,Michigan State,238,47,235,31,22,10,100,1,1,11,15,10,0,0,2248,2013,10,12,127,84.0
Missouri,142,37,233,31,22,10,57,0,0,7,12,5,0,0,1837,Georgia,164,31,290,45,25,5,40,2,2,8,11,4,1,1,1763,2013,10,12,61,142.0
Miami (OH),117,30,173,35,15,2,10,0,3,7,11,1,3,1,1532,UMass,127,44,249,36,19,5,55,0,2,10,16,7,1,1,2068,2013,10,12,113,193.0
UAB,217,41,188,30,19,9,72,0,0,11,12,5,0,0,1779,FIU,94,36,302,34,17,5,52,1,1,6,14,4,1,1,1821,2013,10,12,2229,5.0
Bowling Green,160,29,224,34,20,4,30,1,0,7,11,4,2,0,1666,Miss St,245,41,177,25,19,9,71,0,1,13,11,4,3,1,1934,2013,10,12,344,189.0
W Carolina,66,31,107,17,6,3,20,0,1,3,14,2,0,0,1722,Auburn,511,43,201,22,17,3,20,0,1,20,7,6,1,0,1878,2013,10,12,2,
Tulsa,204,46,226,17,14,0,0,1,0,13,13,6,1,1,1806,UTEP,222,47,166,30,12,1,15,0,2,12,17,7,3,1,1794,2013,10,12,2638,202.0
Stanford,143,29,246,27,15,6,33,2,0,5,13,6,1,0,1626,Utah,181,39,234,34,23,4,30,0,1,13,14,6,1,1,1974,2013,10,12,254,24.0
Rice,157,41,183,22,9,5,45,0,0,8,14,5,0,0,1519,UTSA,264,49,170,31,17,6,55,1,0,10,16,4,6,4,2081,2013,10,12,2636,242.0
Baylor,114,37,332,21,12,6,45,1,0,7,13,4,2,2,1236,Kansas State,327,58,118,22,10,4,37,0,1,14,15,7,1,0,2364,2013,10,12,2306,239.0
Northwestern,44,25,197,39,17,4,30,0,1,2,17,2,1,1,1305,Wisconsin,286,51,241,28,17,2,10,1,2,14,14,7,1,0,2295,2013,10,12,275,77.0
South Carolina,277,54,260,35,24,3,25,1,0,21,16,9,5,5,2605,Arkansas,218,24,30,13,4,3,31,2,1,5,7,2,1,0,995,2013,10,12,8,2579.0
Nebraska,251,56,184,31,16,8,75,0,3,12,21,11,2,2,2236,Purdue,32,25,184,36,14,7,53,1,1,4,14,3,3,0,1364,2013,10,12,2509,158.0
New Mexico,257,50,179,24,12,2,9,2,1,14,17,7,3,3,2141,Wyoming,285,46,247,33,19,2,18,1,0,17,16,8,2,2,1459,2013,10,12,2751,167.0
Pitt,23,26,187,29,13,7,53,0,0,1,14,4,1,0,1549,VT,76,38,239,34,19,4,45,0,0,5,20,8,0,0,2051,2013,10,12,259,221.0
Boise State,112,40,335,45,30,5,43,0,3,8,17,8,1,1,1976,Utah State,127,39,221,31,16,8,70,1,2,5,15,3,1,1,1624,2013,10,12,328,68.0
San Jose State,177,45,431,35,28,3,24,1,1,13,18,11,0,0,2216,Colorado State,137,27,310,34,19,2,10,0,2,8,10,3,1,1,1384,2013,10,12,36,23.0
Oregon,265,50,366,31,24,9,86,0,0,15,14,8,2,1,2025,Washington,194,42,182,32,19,5,54,1,1,12,20,10,1,1,1575,2013,10,12,264,2483.0
Mid Tennessee,139,27,66,30,14,1,15,2,1,8,15,5,1,0,1331,North Texas,303,61,113,19,13,6,70,1,2,18,17,10,0,0,2269,2013,10,12,249,2393.0
Florida,111,40,129,28,16,8,72,0,0,8,17,6,4,3,2051,LSU,175,39,152,17,9,5,42,1,0,9,9,5,0,0,1549,2013,10,12,99,57.0
UL Monroe,80,31,112,32,16,8,50,0,2,3,15,2,1,1,1688,Texas State,210,38,148,34,12,15,156,0,2,9,13,2,0,0,1912,2013,10,12,326,2433.0
UVA,242,49,263,44,27,5,38,0,0,9,20,8,0,0,2265,Maryland,136,30,332,34,18,6,48,3,0,6,12,4,0,0,1335,2013,10,12,120,258.0
USF,122,34,106,28,8,7,58,0,1,5,17,5,0,0,1732,UConn,207,37,149,43,15,4,40,1,0,10,18,6,1,1,1868,2013,10,12,41,58.0
Akron,110,36,262,56,24,10,91,0,1,7,23,9,4,1,1963,N Illinois,179,39,220,35,16,4,31,0,0,6,15,1,1,1,1637,2013,10,12,2459,2006.0
Troy,249,59,385,43,25,9,98,1,2,14,22,13,2,0,2043,Georgia State,52,26,370,50,22,7,60,0,1,3,16,5,0,0,1557,2013,10,12,2247,2653.0
Syracuse,362,40,74,21,10,8,72,0,2,11,14,5,0,0,1599,North Carolina St,129,45,226,50,24,4,35,0,1,8,23,7,5,2,2001,2013,10,12,152,183.0
Kent State,223,46,184,30,20,5,36,1,1,13,14,5,3,2,2212,Ball State,118,23,305,46,23,4,50,1,2,6,13,7,2,1,1388,2013,10,12,2050,2309.0
Iowa State,143,39,168,39,15,6,35,0,0,9,18,5,2,1,1784,Texas Tech,251,45,415,56,35,4,30,2,1,14,16,5,2,2,1816,2013,10,12,2641,66.0
Alabama,299,44,369,36,22,7,65,2,0,16,14,10,1,1,2159,Kentucky,94,34,76,18,7,6,50,0,0,7,12,2,2,1,1441,2013,10,12,96,333.0
Memphis,127,40,222,41,21,12,86,4,0,6,20,7,3,2,2156,Houston,38,29,209,32,14,9,85,1,0,5,14,4,1,0,1444,2013,10,12,248,235.0
Oklahoma,130,33,133,26,12,8,63,0,2,9,13,2,1,0,1485,Texas,255,60,190,22,13,3,15,1,1,13,20,13,1,0,2115,2013,10,12,251,201.0
Colorado,99,35,169,30,18,8,75,1,3,7,14,7,1,1,1580,Arizona State,276,58,256,22,11,3,25,0,0,18,14,7,1,1,2020,2013,10,12,9,38.0
Cent Michigan,208,44,224,29,20,7,64,0,1,9,17,9,0,0,2152,Ohio,107,34,332,36,25,4,55,2,2,8,10,5,1,1,1448,2013,10,12,195,2117.0
Idaho,165,39,212,41,15,7,50,0,1,8,21,8,2,1,1610,Arkansas State,190,45,375,32,22,14,110,0,1,13,14,6,1,0,1965,2013,10,12,2032,70.0
Navy,230,50,89,14,6,5,35,2,1,13,12,5,2,2,1511,Duke,134,37,301,39,32,3,35,0,0,10,16,10,4,2,2089,2013,10,12,150,2426.0
Marshall,139,34,216,35,18,7,56,0,1,7,18,9,2,1,1489,FAU,208,47,187,29,16,2,20,0,1,11,13,5,0,0,2111,2013,10,12,2226,276.0
E Michigan,194,34,223,27,17,3,27,1,1,12,11,3,5,3,1755,Army,513,54,38,7,5,3,25,0,0,23,9,7,1,1,1845,2013,10,12,349,2199.0
Michigan,149,54,240,29,15,7,62,1,2,9,18,4,0,0,2173,Penn State,85,44,305,45,23,5,56,2,2,6,16,3,3,2,1427,2013,10,12,213,130.0
Georgia Tech,237,52,163,24,11,10,76,1,1,12,20,10,1,0,2203,BYU,189,42,244,27,19,8,60,0,0,11,10,3,0,0,1397,2013,10,12,252,59.0
Oregon State,102,28,496,53,35,4,27,0,2,10,12,7,0,0,2038,Washington St,113,22,270,55,29,4,33,2,4,5,14,6,3,2,1562,2013,10,12,265,204.0
Cal,105,37,215,43,26,9,87,1,1,7,17,4,4,2,1800,UCLA,78,34,410,41,31,9,64,0,0,4,15,7,0,0,1800,2013,10,12,26,25.0
Texas A&M,241,45,346,39,31,8,65,1,1,11,14,9,2,1,1972,Ole Miss,133,33,329,40,25,8,65,0,1,9,14,6,2,1,1628,2013,10,12,145,245.0
LA-Lafayette,254,52,90,12,5,8,89,1,0,15,13,8,0,0,1796,W Kentucky,133,38,338,29,23,6,36,2,2,8,10,2,4,0,1804,2013,10,15,98,309.0
Miami (FL),234,45,322,35,19,4,30,0,4,11,18,8,0,0,1741,UNC,105,36,395,43,32,7,44,0,2,7,15,5,0,0,1859,2013,10,17,153,2390.0
UCF,196,32,250,33,21,5,46,1,1,10,11,5,1,0,1758,Louisville,104,24,341,38,29,6,47,2,0,9,11,7,0,0,1842,2013,10,18,97,2116.0
North Texas,165,44,221,24,16,4,44,0,1,8,13,6,1,0,1971,LA Tech,37,23,367,55,37,5,50,1,2,3,18,7,1,0,1629,2013,10,19,2348,249.0
FSU,121,38,444,35,22,12,104,0,1,9,12,8,0,0,2121,Clemson,123,41,203,45,22,7,96,2,2,10,15,5,5,3,1479,2013,10,19,228,52.0
Duke,180,44,292,40,22,8,70,0,1,11,16,4,4,4,1707,UVA,100,39,263,38,20,6,35,0,1,8,17,6,2,1,1893,2013,10,19,258,150.0
Purdue,66,34,160,25,14,3,30,1,1,6,15,5,1,1,1739,Michigan State,182,41,112,26,14,2,14,0,0,14,13,5,1,1,1861,2013,10,19,127,2509.0
Indiana,162,33,410,43,24,3,20,0,2,11,14,8,1,0,1286,Michigan,248,54,503,29,21,4,15,2,0,15,11,7,1,1,2314,2013,10,19,130,84.0
Ball State,159,43,324,38,25,6,40,1,1,8,17,9,1,0,1976,W Michigan,164,26,204,34,19,12,101,1,1,5,14,3,3,1,1624,2013,10,19,2711,2050.0
Old Dominion,93,20,312,53,31,14,109,0,1,5,15,5,3,1,1840,Pitt,266,45,104,18,11,10,112,0,0,8,10,4,1,0,1760,2013,10,19,221,295.0
Nevada,165,52,208,30,22,5,25,0,0,14,14,5,2,1,2243,Boise State,407,46,150,21,18,3,25,0,1,16,12,8,0,0,1357,2013,10,19,68,2440.0
Washington St,2,12,557,89,58,4,35,1,4,1,15,5,3,2,2139,Oregon,383,44,336,33,24,9,75,3,0,15,10,3,2,1,1461,2013,10,19,2483,265.0
UCLA,74,27,192,39,24,7,43,0,2,6,15,5,0,0,1369,Stanford,192,50,227,25,18,6,65,0,1,11,17,9,0,0,2231,2013,10,19,24,26.0
N Illinois,437,53,155,30,20,4,35,0,1,20,15,9,1,0,1956,Cent Michigan,75,30,271,32,16,4,24,1,1,6,11,3,1,0,1644,2013,10,19,2117,2459.0
Utah State,337,42,155,24,16,5,43,0,0,16,13,7,2,1,1593,New Mexico,160,43,140,20,11,5,40,1,0,9,15,3,3,2,2007,2013,10,19,167,328.0
Rice,409,67,106,15,9,3,31,1,0,20,13,5,0,0,2311,New Mexico St,160,36,168,21,8,5,29,1,2,5,15,6,0,0,1289,2013,10,19,166,242.0
Akron,147,39,227,32,23,7,40,3,0,11,13,5,2,2,1967,Miami (OH),77,36,226,34,23,5,60,1,1,6,16,8,1,1,1633,2013,10,19,193,2006.0
Syracuse,75,26,133,29,13,9,91,1,2,2,12,3,0,0,1341,Georgia Tech,394,67,88,5,3,0,0,0,1,22,8,5,0,0,2259,2013,10,19,59,183.0
Southern Miss,121,36,112,28,11,6,56,1,1,5,16,4,3,2,1466,ECU,122,44,354,44,34,6,55,1,0,6,17,11,2,1,2134,2013,10,19,151,2572.0
Georgia State,160,35,208,36,20,10,84,0,1,8,15,4,3,2,1875,Texas State,296,42,47,12,5,3,35,0,1,11,11,5,1,0,1725,2013,10,19,326,2247.0
Oregon State,74,28,496,46,36,8,80,2,0,8,11,5,2,2,2008,Cal,75,30,291,47,32,8,100,2,2,6,17,7,3,1,1592,2013,10,19,25,204.0
Kent State,247,33,181,26,14,7,54,0,0,9,12,3,3,1,1516,South Alabama,257,53,224,24,16,6,44,0,0,17,11,6,2,0,2084,2013,10,19,6,2309.0
Navy,419,93,95,13,5,4,40,1,0,30,21,11,5,4,2228,Toledo,321,46,105,20,11,8,70,0,1,16,12,6,2,1,1372,2013,10,19,2649,2426.0
SMU,139,33,321,43,27,3,30,2,1,6,15,6,0,0,1595,Memphis,122,40,198,36,26,9,110,1,1,9,14,4,2,1,2005,2013,10,19,235,2567.0
Florida,59,31,92,29,15,8,59,2,1,5,15,3,0,0,1758,Missouri,205,37,295,36,18,7,50,1,1,11,14,4,0,0,1842,2013,10,19,142,57.0
Army,255,58,83,19,8,4,30,2,2,17,14,5,1,0,1948,Temple,158,44,203,16,10,6,50,0,1,10,11,4,0,0,1652,2013,10,19,218,349.0
TCU,126,36,199,37,18,9,85,1,3,7,17,6,2,0,1988,Oklahoma State,95,35,320,44,20,9,70,1,3,5,18,7,1,0,1612,2013,10,19,197,2628.0
Utah,172,42,157,32,15,5,60,0,2,9,18,5,2,1,1847,Arizona,300,58,168,30,18,3,31,2,0,15,20,12,3,0,1753,2013,10,19,12,254.0
Maryland,39,23,344,51,27,4,40,1,2,4,12,3,4,1,1678,Wake Forest,47,24,260,38,28,4,50,0,0,1,15,7,0,0,1922,2013,10,19,154,120.0
Ohio,148,34,399,33,26,7,60,0,1,7,12,7,0,0,1688,E Michigan,315,39,162,28,14,8,57,1,2,13,13,6,1,0,1912,2013,10,19,2199,195.0
UConn,56,32,321,42,24,7,44,0,3,7,15,6,1,0,1897,Cincinnati,137,36,388,30,21,3,35,2,1,7,10,4,1,0,1703,2013,10,19,2132,41.0
BYU,264,71,417,44,29,14,125,0,3,15,21,7,2,1,2037,Houston,48,29,435,47,31,10,88,0,3,5,16,5,0,0,1563,2013,10,19,248,252.0
Auburn,379,60,236,25,11,5,43,1,0,18,14,7,1,1,1936,Texas A&M,133,40,469,42,30,5,34,0,2,10,13,5,2,1,1664,2013,10,19,245,2.0
LSU,114,35,274,33,19,2,20,0,3,8,11,5,1,1,1622,Ole Miss,176,43,349,41,31,5,30,2,0,10,18,11,0,0,1978,2013,10,19,145,99.0
Iowa,130,27,245,34,19,3,30,0,1,9,13,8,0,0,1500,OSU,273,51,222,27,22,3,22,0,0,19,14,10,1,0,2100,2013,10,19,194,2294.0
Arkansas,165,39,91,25,7,2,20,1,2,11,15,6,2,1,1860,Alabama,352,37,180,24,15,0,0,0,0,15,9,5,1,0,1740,2013,10,19,333,8.0
Charleston So,148,45,48,14,7,6,33,1,1,7,16,5,1,1,2207,Colorado,218,31,198,21,15,2,25,0,0,10,10,5,1,1,1393,2013,10,19,38,
Minnesota,176,49,123,14,9,9,89,0,0,10,13,4,0,0,2115,Northwestern,94,26,234,46,25,5,40,1,2,6,16,6,2,2,1485,2013,10,19,77,135.0
Texas Tech,111,31,462,50,36,7,80,2,0,5,15,9,0,0,1537,West Virginia,183,39,254,43,27,5,50,1,0,6,17,7,3,1,2063,2013,10,19,277,2641.0
Washington,-5,25,217,40,16,8,54,1,0,2,17,4,0,0,1280,Arizona State,314,51,271,42,26,4,30,1,1,15,17,7,0,0,2320,2013,10,19,9,264.0
Georgia,107,35,114,28,16,6,45,2,1,8,14,4,2,1,1490,Vanderbilt,119,38,218,35,21,7,63,0,2,9,15,5,2,2,2110,2013,10,19,238,61.0
UMass,85,33,162,28,14,7,72,2,1,6,15,5,1,0,1590,Buffalo,215,48,167,27,18,5,40,0,0,12,14,4,0,0,2010,2013,10,19,2084,113.0
USC,129,31,201,34,20,11,95,0,1,7,13,2,2,0,1878,Notre Dame,129,40,166,25,14,6,38,1,0,6,14,4,1,0,1722,2013,10,19,87,30.0
Colorado State,290,54,219,23,18,6,46,0,1,15,14,8,1,1,2127,Wyoming,165,34,251,37,22,3,35,1,2,4,17,7,1,0,1473,2013,10,19,2751,36.0
South Carolina,218,42,166,22,8,9,84,1,1,11,14,4,1,1,1658,Tennessee,146,41,179,36,19,5,40,0,0,8,17,5,0,0,1942,2013,10,19,2633,2579.0
Oklahoma,235,45,180,26,16,7,50,1,1,11,14,7,1,0,2002,Kansas,185,39,16,13,5,6,65,0,0,8,11,2,1,0,1598,2013,10,19,2305,201.0
Iowa State,41,33,133,27,15,5,45,1,2,5,16,4,2,1,1743,Baylor,291,53,423,39,29,6,35,0,0,14,18,10,3,2,1857,2013,10,19,239,66.0
Wisconsin,289,46,189,21,16,8,93,0,0,15,8,4,1,1,2058,Illinois,72,29,319,34,26,5,45,2,0,6,11,5,1,0,1542,2013,10,19,356,275.0
UNLV,133,25,161,42,27,4,38,0,0,7,15,5,4,1,1573,Fresno State,206,39,435,51,35,4,40,0,1,10,16,11,2,1,2027,2013,10,19,278,2439.0
LA-Lafayette,265,58,205,28,18,4,30,0,1,12,21,12,1,1,2538,Arkansas State,79,25,89,21,11,4,44,0,1,5,12,5,1,0,1062,2013,10,22,2032,309.0
Marshall,213,52,235,35,19,6,61,1,1,14,16,9,2,1,1631,Mid Tennessee,308,60,277,40,22,6,75,1,1,13,20,10,5,4,1969,2013,10,24,2393,276.0
Kentucky,160,40,165,35,19,4,40,0,0,10,18,4,5,4,1566,Miss St,152,42,295,37,25,8,82,0,0,8,18,10,3,1,2034,2013,10,24,344,96.0
Boise State,214,44,285,46,29,5,39,3,1,8,18,8,5,2,1645,BYU,229,50,339,41,27,7,55,0,0,12,19,7,1,1,1955,2013,10,25,252,68.0
Michigan State,269,55,208,16,15,5,34,1,0,17,16,14,0,0,2346,Illinois,25,21,103,21,13,7,66,1,1,3,10,3,1,0,1254,2013,10,26,356,127.0
