Date, Vis Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score,Home Team, Rushing Yards, Rushing Attempts, Passing Yards,Passing Attempts, Passing Completions, Penalties, Penalty Yards, Fumbles Lost,Interceptions Thrown, 1st Downs, 3rd Down Attempts, 3rd Down Conversions,4th Down Attempts, 4th Down conversions, Time of Possession, Score
2001-09-08, Arizona State, 154, 39, 271, 36, 27, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 38, San Diego State, 88, 35, 102, 29, 10, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 7
2001-09-08, Marshall, 214, 32, 331, 32, 21, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 49, UMass, 201, 56, 154, 38, 13, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 20
2001-09-08, Ball State, 257, 51, 170, 35, 19, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 20, Kentucky, 146, 28, 215, 22, 15, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 28
2001-09-08, Iowa State, 249, 45, 88, 18, 9, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 45, Northern Iowa, 183, 41, 116, 30, 10, -999, -999, 1, 6, -999, -999, -999, -999, -999, -999, 0
2001-09-08, Alabama, 229, 43, 128, 17, 10, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 12, Vanderbilt, 143, 35, 253, 35, 17, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 9
2001-09-08, Hawaii, 90, 28, 435, 54, 31, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 30, Montana, 165, 35, 232, 47, 24, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 12
2001-09-08, SMU, 39, 30, 109, 30, 14, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 10, TCU, 171, 47, 119, 21, 13, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 38
2001-09-08, New Mexico St, 161, 43, 206, 29, 15, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 22, Oregon State, 213, 46, 207, 27, 16, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 27
2001-09-08, Arizona, 181, 36, 310, 35, 21, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 36, Idaho, 113, 37, 366, 49, 30, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 29
2001-09-08, Ohio, 223, 58, 87, 8, 5, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 3, West Virginia, 211, 49, 139, 26, 14, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 20
2001-09-08, Arkansas State, 66, 40, 106, 29, 12, -999, -999, 4, 1, -999, -999, -999, -999, -999, -999, 3, Baylor, 174, 44, 192, 31, 14, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 24
2001-09-08, Georgia Tech, 270, 54, 291, 19, 15, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 70, Navy, 106, 40, 111, 26, 11, -999, -999, 3, 2, -999, -999, -999, -999, -999, -999, 7
2001-09-08, Nebraska, 182, 52, 88, 9, 6, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 27, Notre Dame, 43, 30, 119, 32, 16, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 10
2001-09-08, Cent Michigan, 165, 40, 122, 36, 18, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 21, Michigan State, 196, 49, 290, 29, 18, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 35
2001-09-08, Kansas State, 340, 57, 26, 16, 7, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 10, USC, 100, 30, 197, 36, 16, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 6
2001-09-08, Temple, -27, 22, 159, 30, 12, -999, -999, 2, 3, -999, -999, -999, -999, -999, -999, 7, Toledo, 179, 49, 231, 28, 17, -999, -999, 0, 3, -999, -999, -999, -999, -999, -999, 33
2001-09-08, Akron, 114, 33, 134, 32, 15, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 14, OSU, 236, 56, 289, 29, 17, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 28
2001-09-08, Boston College, 130, 36, 202, 41, 17, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 22, Stanford, 160, 43, 232, 30, 15, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 38
2001-09-08, Georgia, 113, 39, 169, 35, 21, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 9, South Carolina, 43, 36, 193, 29, 19, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 14
2001-09-08, LSU, 275, 43, 229, 24, 13, -999, -999, 3, 0, -999, -999, -999, -999, -999, -999, 31, Utah State, 91, 24, 235, 52, 30, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 14
2001-09-08, Pitt, 12, 29, 371, 51, 30, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 26, USF, 100, 32, 343, 65, 37, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 35
2001-09-20, Nebraska, 292, 53, 205, 15, 12, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 48, Rice, 196, 47, 169, 25, 8, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 3
2001-09-20, Miss St, 119, 34, 261, 46, 27, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 14, South Carolina, 238, 46, 60, 16, 7, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 16
2001-09-22, Boise State, 224, 53, 155, 13, 8, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 42, UTEP, 160, 42, 153, 28, 16, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 17
2001-09-22, Utah State, 294, 35, 277, 47, 31, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 42, Wyoming, 166, 34, 422, 38, 22, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 43
2001-09-22, Auburn, 182, 40, 172, 23, 13, -999, -999, 4, 1, -999, -999, -999, -999, -999, -999, 14, Syracuse, 226, 52, 74, 15, 6, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 31
2001-09-22, Arizona, 184, 37, 256, 34, 19, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 38, UNLV, 124, 37, 156, 20, 7, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 21
2001-09-22, Arkansas State, 142, 21, 191, 27, 11, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 28, Jacksonville St, 325, 67, 124, 20, 10, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 31
2001-09-22, Boston College, 232, 44, 247, 26, 19, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 38, Navy, 177, 51, 124, 9, 4, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 21
2001-09-22, Southern Miss, 104, 44, 272, 35, 21, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 35, LA-Lafayette, 7, 17, 137, 39, 10, -999, -999, 0, 3, -999, -999, -999, -999, -999, -999, 10
2001-09-22, Vanderbilt, 116, 26, 236, 32, 20, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 28, Richmond, 169, 51, 141, 18, 8, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 22
2001-09-22, Michigan, 188, 39, 284, 30, 18, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 38, W Michigan, 13, 25, 374, 58, 36, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 21
2001-09-22, Oklahoma State, 64, 36, 135, 30, 15, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 7, Texas A&M, 132, 43, 92, 25, 14, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 21
2001-09-22, Akron, 133, 47, 133, 25, 15, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 14, Purdue, 179, 36, 292, 41, 22, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 33
2001-09-22, Florida, 168, 32, 397, 40, 25, -999, -999, 3, 0, -999, -999, -999, -999, -999, -999, 44, Kentucky, 85, 21, 203, 39, 23, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 10
2001-09-22, Alabama, 116, 34, 133, 16, 9, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 31, Arkansas, 106, 46, 209, 40, 22, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 10
2001-09-22, Rutgers, 32, 38, 70, 24, 12, -999, -999, 2, 4, -999, -999, -999, -999, -999, -999, 0, VT, 223, 46, 175, 27, 19, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 50
2001-09-22, Mid Tennessee, 186, 48, 323, 37, 30, -999, -999, 3, 0, -999, -999, -999, -999, -999, -999, 38, UL Monroe, 84, 23, 283, 41, 23, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 20
2001-09-22, Oregon, 80, 26, 223, 36, 23, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 24, USC, 40, 32, 411, 40, 25, -999, -999, 0, 3, -999, -999, -999, -999, -999, -999, 22
2001-09-22, N Illinois, 160, 52, 279, 26, 15, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 41, Sam Houston, 86, 34, 318, 38, 25, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 16
2001-09-22, FSU, 88, 37, 136, 25, 9, -999, -999, 4, 1, -999, -999, -999, -999, -999, -999, 9, UNC, 69, 41, 232, 30, 14, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 41
2001-09-22, Idaho, 130, 34, 120, 28, 12, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 3, Washington, 212, 45, 222, 26, 19, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 53
2001-09-22, Houston, 68, 30, 364, 33, 20, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 26, Texas, 193, 39, 341, 37, 22, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 53
2001-09-22, UCF, 184, 44, 338, 29, 20, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 36, Tulane, 126, 31, 280, 47, 30, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 29
2001-09-22, TCU, 77, 32, 263, 32, 18, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 24, Northwestern St, 121, 43, 326, 36, 18, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 27
2001-09-22, Colorado State, 93, 29, 119, 30, 11, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 7, San Diego State, 170, 50, 200, 25, 17, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 14
2001-09-22, Arizona State, 86, 23, 418, 47, 23, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 28, Stanford, 223, 44, 325, 33, 22, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 51
2001-09-22, Kent State, 176, 42, 117, 33, 13, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 14, West Virginia, 221, 51, 286, 34, 27, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 34
2001-09-22, Illinois, 203, 42, 301, 39, 18, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 34, Louisville, 26, 26, 312, 38, 21, -999, -999, 2, 3, -999, -999, -999, -999, -999, -999, 10
2001-09-22, Cent Michigan, 118, 41, 280, 42, 25, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 28, Toledo, 293, 47, 169, 23, 13, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 52
2001-09-22, Duke, 137, 32, 171, 36, 17, -999, -999, 0, 4, -999, -999, -999, -999, -999, -999, 7, Northwestern, 303, 49, 335, 37, 23, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 44
2001-09-22, Iowa State, 308, 53, 250, 28, 15, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 31, Ohio, 285, 44, 151, 12, 8, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 28
2001-09-22, Kansas State, 277, 53, 251, 19, 11, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 64, New Mexico St, 45, 43, 70, 23, 9, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 0
2001-09-22, Buffalo, 149, 45, 237, 41, 23, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 37, UConn, 115, 35, 106, 22, 7, -999, -999, 0, 3, -999, -999, -999, -999, -999, -999, 20
2001-09-22, Hawaii, 45, 20, 303, 38, 25, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 20, Nevada, 220, 51, 231, 28, 21, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 28
2001-09-22, OSU, 121, 35, 45, 23, 5, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 6, UCLA, 61, 41, 262, 26, 16, -999, -999, 4, 0, -999, -999, -999, -999, -999, -999, 13
2001-09-22, Ball State, 235, 56, 271, 32, 20, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 39, Northern Iowa, 124, 32, 213, 26, 15, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 42
2001-09-22, Cal, 68, 28, 299, 48, 19, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 20, Washington St, 92, 36, 513, 47, 23, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 51
2001-09-22, Penn State, 23, 25, 108, 20, 6, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 6, Wisconsin, 320, 66, 114, 19, 10, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 18
2001-09-22, ECU, 199, 29, 245, 24, 12, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 38, William & Mary, 180, 56, 292, 33, 19, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 23
2001-09-22, E Michigan, 89, 31, 179, 33, 16, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 14, Indiana State, 168, 49, 101, 17, 9, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 21
2001-09-22, Baylor, 73, 38, 223, 47, 26, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 16, New Mexico, 102, 45, 258, 29, 13, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 13
2001-09-22, Memphis, 161, 43, 164, 20, 15, -999, -999, 3, 1, -999, -999, -999, -999, -999, -999, 17, USF, 124, 23, 276, 62, 25, -999, -999, 1, 3, -999, -999, -999, -999, -999, -999, 9
2001-09-22, Cincinnati, 77, 25, 206, 37, 22, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 14, Miami (OH), 199, 43, 264, 25, 20, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 21
2001-09-22, Michigan State, 124, 40, 208, 25, 14, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 17, Notre Dame, 156, 43, 124, 24, 13, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 10
2001-09-22, Indiana, 229, 44, 157, 23, 13, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 26, Utah, 169, 43, 278, 29, 21, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 28
2001-09-22, Fresno State, 199, 33, 314, 29, 22, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 37, Tulsa, 145, 39, 210, 41, 24, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 18
2001-09-22, Maryland, 297, 51, 222, 23, 16, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 27, Wake Forest, 163, 46, 216, 32, 17, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 20
2001-09-22, UAB, 239, 49, 220, 25, 19, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 55, Army, 46, 21, 191, 36, 21, -999, -999, 2, 4, -999, -999, -999, -999, -999, -999, 3
2001-09-22, North Texas, 160, 38, 125, 32, 14, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 14, Texas Tech, 121, 27, 286, 46, 35, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 42
2001-09-22, Bowling Green, 54, 28, 194, 35, 18, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 42, Temple, 29, 32, 327, 51, 26, -999, -999, 1, 3, -999, -999, -999, -999, -999, -999, 23
2001-09-22, Clemson, 182, 51, 251, 34, 25, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 24, UVA, 160, 35, 227, 34, 18, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 26
2001-09-22, North Carolina St, 73, 26, 215, 31, 21, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 26, SMU, 165, 44, 151, 23, 13, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 17
2001-09-22, Colorado, 338, 48, 186, 25, 12, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 27, Kansas, 113, 44, 165, 25, 12, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 16
2001-09-27, Miami (FL), 243, 45, 224, 34, 20, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 43, Pitt, 133, 32, 175, 35, 17, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 21
2001-09-29, Texas, 209, 43, 224, 26, 21, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 42, Texas Tech, 37, 11, 260, 58, 40, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 7
2001-09-29, North Texas, 118, 37, 203, 33, 18, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 10, USF, 126, 41, 206, 24, 15, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 28
2001-09-29, UTEP, 208, 53, 249, 30, 20, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 26, Tulsa, 100, 27, 218, 24, 12, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 10
2001-09-29, FSU, 154, 43, 358, 28, 17, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 48, Wake Forest, 265, 57, 171, 25, 10, -999, -999, 1, 3, -999, -999, -999, -999, -999, -999, 24
2001-09-29, UConn, 75, 28, 140, 30, 16, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 20, Rutgers, 130, 50, 132, 28, 12, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 19
2001-09-29, Fresno State, 247, 43, 319, 42, 26, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 38, LA Tech, 69, 23, 368, 60, 32, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 28
2001-09-29, Wisconsin, 193, 44, 141, 23, 10, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 24, W Kentucky, 115, 53, 28, 4, 1, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 6
2001-09-29, Oregon State, 114, 28, 106, 35, 11, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 7, UCLA, 268, 54, 228, 28, 14, -999, -999, 3, 0, -999, -999, -999, -999, -999, -999, 38
2001-09-29, BYU, 167, 35, 281, 38, 23, -999, -999, 3, 1, -999, -999, -999, -999, -999, -999, 35, UNLV, 189, 49, 132, 18, 11, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 31
2001-09-29, Missouri, 67, 23, 138, 43, 16, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 3, Nebraska, 412, 72, 120, 15, 8, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 36
2001-09-29, E Michigan, 146, 38, 93, 29, 16, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 10, W Michigan, 158, 36, 205, 35, 21, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 31
2001-09-29, North Carolina St, 52, 20, 309, 45, 25, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 9, UNC, 161, 49, 186, 29, 17, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 17
2001-09-29, Arkansas, 85, 34, 212, 32, 17, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 23, Georgia, 161, 43, 298, 38, 20, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 34
2001-09-29, Cal, 90, 32, 280, 38, 22, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 28, Washington, 115, 44, 291, 33, 18, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 31
2001-09-29, Tulane, 216, 45, 277, 40, 19, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 41, Southern, 143, 32, 212, 38, 20, -999, -999, 3, 2, -999, -999, -999, -999, -999, -999, 7
2001-09-29, Iowa, 104, 44, 225, 25, 16, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 24, Penn State, 33, 27, 161, 37, 20, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 18
2001-09-29, Bowling Green, 119, 33, 264, 30, 16, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 31, Marshall, 94, 41, 327, 35, 21, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 37
2001-09-29, Ball State, 170, 40, 108, 29, 13, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 20, Miami (OH), 212, 42, 122, 24, 15, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 28
2001-09-29, N Illinois, 17, 28, 210, 43, 22, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 20, Toledo, 217, 49, 254, 30, 21, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 41
2001-09-29, Houston, 113, 26, 272, 40, 20, -999, -999, 4, 0, -999, -999, -999, -999, -999, -999, 17, TCU, 268, 50, 89, 22, 12, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 34
2001-09-29, Baylor, 13, 27, 177, 40, 27, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 0, Iowa State, 179, 48, 330, 29, 24, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 41
2001-09-29, Army, 154, 36, 108, 29, 11, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 10, Boston College, 192, 43, 204, 28, 21, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 31
2001-09-29, UCF, 24, 26, 227, 36, 18, -999, -999, 2, 3, -999, -999, -999, -999, -999, -999, 14, VT, 232, 50, 203, 29, 16, -999, -999, 3, 0, -999, -999, -999, -999, -999, -999, 46
2001-09-29, Kansas State, 189, 42, 257, 32, 12, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 37, Oklahoma, 9, 26, 316, 39, 18, -999, -999, 0, 3, -999, -999, -999, -999, -999, -999, 38
2001-09-29, New Mexico, 146, 36, 165, 36, 10, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 16, Utah, 255, 48, 210, 30, 15, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 37
2001-09-29, Boise State, 209, 41, 328, 24, 18, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 45, Idaho, 57, 31, 427, 55, 29, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 13
2001-09-29, Oklahoma State, 106, 39, 222, 29, 21, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 24, Northwestern St, 118, 32, 67, 25, 10, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 0
2001-09-29, Clemson, 248, 52, 254, 32, 18, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 47, Georgia Tech, 196, 45, 216, 27, 17, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 44
2001-09-29, Arizona State, 224, 52, 229, 22, 15, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 53, San Jose State, 63, 24, 272, 40, 24, -999, -999, 3, 2, -999, -999, -999, -999, -999, -999, 15
2001-09-29, Auburn, 107, 28, 247, 24, 17, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 24, Vanderbilt, 168, 37, 162, 43, 20, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 21
2001-09-29, Duke, 123, 37, 191, 36, 17, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 10, UVA, 157, 37, 284, 36, 24, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 31
2001-09-29, Michigan State, 111, 42, 274, 37, 22, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 26, Northwestern, 191, 44, 231, 40, 23, -999, -999, 0, 1, -999, -999, -999, -999, -999, -999, 27
2001-09-29, LSU, 29, 20, 356, 43, 21, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 18, Tennessee, 139, 49, 309, 28, 18, -999, -999, 0, 2, -999, -999, -999, -999, -999, -999, 26
2001-09-29, Notre Dame, 70, 33, 121, 27, 12, -999, -999, 0, 3, -999, -999, -999, -999, -999, -999, 3, Texas A&M, 133, 40, 177, 27, 15, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 24
2001-09-29, UAB, 89, 34, 141, 26, 16, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 0, Southern Miss, 78, 39, 118, 25, 12, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 3
2001-09-29, Air Force, 307, 66, 120, 15, 7, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 45, San Diego State, 204, 36, 199, 27, 14, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 21
2001-09-29, Alabama, 285, 58, 231, 25, 20, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 36, South Carolina, 68, 23, 291, 34, 19, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 37
2001-09-29, Florida, 133, 30, 507, 49, 29, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 52, Miss St, 44, 28, 170, 37, 18, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 0
2001-09-29, Indiana, 156, 36, 181, 21, 14, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 14, OSU, 197, 53, 194, 21, 15, -999, -999, 0, 0, -999, -999, -999, -999, -999, -999, 27
2001-09-29, Colorado State, 354, 63, 217, 26, 16, -999, -999, 5, 0, -999, -999, -999, -999, -999, -999, 42, Wyoming, 126, 44, 334, 45, 27, -999, -999, 1, 4, -999, -999, -999, -999, -999, -999, 14
2001-09-29, ECU, 275, 37, 192, 34, 17, -999, -999, 2, 2, -999, -999, -999, -999, -999, -999, 30, Syracuse, 108, 47, 312, 29, 18, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 44
2001-09-29, Arizona, 76, 25, 190, 28, 14, -999, -999, 0, 4, -999, -999, -999, -999, -999, -999, 21, Washington St, 138, 51, 283, 33, 17, -999, -999, 1, 1, -999, -999, -999, -999, -999, -999, 48
2001-09-29, Buffalo, 42, 24, 194, 36, 17, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 8, Cent Michigan, 285, 65, 139, 28, 14, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 16
2001-09-29, USC, 28, 24, 240, 42, 22, -999, -999, 1, 2, -999, -999, -999, -999, -999, -999, 16, Stanford, 203, 50, 194, 25, 11, -999, -999, 2, 1, -999, -999, -999, -999, -999, -999, 21
2001-09-29, Louisville, 235, 40, 207, 27, 15, -999, -999, 2, 0, -999, -999, -999, -999, -999, -999, 38, Memphis, 212, 38, 177, 41, 22, -999, -999, 1, 0, -999, -999, -999, -999, -999, -999, 21
