Season,Start,Week,Away,Home,APts,HPts,AFD,AFum,AFumL,APA,API,ARA,ARY,HFD,HFum,HFumL,HPA,HPI,HRA,HRY
2016,2016-09-03 19:30:00,0,TXST,OHIO,56,54,29,3,1,56,2,42,106,25,2,2,46,0,51,237
2016,2016-09-03 19:30:00,0,UCLA,TA&M,24,31,28,2,0,47,3,40,125,23,1,1,42,1,41,203
2016,2016-09-03 19:30:00,0,M-OH,IOWA,21,45,25,3,3,29,0,41,158,17,2,0,21,0,29,212
2016,2016-09-03 19:30:00,0,LSU,WIS,14,16,14,2,1,21,2,29,126,21,1,1,31,2,42,134
2016,2016-09-03 19:30:00,0,KENT,PSU,13,33,16,2,1,28,2,41,150,19,2,1,31,0,38,145
2016,2016-09-03 20:00:00,0,LT,ARK,20,21,16,1,0,31,1,23,79,21,1,0,29,2,40,106
2016,2016-09-03 21:00:00,0,UCD,ORE,28,53,20,0,0,47,1,33,89,21,3,2,30,0,37,251
2016,2016-09-03 21:30:00,0,UGA,UNC,33,24,25,1,1,20,0,52,289,16,1,0,40,0,19,159
2016,2016-09-03 22:00:00,0,NCCU,DUKE,6,49,4,1,1,25,1,29,38,29,6,5,26,0,63,308
2016,2016-09-03 22:00:00,0,SIU,FAU,30,38,26,2,1,52,0,34,143,19,1,0,31,0,45,170
2016,2016-09-03 22:00:00,0,PEAY,TROY,17,57,13,1,0,22,1,41,93,29,2,1,36,0,43,383
2016,2016-09-03 22:00:00,0,FAMU,MIAMI,3,70,13,1,0,27,2,42,22,22,1,1,21,0,36,373
2016,2016-09-03 22:00:00,0,WCU,ECU,7,52,15,0,0,27,1,38,148,28,1,1,33,0,38,275
2016,2016-09-03 22:00:00,0,SAV,GASO,0,54,8,2,2,19,1,27,34,34,1,1,15,1,69,420
2016,2016-09-03 22:30:00,0,VMI,AKR,24,47,20,1,0,37,0,45,86,24,3,1,38,1,29,151
2016,2016-09-03 23:00:00,0,SEMO,MEM,17,35,17,0,0,34,1,29,110,27,1,1,40,2,32,117
2016,2016-09-03 23:00:00,0,AAMU,MTSU,0,55,6,0,0,24,1,27,92,35,0,0,53,2,40,246
2016,2016-09-03 23:00:00,0,TOWS,USF,20,56,20,3,3,41,1,49,127,22,2,1,25,1,41,214
2016,2016-09-03 23:00:00,0,URI,KU,6,55,13,2,2,23,1,40,170,28,1,1,38,1,35,171
2016,2016-09-03 23:00:00,0,SOU,ULM,21,38,25,1,0,32,1,46,239,26,2,0,33,2,46,325
2016,2016-09-03 23:00:00,0,ALST,UTSA,13,26,14,2,1,23,0,37,145,20,4,3,33,1,34,162
2016,2016-09-03 23:00:00,0,SJSU,TLSA,10,45,13,2,2,29,1,32,53,28,0,0,25,0,58,305
2016,2016-09-03 23:00:00,0,SMU,UNT,34,21,23,1,0,27,1,46,272,26,1,0,50,3,29,83
2016,2016-09-03 23:00:00,0,SCST,UCF,0,38,12,2,2,38,1,32,85,27,2,2,36,0,55,197
2016,2016-09-03 23:30:00,0,UMASS,FLA,7,24,12,1,0,17,0,35,46,21,3,0,44,0,29,107
2016,2016-09-03 23:30:00,0,USM,UK,44,35,32,2,0,28,3,67,296,14,2,2,25,1,25,96
2016,2016-09-04 00:00:00,0,SDSU,TCU,41,59,23,2,1,31,0,34,128,35,0,0,50,2,37,223
2016,2016-09-04 00:00:00,0,SFA,TTU,17,69,24,1,1,55,2,35,58,37,0,0,71,1,28,125
2016,2016-09-04 00:00:00,0,UNI,ISU,25,20,22,2,1,27,0,58,232,16,2,2,28,2,25,51
2016,2016-09-04 00:00:00,0,EWU,WSU,45,42,28,0,0,41,1,25,110,32,0,0,52,1,25,97
2016,2016-09-04 00:00:00,0,FRES,NEB,10,43,17,0,0,43,2,26,31,20,1,0,13,0,51,292
2016,2016-09-04 00:00:00,0,NMSU,UTEP,22,38,19,0,0,41,0,30,139,28,3,1,28,0,49,289
2016,2016-09-04 00:00:00,0,USC,ALA,6,52,11,2,0,37,1,30,64,15,3,1,18,1,45,242
2016,2016-09-04 00:30:00,0,UNH,SDSU,0,31,8,0,0,20,1,31,71,19,0,0,26,0,41,170
2016,2016-09-04 01:00:00,0,CLEM,AUB,19,13,19,1,1,34,1,44,151,17,1,1,28,2,41,87
2016,2016-09-04 02:30:00,0,NIU,WYO,34,40,19,1,1,39,0,37,133,28,1,0,29,0,56,243
2016,2016-09-04 02:30:00,0,BYU,ARIZ,18,16,24,1,0,29,0,47,213,17,1,0,30,2,26,115
2016,2016-09-04 03:00:00,0,NAU,ASU,13,44,16,0,0,33,0,34,56,27,1,1,27,1,46,276
2016,2016-09-04 19:30:00,0,HAMP,ODU,21,54,19,5,3,44,1,41,90,20,1,1,29,0,38,211
2016,2016-09-04 23:30:00,0,ND,TEX,47,50,22,0,0,30,0,46,206,26,0,0,27,1,59,237
2016,2016-09-09 23:30:00,0,MD,FIU,41,14,22,1,0,21,0,45,239,16,0,0,28,1,40,202
2016,2016-09-10 00:00:00,0,LOU,SYR,62,28,30,6,2,40,1,41,414,24,2,1,53,1,40,121
2016,2016-09-10 16:00:00,0,HOW,RUTG,14,52,12,4,0,25,1,39,150,26,0,0,23,1,52,379
2016,2016-09-10 16:00:00,0,PVAM,TA&M,0,67,10,3,0,40,1,28,32,35,3,1,49,1,38,277
2016,2016-09-10 16:00:00,0,BC,UMASS,26,7,14,1,0,22,1,41,153,8,3,2,28,1,33,-23
2016,2016-09-10 16:00:00,0,UCF,MICH,14,51,15,3,2,22,0,46,275,23,2,0,41,0,41,119
2016,2016-09-10 16:00:00,0,WYO,NEB,17,52,16,2,1,32,5,31,131,25,4,0,35,1,43,138
2016,2016-09-10 16:00:00,0,NCST,ECU,30,33,19,2,1,32,0,31,215,23,2,1,43,1,33,148
2016,2016-09-10 16:00:00,0,PSU,PITT,39,42,20,5,3,35,1,31,74,19,2,1,15,1,56,341
2016,2016-09-10 16:00:00,0,INST,MINN,28,58,20,1,1,37,0,33,109,31,0,0,32,0,44,292
2016,2016-09-10 16:00:00,0,CMU,OKST,30,27,23,3,1,43,1,26,50,23,0,0,44,1,26,50
2016,2016-09-10 16:00:00,0,NICH,UGA,24,26,12,1,1,21,2,40,125,17,2,2,23,1,39,167
2016,2016-09-10 16:00:00,0,CIN,PUR,38,20,22,1,0,32,0,46,262,29,1,0,57,5,25,103
2016,2016-09-10 16:00:00,0,LAM,HOU,0,42,4,2,1,13,0,28,15,25,1,0,26,1,71,381
2016,2016-09-10 16:00:00,0,RICE,ARMY,14,31,12,2,1,30,1,21,92,23,1,0,6,0,69,348
2016,2016-09-10 16:30:00,0,CHSO,FSU,8,52,15,6,3,20,0,39,152,26,1,0,35,1,36,169
2016,2016-09-10 16:30:00,0,TROY,CLEM,24,30,21,2,0,45,3,33,141,24,2,1,53,2,32,122
2016,2016-09-10 17:00:00,0,STON,TEM,0,38,7,3,1,20,3,34,49,14,0,0,25,1,39,177
2016,2016-09-10 18:00:00,0,GAST,AFA,14,48,6,1,0,27,0,14,27,30,2,0,9,0,83,464
2016,2016-09-10 18:00:00,0,YSU,WVU,21,38,21,1,0,32,1,41,185,30,0,0,33,1,46,235
2016,2016-09-10 18:00:00,0,USU,USC,7,45,13,1,0,39,1,26,49,29,1,0,37,1,44,178
2016,2016-09-10 18:30:00,0,OHIO,KU,37,21,27,0,0,36,1,57,329,9,2,2,29,1,15,26
2016,2016-09-10 19:00:00,0,MER,GT,10,35,19,0,0,40,0,28,85,25,3,2,10,0,52,364
2016,2016-09-10 19:30:00,0,WAKE,DUKE,24,14,13,2,1,16,1,49,239,21,2,2,48,1,30,37
2016,2016-09-10 19:30:00,0,TLSA,OSU,3,48,14,4,2,32,4,37,61,20,1,1,22,0,48,268
2016,2016-09-10 19:30:00,0,UND,BGSU,26,27,18,1,0,36,0,42,169,22,0,0,42,3,33,90
2016,2016-09-10 19:30:00,0,ILST,NW,9,7,25,1,0,41,2,30,85,16,1,0,41,0,31,86
2016,2016-09-10 19:30:00,0,WKU,ALA,10,38,12,2,0,38,2,22,23,23,1,1,42,0,39,124
2016,2016-09-10 19:30:00,0,SMU,BAY,13,40,21,2,1,44,3,38,176,29,4,1,48,2,55,275
2016,2016-09-10 19:30:00,0,NEV,ND,10,39,16,0,0,26,1,30,99,21,1,0,27,1,46,239
2016,2016-09-10 19:30:00,0,UK,FLA,7,45,9,1,1,14,3,34,94,28,0,0,33,1,50,244
2016,2016-09-10 19:30:00,0,ODU,APP,7,31,18,0,0,36,1,31,157,22,1,0,22,1,48,230
2016,2016-09-10 19:30:00,0,CONN,NAVY,24,28,19,5,2,27,0,34,90,18,1,1,8,0,50,235
2016,2016-09-10 19:30:00,0,AKR,WIS,10,54,10,2,1,25,1,21,88,32,0,0,27,0,55,294
2016,2016-09-10 20:00:00,0,MTSU,VAN,24,47,25,2,1,65,1,21,96,20,2,1,28,0,45,231
2016,2016-09-10 20:00:00,0,BALL,IND,20,30,18,3,2,30,1,38,140,19,1,0,27,0,45,187
2016,2016-09-10 20:00:00,0,UTSA,CSU,14,23,13,1,0,30,1,34,-1,19,2,0,23,0,47,220
2016,2016-09-10 20:00:00,0,WOF,MISS,13,38,18,2,1,9,0,57,233,22,1,0,30,1,34,174
2016,2016-09-10 20:30:00,0,PRST,SJSU,35,66,17,4,3,24,3,42,202,28,2,0,21,0,57,409
2016,2016-09-10 20:30:00,0,EIU,M-OH,21,17,22,2,1,36,1,35,142,22,0,0,22,1,43,147
2016,2016-09-10 21:00:00,0,IDHO,WASH,14,59,17,2,2,38,1,38,104,27,1,1,33,0,30,126
2016,2016-09-10 21:30:00,0,IDST,COLO,7,56,7,0,0,41,1,14,35,32,1,1,31,0,57,262
2016,2016-09-10 22:00:00,0,NCAT,KENT,39,36,28,3,2,42,2,49,167,15,3,1,32,1,46,93
2016,2016-09-10 22:00:00,0,FAU,MIAMI,10,38,13,0,0,37,1,34,47,21,1,0,31,2,39,279
2016,2016-09-10 22:00:00,0,ELON,CHAR,14,47,21,4,1,50,2,35,97,18,0,0,34,0,35,232
2016,2016-09-10 22:00:00,0,MORG,MRSH,0,62,11,4,3,33,1,36,47,21,1,1,22,0,40,217
2016,2016-09-10 23:00:00,0,GASO,USA,24,9,23,3,1,10,0,63,304,19,2,0,43,1,27,73
2016,2016-09-10 23:00:00,0,SAV,USM,0,56,3,0,0,13,0,29,11,28,0,0,29,1,49,373
2016,2016-09-10 23:00:00,0,SC,MSST,14,27,18,1,1,39,1,31,34,24,1,0,30,1,45,290
2016,2016-09-10 23:00:00,0,ULM,OKLA,17,59,15,1,1,37,0,29,78,30,1,1,35,0,46,288
2016,2016-09-10 23:00:00,0,NIU,USF,17,48,19,1,0,35,0,41,157,34,1,1,39,0,50,293
2016,2016-09-10 23:00:00,0,SCST,LT,24,53,20,2,0,31,0,39,156,34,2,2,60,2,30,209
2016,2016-09-10 23:00:00,0,ARK,TCU,41,38,20,0,0,29,0,43,180,25,1,1,58,1,32,195
2016,2016-09-10 23:00:00,0,NCCU,WMU,21,70,11,0,0,29,0,30,106,31,2,0,23,0,61,359
2016,2016-09-10 23:00:00,0,MCNS,ULL,22,30,27,1,1,46,0,42,99,20,0,0,21,0,40,220
2016,2016-09-10 23:00:00,0,UTEP,TEX,7,41,10,3,1,21,0,40,135,23,1,1,28,0,47,171
2016,2016-09-10 23:00:00,0,MAINE,TOL,3,45,12,1,0,25,0,42,170,17,1,1,27,1,33,187
2016,2016-09-10 23:00:00,0,BCU,UNT,20,41,9,2,0,19,1,32,157,28,0,0,33,1,51,329
2016,2016-09-10 23:30:00,0,UNC,ILL,48,23,21,1,1,25,0,37,197,15,6,1,35,0,36,182
2016,2016-09-10 23:30:00,0,JVST,LSU,13,34,17,0,0,35,1,34,120,18,1,1,19,1,37,244
2016,2016-09-10 23:30:00,0,ARST,AUB,14,51,14,0,0,30,0,35,66,32,2,1,23,0,62,462
2016,2016-09-10 23:30:00,0,EMU,MIZ,21,61,21,0,0,45,2,46,141,30,2,2,40,0,38,170
2016,2016-09-10 23:30:00,0,ISU,IOWA,3,42,16,0,0,35,1,35,126,25,0,0,30,0,36,198
2016,2016-09-10 23:30:00,0,BYU,UTAH,19,20,18,1,0,39,2,27,143,20,6,3,23,3,42,169
2016,2016-09-11 00:00:00,0,SOU,TULN,21,66,13,2,2,31,2,23,54,22,0,0,6,1,57,437
2016,2016-09-11 00:00:00,0,UNLV,UCLA,21,42,18,0,0,28,2,35,175,30,1,1,39,0,40,219
2016,2016-09-11 00:00:00,0,VT,TENN,24,45,21,5,5,28,0,45,186,16,2,0,19,1,46,239
2016,2016-09-11 00:00:00,0,UNM,NMSU,31,32,23,1,1,23,1,45,221,22,0,0,35,0,35,102
2016,2016-09-11 02:00:00,0,SAC,FRES,3,31,7,1,0,25,2,33,96,27,3,1,42,1,43,200
2016,2016-09-11 02:00:00,0,TTU,ASU,55,68,28,1,0,53,2,22,72,34,0,0,37,0,53,301
2016,2016-09-11 02:15:00,0,WSU,BSU,28,31,26,1,0,71,1,20,40,21,0,0,35,3,26,121
2016,2016-09-11 02:30:00,0,UVA,ORE,26,44,28,0,0,40,2,40,193,25,1,0,31,0,45,301
2016,2016-09-11 02:30:00,0,CAL,SDSU,40,45,30,2,1,72,3,22,82,22,2,1,23,1,47,334
2016,2016-09-11 02:45:00,0,GRAM,ARIZ,21,31,28,5,3,44,3,36,60,21,2,0,30,0,47,222
2016,2016-09-11 03:59:00,0,UTM,HAW,36,41,22,4,2,26,2,43,214,15,0,0,20,3,37,175
2016,2016-09-15 23:30:00,0,HOU,CIN,40,16,28,4,1,36,2,57,180,13,0,0,39,3,25,30
2016,2016-09-17 00:00:00,0,BAY,RICE,38,10,31,2,0,42,1,54,296,14,1,1,27,0,42,234
2016,2016-09-17 01:00:00,0,ARST,USU,20,34,16,1,1,33,2,31,70,18,2,0,25,1,47,198
2016,2016-09-17 01:30:00,0,ASU,UTSA,32,28,25,3,2,31,1,48,205,16,0,0,37,0,30,93
2016,2016-09-17 16:00:00,0,FSU,LOU,20,63,20,1,1,24,1,43,171,24,0,0,20,1,46,314
2016,2016-09-17 16:00:00,0,KU,MEM,7,43,14,4,4,41,2,31,121,19,1,0,25,0,47,205
2016,2016-09-17 16:00:00,0,TEM,PSU,27,34,13,0,0,34,1,28,38,21,5,2,24,1,37,116
2016,2016-09-17 16:00:00,0,ISU,TCU,20,41,18,0,0,36,0,47,138,22,0,0,35,0,37,229
2016,2016-09-17 16:00:00,0,AKR,MRSH,65,38,26,1,1,32,0,30,145,31,1,1,59,3,38,114
2016,2016-09-17 16:00:00,0,MTSU,BGSU,41,21,20,3,1,30,1,37,158,24,3,2,32,2,61,304
2016,2016-09-17 16:00:00,0,SCST,CLEM,0,59,9,1,1,23,1,32,48,27,2,0,35,0,43,227
2016,2016-09-17 16:00:00,0,UNM,RUTG,28,37,21,1,1,24,1,56,293,14,2,1,30,0,32,177
2016,2016-09-17 16:00:00,0,GAST,WIS,17,23,12,1,0,30,0,24,33,25,1,1,30,1,49,187
2016,2016-09-17 16:00:00,0,MIAMI,APP,45,10,18,0,0,28,1,31,164,17,2,0,22,1,47,161
2016,2016-09-17 16:00:00,0,NDSU,IOWA,23,21,21,2,0,19,1,49,239,12,1,0,24,1,25,34
2016,2016-09-17 16:00:00,0,OHIO,TENN,19,28,17,1,0,46,0,30,88,23,5,0,27,1,42,201
2016,2016-09-17 16:30:00,0,VAN,GT,7,38,17,0,0,31,1,30,85,21,1,0,17,1,46,289
2016,2016-09-17 17:30:00,0,UVA,CONN,10,13,21,1,0,43,1,30,140,18,1,1,24,1,40,123
2016,2016-09-17 18:00:00,0,NCAT,TLSA,21,58,15,2,0,36,2,39,125,28,1,1,39,1,38,136
2016,2016-09-17 18:00:00,0,IDHO,WSU,6,56,15,3,2,37,0,31,78,26,0,0,44,1,35,228
2016,2016-09-17 18:30:00,0,FAU,KSU,7,63,13,3,2,28,2,37,82,24,1,1,18,0,54,336
2016,2016-09-17 19:00:00,0,EKY,BALL,14,41,13,0,0,36,2,27,3,28,2,1,39,0,54,193
2016,2016-09-17 19:00:00,0,FRES,TOL,17,52,7,0,0,26,0,27,51,27,0,0,28,0,55,318
2016,2016-09-17 19:00:00,0,UNLV,CMU,21,44,15,0,0,41,2,38,182,23,1,1,35,0,34,147
2016,2016-09-17 19:30:00,0,ALA,MISS,48,43,22,3,1,31,0,48,334,23,2,2,40,0,33,101
2016,2016-09-17 19:30:00,0,SDSU,NIU,42,28,22,1,0,19,1,45,278,21,0,0,35,2,39,155
2016,2016-09-17 19:30:00,0,BC,VT,0,49,6,1,1,29,1,28,44,25,0,0,27,1,50,223
2016,2016-09-17 19:30:00,0,WKU,M-OH,31,24,19,3,2,31,1,35,136,23,1,1,41,0,38,85
2016,2016-09-17 19:30:00,0,JMU,UNC,28,56,28,0,0,36,0,50,209,30,1,1,33,0,32,173
2016,2016-09-17 19:30:00,0,PITT,OKST,38,45,21,0,0,30,1,54,290,25,2,2,46,0,32,100
2016,2016-09-17 19:30:00,0,USF,SYR,45,20,20,3,0,29,0,35,239,30,1,1,50,2,55,199
2016,2016-09-17 19:30:00,0,MONM,KENT,7,27,15,3,0,35,1,31,67,17,2,1,20,0,46,235
2016,2016-09-17 19:30:00,0,FIU,UMASS,13,21,19,3,2,34,0,34,137,21,1,0,42,1,36,116
2016,2016-09-17 19:30:00,0,COLO,MICH,28,45,15,1,0,34,0,33,64,20,2,1,30,0,41,168
2016,2016-09-17 19:30:00,0,ORE,NEB,32,35,20,1,0,23,0,47,336,26,3,1,35,0,47,228
2016,2016-09-17 20:00:00,0,UCD,WYO,22,45,14,3,1,33,1,26,74,22,2,1,15,0,48,274
2016,2016-09-17 20:00:00,0,ECU,SC,15,20,34,2,2,58,2,33,119,13,0,0,28,0,25,117
2016,2016-09-17 20:00:00,0,WMU,ILL,34,10,20,1,0,13,0,54,287,15,1,1,42,1,15,3
2016,2016-09-17 20:00:00,0,UNCO,CSU,21,47,24,2,0,33,1,34,93,29,2,1,28,0,43,245
2016,2016-09-17 20:00:00,0,NMSU,UK,42,62,26,0,0,34,2,45,223,28,3,2,24,1,51,381
2016,2016-09-17 21:00:00,0,IDST,ORST,7,37,17,1,1,48,4,23,136,17,1,0,30,1,41,246
2016,2016-09-17 22:00:00,0,EMU,CHAR,37,19,17,0,0,31,1,30,72,23,1,1,44,2,39,157
2016,2016-09-17 22:00:00,0,ODU,NCST,22,49,15,0,0,27,0,32,117,28,1,1,32,0,39,158
2016,2016-09-17 22:00:00,0,ULM,GASO,21,23,15,1,1,33,1,29,67,27,3,1,17,0,71,345
2016,2016-09-17 22:30:00,0,DEL,WAKE,21,38,8,1,0,20,0,22,56,29,1,1,28,1,59,302
2016,2016-09-17 23:00:00,0,USA,ULL,23,28,20,2,1,29,0,37,74,20,0,0,26,2,36,256
2016,2016-09-17 23:00:00,0,MD,UCF,30,24,20,0,0,23,0,50,246,24,6,3,37,1,54,195
2016,2016-09-17 23:00:00,0,LIB,SMU,14,29,16,0,0,36,4,36,97,25,0,0,32,2,47,286
2016,2016-09-17 23:00:00,0,ARMY,UTEP,66,14,33,1,0,8,0,71,426,10,1,1,23,1,19,88
2016,2016-09-17 23:00:00,0,MSST,LSU,20,23,14,2,1,32,0,32,56,22,2,1,32,0,39,177
2016,2016-09-17 23:00:00,0,NAVY,TULN,21,14,21,2,2,12,0,52,300,14,1,0,12,0,47,240
2016,2016-09-17 23:00:00,0,TA&M,AUB,29,16,19,2,0,40,0,37,231,26,1,1,35,0,53,236
2016,2016-09-17 23:00:00,0,TROY,USM,37,31,19,1,0,28,1,49,186,20,2,1,52,2,29,158
2016,2016-09-17 23:00:00,0,LT,TTU,45,59,27,1,0,32,0,36,261,35,1,0,36,0,43,196
2016,2016-09-17 23:30:00,0,OSU,OKLA,45,24,22,1,0,20,0,48,291,19,0,0,32,2,35,178
2016,2016-09-17 23:30:00,0,UGA,MIZ,28,27,25,0,0,55,1,38,101,18,4,2,38,3,37,95
2016,2016-09-17 23:30:00,0,TXST,ARK,3,42,8,0,0,26,1,26,22,26,1,1,22,0,44,226
2016,2016-09-17 23:30:00,0,UNT,FLA,0,32,8,2,0,22,1,28,-13,26,1,0,29,1,43,255
2016,2016-09-17 23:30:00,0,MSU,ND,36,28,22,0,0,26,1,52,260,19,2,2,37,1,25,57
2016,2016-09-18 00:00:00,0,PRST,WASH,3,41,13,4,3,17,1,42,34,20,2,1,22,0,35,213
2016,2016-09-18 00:00:00,0,USC,STAN,10,27,17,1,0,35,1,26,117,17,1,0,14,1,48,302
2016,2016-09-18 00:00:00,0,DUKE,NW,13,24,23,2,1,49,1,34,117,22,0,0,39,2,44,86
2016,2016-09-18 01:00:00,0,BUFF,NEV,14,38,17,0,0,23,0,35,231,32,0,0,25,0,64,352
2016,2016-09-18 02:15:00,0,UCLA,BYU,17,14,18,1,0,40,1,34,50,19,1,0,49,1,25,23
2016,2016-09-18 02:30:00,0,TEX,CAL,43,50,34,0,0,39,2,51,307,24,3,0,40,0,40,111
2016,2016-09-18 02:30:00,0,UTAH,SJSU,34,17,19,1,1,30,1,37,201,18,2,1,39,2,32,56
2016,2016-09-18 02:45:00,0,HAW,ARIZ,28,47,25,1,1,43,1,38,168,28,1,0,21,0,49,347
2016,2016-09-22 23:30:00,0,CLEM,GT,26,7,24,1,0,48,1,34,138,11,1,0,14,1,38,95
2016,2016-09-23 23:30:00,0,WYO,EMU,24,27,19,0,2,29,1,38,79,24,0,0,34,4,47,239
2016,2016-09-24 00:00:00,0,TCU,SMU,33,3,25,1,0,47,1,31,137,15,1,0,35,2,34,76
2016,2016-09-24 01:00:00,0,USC,UTAH,27,31,22,3,3,26,0,33,213,30,2,1,34,0,47,186
2016,2016-09-24 16:00:00,0,NEV,PUR,14,24,18,0,0,33,0,33,68,25,3,3,31,1,44,166
2016,2016-09-24 16:00:00,0,WIS,MSU,30,6,15,1,1,26,1,41,122,21,1,1,43,3,27,75
2016,2016-09-24 16:00:00,0,UGA,MISS,14,45,21,2,1,37,1,44,230,23,0,0,30,1,31,180
2016,2016-09-24 16:00:00,0,FSU,USF,55,35,31,1,1,19,0,63,478,17,0,0,14,2,41,290
2016,2016-09-24 16:00:00,0,KENT,ALA,0,48,5,2,1,16,0,30,82,26,0,0,34,0,46,285
2016,2016-09-24 16:00:00,0,IOWA,RUTG,14,7,19,0,0,23,0,38,193,21,1,1,24,0,53,193
