Season,Start,Week,Away,Home,APts,HPts,AFD,AFum,AFumL,APA,API,ARA,ARY,HFD,HFum,HFumL,HPA,HPI,HRA,HRY
2014,2014-08-30 20:00:00,0,W&M,VT,9,34,12,3,2,23,0,28,76,24,2,1,31,1,42,222
2014,2014-08-30 20:00:00,0,ARK,AUB,21,45,20,2,0,31,1,29,153,27,2,1,22,0,48,302
2014,2014-08-30 21:30:00,0,CLEM,UGA,21,45,15,2,0,33,1,43,88,22,2,1,26,0,41,328
2014,2014-08-30 22:00:00,0,ELON,DUKE,13,52,17,0,0,38,0,31,138,31,0,0,42,0,44,275
2014,2014-08-30 22:00:00,0,OHIO,KENT,17,14,20,4,4,24,0,44,175,17,0,0,41,0,22,31
2014,2014-08-30 22:00:00,0,LIB,UNC,29,56,15,4,4,33,2,41,157,29,4,1,45,3,48,208
2014,2014-08-30 22:00:00,0,MORG,EMU,28,31,20,3,1,28,0,41,210,30,1,0,30,0,56,292
2014,2014-08-30 23:00:00,0,SAM,TCU,14,48,9,3,1,20,1,47,87,33,3,1,50,1,46,200
2014,2014-08-30 23:00:00,0,SOU,ULL,6,45,14,1,0,40,0,32,77,28,0,0,36,2,41,248
2014,2014-08-30 23:00:00,0,UNH,TOL,20,54,24,2,0,45,1,31,37,34,0,0,35,0,45,306
2014,2014-08-30 23:00:00,0,LT,OKLA,16,48,15,3,0,36,1,29,54,26,1,1,34,1,40,183
2014,2014-08-30 23:00:00,0,BCU,FIU,14,12,11,0,0,17,0,43,90,12,0,0,33,0,32,43
2014,2014-08-30 23:00:00,0,NAU,SDSU,7,38,14,0,0,28,1,36,124,25,1,0,29,1,37,194
2014,2014-08-30 23:00:00,0,UAPB,TXST,0,65,14,3,2,21,0,39,127,39,4,1,30,0,50,378
2014,2014-08-30 23:00:00,0,PEAY,MEM,0,63,8,2,1,16,1,34,116,28,4,1,27,1,55,303
2014,2014-08-30 23:00:00,0,SAV,MTSU,7,61,13,2,2,31,1,35,145,22,3,2,20,1,46,228
2014,2014-08-30 23:00:00,0,MTST,ARST,10,37,10,1,0,26,2,44,86,23,2,2,30,0,49,283
2014,2014-08-30 23:00:00,0,WCU,USF,31,36,27,2,1,67,1,29,80,13,2,1,27,1,33,294
2014,2014-08-30 23:00:00,0,UCA,TTU,35,42,28,1,0,40,0,54,178,35,2,0,53,2,36,184
2014,2014-08-30 23:10:00,0,SFA,KSU,16,55,14,2,1,39,0,21,69,29,1,0,30,1,51,240
2014,2014-08-30 23:30:00,0,FRES,USC,13,52,17,0,0,36,4,33,157,37,2,2,41,0,64,277
2014,2014-08-30 23:30:00,0,USM,MSST,0,49,15,2,1,42,2,33,71,29,1,1,34,1,44,201
2014,2014-08-31 00:00:00,0,UTEP,UNM,31,24,20,0,0,22,0,44,330,20,2,2,9,1,52,410
2014,2014-08-31 00:00:00,0,NCCU,ECU,7,52,10,2,1,22,0,31,70,32,1,1,46,1,28,208
2014,2014-08-31 00:00:00,0,FSU,OKST,37,31,23,1,0,40,2,31,106,22,2,1,28,1,42,161
2014,2014-08-31 00:00:00,0,UNT,TEX,7,38,8,2,0,17,4,43,79,18,4,2,34,0,40,163
2014,2014-08-31 01:00:00,0,WIS,LSU,24,28,14,1,0,24,2,39,268,17,2,1,21,0,47,126
2014,2014-08-31 02:30:00,0,WASH,HAW,17,16,19,2,0,26,0,48,174,26,0,0,43,0,54,217
2014,2014-08-31 02:30:00,0,SDAK,ORE,13,62,19,3,1,34,0,39,172,32,1,1,32,0,38,293
2014,2014-08-31 23:00:00,0,USU,TENN,7,38,11,2,1,35,2,24,100,24,0,0,40,0,39,110
2014,2014-08-31 23:30:00,0,SMU,BAY,0,45,7,5,2,40,1,25,-24,31,1,1,47,1,50,261
2014,2014-09-05 00:00:00,0,ARIZ,UTSA,26,23,22,0,0,32,0,44,223,23,1,0,33,1,39,121
2014,2014-09-05 23:00:00,0,PITT,BC,30,20,22,1,0,20,1,50,302,15,1,0,28,2,34,142
2014,2014-09-06 02:30:00,0,WSU,NEV,13,24,25,0,0,57,2,18,38,17,0,0,21,0,56,214
2014,2014-09-06 16:00:00,0,FAU,ALA,0,41,9,3,1,19,0,24,57,27,1,1,38,0,32,190
2014,2014-09-06 16:00:00,0,STON,CONN,16,19,9,0,0,29,0,37,104,15,2,2,27,0,37,81
2014,2014-09-06 16:00:00,0,HOW,RUTG,25,38,21,3,1,29,1,43,259,20,2,1,22,0,38,109
2014,2014-09-06 16:00:00,0,KSU,ISU,32,28,24,0,0,29,0,41,232,21,1,0,33,1,37,105
2014,2014-09-06 16:00:00,0,ARST,TENN,19,34,17,2,1,36,0,42,141,23,1,0,38,1,45,168
2014,2014-09-06 16:00:00,0,SMU,UNT,6,43,17,3,3,45,2,14,8,17,2,0,17,0,55,245
2014,2014-09-06 16:00:00,0,AKR,PSU,3,21,17,0,0,46,0,25,69,27,1,1,37,2,31,106
2014,2014-09-06 16:00:00,0,WKU,ILL,34,42,23,4,2,48,1,30,103,28,4,2,50,1,35,64
2014,2014-09-06 16:00:00,0,MIZ,TOL,49,24,25,0,0,33,2,47,177,18,4,1,44,1,32,154
2014,2014-09-06 16:00:00,0,OKLA,TLSA,52,7,26,1,0,38,0,31,261,23,1,1,50,3,34,94
2014,2014-09-06 16:00:00,0,MCNS,NEB,24,31,15,1,0,26,1,45,178,17,1,0,31,1,33,195
2014,2014-09-06 16:00:00,0,BUFF,ARMY,39,47,33,0,0,50,3,29,153,17,2,2,7,0,54,341
2014,2014-09-06 16:00:00,0,WIU,WIS,3,37,11,3,1,21,1,30,54,25,1,0,29,1,39,167
2014,2014-09-06 16:00:00,0,CMU,PUR,38,17,19,1,0,16,1,43,161,19,3,1,49,2,34,122
2014,2014-09-06 16:30:00,0,SCST,CLEM,7,73,5,2,0,25,1,28,7,32,2,1,42,0,51,268
2014,2014-09-06 17:00:00,0,NAVY,TEM,31,24,27,3,3,8,0,63,487,25,1,1,50,1,34,156
2014,2014-09-06 18:00:00,0,USA,KENT,23,13,20,0,0,25,0,50,186,15,1,0,40,1,28,64
2014,2014-09-06 18:00:00,0,UAB,MSST,34,47,19,0,0,34,1,43,113,26,1,0,31,1,57,292
2014,2014-09-06 18:00:00,0,NMSU,GAST,34,31,26,2,2,44,1,41,194,23,2,2,37,2,39,162
2014,2014-09-06 19:00:00,0,COLO,UMASS,41,38,29,0,0,42,1,47,156,23,2,0,38,1,30,104
2014,2014-09-06 19:00:00,0,FRES,UTAH,27,59,24,1,1,40,0,40,55,26,0,0,27,0,54,258
2014,2014-09-06 19:00:00,0,SAC,CAL,14,55,19,3,1,41,1,25,118,26,3,1,29,0,47,253
2014,2014-09-06 19:05:00,0,EWU,WASH,52,59,35,2,2,46,0,36,98,26,1,0,24,0,57,356
2014,2014-09-06 19:30:00,0,BALL,IOWA,13,17,13,1,1,30,0,36,90,27,2,2,55,0,29,113
2014,2014-09-06 19:30:00,0,EKY,M-OH,17,10,12,1,1,28,1,32,82,25,3,3,52,3,38,60
2014,2014-09-06 19:30:00,0,VMI,BGSU,7,48,24,2,2,55,1,35,97,26,3,1,34,1,37,260
2014,2014-09-06 19:30:00,0,OHIO,UK,3,20,13,2,1,32,0,28,74,24,0,0,31,0,52,232
2014,2014-09-06 19:30:00,0,MTSU,MINN,24,35,23,0,0,38,3,43,190,18,1,0,11,1,50,284
2014,2014-09-06 19:30:00,0,RICH,UVA,13,45,21,4,4,47,3,31,59,17,1,1,23,1,40,157
2014,2014-09-06 19:30:00,0,USC,STAN,13,10,16,1,0,22,0,37,156,21,4,2,30,0,38,128
2014,2014-09-06 19:30:00,0,NIU,NW,23,15,20,2,0,23,0,55,221,21,3,0,43,1,37,72
2014,2014-09-06 19:30:00,0,MOST,OKST,23,40,20,0,0,24,0,41,155,22,0,0,35,0,35,206
2014,2014-09-06 19:30:00,0,MD,USF,24,17,17,7,4,28,2,40,116,16,0,0,37,1,37,83
2014,2014-09-06 20:00:00,0,GT,TULN,38,21,24,3,2,8,1,57,344,17,0,0,35,3,25,96
2014,2014-09-06 20:00:00,0,NICH,ARK,7,73,17,2,0,43,1,28,34,26,0,0,14,1,40,495
2014,2014-09-06 20:00:00,0,EMU,FLA,0,65,7,4,4,21,1,34,80,27,0,0,47,0,39,259
2014,2014-09-06 20:30:00,0,MISS,VAN,41,3,34,1,1,38,0,50,180,9,0,0,25,1,25,107
2014,2014-09-06 22:00:00,0,ODU,NCST,34,46,28,0,0,50,1,37,196,28,1,0,29,0,39,242
2014,2014-09-06 22:00:00,0,WAG,FIU,3,34,9,4,4,23,2,36,92,19,3,3,33,0,34,148
2014,2014-09-06 22:30:00,0,MSU,ORE,27,46,25,1,0,47,2,36,123,19,0,0,28,0,40,173
2014,2014-09-06 22:30:00,0,WEBB,WAKE,7,23,11,1,0,16,1,32,77,24,1,0,39,3,36,96
2014,2014-09-06 23:00:00,0,IDHO,ULM,31,38,25,3,1,47,2,36,118,29,1,0,45,1,37,150
2014,2014-09-06 23:00:00,0,DUKE,TROY,34,17,25,0,0,42,0,41,182,20,2,0,34,0,43,158
2014,2014-09-06 23:00:00,0,URI,MRSH,7,48,11,2,1,28,1,39,64,29,5,3,35,0,46,432
2014,2014-09-06 23:00:00,0,SJSU,AUB,13,59,20,2,0,32,3,45,65,26,2,2,23,0,50,358
2014,2014-09-06 23:00:00,0,ALCN,USM,20,26,16,3,2,27,2,32,295,22,1,0,33,0,42,207
2014,2014-09-06 23:00:00,0,ASU,UNM,58,23,25,3,1,21,0,48,423,19,4,3,11,0,57,207
2014,2014-09-06 23:00:00,0,ECU,SC,23,33,27,0,0,46,2,21,132,26,0,0,38,1,38,175
2014,2014-09-06 23:00:00,0,SEMO,KU,28,34,14,1,0,28,3,36,124,20,2,0,24,0,49,261
2014,2014-09-06 23:00:00,0,LT,ULL,48,20,20,2,0,33,0,35,238,20,2,2,44,1,34,178
2014,2014-09-06 23:00:00,0,MURR,LOU,21,66,14,0,0,38,1,19,41,31,1,0,39,0,49,325
2014,2014-09-06 23:00:00,0,FAMU,MIAMI,7,41,5,2,2,17,0,33,25,21,2,1,30,2,33,198
2014,2014-09-06 23:30:00,0,LAM,TA&M,3,73,15,4,1,42,1,38,90,30,4,2,42,1,36,225
2014,2014-09-06 23:30:00,0,MICH,ND,0,31,18,2,1,32,3,35,100,20,0,0,34,0,31,54
2014,2014-09-06 23:30:00,0,CIT,FSU,12,37,21,2,0,14,0,56,250,28,1,0,32,0,35,210
2014,2014-09-06 23:30:00,0,SHSU,LSU,0,56,14,1,1,28,2,36,50,27,4,1,18,0,58,334
2014,2014-09-06 23:30:00,0,TOWS,WVU,0,54,7,0,0,24,0,29,42,33,1,1,44,0,52,251
2014,2014-09-06 23:30:00,0,NWST,BAY,6,70,11,0,0,19,1,41,78,32,2,2,28,0,50,265
2014,2014-09-06 23:30:00,0,BYU,TEX,41,7,28,2,1,28,1,60,248,15,3,3,31,1,35,82
2014,2014-09-07 00:00:00,0,GRAM,HOU,0,47,11,4,3,27,3,39,63,20,3,2,26,0,40,275
2014,2014-09-07 00:00:00,0,VT,OSU,35,21,21,1,1,36,2,41,125,19,1,0,29,3,40,108
2014,2014-09-07 00:00:00,0,IDST,USU,20,40,21,1,1,47,3,32,101,21,1,1,30,1,45,311
2014,2014-09-07 00:00:00,0,SDSU,UNC,27,31,23,0,0,39,3,35,168,20,1,0,31,1,33,131
2014,2014-09-07 02:00:00,0,MEM,UCLA,35,42,24,0,0,42,0,39,164,30,2,0,44,1,41,144
2014,2014-09-07 02:00:00,0,UNCO,UNLV,12,13,19,1,0,21,1,40,138,19,1,0,20,4,48,211
2014,2014-09-07 02:15:00,0,AFA,WYO,13,17,21,2,2,32,0,52,151,15,0,0,37,0,26,51
2014,2014-09-07 02:15:00,0,CSU,BSU,24,37,23,1,1,58,2,23,28,35,0,0,33,1,56,324
2014,2014-09-07 02:30:00,0,ORST,HAW,38,30,22,1,1,37,1,36,164,20,2,1,51,1,33,100
2014,2014-09-07 03:00:00,0,TTU,UTEP,30,26,20,1,1,31,0,28,226,24,2,0,26,0,52,277
2014,2014-09-12 00:00:00,0,LT,UNT,42,21,21,0,0,36,1,30,98,18,4,2,34,0,36,104
2014,2014-09-12 01:00:00,0,HOU,BYU,25,33,18,0,0,53,0,13,10,32,2,1,34,2,62,323
2014,2014-09-12 23:00:00,0,TOL,CIN,34,58,27,1,1,43,0,39,240,28,0,0,42,0,30,148
2014,2014-09-13 00:00:00,0,BAY,BUFF,63,21,27,1,0,37,0,41,189,15,1,1,31,0,39,139
2014,2014-09-13 16:00:00,0,OHIO,MRSH,14,44,22,3,1,38,1,32,141,31,0,0,33,1,46,257
2014,2014-09-13 16:00:00,0,UCF,MIZ,10,38,22,3,2,36,2,39,90,19,1,0,24,1,35,178
2014,2014-09-13 16:00:00,0,KENT,OSU,0,66,10,0,0,34,3,23,47,33,4,2,34,1,53,284
2014,2014-09-13 16:00:00,0,PITT,FIU,42,25,21,3,2,19,1,54,321,17,3,1,35,0,33,57
2014,2014-09-13 16:00:00,0,GASO,GT,38,42,22,3,1,22,0,38,283,28,0,0,24,0,53,348
2014,2014-09-13 16:00:00,0,ECU,VT,28,21,20,1,1,47,0,25,75,26,0,0,56,2,33,91
2014,2014-09-13 16:00:00,0,WVU,MD,40,37,33,3,3,49,1,59,183,16,0,0,38,1,27,163
2014,2014-09-13 16:00:00,0,IND,BGSU,42,45,30,1,1,41,0,37,235,39,1,1,73,1,40,176
2014,2014-09-13 16:00:00,0,UMASS,VAN,31,34,20,2,1,35,0,39,88,17,2,0,23,1,40,160
2014,2014-09-13 16:00:00,0,SYR,CMU,40,3,25,0,0,30,0,49,289,14,3,2,34,0,23,34
2014,2014-09-13 16:00:00,0,BSU,CONN,38,21,13,1,1,29,0,27,52,183,1,1,38,2,36,48
2014,2014-09-13 16:30:00,0,LOU,UVA,21,23,17,2,2,43,2,27,79,13,2,1,30,2,40,114
2014,2014-09-13 18:00:00,0,AFA,GAST,48,38,31,0,0,15,0,65,315,26,0,0,42,1,25,135
2014,2014-09-13 18:00:00,0,WYO,ORE,14,48,24,2,1,33,2,41,155,32,0,0,31,0,37,263
2014,2014-09-13 19:00:00,0,UCD,CSU,21,49,23,1,0,34,0,32,173,28,1,0,34,0,33,224
2014,2014-09-13 19:00:00,0,INST,BALL,27,20,19,1,0,43,0,24,44,20,1,1,46,0,37,95
2014,2014-09-13 19:30:00,0,M-OH,MICH,10,34,8,1,0,26,1,24,33,23,3,2,22,1,45,276
2014,2014-09-13 19:30:00,0,KU,DUKE,3,41,17,2,0,29,2,47,202,23,1,0,34,0,36,331
2014,2014-09-13 19:30:00,0,ARK,TTU,49,28,32,2,2,12,0,68,438,20,1,1,45,2,22,101
2014,2014-09-13 19:30:00,0,ISU,IOWA,20,17,19,2,1,36,0,26,82,18,1,1,24,1,44,129
2014,2014-09-13 19:30:00,0,AAMU,UAB,14,41,19,1,0,34,3,44,95,27,1,0,32,1,51,195
2014,2014-09-13 19:30:00,0,UGA,SC,35,38,18,2,0,22,0,38,217,27,1,1,30,1,42,176
2014,2014-09-13 19:30:00,0,ARST,MIAMI,20,41,24,5,1,42,1,47,93,20,2,1,26,1,35,146
2014,2014-09-13 19:30:00,0,NCST,USF,49,17,30,2,1,33,1,53,315,8,2,1,20,2,27,70
2014,2014-09-13 20:00:00,0,MSST,USA,35,3,24,2,2,24,0,45,288,22,2,2,55,2,27,57
2014,2014-09-13 20:00:00,0,MINN,TCU,7,30,14,2,2,29,3,39,99,22,2,1,46,1,27,169
2014,2014-09-13 20:00:00,0,ILL,WASH,19,44,15,2,2,30,1,26,72,25,3,1,22,0,58,245
2014,2014-09-13 20:00:00,0,ULL,MISS,15,56,18,2,1,31,3,37,193,27,1,0,36,1,35,214
2014,2014-09-13 21:00:00,0,WMU,IDHO,45,33,22,1,0,15,0,44,243,23,0,0,41,1,31,45
2014,2014-09-13 21:00:00,0,ARMY,STAN,0,35,12,2,1,5,1,56,198,21,1,1,28,0,32,199
2014,2014-09-13 22:00:00,0,USM,ALA,12,52,13,0,0,37,0,18,56,31,1,1,24,0,49,333
2014,2014-09-13 22:00:00,0,EMU,ODU,3,17,14,5,2,24,0,48,143,16,1,1,30,1,37,180
2014,2014-09-13 23:00:00,0,TLSA,FAU,21,50,24,2,1,52,2,27,94,18,1,0,23,0,42,177
2014,2014-09-13 23:00:00,0,WAKE,USU,24,36,16,2,1,50,2,24,-25,23,2,1,44,2,35,60
2014,2014-09-13 23:00:00,0,WKU,MTSU,47,50,33,0,0,66,1,36,125,28,1,0,28,0,61,323
2014,2014-09-13 23:00:00,0,NIU,UNLV,48,34,35,2,1,28,0,69,331,26,1,0,42,1,32,102
2014,2014-09-13 23:00:00,0,ACU,TROY,38,35,26,0,0,34,2,40,181,17,0,0,38,0,29,131
2014,2014-09-13 23:00:00,0,ULM,LSU,0,31,6,1,1,30,0,18,16,22,0,0,20,1,52,219
2014,2014-09-13 23:00:00,0,UTSA,OKST,13,43,11,0,0,29,1,35,73,24,0,0,30,0,49,162
2014,2014-09-13 23:30:00,0,UK,FLA,30,36,23,1,0,45,3,33,81,28,0,0,44,1,50,237
2014,2014-09-13 23:30:00,0,PUR,ND,14,30,17,1,1,40,2,26,56,27,1,1,40,0,38,139
2014,2014-09-14 00:00:00,0,NAVY,TXST,35,21,17,0,0,7,1,57,352,23,0,0,36,1,44,211
2014,2014-09-14 00:00:00,0,SELA,TULN,20,35,17,4,1,35,2,36,58,21,1,1,30,2,40,122
2014,2014-09-14 00:00:00,0,PRST,WSU,21,59,23,2,1,51,1,33,93,33,2,0,64,2,23,76
2014,2014-09-14 00:00:00,0,USC,BC,31,37,18,0,0,41,0,29,20,19,0,0,14,1,54,452
2014,2014-09-14 00:00:00,0,TENN,OKLA,10,34,18,2,1,44,2,33,112,21,1,1,33,1,34,146
2014,2014-09-14 00:00:00,0,NMSU,UTEP,24,42,20,1,0,41,2,21,90,26,0,0,16,1,58,344
2014,2014-09-14 00:00:00,0,PSU,RUTG,13,10,19,1,0,44,1,33,64,15,1,0,31,5,31,102
2014,2014-09-14 00:15:00,0,UCLA,TEX,20,17,24,1,1,34,0,47,217,14,0,0,34,0,30,126
2014,2014-09-14 01:00:00,0,RICE,TA&M,10,38,28,0,0,36,0,55,240,23,0,0,33,1,26,168
2014,2014-09-14 02:00:00,0,ASU,COLO,38,24,18,0,0,25,0,35,223,28,1,1,54,2,37,232
2014,2014-09-14 02:30:00,0,NEB,FRES,55,19,22,4,1,24,0,42,280,20,1,0,59,0,28,105
2014,2014-09-14 03:00:00,0,NEV,ARIZ,28,35,25,0,0,39,0,40,108,26,1,0,26,1,38,229
2014,2014-09-14 04:00:00,0,UNI,HAW,24,27,17,2,2,42,0,36,55,17,2,1,36,0,50,148
2014,2014-09-18 23:30:00,0,AUB,KSU,20,14,22,1,0,31,1,45,128,20,2,1,40,2,30,40
2014,2014-09-20 00:00:00,0,CONN,USF,14,17,6,1,1,10,0,26,57,17,0,0,18,1,53,158
2014,2014-09-20 16:00:00,0,EMU,MSU,14,73,5,5,5,29,1,19,20,24,0,0,19,1,60,336
2014,2014-09-20 16:00:00,0,IOWA,PITT,24,20,17,0,0,18,1,35,133,24,0,0,30,1,42,185
2014,2014-09-20 16:00:00,0,TROY,UGA,0,66,11,1,1,33,1,28,47,23,0,0,22,0,39,367
2014,2014-09-20 16:00:00,0,SIU,PUR,13,35,20,1,1,46,1,28,82,23,1,1,26,0,44,183
2014,2014-09-20 16:00:00,0,GT,VT,27,24,19,1,1,18,0,44,250,24,1,0,39,3,33,127
2014,2014-09-20 16:00:00,0,BGSU,WIS,17,68,11,1,1,33,1,29,93,29,4,2,18,1,60,644
2014,2014-09-20 16:00:00,0,WIU,NW,7,24,22,4,3,50,1,36,84,15,2,2,25,0,41,166
2014,2014-09-20 16:00:00,0,ODU,RICE,45,42,25,0,0,43,0,21,100,30,1,0,34,0,54,284
2014,2014-09-20 16:30:00,0,MD,SYR,34,20,17,0,0,26,0,32,89,26,1,1,28,1,51,370
2014,2014-09-20 16:30:00,0,TULN,DUKE,13,47,28,1,1,36,4,58,231,23,3,1,28,1,42,256
2014,2014-09-20 17:00:00,0,MAINE,BC,10,40,6,0,0,18,0,22,16,28,2,0,21,1,64,413
2014,2014-09-20 17:00:00,0,DSU,TEM,0,59,7,1,1,23,3,30,26,19,1,0,21,2,40,172
2014,2014-09-20 18:00:00,0,HAW,COLO,12,21,20,1,1,46,1,32,131,20,0,0,45,2,36,118
2014,2014-09-20 18:00:00,0,MRSH,AKR,48,17,28,2,0,38,1,38,284,25,2,2,52,2,23,92
2014,2014-09-20 19:30:00,0,RUTG,NAVY,31,24,24,2,1,14,0,56,284,20,3,1,22,0,43,171
2014,2014-09-20 19:30:00,0,NSU,BUFF,7,36,10,4,2,12,0,46,116,22,0,0,29,0,44,169
2014,2014-09-20 19:30:00,0,LOU,FIU,34,3,16,4,2,36,0,35,12,12,2,1,26,2,40,88
2014,2014-09-20 19:30:00,0,CMU,KU,10,24,18,2,2,26,1,35,101,15,2,0,34,1,35,138
2014,2014-09-20 19:30:00,0,NICH,UNT,3,77,14,0,0,32,3,42,78,20,1,1,17,0,38,324
2014,2014-09-20 19:30:00,0,TA&M,SMU,58,6,28,0,0,37,1,31,268,13,1,0,29,0,42,102
2014,2014-09-20 19:30:00,0,UTAH,MICH,26,10,13,1,0,27,1,37,81,19,1,1,39,3,36,118
2014,2014-09-20 19:30:00,0,FLA,ALA,21,42,11,2,1,28,2,27,107,28,3,3,35,1,52,223
2014,2014-09-20 19:30:00,0,UVA,BYU,33,41,35,2,1,58,1,44,192,16,1,0,23,0,37,145
