HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
2653,2032,2016,12,-10.0,-10.0,-10.0,-10.0,-10.5,-10.0,-10.0,-10.0,-32,sun-belt,-10.0,-10.0
2026,2433,2016,12,,-26.5,-26.5,-25.0,,,-25.5,,25,sun-belt,-26.0,-26.5
2247,290,2016,12,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,6,sun-belt,3.0,3.0
99,57,2016,12,-13.0,-14.0,-14.0,-13.5,-14.0,-13.5,-14.0,-14.0,-6,sec,-14.0,-14.0
166,326,2016,12,-9.5,-10.0,-10.0,-9.5,-10.0,-9.5,-10.0,-10.0,40,sun-belt,-10.0,-10.0
68,2439,2016,12,,,-30.0,,,,-30.0,,17,mwc,-30.0,-30.0
38,265,2016,12,-5.5,-6.0,-6.0,-5.5,-5.5,-6.0,-6.0,-6.0,14,pac-12,-6.0,-6.0
239,2306,2016,12,-2.5,-2.5,-2.5,-2.5,-2.0,,-2.5,-2.5,-21,big-12,-2.5,-2.5
25,24,2016,12,10.0,10.5,10.0,10.0,10.0,10.0,10.0,10.0,-14,pac-12,10.0,10.0
254,2483,2016,12,-13.0,-11.0,-11.5,-11.5,-13.0,-12.0,-11.5,-12.0,-2,pac-12,-11.75,-11.5
2440,328,2016,12,6.5,7.0,7.0,7.0,7.0,7.0,6.5,7.0,1,mwc,7.0,7.0
245,2636,2016,12,,,-25.5,-25.5,,,-25.5,,13,sec,-25.5,-25.5
2655,218,2016,12,16.0,15.0,15.0,14.5,15.0,15.0,15.0,,-31,american,15.0,15.0
59,258,2016,12,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,14,acc,-10.5,-10.5
252,113,2016,12,,,-27.5,,,,-27.5,,42,independent,-27.5,-27.5
2633,142,2016,12,-17.5,-17.5,-17.5,-17.0,-17.5,-17.0,-17.5,,26,sec,-17.5,-17.5
103,41,2016,12,-7.5,-9.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,30,acc,-8.0,-8.0
183,52,2016,12,,23.0,23.0,23.0,23.0,23.0,23.5,,-31,acc,23.0,23.0
151,2426,2016,12,7.5,9.5,8.5,7.5,7.5,7.5,8.5,8.5,-35,american,8.0,7.5
2199,2459,2016,12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7,mac,1.0,1.0
221,150,2016,12,-8.0,-9.5,-8.0,-7.5,-7.5,-8.0,-8.0,-8.0,42,acc,-8.0,-8.0
152,2390,2016,12,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-14,acc,2.5,2.5
61,309,2016,12,,-21.5,-21.0,-21.0,,-22.5,-21.0,,14,sec,-21.0,-21.0
66,2641,2016,12,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,56,big-12,3.5,3.5
130,84,2016,12,,-24.0,-24.5,-24.0,,-24.0,-24.5,,10,big-ten,-24.0,-24.0
2509,275,2016,12,,,27.5,,,,27.5,,-29,big-ten,27.5,27.5
158,120,2016,12,-13.0,-13.5,-13.0,-13.0,-14.0,-14.0,-13.0,-13.0,21,big-ten,-13.0,-13.0
2649,2050,2016,12,,-20.0,-20.5,-20.5,-20.5,-20.5,-20.5,,18,mac,-20.5,-20.5
87,259,2016,12,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,independent,-1.0,-1.0
96,2046,2016,12,,,-46.5,,,,-46.5,,36,sec,-46.5,-46.5
249,2572,2016,12,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,cusa,6.0,6.0
2226,295,2016,12,9.5,8.0,8.5,8.5,8.5,8.5,8.5,8.5,-18,cusa,8.5,8.5
248,97,2016,12,17.5,17.0,17.5,17.5,17.0,17.0,17.5,,26,american,17.5,17.5
2711,2084,2016,12,,,-35.0,,,,-35.0,,38,mac,-35.0,-35.0
127,194,2016,12,,20.5,20.0,20.0,20.0,20.5,20.0,,-1,big-ten,20.0,20.0
135,77,2016,12,1.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,17,big-ten,1.0,1.0
356,2294,2016,12,8.0,8.0,8.0,8.0,8.5,8.0,8.0,8.0,-28,big-ten,8.0,8.0
2429,2393,2016,12,5.0,5.5,5.0,4.0,5.0,5.5,5.0,4.5,-7,cusa,5.0,5.0
2132,235,2016,12,7.0,7.0,7.5,7.0,7.0,7.0,7.5,7.0,-27,american,7.0,7.0
2579,2717,2016,12,,,-30.5,,,,-30.5,,13,sec,-30.5,-30.5
153,2643,2016,12,,,-23.5,,,,-23.5,,34,acc,-23.5,-23.5
2305,251,2016,12,,23.5,23.5,23.0,,23.5,23.5,,3,big-12,23.5,23.5
2628,197,2016,12,-6.0,-6.0,-7.0,-6.0,-6.0,-6.0,-6.5,-5.5,-25,big-12,-6.0,-6.0
242,2638,2016,12,,-1.5,-2.0,-2.5,-1.5,-2.0,-2.0,-2.0,20,cusa,-2.0,-2.0
349,2415,2016,12,,,-43.5,,,,-43.5,,57,independent,-43.5,-43.5
2751,21,2016,12,10.0,10.0,10.0,9.5,9.5,9.0,10.0,9.0,1,mwc,9.75,10.0
