HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
142,8,2016,13,8.0,8.0,8.0,8.0,8.0,7.5,8.0,8.0,4,sec,8.0,8.0
245,99,2016,13,7.0,6.5,7.0,6.5,6.5,6.5,7.0,6.5,-15,sec,6.5,6.5
309,2032,2016,13,5.5,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5,sun-belt,6.0,6.0
326,2653,2016,13,,28.5,28.5,,,28.5,28.5,,-33,sun-belt,28.5,28.5
2572,2348,2016,13,15.0,14.5,15.0,15.5,15.0,15.5,15.0,,15,cusa,15.0,15.0
12,9,2016,13,1.0,1.0,1.5,1.0,2.0,1.5,1.5,1.0,21,pac-12,1.25,1.0
278,23,2016,13,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-2,mwc,3.5,3.5
204,2483,2016,13,2.5,2.5,2.5,2.5,2.0,2.5,2.5,3.0,10,pac-12,2.5,2.5
30,87,2016,13,-17.5,-17.5,-17.0,-17.5,-17.5,-17.0,-17.0,,18,pac-12,-17.5,-17.5
221,183,2016,13,,-26.0,-26.0,-24.5,,-26.0,-26.0,,15,acc,-26.0,-26.0
259,258,2016,13,,-19.0,-19.5,-19.5,-19.0,-19.5,-19.5,,42,acc,-19.5,-19.5
58,2116,2016,13,-12.5,-11.5,-12.5,-11.5,-12.5,-12.5,-12.5,-11.5,17,american,-12.5,-12.5
202,2132,2016,13,,-23.0,-22.0,-21.5,,-23.0,-22.0,,3,american,-22.0,-23.0
41,2655,2016,13,,1.5,1.0,1.5,2.5,1.5,1.0,1.5,-25,american,1.5,1.5
154,103,2016,13,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3,acc,-3.0,-3.0
97,96,2016,13,,-28.0,-28.5,-28.0,,-29.0,-28.5,,-3,acc,-28.5,-28.5
2638,249,2016,13,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,28,cusa,4.0,4.0
2567,2426,2016,13,7.0,7.0,7.5,7.0,7.0,7.5,7.5,7.0,-44,american,7.0,7.0
2309,2459,2016,13,7.0,7.0,7.5,,7.0,7.0,7.5,7.0,-10,mac,7.0,7.0
2390,150,2016,13,-16.0,-16.0,-16.0,-16.0,-16.5,-16.0,-16.5,,19,acc,-16.0,-16.0
333,2,2016,13,-20.5,-20.5,-20.5,-21.0,-20.5,-20.5,-20.5,,18,sec,-20.5,-20.5
61,59,2016,13,-4.5,-4.5,-5.0,-4.5,-5.0,-4.5,-4.5,-5.0,-1,sec,-4.5,-4.5
2641,239,2016,13,-4.0,-4.0,-4.0,-4.0,-4.5,,-4.0,-4.0,19,big-12,-4.0,-4.0
66,277,2016,13,7.0,7.5,8.0,7.5,7.0,7.0,8.0,7.5,-30,big-12,7.5,7.0
70,6,2016,13,-6.5,-7.0,-7.0,-6.5,-6.5,-7.0,-7.0,-7.0,7,sun-belt,-7.0,-7.0
2294,158,2016,13,-3.0,-3.0,-3.0,-3.0,,-3.0,-3.0,-3.0,30,big-ten,-3.0,-3.0
77,356,2016,13,-16.0,-16.5,-16.5,-16.0,-16.5,-16.5,-16.5,,21,big-ten,-16.5,-16.5
84,2509,2016,13,,-21.5,-21.5,-21.0,,-21.5,-21.5,,2,big-ten,-21.5,-21.5
213,127,2016,13,-11.5,-11.0,-11.0,-11.5,-11.5,-11.0,-11.0,-11.0,33,big-ten,-11.0,-11.0
2439,2440,2016,13,-10.0,-9.5,-9.5,-10.0,-9.5,-9.5,-9.5,-10.0,-35,mwc,-9.5,-9.5
145,344,2016,13,-9.5,-10.0,-10.0,-10.0,-10.0,-10.0,-9.5,-10.0,-35,sec,-10.0,-10.0
153,152,2016,13,-9.0,-9.5,-9.5,-9.0,-9.5,-9.5,-9.5,-9.5,-7,acc,-9.5,-9.5
295,2229,2016,13,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,14,cusa,-14.0,-14.0
189,2084,2016,13,-11.0,-11.0,-11.5,-11.0,-10.5,-11.5,,-11.5,8,mac,-11.0,-11.5
275,135,2016,13,-14.0,-14.0,-14.5,-14.0,-14.0,-14.5,-14.5,-14.5,14,big-ten,-14.25,-14.5
120,164,2016,13,-15.5,-15.5,-16.0,-15.5,-15.5,-16.0,-16.0,-15.5,18,big-ten,-15.5,-15.5
194,130,2016,13,-3.5,-3.5,-3.5,-4.0,-4.0,-3.5,-3.5,-3.5,3,big-ten,-3.5,-3.5
166,2026,2016,13,20.0,20.0,20.0,20.0,20.0,19.0,20.0,,-30,sun-belt,20.0,20.0
2005,68,2016,13,7.0,7.5,7.5,7.0,7.0,7.0,7.5,7.0,7,mwc,7.0,7.0
2306,2305,2016,13,,-24.0,-24.0,-24.0,,-24.0,-24.0,,15,big-12,-24.0,-24.0
235,248,2016,13,5.0,5.0,5.0,4.5,5.5,7.0,5.0,5.0,4,american,5.0,5.0
251,2628,2016,13,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-22,big-12,-3.0,-3.0
2393,2226,2016,13,-16.5,-16.5,-16.5,-16.0,-17.0,-16.5,-16.5,-16.5,21,cusa,-16.5,-16.5
2711,2649,2016,13,-7.0,-7.0,-8.0,-8.5,-7.0,-7.0,-8.0,,20,mac,-7.0,-7.0
265,264,2016,13,6.5,6.0,6.0,6.5,6.5,6.0,6.0,6.0,-28,pac-12,6.0,6.0
