HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
142,238,2016,11,-4.0,-3.5,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,9,sec,-3.5,-3.5
2247,2433,2016,11,-13.0,-12.5,-12.5,-12.5,-12.0,-12.5,-12.5,-12.5,-14,sun-belt,-12.5,-12.5
2032,166,2016,11,,-18.5,-18.5,-18.5,-18.0,-18.0,-18.0,,19,sun-belt,-18.25,-18.5
9,254,2016,11,3.5,3.5,4.0,4.0,4.5,4.5,,4.0,-23,pac-12,4.0,4.0
2483,24,2016,11,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,-25,pac-12,3.0,3.0
2348,2636,2016,11,,-22.0,-22.5,-22.5,,-23.0,-22.5,,28,cusa,-22.5,-22.5
2116,2132,2016,11,-10.5,-10.5,-10.5,-11.0,-11.5,-10.5,-10.5,-10.5,21,american,-10.5,-10.5
248,2655,2016,11,,-26.0,-26.5,-26.0,,-26.5,-26.0,,12,american,-26.0,-26.0
52,103,2016,11,,-21.0,-21.0,-20.5,-20.5,-21.0,-21.0,,38,acc,-21.0,-21.0
150,153,2016,11,11.5,11.5,11.0,11.0,11.5,11.0,11.0,10.5,1,acc,11.0,11.0
2633,96,2016,11,-14.5,-14.0,-14.0,-14.0,-14.0,-14.5,-14.5,-14.0,13,sec,-14.0,-14.0
98,249,2016,11,,,-28.5,,,,-28.5,,38,cusa,-28.5,-28.5
57,2579,2016,11,-12.5,-13.0,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,13,sec,-12.5,-12.5
258,2390,2016,11,10.0,10.0,10.0,10.5,10.0,9.5,10.0,10.0,-20,acc,10.0,10.0
61,2,2016,11,9.5,10.0,9.5,9.0,9.5,9.5,9.5,9.5,6,sec,9.5,9.5
259,59,2016,11,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-10,acc,-14.0,-14.0
290,309,2016,11,-6.0,-7.5,-7.0,-6.5,-5.5,-6.0,-7.0,-6.0,-7,sun-belt,-6.25,-6.0
201,239,2016,11,-18.0,-17.5,-18.0,-18.5,-18.5,-18.5,-18.0,,21,big-12,-18.0,-18.5
251,277,2016,11,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-4,big-12,1.0,1.0
197,2641,2016,11,-10.0,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,1,big-12,-10.5,-10.5
275,356,2016,11,,-24.5,-24.5,-24.5,,,-24.5,,45,big-ten,-24.5,-24.5
84,213,2016,11,7.0,6.5,6.0,6.0,6.5,6.5,6.0,6.0,-14,big-ten,6.25,6.0
87,349,2016,11,-14.0,-14.0,-14.0,-13.5,-14.0,-14.0,-14.0,-14.0,38,independent,-14.0,-14.0
333,344,2016,11,,,-29.0,,,,-29.5,,48,sec,-29.25,-29.5
295,2572,2016,11,-1.0,-1.0,-1.0,-1.0,-1.5,-1.0,-1.0,-1.5,16,cusa,-1.0,-1.0
183,152,2016,11,7.5,7.5,7.5,7.5,8.0,,7.5,7.5,-15,acc,7.5,7.5
2429,242,2016,11,-11.5,-12.0,-11.5,-11.5,-12.0,-11.5,-11.5,-11.5,-1,cusa,-11.5,-11.5
127,164,2016,11,-17.0,-17.0,-17.0,-17.0,-16.0,-16.5,-17.0,,49,big-ten,-17.0,-17.0
120,194,2016,11,,,27.5,,,,27.5,,-59,big-ten,27.5,27.5
2509,77,2016,11,14.0,13.5,13.5,,13.5,13.5,13.5,13.5,-28,big-ten,13.5,13.5
151,2567,2016,11,-7.0,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,-6.5,-24,american,-7.0,-7.0
228,221,2016,11,,-21.5,-21.5,-22.0,,-21.5,-21.5,,-1,acc,-21.5,-21.5
2439,2751,2016,11,7.5,7.5,7.5,7.0,8.5,8.5,7.5,7.5,3,mwc,7.5,7.5
2653,2026,2016,11,-3.0,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.5,4,sun-belt,-2.0,-2.0
2084,193,2016,11,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-11,mac,10.0,10.0
2006,189,2016,11,-10.5,-10.5,-10.5,-10.0,-11.0,-11.0,-10.5,-11.0,-10,mac,-10.5,-10.5
2426,202,2016,11,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,2,american,-3.0,-3.0
2305,66,2016,11,10.5,10.5,10.5,10.0,10.5,10.0,10.5,10.5,-7,big-12,10.5,10.5
2226,2638,2016,11,-4.0,-4.0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,4,cusa,-4.5,-4.5
252,253,2016,11,,,-32.0,,,,-32.0,,30,independent,-32.0,-32.0
2459,2649,2016,11,7.0,7.0,7.5,7.0,7.0,7.0,7.5,7.5,-7,mac,7.0,7.0
326,70,2016,11,9.5,10.0,9.5,9.5,10.0,9.5,9.5,9.5,-33,sun-belt,9.5,9.5
