HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
61,238,2016,7,-14.0,-14.0,-13.5,-13.5,-14.0,-13.5,-13.5,-14.0,-1,sec,-13.75,-14.0
70,166,2016,7,-4.0,-4.0,-4.0,-3.5,-4.0,-4.0,-4.0,-4.0,32,sun-belt,-4.0,-4.0
59,290,2016,7,-10.5,-10.0,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,11,acc,-10.5,-10.5
2653,2247,2016,7,-19.5,-19.5,-19.5,-19.5,-20.0,-19.5,-19.5,,10,sun-belt,-19.5,-19.5
8,145,2016,7,10.0,9.5,10.0,9.5,9.5,10.0,10.0,10.0,4,sec,10.0,10.0
2433,326,2016,7,-10.0,-10.0,-10.0,-9.5,-9.0,-10.0,-10.0,-10.0,6,sun-belt,-10.0,-10.0
2633,333,2016,7,14.0,13.5,13.5,13.5,14.0,13.5,13.5,14.0,-39,sec,13.5,13.5
113,2348,2016,7,18.5,19.0,19.0,19.0,19.0,18.0,19.0,,-28,independent,19.0,19.0
204,254,2016,7,7.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,-5,pac-12,7.0,7.0
12,30,2016,7,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,-34,pac-12,14.0,14.0
201,2306,2016,7,-14.0,-14.0,-14.0,-14.0,-13.5,-14.0,-14.0,-14.0,21,big-12,-14.0,-14.0
87,24,2016,7,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-7,independent,-3.0,-3.0
242,2636,2016,7,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-1,cusa,2.5,2.5
2116,218,2016,7,-4.0,-3.5,-4.0,-3.5,-4.0,-3.5,-4.0,-4.0,-1,american,-4.0,-4.0
2390,153,2016,7,-6.5,-5.5,-5.5,-6.5,-6.0,,-5.5,-5.5,-7,acc,-5.5,-5.5
52,154,2016,7,,-23.5,-23.5,-23.5,-24.0,-23.5,-23.5,,11,acc,-23.5,-23.5
57,142,2016,7,-13.5,-13.0,-13.5,-14.0,-13.5,-13.5,-13.5,-13.5,26,sec,-13.5,-13.5
58,41,2016,7,,-20.0,-20.0,-20.5,-20.0,-20.0,-20.0,,15,american,-20.0,-20.0
97,150,2016,7,,,-35.0,,,,-35.0,,10,acc,-35.0,-35.0
2641,277,2016,7,3.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0,-31,big-12,3.0,3.0
2032,6,2016,7,-4.5,-4.5,-4.5,-4.0,-4.5,-4.5,-4.5,-4.5,10,sun-belt,-4.5,-4.5
84,158,2016,7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,-5,big-ten,3.5,3.5
164,356,2016,7,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-17,big-ten,4.0,4.0
2006,2711,2016,7,13.5,14.0,13.5,13.5,13.5,13.5,,14.0,-41,mac,13.5,13.5
2084,2050,2016,7,11.0,11.0,11.0,10.5,,11.0,11.0,11.0,-10,mac,11.0,11.0
183,259,2016,7,,23.0,22.5,22.5,22.5,22.5,22.5,,14,acc,22.5,22.5
252,344,2016,7,-7.5,-7.5,-8.0,-7.5,-7.5,-7.0,-8.0,-7.5,7,independent,-7.5,-7.5
99,2572,2016,7,,-24.5,-24.5,-25.0,,-24.5,-24.5,,35,sec,-24.5,-24.5
228,152,2016,7,,-21.0,-21.0,-21.0,-21.0,-20.5,-21.0,,7,acc,-21.0,-21.0
2429,2229,2016,7,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,-1,cusa,1.0,1.0
120,135,2016,7,-3.0,-3.0,-3.5,-3.5,-3.5,-3.0,-3.5,-3.5,-21,big-ten,-3.5,-3.5
127,77,2016,7,-6.0,-6.5,-6.0,-6.5,-6.5,-6.0,-6.0,-6.0,-14,big-ten,-6.0,-6.0
2509,2294,2016,7,11.5,11.0,11.0,11.5,12.0,11.0,11.0,11.5,-14,big-ten,11.25,11.0
195,2199,2016,7,-7.0,-7.5,-7.5,-7.0,-7.0,-7.0,-7.5,,-7,mac,-7.0,-7.0
2655,235,2016,7,11.5,12.5,13.0,11.0,11.0,12.0,13.0,12.5,-10,american,12.25,11.0
258,221,2016,7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,-14,acc,3.5,3.5
2005,167,2016,7,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-5,mwc,-14.0,-14.0
2393,98,2016,7,1.0,1.5,1.5,1.5,0.0,1.5,1.5,1.5,-1,cusa,1.5,1.5
2459,2117,2016,7,-2.5,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,-6,mac,-2.0,-2.0
193,2309,2016,7,1.5,1.5,1.5,1.5,1.0,2.0,1.5,1.5,4,mac,1.5,1.5
2649,189,2016,7,,,-32.0,,,,-32.0,,7,mac,-32.0,-32.0
248,202,2016,7,,-21.5,-22.5,-22.5,-21.5,-22.5,-22.5,,7,american,-22.5,-22.5
251,66,2016,7,-16.5,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,21,big-12,-17.0,-17.0
239,2305,2016,7,,,-33.5,,,,-33.5,,42,big-12,-33.5,-33.5
276,2226,2016,7,-12.0,-11.5,-11.5,-11.5,-11.0,-12.5,-11.5,-12.0,6,cusa,-11.5,-11.5
278,21,2016,7,19.0,19.0,19.0,19.0,18.0,19.0,19.0,,-14,mwc,19.0,19.0
349,322,2016,7,,,-33.5,,,,-33.5,,55,independent,-33.5,-33.5
