HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode,Spread_Rec
2426,23,2014,9,NA,-8.5,-8.5,-8,-9,-8.5,-8.5,-8.5,10,independent,-8.5,-8.5,18.666666666666668
2572,2348,2014,9,NA,8,7.5,7.5,9.5,7.5,7.5,7.5,-11,cusa,7.5,7.5,2.75
2,2579,2014,9,NA,-18.5,-18,-18.5,-18,-18,NA,NA,7,sec,-18,-18,-3.5
242,249,2014,9,NA,-16,-17,-17,-13.5,-17,-17,-17,20,cusa,-17,-17,NA
6,2653,2014,9,NA,-16,-16,-16.5,-16,-17,-16,-16,14,sun-belt,-16,-16,35.333333333333336
2247,290,2014,9,NA,17,17,17,NA,17,NA,NA,-38,sun-belt,17,17,-5.666666666666667
96,344,2014,9,NA,14.5,14.5,15.5,NA,14.5,NA,NA,-14,sec,14.5,14.5,-15.8
8,5,2014,9,NA,-24.5,-24.5,-5.5,-1,-24,-6,-6,28,sec,-24.5,-24.5,7.333333333333333
99,145,2014,9,NA,4,3.5,5,3,4,3.5,3.5,3,sec,3.75,3.5,-38
2633,333,2014,9,NA,20,19.5,20,17.5,20,NA,NA,-14,sec,20,20,2.5
2199,2459,2014,9,NA,17.5,18,NA,NA,18,NA,NA,-11,mac,18,18,NA
38,26,2014,9,NA,14,14,14,13.5,14,14,14,-3,pac-12,14,14,NA
328,2439,2014,9,NA,-17,-16.5,-17,-17,-17,NA,NA,14,mwc,-17,-17,NA
24,204,2014,9,NA,-12,-12.5,-12.5,-13.5,-12.5,-12.5,-12.5,24,pac-12,-12.5,-12.5,-5
68,252,2014,9,NA,-6.5,-7,-6.5,-6.5,-6.5,-6.5,-7,25,mwc,-6.5,-6.5,-17.333333333333332
25,2483,2014,9,NA,17.5,17.5,17.5,18,17.5,NA,NA,-18,pac-12,17.5,17.5,-12
36,2751,2014,9,NA,-19.5,-19.5,-19.5,-19.5,-19.5,NA,NA,14,mwc,-19.5,-19.5,38
2116,218,2014,9,NA,-6.5,-6,-6.5,-7,-6,-6.5,-6.5,20,american,-6.5,-6.5,-14.533333333333333
154,103,2014,9,NA,13.5,13.5,13.5,12.5,13,13,13.5,-6,acc,13.5,13.5,-19.5
151,41,2014,9,NA,NA,-28,NA,NA,NA,NA,NA,10,american,-28,-28,3
275,120,2014,9,NA,-9.5,-9.5,-10,-11.5,-9.5,-9.5,-9.5,45,big-ten,-9.5,-9.5,-14.333333333333334
259,2390,2014,9,NA,2.5,2.5,2,2,2,2,2.5,-24,acc,2,2,11
221,59,2014,9,NA,-3.5,-3.5,-4,-3.5,-1.1666666666666667,-4,-3.5,-28,acc,-3.5,-3.5,-3
142,238,2014,9,NA,-21.5,-21.5,-22.5,-17.5,-21.5,NA,NA,10,sec,-21.5,-21.5,18.5
197,277,2014,9,NA,2.5,2.5,3,-1,2.5,2.5,3,-24,big-12,2.5,2.5,1.3333333333333333
2628,2641,2014,9,NA,-24.5,-24.5,-24.5,NA,-24.5,NA,NA,55,big-12,-24.5,-24.5,21
127,130,2014,9,NA,-17,-16.5,-16.5,-17,-16.5,NA,NA,24,big-ten,-16.75,-17,16.5
258,153,2014,9,NA,-7,-7,-6.5,-7,-7,-7,-7,-1,acc,-7,-7,17
2711,195,2014,9,NA,-7.5,-8,-9,NA,-8,-8.5,-8.5,21,mac,-8.5,-8.5,NA
98,295,2014,9,NA,-12,-12.5,-13,-11,-12.5,-13,-13,15,cusa,-12.75,-13,4.5
2636,2638,2014,9,NA,-13.5,-14,-14,-11,-14,-14,-14,-34,cusa,-14,-14,NA
228,183,2014,9,NA,-16.5,-16.5,-16.5,-14.5,-16.5,5.75,NA,10,acc,-16.5,-16.5,-30
158,164,2014,9,NA,-20,-19.5,-19.5,-17.5,-19.5,NA,NA,18,big-ten,-19.5,-19.5,NA
356,135,2014,9,NA,3.5,4,3.5,6.5,4,4,4,4,big-ten,4,4,3.5
2567,235,2014,9,NA,22,22,NA,NA,22,NA,NA,-38,american,22,22,-3
276,2226,2014,9,NA,-5.5,-27.5,-5.833333333333333,NA,-5.5,NA,NA,19,cusa,-27.5,-27.5,29.5
2433,326,2014,9,NA,-3,-3,-2.5,-2.5,-3,-2.5,-3,-4,sun-belt,-3,-3,7
193,2309,2014,9,NA,-5,-5,-5.5,NA,-5,-5,-5,7,mac,-5,-5,33.666666666666664
2649,113,2014,9,NA,-17.5,-17.5,-18,NA,-17,-4.25,-4.25,7,mac,-17.5,-17.5,5.5
2050,2006,2014,9,NA,3.5,3.5,3,NA,3,3.5,3.5,14,mac,3.5,3.5,3.3333333333333335
2306,251,2014,9,NA,-9.5,-9.5,-9.5,-10,-9.5,-9.5,-9.5,23,big-12,-9.5,-9.5,-9
2132,58,2014,9,NA,-10,-10,-9.5,-9.5,-10,-10,-10,17,american,-10,-10,4.5
265,12,2014,9,NA,2.5,2,2.5,2.5,2,2.5,3,-22,pac-12,2.5,2.5,NA
2084,2117,2014,9,NA,3.5,3.5,4,NA,4,4,3.5,-6,mac,4,4,-2.5
2751,23,2014,8,NA,3.5,3.5,3,3,3.5,3.5,3,-7,mwc,3.25,3,NA
333,245,2014,8,-12.333333333333334,-11,-11.5,-12,-12.5,-11.5,-12,-11.5,59,sec,-11.75,-11.5,-12.333333333333334
2229,276,2014,8,-29.333333333333332,21,21.5,21,NA,21.5,NA,NA,-32,cusa,21.25,21,-29.333333333333332
6,2247,2014,8,NA,-19.5,-19.5,-19.5,NA,-19.5,NA,-19.5,3,sun-belt,-19.5,-19.5,NA
2393,5,2014,8,6.6,-2,-2,-1.5,-1,-2,-2,-2,12,cusa,-2,-2,6.6
8,61,2014,8,-15.5,3,3,3,3,3,3,3,-13,sec,3,3,-15.5
25,26,2014,8,NA,6.5,7,6.5,7,7,6.5,6.5,-2,pac-12,6.5,6.5,NA
204,254,2014,8,NA,1.5,1,1.5,2,2,1.5,1.5,-6,pac-12,1.5,1.5,NA
2309,349,2014,8,14.666666666666666,3,3,3,3.5,3,3,3,22,mac,3,3,14.666666666666666
30,38,2014,8,NA,-18.5,-19,-19.5,-20.5,-19.5,NA,NA,28,pac-12,-19.5,-19.5,NA
68,278,2014,8,NA,-17.5,-18,-18,-17.5,-18,NA,NA,10,mwc,-18,-18,NA
2005,167,2014,8,-12,-7,-7,-7.5,-7.5,-7,-7,-7.5,4,mwc,-7.25,-7.5,-12
36,328,2014,8,NA,-5.5,-5.5,-6,-6,-5.5,-5.5,-6,3,mwc,-5.75,-6,NA
248,218,2014,8,NA,-9.5,-9.5,-9,-8.5,-8.5,-9,-9,21,american,-9,-9,NA
150,258,2014,8,NA,-3,-3,-3,-3,-3,-3,-3,7,acc,-3,-3,NA
99,96,2014,8,6,-11.5,-11.5,-12,-11.5,-11.5,-11.5,-11.5,38,sec,-11.5,-11.5,6
57,142,2014,8,-13,-6.5,-7,-7,-6,-7,-7,-6.5,-29,sec,-6.75,-7,-13
113,2199,2014,8,40.75,-15,-15,-14.5,NA,-15,-14.5,-14.5,22,mac,-15,-15,40.75
97,152,2014,8,4.5,-19,-19,-19.5,-19,-19,NA,NA,12,acc,-19,-19,4.5
103,228,2014,8,NA,5.5,5.5,4.5,4.5,5.5,5,5.5,-4,acc,5.25,5.5,NA
