HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
142,8,2014,14,2.5,2,2.5,2,NA,2.5,2,2,7,sec,2,2
21,23,2014,14,-14,-14.5,-14.5,-14,NA,-14,-14,-14,31,mwc,-14,-14
228,2579,2014,14,-4.5,-4.5,-4.5,-6,-5,-4.5,-4,-4.5,18,acc,-4.5,-4.5
2636,249,2014,14,-5.5,-5.5,-6,-4.5,-5,-5.5,-5.5,-6,7,cusa,-5.5,-5.5
145,344,2014,14,3,2.5,2.5,3,3,3,2.5,2.5,14,sec,2.75,2.5
6,2426,2014,14,7,7.5,7.5,7.5,8,7.5,7,7.5,-2,sun-belt,7.5,7.5
2572,5,2014,14,3,2.5,2.5,3,3,2.5,3,3,-21,cusa,3,3
2711,2459,2014,14,-7.5,-8,-8,-8.5,-8,-8,-8,-8,-10,mac,-8,-8
30,87,2014,14,-5.5,-4.5,-5.5,-6,-6,-6.5,-5.5,-5.5,35,pac-12,-5.5,-5.5
12,9,2014,14,-2,-2,-2,-1,-0.25,-2,-2,-2,7,pac-12,-2,-2
2026,70,2014,14,-17,-17,-17,-17,NA,-17,NA,NA,17,sun-belt,-17,-17
2005,36,2014,14,8.5,7.5,7.5,7.5,8,7.5,7.5,7.5,3,mwc,7.5,7.5
38,254,2014,14,7.5,7,7,7.5,7.5,7.5,7,7,-4,pac-12,7.25,7
26,24,2014,14,-6.5,-6.5,-6,-6.5,-6.5,-6,-6,-6.5,-21,pac-12,-6.5,-6.5
25,252,2014,14,-3,-3,-3.5,-3,-3.5,-3.5,-3.5,-3,-7,pac-12,-3.25,-3.5
167,2751,2014,14,-3.5,-3.5,-4,-4,-4.5,-4,-3.5,-4,6,mwc,-4,-4
58,2116,2014,14,10,10,10,10,11,10,10.5,10,-16,american,10,10
52,57,2014,14,-7,-7,-7,-7,-7,-7,-7,-7,5,acc,-7,-7
259,258,2014,14,2,2.5,2,2,2,1.5,1.5,2,4,acc,2,2
97,96,2014,14,-13.5,-13.5,-14,-13.5,-13.5,-14,-14,-14,4,acc,-13.75,-14
235,41,2014,14,NA,-24,-23.5,-24,NA,-23,NA,NA,31,american,-23.75,-24
202,151,2014,14,19.5,18.5,18.5,19,18.5,19.5,NA,NA,-17,american,18.75,18.5
153,152,2014,14,-6.5,-6.5,-6.5,-6.5,-6,-6.5,-6.5,-6.5,-28,acc,-6.5,-6.5
2567,248,2014,14,NA,21,21,21.5,NA,21,NA,NA,-26,american,21,21
61,59,2014,14,-10.5,-10.5,-10.5,-11,-10.5,-10.5,-11,-10.5,-6,sec,-10.5,-10.5
238,2633,2014,14,16,15,15,15.5,16.5,15,NA,NA,-7,sec,15.25,15
66,277,2014,14,11,10,10,10,NA,10.5,10,10,-13,big-12,10,10
2199,2649,2014,14,NA,23,23,23,NA,23,NA,NA,-36,mac,23,23
2032,166,2014,14,NA,-23.5,-23.5,NA,NA,-23,NA,NA,33,sun-belt,-23.5,-23.5
194,130,2014,14,NA,-21,-21.5,-20.5,-21.5,-21.5,NA,NA,14,big-ten,-21.5,-21.5
2294,158,2014,14,NA,-1.5,-1,-2.5,NA,-1.5,-1,-1.5,-3,big-ten,-1.5,-1.5
77,356,2014,14,-7,-7,-7,-7,-7.5,-7,-7,-7,-14,big-ten,-7,-7
213,127,2014,14,13.5,13,13,13.5,14,13,13,13.5,-24,big-ten,13.25,13
84,2509,2014,14,-3,-2.5,-2.5,-2.5,-3,-2.5,-2.5,-3,7,big-ten,-2.5,-2.5
2348,242,2014,14,-7.5,-7.5,-7.5,-7,-7.5,-7,-7.5,-7.5,45,cusa,-7.5,-7.5
290,2433,2014,14,-14,-14,-14,-14,NA,-14,-14,-14,6,sun-belt,-14,-14
2226,295,2014,14,-3.5,-3,-3.5,-3,-3.5,-3.5,-3.5,-3,-3,cusa,-3.5,-3.5
103,183,2014,14,-11,-10.5,-11,-10.5,-11,-11,-11,-10.5,21,acc,-11,-11
189,2050,2014,14,-9.5,-10,-10,-10,-9.5,-10,-10,-10,-17,mac,-10,-10
113,2084,2014,14,3,3.5,3.5,3.5,NA,3.5,3.5,3.5,-20,mac,3.5,3.5
120,164,2014,14,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-3,big-ten,-7.5,-7.5
275,135,2014,14,-16,-17,-17,-16.5,-16,-16,-16,-16.5,10,big-ten,-16.25,-16
2653,309,2014,14,9,9.5,9.5,9,NA,9.5,9.5,9.5,-19,sun-belt,9.5,9.5
2306,2305,2014,14,NA,-26.5,-26.5,NA,NA,NA,NA,NA,38,big-12,-26.5,-26.5
2247,326,2014,14,13,13,13.5,13,NA,13.5,13.5,13,-23,sun-belt,13,13
218,2132,2014,14,7,7,7,7,7.5,7,7,7,-8,american,7,7
2309,2006,2014,14,3.5,3,3,3,3.5,3.5,3,3,3,mac,3,3
2641,239,2014,14,NA,26.5,26.5,NA,NA,27,NA,NA,-2,big-12,26.5,26.5
276,98,2014,14,NA,-23.5,-23.5,-23.5,NA,-23.5,-23.5,NA,-1,cusa,-23.5,-23.5
328,23,2014,13,-14.5,-14.5,-14.5,-14.5,NA,-14.5,-14.5,NA,34,mwc,-14.5,-14.5
295,2348,2014,13,12,13,13.5,13,13,14,13,13,3,cusa,13,13
5,276,2014,13,NA,17.5,18,19,NA,17.5,NA,NA,-5,cusa,17.75,17.5
249,2229,2014,13,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3,3,cusa,-2.5,-2.5
228,2247,2014,13,NA,NA,-39.5,NA,NA,NA,NA,NA,28,acc,-39.5,-39.5
8,145,2014,13,3,3,3,3,3.5,3,3,3,30,sec,3,3
9,265,2014,13,-14,-14.5,-14.5,-14,-15,-14.5,NA,-14.5,21,pac-12,-14.5,-14.5
21,2005,2014,13,-5.5,-5.5,-6,NA,-5,-6,-5.5,-6,16,mwc,-5.5,-6
25,24,2014,13,6,5.5,5.5,5.5,6,5.5,5.5,5.5,-21,pac-12,5.5,5.5
2483,38,2014,13,NA,NA,-33,NA,NA,NA,NA,NA,34,pac-12,-33,-33
36,167,2014,13,2,-20.5,-21,-21,9.75,-21,1.5,1.5,38,mwc,-21,-21
248,202,2014,13,NA,-20,-20,-20,NA,-20,NA,NA,10,american,-20,-20
2116,2567,2014,13,NA,NA,-28.5,NA,NA,-28,NA,NA,46,american,-28.25,-28.5
52,103,2014,13,-10.75,-17,-16.5,-16.5,-17,-16.5,-9,-9,3,acc,-16.5,-16.5
57,2198,2014,13,NA,NA,-30.5,NA,NA,NA,NA,NA,49,sec,-30.5,-30.5
2050,2199,2014,13,-18,-18.5,-18.5,-18.5,NA,-18,NA,NA,15,mac,-18.5,-18.5
130,120,2014,13,-6,-6.5,-6.5,-6,-6,-6.5,-6,-6.5,-7,big-ten,-6.25,-6.5
333,2717,2014,13,NA,NA,NA,NA,NA,NA,NA,NA,34,sec,NA,NA
61,2127,2014,13,NA,NA,-43,NA,NA,NA,NA,NA,46,sec,-43,-43
277,2306,2014,13,-2.5,-2.5,-2.5,-2,-2.5,-2.5,-2.5,-3,-6,big-12,-2.5,-2.5
66,2641,2014,13,NA,0,0,-1,-1.5,0,-1,0,-3,big-12,0,0
2579,6,2014,13,NA,-25,-24,-23.5,NA,NA,NA,NA,25,sec,-24,-25
326,2032,2014,13,6.5,6.5,7,6.5,6.5,6.5,NA,6.5,18,sun-belt,6.5,6.5
2117,2711,2014,13,0,-1,-1,-1,NA,0,-1.5,-1,-12,mac,-1,-1
2294,275,2014,13,9,7.5,7.5,9,9.5,9.5,8,8,-2,big-ten,8.5,7.5
356,213,2014,13,6,5,5.5,5.5,6.5,5.5,5.5,5,2,big-ten,5.5,5.5
2509,77,2014,13,NA,1,0,-1,0,-1,0,0,-24,big-ten,0,0
87,97,2014,13,-3,-3,-2.5,-3,-3,-2.5,-2.5,-3,-3,independent,-3,-3
150,153,2014,13,-5.5,-5,-5,-5,-5.5,-5,-5,-5,-25,acc,-5,-5
166,2433,2014,13,7,6.5,6.5,6.5,NA,6.5,6.5,6.5,-13,sun-belt,6.5,6.5
2649,189,2014,13,-7.5,-7,-7.5,-7,-7,-7,-7,-7,7,mac,-7,-7
98,2636,2014,13,-10,-10.5,-10,-10.5,-10,-10.5,-10,-10,38,cusa,-10,-10
