Visiter,Home,SpreadWag,OverUnderWag,Year,Month,Day,HomeID,VisID
Akron,Wisconsin,-22.0,46.5,2016,9,10,275,2006
North Carolina St,ECU,6.0,58.0,2016,9,10,151,152
Tulsa,OSU,-28.0,72.5,2016,9,10,194,202
Troy,Clemson,-34.5,62.5,2016,9,10,228,2653
N Illinois,USF,-14.0,56.0,2016,9,10,58,2459
Wake Forest,Duke,-7.0,45.5,2016,9,10,150,154
UConn,Navy,-4.5,44.5,2016,9,10,2426,41
Arkansas State,Auburn,-20.5,52.0,2016,9,10,2,2032
UTSA,Colorado State,-8.5,52.5,2016,9,10,36,2636
Kentucky,Florida,-14.0,49.5,2016,9,10,57,96
Idaho,Washington,-37.0,61.0,2016,9,10,264,70
W Kentucky,Alabama,-27.0,60.5,2016,9,10,333,98
Mid Tennessee,Vanderbilt,-3.0,50.0,2016,9,10,238,2393
UVA,Oregon,-23.5,71.5,2016,9,10,2483,258
South Carolina,Miss St,-7.5,48.0,2016,9,10,344,2579
FAU,Miami (FL),-25.5,62.0,2016,9,10,2390,2226
VT,Tennessee,-11.0,53.0,2016,9,10,2633,259
Iowa State,Iowa,-15.5,51.0,2016,9,10,2294,66
UNC,Illinois,7.0,60.0,2016,9,10,356,153
Ga Southern,South Alabama,13.0,58.0,2016,9,10,6,290
Wyoming,Nebraska,-24.5,58.0,2016,9,10,158,2751
Utah State,USC,-16.0,56.5,2016,9,10,30,328
New Mexico,New Mexico St,12.5,61.0,2016,9,10,166,167
BYU,Utah,-3.5,43.5,2016,9,10,254,252
Washington St,Boise State,-12.5,73.0,2016,9,10,68,265
UNLV,UCLA,-26.5,58.0,2016,9,10,26,2439
Texas Tech,Arizona State,0.0,79.5,2016,9,10,9,2641
Cal,San Diego State,-6.0,59.5,2016,9,10,21,25
Old Dominion,Appalachian St,-21.0,54.0,2016,9,10,2026,295
UTEP,Texas,-31.0,58.0,2016,9,10,251,2638
Nevada,Notre Dame,-27.5,62.5,2016,9,10,87,2440
SMU,Baylor,-35.0,71.0,2016,9,10,239,2567
Georgia State,Air Force,-21.5,52.5,2016,9,10,2005,2247
Houston,Cincinnati,7.5,63.5,2016,9,15,2132,248
Baylor,Rice,32.5,65.5,2016,9,16,242,239
Arizona State,UTSA,21.5,58.5,2016,9,16,2636,9
Arkansas State,Utah State,-8.5,56.0,2016,9,16,328,2032
E Michigan,Charlotte,2.0,63.0,2016,9,17,2429,2199
W Michigan,Illinois,3.0,56.0,2016,9,17,356,2711
ECU,South Carolina,-2.5,51.5,2016,9,17,2579,151
FSU,Louisville,-1.5,65.5,2016,9,17,97,52
Temple,Penn State,-7.5,48.5,2016,9,17,213,218
UVA,UConn,-3.0,48.0,2016,9,17,41,258
Iowa State,TCU,-24.5,61.0,2016,9,17,2628,66
Colorado,Michigan,-17.5,56.0,2016,9,17,130,38
New Mexico,Rutgers,-7.0,57.5,2016,9,17,164,167
Mid Tennessee,Bowling Green,6.0,72.5,2016,9,17,189,2393
Georgia State,Wisconsin,-35.0,50.5,2016,9,17,275,2247
UNLV,Cent Michigan,-12.0,55.5,2016,9,17,2117,2439
Vanderbilt,Georgia Tech,-6.5,45.0,2016,9,17,59,238
