User,Item,value
2013.0-8.0-29.0-2309.0|2335.0,SpreadMirage,
2013.0-8.0-29.0-2579.0|153.0,SpreadMirage,-12.0
2013.0-8.0-29.0-154.0|2506.0,SpreadMirage,
2013.0-8.0-29.0-189.0|202.0,SpreadMirage,-3.0
2013.0-8.0-29.0-2116.0|2006.0,SpreadMirage,
2013.0-8.0-29.0-2623.0|2466.0,SpreadMirage,
2013.0-8.0-29.0-84.0|282.0,SpreadMirage,
2013.0-8.0-29.0-2710.0|2261.0,SpreadMirage,
2013.0-8.0-29.0-2198.0|2523.0,SpreadMirage,
2013.0-8.0-29.0-135.0|2439.0,SpreadMirage,-13.5
2013.0-8.0-29.0-2050.0|2287.0,SpreadMirage,
2013.0-8.0-29.0-2230.0|227.0,SpreadMirage,
2013.0-8.0-29.0-2413.0|95.0,SpreadMirage,
2013.0-8.0-29.0-6.0|253.0,SpreadMirage,
2013.0-8.0-29.0-236.0|2630.0,SpreadMirage,
2013.0-8.0-29.0-2393.0|2717.0,SpreadMirage,
2013.0-8.0-29.0-41.0|119.0,SpreadMirage,
2013.0-8.0-29.0-48.0|294.0,SpreadMirage,
2013.0-8.0-29.0-2754.0|2168.0,SpreadMirage,
2013.0-8.0-30.0-2635.0|2161.0,SpreadMirage,
2013.0-8.0-30.0-2655.0|2296.0,SpreadMirage,
2013.0-8.0-30.0-2110.0|2916.0,SpreadMirage,
2013.0-8.0-30.0-254.0|328.0,SpreadMirage,-1.0
2013.0-8.0-30.0-2545.0|2546.0,SpreadMirage,
2013.0-8.0-30.0-2181.0|2254.0,SpreadMirage,
2013.0-8.0-30.0-155.0|2674.0,SpreadMirage,
2013.0-8.0-30.0-147.0|2405.0,SpreadMirage,
2013.0-8.0-30.0-238.0|145.0,SpreadMirage,3.0
2013.0-8.0-30.0-23.0|16.0,SpreadMirage,
2013.0-8.0-30.0-2502.0|2202.0,SpreadMirage,
2013.0-8.0-30.0-278.0|164.0,SpreadMirage,-10.5
2013.0-8.0-30.0-62.0|30.0,SpreadMirage,
2013.0-8.0-30.0-349.0|2415.0,SpreadMirage,
2013.0-8.0-30.0-2247.0|2535.0,SpreadMirage,
2013.0-8.0-31.0-2390.0|2226.0,SpreadMirage,
2013.0-8.0-31.0-127.0|2711.0,SpreadMirage,
2013.0-8.0-31.0-2567.0|2641.0,SpreadMirage,4.5
2013.0-8.0-31.0-2306.0|2449.0,SpreadMirage,
2013.0-8.0-31.0-248.0|2582.0,SpreadMirage,
2013.0-8.0-31.0-12.0|2464.0,SpreadMirage,
2013.0-8.0-31.0-59.0|2210.0,SpreadMirage,
2013.0-8.0-31.0-103.0|222.0,SpreadMirage,
2013.0-8.0-31.0-356.0|79.0,SpreadMirage,
2013.0-8.0-31.0-277.0|2729.0,SpreadMirage,
2013.0-8.0-31.0-2132.0|2509.0,SpreadMirage,-10.5
2013.0-8.0-31.0-2429.0|2097.0,SpreadMirage,
2013.0-8.0-31.0-194.0|2084.0,SpreadMirage,
2013.0-8.0-31.0-275.0|113.0,SpreadMirage,
2013.0-8.0-31.0-2184.0|399.0,SpreadMirage,
2013.0-8.0-31.0-57.0|2649.0,SpreadMirage,
2013.0-8.0-31.0-120.0|2229.0,SpreadMirage,
2013.0-8.0-31.0-152.0|2348.0,SpreadMirage,-14.0
2013.0-8.0-31.0-245.0|242.0,SpreadMirage,
2013.0-8.0-31.0-2681.0|46.0,SpreadMirage,
2013.0-8.0-31.0-2803.0|107.0,SpreadMirage,
2013.0-8.0-31.0-233.0|302.0,SpreadMirage,
2013.0-8.0-31.0-2005.0|2142.0,SpreadMirage,
2013.0-8.0-31.0-87.0|218.0,SpreadMirage,
2013.0-8.0-31.0-130.0|2117.0,SpreadMirage,
2013.0-8.0-31.0-197.0|344.0,SpreadMirage,-13.5
2013.0-8.0-31.0-213.0|183.0,SpreadMirage,8.5
2013.0-8.0-31.0-258.0|252.0,SpreadMirage,2.5
2013.0-8.0-31.0-2294.0|2459.0,SpreadMirage,-3.0
2013.0-8.0-31.0-613.0|3210.0,SpreadMirage,
2013.0-8.0-31.0-2458.0|2324.0,SpreadMirage,
2013.0-8.0-31.0-2483.0|2447.0,SpreadMirage,
2013.0-8.0-31.0-8.0|309.0,SpreadMirage,-10.5
2013.0-8.0-31.0-150.0|2428.0,SpreadMirage,
2013.0-8.0-31.0-2016.0|2206.0,SpreadMirage,
2013.0-8.0-31.0-259.0|333.0,SpreadMirage,
2013.0-8.0-31.0-2011.0|55.0,SpreadMirage,
2013.0-8.0-31.0-204.0|331.0,SpreadMirage,
2013.0-8.0-31.0-2643.0|2127.0,SpreadMirage,
2013.0-8.0-31.0-290.0|2542.0,SpreadMirage,
2013.0-8.0-31.0-2382.0|2890.0,SpreadMirage,
2013.0-8.0-31.0-2633.0|2046.0,SpreadMirage,
2013.0-8.0-31.0-2450.0|311.0,SpreadMirage,
2013.0-8.0-31.0-256.0|2115.0,SpreadMirage,
2013.0-8.0-31.0-2199.0|47.0,SpreadMirage,
2013.0-8.0-31.0-257.0|2678.0,SpreadMirage,
2013.0-8.0-31.0-2569.0|324.0,SpreadMirage,
2013.0-8.0-31.0-2368.0|2529.0,SpreadMirage,
2013.0-8.0-31.0-2241.0|231.0,SpreadMirage,
2013.0-8.0-31.0-2534.0|2277.0,SpreadMirage,
2013.0-8.0-31.0-2653.0|5.0,SpreadMirage,-4.0
2013.0-8.0-31.0-249.0|70.0,SpreadMirage,-16.5
2013.0-8.0-31.0-276.0|193.0,SpreadMirage,
2013.0-8.0-31.0-2755.0|2010.0,SpreadMirage,
2013.0-8.0-31.0-201.0|2433.0,SpreadMirage,
2013.0-8.0-31.0-58.0|2377.0,SpreadMirage,
2013.0-8.0-31.0-56.0|2683.0,SpreadMirage,
2013.0-8.0-31.0-2032.0|2029.0,SpreadMirage,
2013.0-8.0-31.0-2572.0|326.0,SpreadMirage,-8.5
2013.0-8.0-31.0-2.0|265.0,SpreadMirage,-14.0
2013.0-8.0-31.0-151.0|295.0,SpreadMirage,
2013.0-8.0-31.0-142.0|93.0,SpreadMirage,
2013.0-8.0-31.0-2571.0|2086.0,SpreadMirage,
2013.0-8.0-31.0-13.0|301.0,SpreadMirage,
2013.0-8.0-31.0-98.0|96.0,SpreadMirage,4.5
2013.0-8.0-31.0-239.0|2747.0,SpreadMirage,
2013.0-9.0-1.0-2320.0|2824.0,SpreadMirage,
2013.0-9.0-1.0-228.0|61.0,SpreadMirage,2.5
2013.0-9.0-1.0-2640.0|2504.0,SpreadMirage,
2013.0-9.0-1.0-66.0|2460.0,SpreadMirage,
2013.0-9.0-1.0-2692.0|2617.0,SpreadMirage,
2013.0-9.0-1.0-2000.0|3099.0,SpreadMirage,
2013.0-9.0-1.0-251.0|166.0,SpreadMirage,
2013.0-9.0-1.0-167.0|2636.0,SpreadMirage,-3.5
2013.0-9.0-1.0-158.0|2751.0,SpreadMirage,
2013.0-9.0-1.0-21.0|2197.0,SpreadMirage,
2013.0-9.0-1.0-149.0|2026.0,SpreadMirage,
2013.0-9.0-1.0-2628.0|99.0,SpreadMirage,4.5
2013.0-9.0-1.0-26.0|2440.0,SpreadMirage,
2013.0-9.0-1.0-264.0|68.0,SpreadMirage,-4.0
2013.0-9.0-1.0-25.0|77.0,SpreadMirage,6.5
2013.0-9.0-1.0-50.0|2400.0,SpreadMirage,
2013.0-9.0-1.0-97.0|195.0,SpreadMirage,
2013.0-9.0-1.0-36.0|38.0,SpreadMirage,-2.5
2013.0-9.0-2.0-2634.0|2065.0,SpreadMirage,
2013.0-9.0-3.0-221.0|52.0,SpreadMirage,11.0
2013.0-9.0-5.0-2188.0|2022.0,SpreadMirage,
2013.0-9.0-5.0-2986.0|611.0,SpreadMirage,
2013.0-9.0-5.0-2316.0|2310.0,SpreadMirage,
2013.0-9.0-5.0-2839.0|3211.0,SpreadMirage,
2013.0-9.0-5.0-2105.0|131.0,SpreadMirage,
2013.0-9.0-5.0-2403.0|2122.0,SpreadMirage,
2013.0-9.0-5.0-2851.0|132.0,SpreadMirage,
2013.0-9.0-5.0-2224.0|2666.0,SpreadMirage,
2013.0-9.0-5.0-2245.0|2477.0,SpreadMirage,
2013.0-9.0-5.0-199.0|2568.0,SpreadMirage,
2013.0-9.0-5.0-2438.0|2687.0,SpreadMirage,
2013.0-9.0-5.0-2682.0|2205.0,SpreadMirage,
2013.0-9.0-5.0-437.0|367.0,SpreadMirage,
2013.0-9.0-5.0-2453.0|2396.0,SpreadMirage,
2013.0-9.0-5.0-2402.0|2123.0,SpreadMirage,
2013.0-9.0-5.0-2362.0|2651.0,SpreadMirage,
2013.0-9.0-5.0-151.0|2226.0,SpreadMirage,
2013.0-9.0-5.0-2927.0|2264.0,SpreadMirage,
2013.0-9.0-5.0-138.0|129.0,SpreadMirage,
2013.0-9.0-6.0-2823.0|2033.0,SpreadMirage,
2013.0-9.0-6.0-72.0|263.0,SpreadMirage,
2013.0-9.0-6.0-2118.0|137.0,SpreadMirage,
2013.0-9.0-6.0-2882.0|2736.0,SpreadMirage,
2013.0-9.0-6.0-2911.0|507.0,SpreadMirage,
2013.0-9.0-6.0-2025.0|2069.0,SpreadMirage,
2013.0-9.0-6.0-2231.0|2214.0,SpreadMirage,
2013.0-9.0-6.0-2815.0|2876.0,SpreadMirage,
2013.0-9.0-6.0-9.0|16.0,SpreadMirage,
2013.0-9.0-6.0-2681.0|2771.0,SpreadMirage,
2013.0-9.0-6.0-2846.0|2725.0,SpreadMirage,
2013.0-9.0-6.0-2749.0|40.0,SpreadMirage,
2013.0-9.0-6.0-379.0|481.0,SpreadMirage,
2013.0-9.0-6.0-2003.0|205.0,SpreadMirage,
2013.0-9.0-6.0-2667.0|2442.0,SpreadMirage,
2013.0-9.0-6.0-2884.0|2909.0,SpreadMirage,
2013.0-9.0-6.0-114.0|479.0,SpreadMirage,
2013.0-9.0-6.0-471.0|286.0,SpreadMirage,
2013.0-9.0-6.0-2772.0|389.0,SpreadMirage,
2013.0-9.0-7.0-2229.0|2116.0,SpreadMirage,
2013.0-9.0-7.0-2723.0|2600.0,SpreadMirage,
2013.0-9.0-7.0-103.0|154.0,SpreadMirage,-2.5
2013.0-9.0-7.0-2001.0|630.0,SpreadMirage,
2013.0-9.0-7.0-2930.0|2810.0,SpreadMirage,
2013.0-9.0-7.0-2127.0|2560.0,SpreadMirage,
2013.0-9.0-7.0-210.0|2089.0,SpreadMirage,
2013.0-9.0-7.0-356.0|2132.0,SpreadMirage,8.0
2013.0-9.0-7.0-390.0|2333.0,SpreadMirage,
2013.0-9.0-7.0-2776.0|18.0,SpreadMirage,
2013.0-9.0-7.0-2695.0|2805.0,SpreadMirage,
2013.0-9.0-7.0-127.0|58.0,SpreadMirage,
2013.0-9.0-7.0-2974.0|2559.0,SpreadMirage,
2013.0-9.0-7.0-3066.0|568.0,SpreadMirage,
2013.0-9.0-7.0-2528.0|2467.0,SpreadMirage,
2013.0-9.0-7.0-97.0|2198.0,SpreadMirage,
2013.0-9.0-7.0-2309.0|189.0,SpreadMirage,7.0
2013.0-9.0-7.0-2429.0|2804.0,SpreadMirage,
2013.0-9.0-7.0-213.0|2199.0,SpreadMirage,
2013.0-9.0-7.0-2636.0|197.0,SpreadMirage,
2013.0-9.0-7.0-2390.0|57.0,SpreadMirage,3.0
2013.0-9.0-7.0-2779.0|2557.0,SpreadMirage,
2013.0-9.0-7.0-96.0|193.0,SpreadMirage,
2013.0-9.0-7.0-2523.0|2415.0,SpreadMirage,
2013.0-9.0-7.0-2702.0|81.0,SpreadMirage,
2013.0-9.0-7.0-223.0|2441.0,SpreadMirage,
2013.0-9.0-7.0-246.0|2644.0,SpreadMirage,
2013.0-9.0-7.0-2294.0|2623.0,SpreadMirage,
2013.0-9.0-7.0-2628.0|2545.0,SpreadMirage,
2013.0-9.0-7.0-2017.0|2487.0,SpreadMirage,
2013.0-9.0-7.0-2060.0|2385.0,SpreadMirage,
2013.0-9.0-7.0-2302.0|2832.0,SpreadMirage,
2013.0-9.0-7.0-2509.0|282.0,SpreadMirage,
2013.0-9.0-7.0-2175.0|174.0,SpreadMirage,
2013.0-9.0-7.0-275.0|2635.0,SpreadMirage,
2013.0-9.0-7.0-2886.0|215.0,SpreadMirage,
2013.0-9.0-7.0-218.0|248.0,SpreadMirage,2.5
2013.0-9.0-7.0-418.0|433.0,SpreadMirage,
2013.0-9.0-7.0-164.0|2450.0,SpreadMirage,
2013.0-9.0-7.0-398.0|3110.0,SpreadMirage,
2013.0-9.0-7.0-2633.0|98.0,SpreadMirage,-14.0
2013.0-9.0-7.0-228.0|2569.0,SpreadMirage,
2013.0-9.0-7.0-153.0|2393.0,SpreadMirage,
2013.0-9.0-7.0-2329.0|2115.0,SpreadMirage,
2013.0-9.0-7.0-2781.0|2354.0,SpreadMirage,
2013.0-9.0-7.0-209.0|2707.0,SpreadMirage,
2013.0-9.0-7.0-126.0|86.0,SpreadMirage,
2013.0-9.0-7.0-2969.0|2248.0,SpreadMirage,
2013.0-9.0-7.0-2803.0|2038.0,SpreadMirage,
2013.0-9.0-7.0-173.0|2280.0,SpreadMirage,
2013.0-9.0-7.0-297.0|2047.0,SpreadMirage,
2013.0-9.0-7.0-175.0|323.0,SpreadMirage,
2013.0-9.0-7.0-587.0|556.0,SpreadMirage,
2013.0-9.0-7.0-2129.0|2339.0,SpreadMirage,
2013.0-9.0-7.0-2745.0|143.0,SpreadMirage,
2013.0-9.0-7.0-2146.0|613.0,SpreadMirage,
2013.0-9.0-7.0-2355.0|2323.0,SpreadMirage,
2013.0-9.0-7.0-452.0|2967.0,SpreadMirage,
2013.0-9.0-7.0-2782.0|2085.0,SpreadMirage,
2013.0-9.0-7.0-2213.0|366.0,SpreadMirage,
2013.0-9.0-7.0-2896.0|291.0,SpreadMirage,
2013.0-9.0-7.0-2601.0|2674.0,SpreadMirage,
2013.0-9.0-7.0-2830.0|2075.0,SpreadMirage,
2013.0-9.0-7.0-15.0|402.0,SpreadMirage,
2013.0-9.0-7.0-2369.0|2698.0,SpreadMirage,
2013.0-9.0-7.0-2079.0|2614.0,SpreadMirage,
2013.0-9.0-7.0-2688.0|2234.0,SpreadMirage,
2013.0-9.0-7.0-2808.0|2827.0,SpreadMirage,
2013.0-9.0-7.0-2155.0|268.0,SpreadMirage,
2013.0-9.0-7.0-227.0|2619.0,SpreadMirage,
2013.0-9.0-7.0-2050.0|349.0,SpreadMirage,-10.5
2013.0-9.0-7.0-2422.0|3111.0,SpreadMirage,
2013.0-9.0-7.0-2256.0|2258.0,SpreadMirage,
2013.0-9.0-7.0-2168.0|2184.0,SpreadMirage,
2013.0-9.0-7.0-2018.0|352.0,SpreadMirage,
2013.0-9.0-7.0-2583.0|2291.0,SpreadMirage,
2013.0-9.0-7.0-2516.0|118.0,SpreadMirage,
2013.0-9.0-7.0-247.0|2970.0,SpreadMirage,
2013.0-9.0-7.0-2071.0|284.0,SpreadMirage,
2013.0-9.0-7.0-107.0|119.0,SpreadMirage,
2013.0-9.0-7.0-427.0|3162.0,SpreadMirage,
2013.0-9.0-7.0-2551.0|2128.0,SpreadMirage,
2013.0-9.0-7.0-2134.0|2315.0,SpreadMirage,
2013.0-9.0-7.0-2972.0|293.0,SpreadMirage,
2013.0-9.0-7.0-359.0|374.0,SpreadMirage,
2013.0-9.0-7.0-2107.0|2699.0,SpreadMirage,
2013.0-9.0-7.0-191.0|2800.0,SpreadMirage,
2013.0-9.0-7.0-2119.0|490.0,SpreadMirage,
2013.0-9.0-7.0-424.0|2646.0,SpreadMirage,
2013.0-9.0-7.0-2733.0|354.0,SpreadMirage,
2013.0-9.0-7.0-426.0|2233.0,SpreadMirage,
2013.0-9.0-7.0-2845.0|332.0,SpreadMirage,
2013.0-9.0-7.0-259.0|2717.0,SpreadMirage,
2013.0-9.0-7.0-2121.0|2062.0,SpreadMirage,
2013.0-9.0-7.0-2678.0|2249.0,SpreadMirage,
2013.0-9.0-7.0-2816.0|2838.0,SpreadMirage,
2013.0-9.0-7.0-146.0|2102.0,SpreadMirage,
2013.0-9.0-7.0-597.0|67.0,SpreadMirage,
2013.0-9.0-7.0-2744.0|513.0,SpreadMirage,
2013.0-9.0-7.0-2919.0|2141.0,SpreadMirage,
2013.0-9.0-7.0-272.0|63.0,SpreadMirage,
2013.0-9.0-7.0-2964.0|271.0,SpreadMirage,
2013.0-9.0-7.0-2232.0|2673.0,SpreadMirage,
2013.0-9.0-7.0-50.0|2634.0,SpreadMirage,
2013.0-9.0-7.0-2506.0|2913.0,SpreadMirage,
2013.0-9.0-7.0-446.0|421.0,SpreadMirage,
2013.0-9.0-7.0-2714.0|2704.0,SpreadMirage,
2013.0-9.0-7.0-133.0|583.0,SpreadMirage,
2013.0-9.0-7.0-2710.0|2825.0,SpreadMirage,
2013.0-9.0-7.0-2400.0|2170.0,SpreadMirage,
2013.0-9.0-7.0-2564.0|2295.0,SpreadMirage,
2013.0-9.0-7.0-101.0|255.0,SpreadMirage,
2013.0-9.0-7.0-254.0|2692.0,SpreadMirage,
2013.0-9.0-7.0-2519.0|2045.0,SpreadMirage,
2013.0-9.0-7.0-2044.0|306.0,SpreadMirage,
2013.0-9.0-7.0-262.0|2151.0,SpreadMirage,
2013.0-9.0-7.0-32.0|267.0,SpreadMirage,
2013.0-9.0-7.0-2428.0|395.0,SpreadMirage,
2013.0-9.0-7.0-509.0|2359.0,SpreadMirage,
2013.0-9.0-7.0-162.0|2399.0,SpreadMirage,
2013.0-9.0-7.0-2101.0|65.0,SpreadMirage,
2013.0-9.0-7.0-113.0|311.0,SpreadMirage,
2013.0-9.0-7.0-74.0|2257.0,SpreadMirage,
2013.0-9.0-7.0-2553.0|83.0,SpreadMirage,
2013.0-9.0-7.0-2152.0|2939.0,SpreadMirage,
2013.0-9.0-7.0-409.0|124.0,SpreadMirage,
2013.0-9.0-7.0-273.0|2685.0,SpreadMirage,
2013.0-9.0-7.0-2247.0|236.0,SpreadMirage,
2013.0-9.0-7.0-2900.0|2738.0,SpreadMirage,
2013.0-9.0-7.0-2383.0|216.0,SpreadMirage,
2013.0-9.0-7.0-2262.0|2286.0,SpreadMirage,
2013.0-9.0-7.0-2117.0|160.0,SpreadMirage,
2013.0-9.0-7.0-68.0|2630.0,SpreadMirage,
2013.0-9.0-7.0-2043.0|2817.0,SpreadMirage,
2013.0-9.0-7.0-2005.0|328.0,SpreadMirage,8.0
2013.0-9.0-7.0-48.0|2169.0,SpreadMirage,
2013.0-9.0-7.0-239.0|2084.0,SpreadMirage,
2013.0-9.0-7.0-258.0|2483.0,SpreadMirage,
2013.0-9.0-7.0-2655.0|6.0,SpreadMirage,-5.5
2013.0-9.0-7.0-47.0|60.0,SpreadMirage,
2013.0-9.0-7.0-142.0|2649.0,SpreadMirage,
2013.0-9.0-7.0-344.0|2016.0,SpreadMirage,
2013.0-9.0-7.0-194.0|21.0,SpreadMirage,
2013.0-9.0-7.0-559.0|2364.0,SpreadMirage,
2013.0-9.0-7.0-2458.0|2570.0,SpreadMirage,
2013.0-9.0-7.0-2065.0|2676.0,SpreadMirage,
2013.0-9.0-7.0-2940.0|2304.0,SpreadMirage,
2013.0-9.0-7.0-120.0|295.0,SpreadMirage,
2013.0-9.0-7.0-2923.0|109.0,SpreadMirage,
2013.0-9.0-7.0-2754.0|2413.0,SpreadMirage,
2013.0-9.0-7.0-2751.0|70.0,SpreadMirage,
2013.0-9.0-7.0-2120.0|2658.0,SpreadMirage,
2013.0-9.0-7.0-61.0|2579.0,SpreadMirage,-3.5
2013.0-9.0-7.0-235.0|150.0,SpreadMirage,4.0
2013.0-9.0-7.0-2721.0|375.0,SpreadMirage,
2013.0-9.0-7.0-25.0|2502.0,SpreadMirage,
2013.0-9.0-7.0-2449.0|2222.0,SpreadMirage,
2013.0-9.0-7.0-548.0|3.0,SpreadMirage,
2013.0-9.0-7.0-304.0|3101.0,SpreadMirage,
2013.0-9.0-7.0-2460.0|2181.0,SpreadMirage,
2013.0-9.0-7.0-2207.0|2444.0,SpreadMirage,
2013.0-9.0-7.0-2643.0|2747.0,SpreadMirage,
2013.0-9.0-7.0-2948.0|3099.0,SpreadMirage,
2013.0-9.0-7.0-2006.0|256.0,SpreadMirage,
2013.0-9.0-7.0-322.0|2529.0,SpreadMirage,
2013.0-9.0-7.0-2142.0|399.0,SpreadMirage,
2013.0-9.0-7.0-2532.0|3112.0,SpreadMirage,
2013.0-9.0-7.0-2210.0|455.0,SpreadMirage,
2013.0-9.0-7.0-2220.0|330.0,SpreadMirage,
2013.0-9.0-7.0-2230.0|222.0,SpreadMirage,
2013.0-9.0-7.0-324.0|231.0,SpreadMirage,
2013.0-9.0-7.0-2757.0|2373.0,SpreadMirage,
2013.0-9.0-7.0-2292.0|308.0,SpreadMirage,
2013.0-9.0-7.0-84.0|2426.0,SpreadMirage,-12.5
2013.0-9.0-7.0-2026.0|2448.0,SpreadMirage,
2013.0-9.0-7.0-290.0|2598.0,SpreadMirage,
2013.0-9.0-7.0-2980.0|2074.0,SpreadMirage,
2013.0-9.0-7.0-2296.0|2011.0,SpreadMirage,
2013.0-9.0-7.0-2097.0|2842.0,SpreadMirage,
2013.0-9.0-7.0-2086.0|2746.0,SpreadMirage,
2013.0-9.0-7.0-158.0|2572.0,SpreadMirage,
2013.0-9.0-7.0-2837.0|2834.0,SpreadMirage,
2013.0-9.0-7.0-2790.0|190.0,SpreadMirage,
2013.0-9.0-7.0-388.0|2818.0,SpreadMirage,
2013.0-9.0-7.0-77.0|183.0,SpreadMirage,-16.5
2013.0-9.0-7.0-46.0|2166.0,SpreadMirage,
2013.0-9.0-7.0-2083.0|2368.0,SpreadMirage,
2013.0-9.0-7.0-152.0|257.0,SpreadMirage,
2013.0-9.0-7.0-2306.0|309.0,SpreadMirage,-13.0
2013.0-9.0-7.0-276.0|2241.0,SpreadMirage,
2013.0-9.0-7.0-2654.0|2586.0,SpreadMirage,
2013.0-9.0-7.0-145.0|2546.0,SpreadMirage,
2013.0-9.0-7.0-202.0|36.0,SpreadMirage,-14.0
2013.0-9.0-7.0-55.0|294.0,SpreadMirage,
2013.0-9.0-7.0-2335.0|2405.0,SpreadMirage,
2013.0-9.0-7.0-2348.0|2320.0,SpreadMirage,
2013.0-9.0-7.0-2466.0|2582.0,SpreadMirage,
2013.0-9.0-7.0-2305.0|233.0,SpreadMirage,
2013.0-9.0-7.0-2000.0|241.0,SpreadMirage,
2013.0-9.0-7.0-2273.0|2858.0,SpreadMirage,
2013.0-9.0-7.0-2758.0|386.0,SpreadMirage,
2013.0-9.0-7.0-201.0|277.0,SpreadMirage,
2013.0-9.0-7.0-2015.0|2871.0,SpreadMirage,
2013.0-9.0-7.0-79.0|2197.0,SpreadMirage,
2013.0-9.0-7.0-2010.0|2657.0,SpreadMirage,
2013.0-9.0-7.0-134.0|2894.0,SpreadMirage,
2013.0-9.0-7.0-2588.0|2639.0,SpreadMirage,
2013.0-9.0-7.0-2822.0|2013.0,SpreadMirage,
2013.0-9.0-7.0-2748.0|2686.0,SpreadMirage,
2013.0-9.0-7.0-245.0|2534.0,SpreadMirage,
2013.0-9.0-7.0-2711.0|2447.0,SpreadMirage,
2013.0-9.0-7.0-326.0|2504.0,SpreadMirage,
2013.0-9.0-7.0-2171.0|2189.0,SpreadMirage,
2013.0-9.0-7.0-2743.0|2524.0,SpreadMirage,
2013.0-9.0-7.0-2828.0|417.0,SpreadMirage,
2013.0-9.0-7.0-266.0|80.0,SpreadMirage,
2013.0-9.0-7.0-2653.0|2542.0,SpreadMirage,
2013.0-9.0-7.0-2271.0|200.0,SpreadMirage,
2013.0-9.0-7.0-2331.0|2148.0,SpreadMirage,
2013.0-9.0-7.0-2433.0|2755.0,SpreadMirage,
2013.0-9.0-7.0-2274.0|2849.0,SpreadMirage,
2013.0-9.0-7.0-2729.0|2261.0,SpreadMirage,
2013.0-9.0-7.0-2242.0|341.0,SpreadMirage,
2013.0-9.0-7.0-53.0|56.0,SpreadMirage,
2013.0-9.0-7.0-425.0|2844.0,SpreadMirage,
2013.0-9.0-7.0-8.0|2535.0,SpreadMirage,
2013.0-9.0-7.0-2641.0|2617.0,SpreadMirage,
2013.0-9.0-7.0-2740.0|49.0,SpreadMirage,
2013.0-9.0-7.0-2700.0|2108.0,SpreadMirage,
2013.0-9.0-7.0-2587.0|2594.0,SpreadMirage,
2013.0-9.0-7.0-2191.0|2028.0,SpreadMirage,
2013.0-9.0-7.0-125.0|2049.0,SpreadMirage,
2013.0-9.0-7.0-93.0|2098.0,SpreadMirage,
2013.0-9.0-7.0-195.0|249.0,SpreadMirage,-3.5
2013.0-9.0-7.0-2916.0|2637.0,SpreadMirage,
2013.0-9.0-7.0-2824.0|618.0,SpreadMirage,
2013.0-9.0-7.0-75.0|2812.0,SpreadMirage,
2013.0-9.0-7.0-252.0|251.0,SpreadMirage,7.5
2013.0-9.0-7.0-155.0|2571.0,SpreadMirage,
2013.0-9.0-7.0-2042.0|2419.0,SpreadMirage,
2013.0-9.0-7.0-2963.0|317.0,SpreadMirage,
2013.0-9.0-7.0-331.0|2848.0,SpreadMirage,
2013.0-9.0-7.0-2.0|2032.0,SpreadMirage,-10.5
2013.0-9.0-7.0-238.0|2046.0,SpreadMirage,
2013.0-9.0-7.0-99.0|5.0,SpreadMirage,
2013.0-9.0-8.0-2567.0|147.0,SpreadMirage,
2013.0-9.0-8.0-2401.0|2398.0,SpreadMirage,
2013.0-9.0-8.0-204.0|62.0,SpreadMirage,
2013.0-9.0-8.0-620.0|2023.0,SpreadMirage,
2013.0-9.0-8.0-2201.0|2424.0,SpreadMirage,
2013.0-9.0-8.0-2283.0|396.0,SpreadMirage,
2013.0-9.0-8.0-2638.0|167.0,SpreadMirage,-6.5
2013.0-9.0-8.0-38.0|2110.0,SpreadMirage,
2013.0-9.0-8.0-2741.0|2891.0,SpreadMirage,
2013.0-9.0-8.0-166.0|135.0,SpreadMirage,
2013.0-9.0-8.0-90.0|196.0,SpreadMirage,
2013.0-9.0-8.0-130.0|87.0,SpreadMirage,-5.0
2013.0-9.0-8.0-2347.0|2056.0,SpreadMirage,
2013.0-9.0-8.0-253.0|2237.0,SpreadMirage,
2013.0-9.0-8.0-2377.0|2029.0,SpreadMirage,
2013.0-9.0-8.0-301.0|2703.0,SpreadMirage,
2013.0-9.0-8.0-2278.0|2829.0,SpreadMirage,
2013.0-9.0-8.0-11.0|2381.0,SpreadMirage,
2013.0-9.0-8.0-2440.0|302.0,SpreadMirage,
2013.0-9.0-8.0-29.0|2371.0,SpreadMirage,
2013.0-9.0-8.0-278.0|13.0,SpreadMirage,
2013.0-9.0-8.0-2439.0|12.0,SpreadMirage,13.5
2013.0-9.0-8.0-30.0|265.0,SpreadMirage,
2013.0-9.0-8.0-24.0|23.0,SpreadMirage,
2013.0-9.0-12.0-110.0|2951.0,SpreadMirage,
2013.0-9.0-12.0-2214.0|2438.0,SpreadMirage,
2013.0-9.0-12.0-2560.0|2369.0,SpreadMirage,
2013.0-9.0-12.0-2641.0|2628.0,SpreadMirage,3.5
2013.0-9.0-12.0-2032.0|2653.0,SpreadMirage,-6.5
2013.0-9.0-12.0-2348.0|2655.0,SpreadMirage,-7.5
2013.0-9.0-13.0-2723.0|2900.0,SpreadMirage,
2013.0-9.0-13.0-2704.0|2123.0,SpreadMirage,
2013.0-9.0-13.0-2201.0|2834.0,SpreadMirage,
2013.0-9.0-13.0-2837.0|2170.0,SpreadMirage,
2013.0-9.0-13.0-402.0|2749.0,SpreadMirage,
2013.0-9.0-13.0-2060.0|2038.0,SpreadMirage,
2013.0-9.0-13.0-2909.0|2702.0,SpreadMirage,
2013.0-9.0-13.0-2022.0|2771.0,SpreadMirage,
2013.0-9.0-13.0-2442.0|2221.0,SpreadMirage,
