User,Item,value
2013.0-10.0-12.0-2553.0|2519.0,SpreadSportsbet,
2013.0-10.0-12.0-223.0|2188.0,SpreadSportsbet,
2013.0-10.0-12.0-195.0|2117.0,SpreadSportsbet,-20.0
2013.0-10.0-12.0-2894.0|2851.0,SpreadSportsbet,
2013.0-10.0-12.0-2106.0|396.0,SpreadSportsbet,
2013.0-10.0-12.0-556.0|2682.0,SpreadSportsbet,
2013.0-10.0-12.0-188.0|427.0,SpreadSportsbet,
2013.0-10.0-12.0-433.0|2399.0,SpreadSportsbet,
2013.0-10.0-12.0-263.0|2141.0,SpreadSportsbet,
2013.0-10.0-12.0-2832.0|2155.0,SpreadSportsbet,
2013.0-10.0-12.0-418.0|143.0,SpreadSportsbet,
2013.0-10.0-12.0-2738.0|2743.0,SpreadSportsbet,
2013.0-10.0-12.0-2738.0|2743.0,SpreadSportsbet,
2013.0-10.0-12.0-2738.0|2743.0,SpreadSportsbet,
2013.0-10.0-12.0-2359.0|2101.0,SpreadSportsbet,
2013.0-10.0-12.0-2911.0|2654.0,SpreadSportsbet,
2013.0-10.0-12.0-132.0|559.0,SpreadSportsbet,
2013.0-10.0-12.0-2364.0|2043.0,SpreadSportsbet,
2013.0-10.0-12.0-2123.0|2570.0,SpreadSportsbet,
2013.0-10.0-12.0-2594.0|2772.0,SpreadSportsbet,
2013.0-10.0-12.0-2834.0|2401.0,SpreadSportsbet,
2013.0-10.0-12.0-2919.0|65.0,SpreadSportsbet,
2013.0-10.0-12.0-2546.0|93.0,SpreadSportsbet,
2013.0-10.0-12.0-273.0|2257.0,SpreadSportsbet,
2013.0-10.0-12.0-2968.0|2900.0,SpreadSportsbet,
2013.0-10.0-12.0-2948.0|490.0,SpreadSportsbet,
2013.0-10.0-12.0-137.0|196.0,SpreadSportsbet,
2013.0-10.0-12.0-386.0|2398.0,SpreadSportsbet,
2013.0-10.0-12.0-2685.0|63.0,SpreadSportsbet,
2013.0-10.0-12.0-2118.0|90.0,SpreadSportsbet,
2013.0-10.0-12.0-2815.0|2231.0,SpreadSportsbet,
2013.0-10.0-12.0-306.0|75.0,SpreadSportsbet,
2013.0-10.0-12.0-271.0|2740.0,SpreadSportsbet,
2013.0-10.0-12.0-271.0|2740.0,SpreadSportsbet,
2013.0-10.0-12.0-271.0|2740.0,SpreadSportsbet,
2013.0-10.0-12.0-2810.0|2758.0,SpreadSportsbet,
2013.0-10.0-12.0-2323.0|2013.0,SpreadSportsbet,
2013.0-10.0-12.0-2644.0|2614.0,SpreadSportsbet,
2013.0-10.0-12.0-2534.0|2320.0,SpreadSportsbet,
2013.0-10.0-12.0-11.0|2703.0,SpreadSportsbet,
2013.0-10.0-12.0-113.0|193.0,SpreadSportsbet,-6.5
2013.0-10.0-12.0-2400.0|2296.0,SpreadSportsbet,
2013.0-10.0-12.0-2524.0|267.0,SpreadSportsbet,
2013.0-10.0-12.0-2714.0|2424.0,SpreadSportsbet,
2013.0-10.0-12.0-2264.0|2028.0,SpreadSportsbet,
2013.0-10.0-12.0-200.0|199.0,SpreadSportsbet,
2013.0-10.0-12.0-2295.0|509.0,SpreadSportsbet,
2013.0-10.0-12.0-611.0|2385.0,SpreadSportsbet,
2013.0-10.0-12.0-613.0|2403.0,SpreadSportsbet,
2013.0-10.0-12.0-49.0|67.0,SpreadSportsbet,
2013.0-10.0-12.0-15.0|2280.0,SpreadSportsbet,
2013.0-10.0-12.0-2001.0|2069.0,SpreadSportsbet,
2013.0-10.0-12.0-2050.0|2309.0,SpreadSportsbet,-13.0
2013.0-10.0-12.0-2817.0|134.0,SpreadSportsbet,
2013.0-10.0-12.0-275.0|77.0,SpreadSportsbet,-11.0
2013.0-10.0-12.0-155.0|331.0,SpreadSportsbet,
2013.0-10.0-12.0-99.0|57.0,SpreadSportsbet,-9.0
2013.0-10.0-12.0-2655.0|151.0,SpreadSportsbet,13.5
2013.0-10.0-12.0-2751.0|167.0,SpreadSportsbet,-12.5
2013.0-10.0-12.0-152.0|183.0,SpreadSportsbet,-7.0
2013.0-10.0-12.0-2071.0|210.0,SpreadSportsbet,
2013.0-10.0-12.0-120.0|258.0,SpreadSportsbet,-6.0
2013.0-10.0-12.0-568.0|425.0,SpreadSportsbet,
2013.0-10.0-12.0-2486.0|2333.0,SpreadSportsbet,
2013.0-10.0-12.0-2026.0|2535.0,SpreadSportsbet,
2013.0-10.0-12.0-228.0|103.0,SpreadSportsbet,-24.0
2013.0-10.0-12.0-2729.0|219.0,SpreadSportsbet,
2013.0-10.0-12.0-256.0|257.0,SpreadSportsbet,
2013.0-10.0-12.0-2214.0|2586.0,SpreadSportsbet,
2013.0-10.0-12.0-479.0|2951.0,SpreadSportsbet,
2013.0-10.0-12.0-2858.0|2134.0,SpreadSportsbet,
2013.0-10.0-12.0-2306.0|239.0,SpreadSportsbet,17.0
2013.0-10.0-12.0-2247.0|2653.0,SpreadSportsbet,15.0
2013.0-10.0-12.0-2745.0|2744.0,SpreadSportsbet,
2013.0-10.0-12.0-36.0|23.0,SpreadSportsbet,-3.0
2013.0-10.0-12.0-2316.0|2402.0,SpreadSportsbet,
2013.0-10.0-12.0-55.0|2634.0,SpreadSportsbet,
2013.0-10.0-12.0-2016.0|2755.0,SpreadSportsbet,
2013.0-10.0-12.0-2318.0|2850.0,SpreadSportsbet,
2013.0-10.0-12.0-32.0|268.0,SpreadSportsbet,
2013.0-10.0-12.0-264.0|2483.0,SpreadSportsbet,12.0
2013.0-10.0-12.0-2447.0|2466.0,SpreadSportsbet,
2013.0-10.0-12.0-2110.0|2438.0,SpreadSportsbet,
2013.0-10.0-12.0-17.0|2475.0,SpreadSportsbet,
2013.0-10.0-12.0-2220.0|2551.0,SpreadSportsbet,
2013.0-10.0-12.0-2923.0|411.0,SpreadSportsbet,
2013.0-10.0-12.0-205.0|2508.0,SpreadSportsbet,
2013.0-10.0-12.0-2710.0|2571.0,SpreadSportsbet,
2013.0-10.0-12.0-2848.0|2278.0,SpreadSportsbet,
2013.0-10.0-12.0-2271.0|2927.0,SpreadSportsbet,
2013.0-10.0-12.0-2120.0|3101.0,SpreadSportsbet,
2013.0-10.0-12.0-2003.0|2800.0,SpreadSportsbet,
2013.0-10.0-12.0-2636.0|242.0,SpreadSportsbet,1.0
2013.0-10.0-12.0-2444.0|2839.0,SpreadSportsbet,
2013.0-10.0-12.0-253.0|2502.0,SpreadSportsbet,
2013.0-10.0-12.0-2226.0|276.0,SpreadSportsbet,9.5
2013.0-10.0-12.0-2459.0|2006.0,SpreadSportsbet,-24.0
2013.0-10.0-12.0-2460.0|79.0,SpreadSportsbet,
2013.0-10.0-12.0-213.0|130.0,SpreadSportsbet,1.5
2013.0-10.0-12.0-304.0|2458.0,SpreadSportsbet,
2013.0-10.0-12.0-301.0|2368.0,SpreadSportsbet,
2013.0-10.0-12.0-236.0|231.0,SpreadSportsbet,
2013.0-10.0-12.0-2142.0|2619.0,SpreadSportsbet,
2013.0-10.0-12.0-2805.0|3211.0,SpreadSportsbet,
2013.0-10.0-12.0-324.0|2241.0,SpreadSportsbet,
2013.0-10.0-12.0-254.0|24.0,SpreadSportsbet,7.5
2013.0-10.0-12.0-2542.0|50.0,SpreadSportsbet,
2013.0-10.0-12.0-2222.0|125.0,SpreadSportsbet,
2013.0-10.0-12.0-389.0|3066.0,SpreadSportsbet,
2013.0-10.0-12.0-2453.0|2698.0,SpreadSportsbet,
2013.0-10.0-12.0-2033.0|2568.0,SpreadSportsbet,
2013.0-10.0-12.0-2025.0|2201.0,SpreadSportsbet,
2013.0-10.0-12.0-2032.0|70.0,SpreadSportsbet,-27.0
2013.0-10.0-12.0-2582.0|2010.0,SpreadSportsbet,
2013.0-10.0-12.0-3071.0|74.0,SpreadSportsbet,
2013.0-10.0-12.0-326.0|2433.0,SpreadSportsbet,-6.0
2013.0-10.0-12.0-2825.0|2601.0,SpreadSportsbet,
2013.0-10.0-12.0-2029.0|2640.0,SpreadSportsbet,
2013.0-10.0-12.0-2816.0|2292.0,SpreadSportsbet,
2013.0-10.0-12.0-3112.0|286.0,SpreadSportsbet,
2013.0-10.0-12.0-129.0|2886.0,SpreadSportsbet,
2013.0-10.0-12.0-249.0|2393.0,SpreadSportsbet,-6.5
2013.0-10.0-12.0-2347.0|2194.0,SpreadSportsbet,
2013.0-10.0-12.0-426.0|2733.0,SpreadSportsbet,
2013.0-10.0-12.0-252.0|59.0,SpreadSportsbet,-7.5
2013.0-10.0-12.0-2754.0|2287.0,SpreadSportsbet,
2013.0-10.0-12.0-2844.0|2587.0,SpreadSportsbet,
2013.0-10.0-12.0-302.0|149.0,SpreadSportsbet,
2013.0-10.0-12.0-119.0|222.0,SpreadSportsbet,
2013.0-10.0-12.0-96.0|333.0,SpreadSportsbet,26.5
2013.0-10.0-12.0-2686.0|2646.0,SpreadSportsbet,
2013.0-10.0-12.0-344.0|189.0,SpreadSportsbet,-11.5
2013.0-10.0-12.0-2229.0|5.0,SpreadSportsbet,6.0
2013.0-10.0-13.0-2545.0|2617.0,SpreadSportsbet,
2013.0-10.0-13.0-2395.0|241.0,SpreadSportsbet,
2013.0-10.0-13.0-328.0|68.0,SpreadSportsbet,5.0
2013.0-10.0-13.0-2658.0|2837.0,SpreadSportsbet,
2013.0-10.0-13.0-2638.0|202.0,SpreadSportsbet,10.0
2013.0-10.0-13.0-2439.0|62.0,SpreadSportsbet,-7.5
2013.0-10.0-13.0-2627.0|2704.0,SpreadSportsbet,
2013.0-10.0-13.0-145.0|245.0,SpreadSportsbet,7.0
2013.0-10.0-13.0-2277.0|2000.0,SpreadSportsbet,
2013.0-10.0-13.0-16.0|2464.0,SpreadSportsbet,
2013.0-10.0-13.0-13.0|2692.0,SpreadSportsbet,
2013.0-10.0-13.0-2049.0|2829.0,SpreadSportsbet,
2013.0-10.0-13.0-9.0|38.0,SpreadSportsbet,-28.5
2013.0-10.0-13.0-2094.0|29.0,SpreadSportsbet,
2013.0-10.0-13.0-26.0|25.0,SpreadSportsbet,-26.0
2013.0-10.0-13.0-265.0|204.0,SpreadSportsbet,2.5
2013.0-10.0-16.0-98.0|309.0,SpreadSportsbet,-3.0
2013.0-10.0-17.0-2687.0|2232.0,SpreadSportsbet,
2013.0-10.0-17.0-2385.0|367.0,SpreadSportsbet,
2013.0-10.0-17.0-153.0|2390.0,SpreadSportsbet,9.0
2013.0-10.0-18.0-2477.0|2224.0,SpreadSportsbet,
2013.0-10.0-18.0-199.0|2927.0,SpreadSportsbet,
2013.0-10.0-18.0-109.0|2884.0,SpreadSportsbet,
2013.0-10.0-18.0-2221.0|2808.0,SpreadSportsbet,
2013.0-10.0-18.0-40.0|2776.0,SpreadSportsbet,
2013.0-10.0-18.0-118.0|2175.0,SpreadSportsbet,
2013.0-10.0-19.0-97.0|2116.0,SpreadSportsbet,-14.5
2013.0-10.0-19.0-2745.0|2738.0,SpreadSportsbet,
2013.0-10.0-19.0-2683.0|2017.0,SpreadSportsbet,
2013.0-10.0-19.0-197.0|2628.0,SpreadSportsbet,-7.0
2013.0-10.0-19.0-2974.0|587.0,SpreadSportsbet,
2013.0-10.0-19.0-235.0|2567.0,SpreadSportsbet,-3.0
2013.0-10.0-19.0-160.0|222.0,SpreadSportsbet,
2013.0-10.0-19.0-277.0|2641.0,SpreadSportsbet,4.0
2013.0-10.0-19.0-2633.0|2579.0,SpreadSportsbet,8.0
2013.0-10.0-19.0-293.0|417.0,SpreadSportsbet,
2013.0-10.0-19.0-127.0|2509.0,SpreadSportsbet,-28.0
2013.0-10.0-19.0-77.0|135.0,SpreadSportsbet,-12.5
2013.0-10.0-19.0-348.0|33.0,SpreadSportsbet,
2013.0-10.0-19.0-3066.0|2894.0,SpreadSportsbet,
2013.0-10.0-19.0-379.0|402.0,SpreadSportsbet,
2013.0-10.0-19.0-2682.0|308.0,SpreadSportsbet,
2013.0-10.0-19.0-2649.0|2426.0,SpreadSportsbet,-9.5
2013.0-10.0-19.0-43.0|2230.0,SpreadSportsbet,
2013.0-10.0-19.0-2442.0|3110.0,SpreadSportsbet,
2013.0-10.0-19.0-2532.0|374.0,SpreadSportsbet,
2013.0-10.0-19.0-2667.0|246.0,SpreadSportsbet,
2013.0-10.0-19.0-151.0|2572.0,SpreadSportsbet,-24.0
2013.0-10.0-19.0-238.0|61.0,SpreadSportsbet,7.0
2013.0-10.0-19.0-209.0|223.0,SpreadSportsbet,
2013.0-10.0-19.0-2886.0|2392.0,SpreadSportsbet,
2013.0-10.0-19.0-2132.0|41.0,SpreadSportsbet,-14.5
2013.0-10.0-19.0-107.0|2142.0,SpreadSportsbet,
2013.0-10.0-19.0-131.0|129.0,SpreadSportsbet,
2013.0-10.0-19.0-2528.0|184.0,SpreadSportsbet,
2013.0-10.0-19.0-142.0|57.0,SpreadSportsbet,3.0
2013.0-10.0-19.0-2977.0|340.0,SpreadSportsbet,
2013.0-10.0-19.0-311.0|2729.0,SpreadSportsbet,
2013.0-10.0-19.0-59.0|183.0,SpreadSportsbet,-7.5
2013.0-10.0-19.0-2329.0|46.0,SpreadSportsbet,
2013.0-10.0-19.0-2559.0|2315.0,SpreadSportsbet,
2013.0-10.0-19.0-227.0|257.0,SpreadSportsbet,
2013.0-10.0-19.0-2089.0|2487.0,SpreadSportsbet,
2013.0-10.0-19.0-2700.0|2234.0,SpreadSportsbet,
2013.0-10.0-19.0-2972.0|18.0,SpreadSportsbet,
2013.0-10.0-19.0-366.0|2047.0,SpreadSportsbet,
2013.0-10.0-19.0-216.0|323.0,SpreadSportsbet,
2013.0-10.0-19.0-2280.0|479.0,SpreadSportsbet,
2013.0-10.0-19.0-286.0|2256.0,SpreadSportsbet,
2013.0-10.0-19.0-391.0|2018.0,SpreadSportsbet,
2013.0-10.0-19.0-2382.0|2102.0,SpreadSportsbet,
2013.0-10.0-19.0-2707.0|2128.0,SpreadSportsbet,
2013.0-10.0-19.0-481.0|15.0,SpreadSportsbet,
2013.0-10.0-19.0-2166.0|2368.0,SpreadSportsbet,
2013.0-10.0-19.0-7.0|336.0,SpreadSportsbet,
2013.0-10.0-19.0-2199.0|195.0,SpreadSportsbet,13.5
2013.0-10.0-19.0-2248.0|2422.0,SpreadSportsbet,
2013.0-10.0-19.0-108.0|322.0,SpreadSportsbet,
2013.0-10.0-19.0-2448.0|2169.0,SpreadSportsbet,
2013.0-10.0-19.0-2085.0|341.0,SpreadSportsbet,
2013.0-10.0-19.0-2148.0|455.0,SpreadSportsbet,
2013.0-10.0-19.0-2699.0|2666.0,SpreadSportsbet,
2013.0-10.0-19.0-390.0|175.0,SpreadSportsbet,
2013.0-10.0-19.0-2828.0|2108.0,SpreadSportsbet,
2013.0-10.0-19.0-2213.0|297.0,SpreadSportsbet,
2013.0-10.0-19.0-193.0|2006.0,SpreadSportsbet,6.0
2013.0-10.0-19.0-2830.0|2771.0,SpreadSportsbet,
2013.0-10.0-19.0-218.0|349.0,SpreadSportsbet,1.0
2013.0-10.0-19.0-121.0|2394.0,SpreadSportsbet,
2013.0-10.0-19.0-2405.0|172.0,SpreadSportsbet,
2013.0-10.0-19.0-2725.0|2969.0,SpreadSportsbet,
2013.0-10.0-19.0-2896.0|3111.0,SpreadSportsbet,
2013.0-10.0-19.0-2079.0|2258.0,SpreadSportsbet,
2013.0-10.0-19.0-2249.0|2842.0,SpreadSportsbet,
2013.0-10.0-19.0-89.0|352.0,SpreadSportsbet,
2013.0-10.0-19.0-365.0|173.0,SpreadSportsbet,
2013.0-10.0-19.0-2129.0|210.0,SpreadSportsbet,
2013.0-10.0-19.0-2702.0|237.0,SpreadSportsbet,
2013.0-10.0-19.0-2097.0|294.0,SpreadSportsbet,
2013.0-10.0-19.0-2871.0|2970.0,SpreadSportsbet,
2013.0-10.0-19.0-2450.0|2261.0,SpreadSportsbet,
2013.0-10.0-19.0-2651.0|2003.0,SpreadSportsbet,
2013.0-10.0-19.0-2676.0|2804.0,SpreadSportsbet,
2013.0-10.0-19.0-471.0|247.0,SpreadSportsbet,
2013.0-10.0-19.0-2441.0|284.0,SpreadSportsbet,
2013.0-10.0-19.0-2516.0|2688.0,SpreadSportsbet,
2013.0-10.0-19.0-2015.0|398.0,SpreadSportsbet,
2013.0-10.0-19.0-2369.0|2822.0,SpreadSportsbet,
2013.0-10.0-19.0-2291.0|2205.0,SpreadSportsbet,
2013.0-10.0-19.0-2803.0|2529.0,SpreadSportsbet,
2013.0-10.0-19.0-2800.0|2812.0,SpreadSportsbet,
2013.0-10.0-19.0-2980.0|83.0,SpreadSportsbet,
2013.0-10.0-19.0-2551.0|2940.0,SpreadSportsbet,
2013.0-10.0-19.0-2086.0|2181.0,SpreadSportsbet,
2013.0-10.0-19.0-3162.0|3236.0,SpreadSportsbet,
2013.0-10.0-19.0-2188.0|2071.0,SpreadSportsbet,
2013.0-10.0-19.0-171.0|219.0,SpreadSportsbet,
2013.0-10.0-19.0-2233.0|2023.0,SpreadSportsbet,
2013.0-10.0-19.0-2107.0|2882.0,SpreadSportsbet,
2013.0-10.0-19.0-2467.0|2951.0,SpreadSportsbet,
2013.0-10.0-19.0-424.0|426.0,SpreadSportsbet,
2013.0-10.0-19.0-2731.0|112.0,SpreadSportsbet,
2013.0-10.0-19.0-2644.0|2646.0,SpreadSportsbet,
2013.0-10.0-19.0-395.0|2736.0,SpreadSportsbet,
2013.0-10.0-19.0-2845.0|2062.0,SpreadSportsbet,
2013.0-10.0-19.0-159.0|2083.0,SpreadSportsbet,
2013.0-10.0-19.0-2121.0|2553.0,SpreadSportsbet,
2013.0-10.0-19.0-2207.0|2339.0,SpreadSportsbet,
2013.0-10.0-19.0-2302.0|332.0,SpreadSportsbet,
2013.0-10.0-19.0-2262.0|2074.0,SpreadSportsbet,
2013.0-10.0-19.0-351.0|2913.0,SpreadSportsbet,
2013.0-10.0-19.0-2210.0|236.0,SpreadSportsbet,
2013.0-10.0-19.0-427.0|317.0,SpreadSportsbet,
2013.0-10.0-19.0-2557.0|274.0,SpreadSportsbet,
2013.0-10.0-19.0-2419.0|190.0,SpreadSportsbet,
2013.0-10.0-19.0-231.0|2026.0,SpreadSportsbet,
2013.0-10.0-19.0-2043.0|389.0,SpreadSportsbet,
2013.0-10.0-19.0-2623.0|2571.0,SpreadSportsbet,
2013.0-10.0-19.0-2438.0|2876.0,SpreadSportsbet,
2013.0-10.0-19.0-2013.0|60.0,SpreadSportsbet,
2013.0-10.0-19.0-2331.0|2444.0,SpreadSportsbet,
2013.0-10.0-19.0-2316.0|2825.0,SpreadSportsbet,
2013.0-10.0-19.0-2744.0|2740.0,SpreadSportsbet,
2013.0-10.0-19.0-2744.0|2740.0,SpreadSportsbet,
2013.0-10.0-19.0-2744.0|2740.0,SpreadSportsbet,
2013.0-10.0-19.0-215.0|2134.0,SpreadSportsbet,
2013.0-10.0-19.0-2045.0|2904.0,SpreadSportsbet,
2013.0-10.0-19.0-162.0|2152.0,SpreadSportsbet,
2013.0-10.0-19.0-2401.0|2758.0,SpreadSportsbet,
2013.0-10.0-19.0-2141.0|49.0,SpreadSportsbet,
2013.0-10.0-19.0-2888.0|2264.0,SpreadSportsbet,
2013.0-10.0-19.0-74.0|2042.0,SpreadSportsbet,
2013.0-10.0-19.0-255.0|2155.0,SpreadSportsbet,
2013.0-10.0-19.0-2703.0|2714.0,SpreadSportsbet,
2013.0-10.0-19.0-2827.0|2846.0,SpreadSportsbet,
2013.0-10.0-19.0-628.0|2968.0,SpreadSportsbet,
2013.0-10.0-19.0-134.0|568.0,SpreadSportsbet,
2013.0-10.0-19.0-2060.0|2022.0,SpreadSportsbet,
2013.0-10.0-19.0-2101.0|2600.0,SpreadSportsbet,
2013.0-10.0-19.0-330.0|2075.0,SpreadSportsbet,
2013.0-10.0-19.0-2657.0|2948.0,SpreadSportsbet,
2013.0-10.0-19.0-2834.0|2639.0,SpreadSportsbet,
2013.0-10.0-19.0-2257.0|583.0,SpreadSportsbet,
2013.0-10.0-19.0-2630.0|2634.0,SpreadSportsbet,
2013.0-10.0-19.0-263.0|2564.0,SpreadSportsbet,
2013.0-10.0-19.0-2506.0|2678.0,SpreadSportsbet,
2013.0-10.0-19.0-124.0|133.0,SpreadSportsbet,
2013.0-10.0-19.0-2674.0|2413.0,SpreadSportsbet,
2013.0-10.0-19.0-273.0|101.0,SpreadSportsbet,
2013.0-10.0-19.0-2304.0|2220.0,SpreadSportsbet,
2013.0-10.0-19.0-2428.0|2415.0,SpreadSportsbet,
2013.0-10.0-19.0-396.0|72.0,SpreadSportsbet,
2013.0-10.0-19.0-2741.0|2044.0,SpreadSportsbet,
2013.0-10.0-19.0-65.0|2891.0,SpreadSportsbet,
2013.0-10.0-19.0-67.0|2685.0,SpreadSportsbet,
2013.0-10.0-19.0-375.0|446.0,SpreadSportsbet,
2013.0-10.0-19.0-2402.0|2601.0,SpreadSportsbet,
2013.0-10.0-19.0-2751.0|36.0,SpreadSportsbet,-7.0
2013.0-10.0-19.0-50.0|47.0,SpreadSportsbet,
2013.0-10.0-19.0-268.0|2832.0,SpreadSportsbet,
2013.0-10.0-19.0-2287.0|282.0,SpreadSportsbet,
2013.0-10.0-19.0-262.0|2919.0,SpreadSportsbet,
2013.0-10.0-19.0-75.0|3071.0,SpreadSportsbet,
2013.0-10.0-19.0-2151.0|409.0,SpreadSportsbet,
2013.0-10.0-19.0-2911.0|2292.0,SpreadSportsbet,
2013.0-10.0-19.0-418.0|2757.0,SpreadSportsbet,
2013.0-10.0-19.0-2772.0|2817.0,SpreadSportsbet,
2013.0-10.0-19.0-3.0|2398.0,SpreadSportsbet,
2013.0-10.0-19.0-490.0|2805.0,SpreadSportsbet,
2013.0-10.0-19.0-2122.0|2118.0,SpreadSportsbet,
2013.0-10.0-19.0-2909.0|110.0,SpreadSportsbet,
2013.0-10.0-19.0-126.0|2790.0,SpreadSportsbet,
2013.0-10.0-19.0-2964.0|63.0,SpreadSportsbet,
2013.0-10.0-19.0-38.0|2127.0,SpreadSportsbet,-28.0
2013.0-10.0-19.0-2588.0|386.0,SpreadSportsbet,
2013.0-10.0-19.0-2698.0|2673.0,SpreadSportsbet,
2013.0-10.0-19.0-433.0|2295.0,SpreadSportsbet,
2013.0-10.0-19.0-2371.0|2347.0,SpreadSportsbet,
2013.0-10.0-19.0-2711.0|2050.0,SpreadSportsbet,19.0
2013.0-10.0-19.0-267.0|421.0,SpreadSportsbet,
2013.0-10.0-19.0-53.0|2560.0,SpreadSportsbet,
2013.0-10.0-19.0-2802.0|2900.0,SpreadSportsbet,
2013.0-10.0-19.0-2189.0|2362.0,SpreadSportsbet,
2013.0-10.0-19.0-2273.0|2222.0,SpreadSportsbet,
2013.0-10.0-19.0-2197.0|2546.0,SpreadSportsbet,
2013.0-10.0-19.0-80.0|2359.0,SpreadSportsbet,
2013.0-10.0-19.0-2815.0|2214.0,SpreadSportsbet,
2013.0-10.0-19.0-2117.0|2459.0,SpreadSportsbet,14.5
2013.0-10.0-19.0-6.0|2309.0,SpreadSportsbet,-7.5
2013.0-10.0-19.0-2723.0|271.0,SpreadSportsbet,
2013.0-10.0-19.0-2723.0|271.0,SpreadSportsbet,
2013.0-10.0-19.0-2723.0|271.0,SpreadSportsbet,
2013.0-10.0-19.0-2323.0|2119.0,SpreadSportsbet,
2013.0-10.0-19.0-611.0|2858.0,SpreadSportsbet,
2013.0-10.0-19.0-2105.0|2839.0,SpreadSportsbet,
2013.0-10.0-19.0-487.0|2824.0,SpreadSportsbet,
2013.0-10.0-19.0-200.0|2568.0,SpreadSportsbet,
2013.0-10.0-19.0-196.0|2201.0,SpreadSportsbet,
2013.0-10.0-19.0-2524.0|2283.0,SpreadSportsbet,
2013.0-10.0-19.0-266.0|2286.0,SpreadSportsbet,
2013.0-10.0-19.0-2000.0|2916.0,SpreadSportsbet,
2013.0-10.0-19.0-2654.0|2816.0,SpreadSportsbet,
2013.0-10.0-19.0-2237.0|11.0,SpreadSportsbet,
2013.0-10.0-19.0-2198.0|2635.0,SpreadSportsbet,
2013.0-10.0-19.0-2640.0|2016.0,SpreadSportsbet,
2013.0-10.0-19.0-2838.0|613.0,SpreadSportsbet,
2013.0-10.0-19.0-79.0|2449.0,SpreadSportsbet,
2013.0-10.0-19.0-2504.0|2400.0,SpreadSportsbet,
2013.0-10.0-19.0-2743.0|272.0,SpreadSportsbet,
2013.0-10.0-19.0-2743.0|272.0,SpreadSportsbet,
2013.0-10.0-19.0-2743.0|272.0,SpreadSportsbet,
2013.0-10.0-19.0-2191.0|2823.0,SpreadSportsbet,
2013.0-10.0-19.0-130.0|84.0,SpreadSportsbet,-8.5
2013.0-10.0-19.0-2231.0|2586.0,SpreadSportsbet,
2013.0-10.0-19.0-194.0|2294.0,SpreadSportsbet,-18.5
2013.0-10.0-19.0-149.0|13.0,SpreadSportsbet,
2013.0-10.0-19.0-2486.0|205.0,SpreadSportsbet,
2013.0-10.0-19.0-2305.0|201.0,SpreadSportsbet,21.0
2013.0-10.0-19.0-248.0|252.0,SpreadSportsbet,10.0
2013.0-10.0-19.0-245.0|2.0,SpreadSportsbet,-13.0
2013.0-10.0-19.0-155.0|16.0,SpreadSportsbet,
2013.0-10.0-19.0-2717.0|2747.0,SpreadSportsbet,
2013.0-10.0-19.0-425.0|132.0,SpreadSportsbet,
2013.0-10.0-19.0-258.0|150.0,SpreadSportsbet,-2.5
2013.0-10.0-19.0-154.0|120.0,SpreadSportsbet,4.5
2013.0-10.0-19.0-24.0|26.0,SpreadSportsbet,-4.0
2013.0-10.0-19.0-399.0|119.0,SpreadSportsbet,
2013.0-10.0-19.0-2851.0|2844.0,SpreadSportsbet,
2013.0-10.0-19.0-2029.0|2582.0,SpreadSportsbet,
2013.0-10.0-19.0-559.0|2594.0,SpreadSportsbet,
2013.0-10.0-19.0-2335.0|324.0,SpreadSportsbet,
2013.0-10.0-19.0-2348.0|249.0,SpreadSportsbet,3.5
2013.0-10.0-19.0-2084.0|113.0,SpreadSportsbet,-20.0
2013.0-10.0-19.0-2458.0|302.0,SpreadSportsbet,
2013.0-10.0-19.0-2094.0|17.0,SpreadSportsbet,
2013.0-10.0-19.0-93.0|2046.0,SpreadSportsbet,
2013.0-10.0-19.0-2617.0|2447.0,SpreadSportsbet,
2013.0-10.0-19.0-2754.0|2710.0,SpreadSportsbet,
2013.0-10.0-19.0-2028.0|3209.0,SpreadSportsbet,
2013.0-10.0-19.0-2271.0|2033.0,SpreadSportsbet,
2013.0-10.0-19.0-2242.0|2614.0,SpreadSportsbet,
2013.0-10.0-19.0-2508.0|2963.0,SpreadSportsbet,
2013.0-10.0-19.0-2333.0|2930.0,SpreadSportsbet,
2013.0-10.0-19.0-2065.0|2542.0,SpreadSportsbet,
2013.0-10.0-19.0-90.0|138.0,SpreadSportsbet,
2013.0-10.0-19.0-2721.0|203.0,SpreadSportsbet,
2013.0-10.0-19.0-2781.0|2782.0,SpreadSportsbet,
2013.0-10.0-19.0-2843.0|114.0,SpreadSportsbet,
2013.0-10.0-19.0-2460.0|233.0,SpreadSportsbet,
2013.0-10.0-19.0-2396.0|2310.0,SpreadSportsbet,
2013.0-10.0-19.0-2829.0|2120.0,SpreadSportsbet,
2013.0-10.0-19.0-2692.0|147.0,SpreadSportsbet,
2013.0-10.0-19.0-2850.0|2923.0,SpreadSportsbet,
2013.0-10.0-19.0-2069.0|2123.0,SpreadSportsbet,
2013.0-10.0-19.0-2746.0|2748.0,SpreadSportsbet,
2013.0-10.0-19.0-548.0|2938.0,SpreadSportsbet,
2013.0-10.0-19.0-2038.0|2583.0,SpreadSportsbet,
2013.0-10.0-19.0-2733.0|188.0,SpreadSportsbet,
2013.0-10.0-19.0-2523.0|2184.0,SpreadSportsbet,
2013.0-10.0-19.0-225.0|163.0,SpreadSportsbet,
