User,Item,value
2309|2335,SpreadMirage,
2579|153,SpreadMirage,-12.0
154|2506,SpreadMirage,
189|202,SpreadMirage,-3.0
2116|2006,SpreadMirage,
2623|2466,SpreadMirage,
84|282,SpreadMirage,
2710|2261,SpreadMirage,
2198|2523,SpreadMirage,
135|2439,SpreadMirage,-13.5
2050|2287,SpreadMirage,
2230|227,SpreadMirage,
2413|95,SpreadMirage,
6|253,SpreadMirage,
236|2630,SpreadMirage,
2393|2717,SpreadMirage,
41|119,SpreadMirage,
48|294,SpreadMirage,
2754|2168,SpreadMirage,
2635|2161,SpreadMirage,
2655|2296,SpreadMirage,
2110|2916,SpreadMirage,
254|328,SpreadMirage,-1.0
2545|2546,SpreadMirage,
2181|2254,SpreadMirage,
155|2674,SpreadMirage,
147|2405,SpreadMirage,
238|145,SpreadMirage,3.0
23|16,SpreadMirage,
2502|2202,SpreadMirage,
278|164,SpreadMirage,-10.5
62|30,SpreadMirage,
349|2415,SpreadMirage,
2247|2535,SpreadMirage,
2390|2226,SpreadMirage,
127|2711,SpreadMirage,
2567|2641,SpreadMirage,4.5
2306|2449,SpreadMirage,
248|2582,SpreadMirage,
12|2464,SpreadMirage,
59|2210,SpreadMirage,
103|222,SpreadMirage,
356|79,SpreadMirage,
277|2729,SpreadMirage,
2132|2509,SpreadMirage,-10.5
2429|2097,SpreadMirage,
194|2084,SpreadMirage,
275|113,SpreadMirage,
2184|399,SpreadMirage,
57|2649,SpreadMirage,
120|2229,SpreadMirage,
152|2348,SpreadMirage,-14.0
245|242,SpreadMirage,
2681|46,SpreadMirage,
2803|107,SpreadMirage,
233|302,SpreadMirage,
2005|2142,SpreadMirage,
87|218,SpreadMirage,
130|2117,SpreadMirage,
197|344,SpreadMirage,-13.5
213|183,SpreadMirage,8.5
258|252,SpreadMirage,2.5
2294|2459,SpreadMirage,-3.0
613|3210,SpreadMirage,
2458|2324,SpreadMirage,
2483|2447,SpreadMirage,
8|309,SpreadMirage,-10.5
150|2428,SpreadMirage,
2016|2206,SpreadMirage,
259|333,SpreadMirage,
2011|55,SpreadMirage,
204|331,SpreadMirage,
2643|2127,SpreadMirage,
290|2542,SpreadMirage,
2382|2890,SpreadMirage,
2633|2046,SpreadMirage,
2450|311,SpreadMirage,
256|2115,SpreadMirage,
2199|47,SpreadMirage,
257|2678,SpreadMirage,
2569|324,SpreadMirage,
2368|2529,SpreadMirage,
2241|231,SpreadMirage,
2534|2277,SpreadMirage,
2653|5,SpreadMirage,-4.0
249|70,SpreadMirage,-16.5
276|193,SpreadMirage,
2755|2010,SpreadMirage,
201|2433,SpreadMirage,
58|2377,SpreadMirage,
56|2683,SpreadMirage,
2032|2029,SpreadMirage,
2572|326,SpreadMirage,-8.5
2|265,SpreadMirage,-14.0
151|295,SpreadMirage,
142|93,SpreadMirage,
2571|2086,SpreadMirage,
13|301,SpreadMirage,
98|96,SpreadMirage,4.5
239|2747,SpreadMirage,
2320|2824,SpreadMirage,
228|61,SpreadMirage,2.5
2640|2504,SpreadMirage,
